InsDel1a	InsDel1b	InsDel1c	InsDel2b	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel5c	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel19c	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K	InsDel_L	InsDel_N	InsDel_O	InsDel_P	InsDel15	InsDel16	InsDel_M	InsDel23	InsDel2c	InsDel2a	InsDel_N_beta	InsDel_D	InsDel_N_alpha
A[Del(C):R4]G	5.92247686547468e-05	7.28717785435497e-06	0.000116197613717316	0.000413387950268231	0.00274613429310248	0.00154680436915527	0.000404358575788255	0.000783920005694443	0.000815574809209135	0.000686037853560524	6.0155453054191e-05	0.000161240307659004	0.000257549451280827	0.000687046817433032	0.000344150919797927	5.64624372054452e-06	0.000560412198770005	0.000469933119603125	0.000215000889219706	4.41411703913992e-06	9.33441768436512e-05	0.000291772712903196	9.54286119577347e-05	0.000251678620358934	0.000232222244993698	0.000769243053563502	0.000802858720342804	3.31172601076919e-05	0.000278046075752175	6.68652927263447e-05	0.00048654318254294	0.000992881086022005	3.37707774708389e-06	0.000844354603886976	1.7264705176883e-05	0.000119857493807599	0.00012215513916696	5.96048495115473e-06	7.87949532185696e-05	0.00507335801453448	0	9.34941750746911e-05	0.00028883994656461	0.00011924999834967	4.99934928825555e-05	0.000197167067441904	5.15994937916215e-06	4.45146090001852e-05
A[Del(C):R4]T	0.000286189245204986	0.000174770039483001	0.000338464639514214	0.000848080378688225	0.00522120653305413	0.00287379140019557	0.000273759147739768	0.00238912029353715	0.00249450060268999	0.00102122895098631	0.000346908849895469	0.000484258530212071	0.000929134812273323	0.00218513094681244	0.000681935691773122	3.95719645371496e-06	0.000901763963652168	0.000462778715698181	0.000254135545849801	0.000216179985119397	0.000163248702071954	0.00137336530988679	0.000524335489729649	0.000463155445590469	0.000958870168195677	0.00101872790052688	0.00122774232776566	3.78482972659336e-05	0.00144888412412904	0.000288833586176742	0.00167999663473496	0.00104029359172152	2.36395442295873e-05	0.00117630668532908	0.00057726257829001	0.000120453094226425	0.000511388724183637	3.71490689978946e-06	0.000330603117131083	0.00973536267653915	0	0.000141134519061795	0.00310502942556956	0.00021830500039784	0.000282422463940162	0.000243200163022645	3.88080226415977e-06	0.000147447806095358
A[Del(C):R5]A	0.000157713233084885	0.000234109319215548	0.000570692166878157	0.00420332174198565	0.00967135013539015	0.00647011066655661	0.000391011540602999	0.00089052017591432	0.00359151521360417	0.00143702057948004	0.000616728078482455	0.00161295720863765	0.000729893108965823	0.0025659030713902	0.000781921023648853	2.75073412026528e-06	0.000430036685952824	0.000674848278083546	0.000273073603269572	0.00023182495690369	0.000179368795291558	0.00127658295338032	0.000352974175457931	0.000584598759195887	0.00143652555811306	0.00166383750996466	0.00073543651107967	5.00138213871266e-05	0.000162675194473871	0.000146766488662505	0.000568099104888848	0.00110932620002	1.01312332412517e-05	0.00286123774276494	0.00148163151723932	0.000163194514758383	0.00177311111273079	0.000322254311963826	0.000997895474394752	0.013986013986014	0	0.00146255856040409	0.000469364913167491	0.000397830492893606	0.000582768032913424	0.000632940618703102	0.000256393114949461	0.000849120037575859
A[Del(C):R5]G	3.98591931763266e-05	2.83687738515384e-05	5.62033547438838e-05	0.000774809639082772	0.00111506237055305	0.000913114390924951	0.000249135455112575	0.00030301727445877	0.000276230981546143	9.64895246476457e-05	0.000180008153560415	0.000422695891872881	0.000165525761745814	0.000300247807175565	0.000338477686023928	1.83382274684352e-06	0.000249484601264929	7.63309328454616e-05	6.98191040950403e-05	4.30236724068068e-06	5.88794784856695e-05	0.000172233860119772	0.000115995438395958	0.000155679560039158	7.12022953338133e-05	0.000367225899091637	0.000349456615266937	2.50069106935633e-05	0.000267222080254237	6.36900284369742e-05	0.000236194424456329	0.00054897359932606	6.75415549416779e-06	0.00144048910679756	5.06760698640736e-05	2.43628933224628e-05	0.00021732578350038	8.40151146254623e-05	6.93611668362598e-05	0.00219388454682572	0	0.000831919506874799	0.0013719897461819	0.000123379066144453	0.000136770121929243	4.87681163223582e-05	7.21417292401767e-05	0.000100548156136838
A[Del(C):R5]T	6.21699286576589e-05	5.95604560572e-05	0.000260171654932631	0.0027272321902107	0.00458885927432947	0.00275409885492306	0.000517967103823246	0.000901659683115394	0.00188072458922894	0.000627537468107984	0.000283568173655369	0.0017812238665942	0.00042355592675872	0.00144348663072765	0.000907522521763672	1.78556425350553e-06	0.000531305929821298	0.000218941774024916	0.000705352743044272	0.000233724703477497	0.000328429377508979	0.000380539187742372	0.000354018972330587	0.000213390303114407	0.000587904417705566	0.000337193004145016	0.000727921816935423	5.27172711918361e-05	0.000192339847877375	0.000349637010714289	0.00112785726317414	0.000408674726905021	1.01312332412517e-05	0.00358849521421405	0.000216848857191572	0.000272926801445936	0.000894966019804469	0.000443030370985712	0.000490414941489406	0.00740436034553682	0	0.000372785691699087	0.00148030472614363	0.000612460474693127	0.00059214834018114	0.000557168987734636	0.000356242471528164	0.000648975468865067
A[Del(C):R6]A	0.000713499464483649	0.000139934768350162	0.000522407785998653	0.00420238713750014	0.0033901116274799	0.00274261896988875	0.000261060830914085	0.000154723057315085	0.00107488639660161	0.000649893170962782	0.000144656897103031	0.00270703970972717	0.000409737763401316	0.00124199006607811	0.000329643031902586	2.89550960027924e-06	0.00143597891317513	0.000239114371114202	0.000897879671718364	1.93327151334483e-05	0.00011635111518165	0.000351488341431369	0.00028225918872599	0.00114295285605709	0.000128331689202615	0.00143633643950378	0.000187867353606173	3.98758846194658e-05	0.000623032783855679	0.000239172452690987	0.000865340111124759	0.00071245191897797	0	0.00890384582590899	0.000639769131370171	0.000350610113215698	0.00231329907847654	0.000759947969679318	0.00117795231604973	0.00233100233100233	0	0.000156617630857604	0.00122756977289959	0.000858343867305579	0.00119543435169364	0.000724380836807524	0.000596429442944331	0.00120619575570413
A[Del(C):R6]G	4.06333397975427e-05	2.4637878480419e-05	6.8245102451389e-05	0.00120613523929591	0.000584408992163879	0.000373723043607447	8.72733231399895e-05	5.70172139306947e-05	0.000121805478006928	6.32670835264504e-05	2.49847018340207e-05	0.000678912008853281	7.83563383288507e-05	0.000146003307435284	0.000317506209267751	2.02685672019547e-06	0.000325842350450632	4.54599289888063e-05	0.000113208830588439	7.82248589214669e-07	5.37783374554961e-05	5.67701954994187e-05	1.64148036662904e-05	0.000195750038056949	8.26504505517372e-05	0.000429243448908361	1.93468367875177e-05	1.41931114747251e-05	6.94026784840077e-05	5.08042286299286e-06	0.000299828745802671	0.000593351704660801	3.37707774708389e-06	0.00398545992700468	0.000131149356795478	8.81772239109858e-05	0.000316273862600337	0.000141914988209121	5.53691956857367e-05	0.000274235568353215	0	2.85842063922623e-05	0.000902624833014406	0.000175881979351896	0.000165275571249591	5.78880622459904e-05	0.000111188236937114	0.000114385371130961
A[Del(C):R6]T	0.000536014016266563	3.60692022072187e-05	0.00046579047686975	0.0023780054008879	0.00213525971972719	0.00104234296538662	0.000519029897731483	0.000175409170784458	0.000698703381883465	0.000427036147027058	0.000178022595951065	0.00117575032803488	0.000211240695090566	0.00051092189340222	0.000537419805484302	1.1582038401117e-06	0.000489438546822191	0.000123139574867392	0.00105387892318565	3.96711784530297e-06	0.000157653902232409	0.000146088098439869	0.00011587424195873	0.000249089797340931	0.000238270783854607	0.000272179729794574	0.000129360092054537	0.00199176664361976	6.24519019021138e-05	0.000363354152444369	0.000340943714919203	0.000587704348426371	6.75415549416779e-06	0.00529490264939219	0.000211843652753997	0.000360423339163978	0.00103048519058672	0.000325179108067765	0.000593384834858422	0.00191964897847251	0	4.16853009887158e-05	0.000433259919846915	0.000560480181377124	0.000668964229715091	0.00076883936939089	0.000256187150583486	0.000679958273118921
A[Del(C):R7]A	0.000440562588581195	0.000124469886913244	0.000466288281290114	0.00318944477962589	0.00145350542396614	0.000698223181374176	0.000333123778899834	3.57943738419394e-05	0.000173961107688545	0.000318524320943581	4.97805674198794e-05	0.00307558158755547	3.99557943192588e-05	0.000337612363089283	0.000300150877703399	0.000194916054592131	0.0003840709602801	4.61114611309619e-05	0.000342143575346425	2.96136965916982e-06	0.000114016901305238	0.000249743132013434	6.7757166785454e-05	0.000208350227383704	6.91925726538478e-05	0.000502169672405948	4.79586846783461e-05	2.9737947851805e-05	0.000568387369691329	0.000194233803184695	0.000606193038511161	0.000608650139833176	1.68853887354195e-05	0.00765330723890833	0.000381305574426187	0.000353247772213357	0.00105156682717543	0.000572871911770518	0.000938494493306336	0	0	0.000515706723660398	0.000902624833014406	0.000691374225038561	0.00117140666600746	0.000376667249142622	0.000456785602813308	0.00218156812817862
A[Del(C):R7]G	3.35792477281761e-05	3.07551499859518e-05	8.53143217517952e-05	0.000722077677568659	0.000344930123013684	9.671818006823e-05	0.000148335664049576	3.22575938047588e-06	1.14223188985987e-05	3.11779832060449e-05	1.67897640645203e-05	0.000663172675723615	6.99014320999347e-05	2.14576347902359e-05	8.1947913044657e-05	8.68652880083773e-07	0.000152667282575247	2.17288044351992e-05	4.39291015464932e-05	4.24649234145106e-06	2.72853146858858e-05	1.47137156778877e-05	2.2157007278405e-05	5.59160759105941e-05	5.93957799271727e-05	8.24051195600848e-05	4.11207797582705e-05	1.41931114747251e-05	9.32274785606074e-05	3.57938883529043e-06	0.000434066231328632	0.000449301976233312	0	0.00395264909824814	9.41238444884281e-06	8.8801186254518e-05	0.000136051759496074	0.000115993809468053	9.61405023495126e-05	0	0	2.50111805932295e-05	0	0.000336928596182592	0.000133701262170101	2.33921316246067e-05	9.52422589187367e-05	0.000182358328187088
A[Del(C):R7]T	7.29263131396983e-05	0.000102276588863199	5.61230352363427e-05	0.000581425332646005	0.00043840027431829	0.000235818471839154	0.000167327929214944	2.84637897526625e-05	0.00010757477904855	0.000204923572440872	1.80866247688092e-05	0.000478687465073363	1.83142506162585e-05	7.582452098729e-05	0.000233468727294885	2.21989069354742e-06	0.000395819542611136	1.37485731653581e-05	8.01271606652952e-05	1.41363495050937e-05	0.000119678741230007	5.49276186732115e-05	7.73692980138845e-05	5.10198236808921e-05	0.000197078732973194	0.000213256249003836	9.12031823469473e-05	3.24413976565145e-05	0.000327992584797448	0.000114956113690811	0.000146718815436336	0.000559003978309601	3.37707774708389e-06	0.00177948692805933	0.000101131130701033	0.000246947278415231	0.000446516460014191	0.000323557301697334	0.000260979736378659	0	0	2.44156762933907e-05	0.00144419973282305	0.000123999908923291	0.00014165659823421	0.000154129012180328	0.000253531294285387	0.000621968679883622
A[Del(C):R8]A	0.000339668314651278	0.000148234700954243	0.000417727636609947	0.000942914583230583	0.00062542602426649	0.000170936607121292	0.000384275911678072	8.5530680593803e-06	3.68511383474417e-05	6.87560085812565e-05	6.39599480539251e-05	0.00239149731237309	3.45454083935087e-05	0.000163855487320225	0.000304178440611658	0.00019829414912579	0.00160404310665754	1.1607231857382e-05	0.00051806973849749	8.49298468290212e-06	0.000130502667716969	0.000486426832652802	7.94327718373791e-05	0.000106548201458355	0.000309085662768186	0.000610499913120206	0.000265441401231878	4.25793344241753e-05	0.000408819757836145	0.000319777979978608	0.000415735406397578	0.000156060896538032	6.75415549416779e-06	0.00452425115200399	0.000193577906689599	0.000129046757412346	0.00041772708120604	0.000439745173466122	0.00127037319242056	0	0	4.64493353874262e-05	0	6.2012000664817e-05	0.000978149842032503	0.00018955908720994	0.000363873993299025	0.00090571610777356
A[Del(C):R8]G	3.83585397259693e-05	1.03370829627272e-05	9.41680028522852e-06	6.32265564599074e-05	3.79062870858772e-05	1.17885451254064e-05	0.000209936303172425	1.7581306566504e-06	1.62501703338977e-06	0	1.75867641119099e-05	0.000293346269132864	2.84280905088192e-05	1.53762989476056e-05	9.2536505851854e-05	1.10994534677371e-06	0.000139857952728687	7.3432237295808e-06	4.77946227603387e-05	1.78799677534782e-06	3.62016460205856e-05	3.52644995497455e-05	1.96860626745748e-05	5.341479763233e-05	6.2509639404806e-05	3.47004758489038e-05	9.75509985184851e-06	2.70344980470954e-05	3.42584711876499e-05	3.45237826371561e-06	0.000120311835857392	0.000239801917715744	0	0.00126243830182033	1.56006372080268e-07	0.000103067234381641	2.05194596130039e-05	0.000166325253323036	0.000127085687523334	0	0	1.54831117958087e-05	3.61049933205762e-05	6.93490650272691e-05	6.94269268023534e-05	1.47825945013467e-06	0.000130061076998293	2.65010864316129e-05
A[Del(C):R8]T	4.51863427829804e-05	6.5014198588774e-06	8.02197701306181e-05	0.000263671067865573	0.00014417044536354	2.98751615666652e-05	0.000232531025611166	4.78626232817847e-06	1.33339053258435e-05	7.87227409176152e-05	1.90974540972058e-05	0.000421968800120548	2.93423891757142e-05	2.6552461798844e-05	0.000167587758755218	1.25472082678767e-06	7.83828126244319e-05	8.79983380535523e-06	6.36762215459058e-05	1.173372883822e-06	4.0583629772909e-05	5.378441407301e-05	4.71078013942908e-05	3.65124096669603e-05	0.000132176797173441	0.000247396917742904	2.68148558128563e-05	3.71724348147562e-05	9.3722890282427e-05	8.14368692106561e-05	8.3084494089994e-05	0.000213166625624997	6.75415549416779e-06	0.00140187611859325	5.11440889803144e-05	8.00373515203608e-05	8.76059120463864e-05	0.000112195733010805	0.000449725124864739	0	0	0.000126246911565825	0	4.72211164322506e-05	0.000193371303691101	9.13102083156476e-05	8.94644164416497e-05	0.000180755989770768
A[Del(C):R(9,)]A	0.000155787224348145	3.3938924975035e-05	0	9.88428695645711e-05	0.00013662105749442	5.40338950013984e-05	0.000458671485254625	4.1696206789479e-06	7.98180047002134e-06	1.89334580837849e-05	5.39627349159375e-05	0.000682868048978474	0.000136437868075318	2.92173168310079e-05	0.000461675638532205	0	0.00013741501905657	9.97217667260958e-06	0.000148238243758869	6.14623891525812e-06	0.000245738479662631	0.000282532929840391	0.000112076405326627	0.000123756996012812	0.000171552833585005	0.000794547847920289	0.000651701347758061	0.00386322977092994	0.000321642307272305	9.32603987827122e-05	0.000190240984149854	0.000383556634996658	6.75415549416779e-06	0.00114993257022768	9.8934040960903e-06	0.000128337709294696	2.34634916699525e-05	0	0	0	0	0.000261426387629232	0	3.63239357171158e-05	0.000183508976565929	2.22605649445361e-05	8.84671153011394e-05	1.89283327991661e-05
A[Del(C):R(9,)]G	1.94081110070584e-05	1.70480382870653e-05	0	5.06713275279756e-07	1.43851749882983e-05	2.20440604463533e-06	4.04689836227185e-05	2.98061462675374e-06	3.06797821656575e-07	0	8.85586463806735e-06	9.31415551280102e-05	1.69663670145473e-05	1.0756576301703e-05	7.10345167771164e-05	0	4.55157115752289e-05	1.13084400469668e-06	1.13568413957169e-05	2.79374496148096e-07	9.18144439899194e-05	1.28442399199111e-05	3.06418026812403e-05	1.77403161885882e-05	5.12939340390227e-05	5.05717639088559e-05	2.52045642105177e-06	4.05517470706432e-05	4.87154859789325e-05	7.71300561927099e-05	6.37667173241762e-05	0.000171317187260896	0	0.000895458098759187	3.7701539919398e-07	1.08058933129899e-05	7.92472280656026e-06	0	0	0	0	4.22808052885546e-05	3.61049933205762e-05	1.7858032886231e-05	4.47344553960952e-05	0	0	3.84958963495235e-07
A[Del(C):R(9,)]T	2.57067720878098e-05	1.08842033447634e-06	0	3.87354148213858e-06	9.76616896901827e-05	1.09652713622922e-05	0.000177679817931533	2.00435534320831e-06	1.48847514572943e-06	8.3778329783884e-06	2.66342420017886e-05	8.18903610877442e-05	1.24985570340498e-05	1.46791233322198e-05	0.000191027741810005	0	3.74315297523687e-05	5.37202775809118e-06	3.74566009093564e-06	5.08461582989535e-06	0.000294854483918507	2.18822809944454e-05	1.98302446430012e-05	3.22727429853026e-05	5.68872586061555e-05	3.22267336203031e-05	2.68848684912188e-05	4.86620964847718e-05	4.59081528886211e-05	1.43983802503457e-05	6.17085616687526e-05	0.00026698508765013	0	0.000338359620191153	1.39105681771572e-06	4.65702803672688e-05	1.04545191972046e-05	0	0	0	0	7.50335417796884e-05	0	3.01562796933117e-05	3.13001602855611e-05	0	8.88898842628774e-07	7.35257415148095e-06
G[Del(C):R1]A	0.00047529199700375	0.000108900237743595	0.000498430206417763	3.72940970605901e-05	0.00610496064757444	0.017989467974969	0.000653066152833877	0.0050429332050569	0.00682498051231194	0.0061082958024379	0.00213017562840225	1.45175986549129e-05	0.00367742234736531	0.00996625140467007	0.000632543912236892	0.000384861484370449	0.00227114079039801	0.00094742525702113	0.00162043248590021	0.00180727361558203	0.000451868458064693	0.00240471070232506	0.00180828218734849	0.000487386578911153	0.0269211554121357	0.00260156737366699	0.00628030061203683	3.37931225588693e-05	0.000477126525541582	0.000410371156758249	0.00519744482984379	0.00183977379893903	0.0070243217139345	0.00032945398010852	0.00010887944718102	2.47032364189349e-05	4.10339878490279e-05	0.000329628679391766	0.000654302582158637	0.00315370903606198	0	0.00492065202956798	0.00140809473950247	0.000109689019555558	0.000597840191331275	0.00108834564806918	0.000262604566618074	8.80575872585595e-06
G[Del(C):R1]G	0.000100206899787123	9.91801203180581e-06	0.000156840167165054	6.94985407783701e-05	0.00479903894375634	0.00396744437582172	0.000655812853973345	0.000531900399539727	0.0011139306336632	0.00200672433319477	0.000344945508315314	0.000166737561968309	0.000366492379033126	0.0012695354426125	0.000506281980419375	1.44775480013962e-06	0.000529875527868545	0.000492386079189956	0.000140806854138452	0.000225846342686121	0.000188352166711481	0.00182889871940238	0.000547659535114811	0.000778235217107703	0.000765781824350896	0.000756397749881043	0.00112199984587876	3.31172601076919e-05	0.000544292345039192	0.000268511894724771	0.000445043061490891	0.000969238049846516	1.68853887354195e-05	0.00108521533480327	9.82840144105686e-06	0.000119034997991125	2.5751650588586e-05	6.88366703893823e-05	0.000147045489683105	0.00150829562594268	0	4.22808052885546e-05	0.000938729826334982	0.000144984394848031	9.54509780648358e-05	9.39826317515588e-05	5.52092903110774e-05	2.81233120268585e-05
