Samples	ID1	ID2	ID3	ID4	ID8	ID9	ID13	ID19	ID21	ID22	ID25	ID83H	ID83I	ID83J
CPCT02050232T	44	0	0	0	82	0	53	164	0	0	0	0	0	0
CPCT02050240T	563	783	0	0	805	0	650	484	0	0	0	0	0	0
CPCT02020574T	0	0	0	0	48	0	0	103	0	0	0	0	0	0
CPCT02020578T	139	0	0	0	472	0	1031	525	0	0	0	0	0	0
CPCT02090005T	0	0	0	0	0	0	828	445	0	0	0	0	455	0
CPCT02020423T	126	0	0	0	316	0	555	261	0	0	0	0	0	0
CPCT02020426T	347	1029	0	1493	0	0	0	0	0	0	0	0	0	1031
CPCT02050092T	68	32	0	0	106	0	236	104	0	0	0	0	0	0
CPCT02010403TII	23	0	0	0	78	0	0	73	0	0	0	0	0	0
CPCT02020412T	56	39	0	0	123	0	334	105	0	0	0	0	0	0
CPCT02010469T	77	29	0	0	86	0	196	149	0	0	0	0	0	0
CPCT02180012T	33	19	0	0	69	0	66	75	0	0	0	0	0	0
CPCT02020445T	81	36	0	0	58	0	59	72	0	0	0	77	0	0
CPCT02050105T	132	152	165	0	390	0	346	158	0	0	0	0	0	0
CPCT02050055TII	177	315	0	0	0	0	228	0	0	0	0	388	0	0
CPCT02010493T	86	70	0	0	76	0	122	104	0	0	0	0	0	0
CPCT02010503T	103	116	102	0	187	0	159	261	0	0	0	0	0	0
CPCT02010501T	124	62	0	0	160	0	638	293	0	0	0	0	0	0
CPCT02020464T	22	0	0	0	75	0	36	43	0	0	0	77	0	0
CPCT02090009T	136	124	0	201	88	0	214	108	0	0	0	0	0	0
CPCT02020468T	19	0	0	0	45	0	0	46	0	0	0	0	0	0
CPCT02340001T	46	22	0	0	76	0	76	71	0	0	0	0	0	0
CPCT02080079T	41	0	51	0	45	0	0	67	0	0	0	0	0	0
CPCT02010526T	9	11	0	0	0	0	40	38	0	0	0	0	0	0
CPCT02010532T	91	0	0	0	209	0	508	245	0	0	0	0	0	0
CPCT02060051T	55	54	0	0	38	46	0	80	0	0	0	0	0	0
CPCT02050141T	97	0	0	197	0	0	148	105	0	0	0	0	0	0
CPCT02110024T	87	430	0	286	0	218	187	187	0	0	0	0	0	176
CPCT02120013T	173	60	0	0	204	0	106	168	0	0	0	0	0	0
CPCT02050158T	73	39	0	0	133	0	278	88	0	0	0	0	0	0
CPCT02050149T	135	36	0	0	0	0	0	0	0	0	0	269	0	0
CPCT02010557T	214	81	0	0	0	0	132	181	0	0	0	0	0	0
CPCT02220014T	168	70	0	0	91	131	0	86	0	0	0	0	0	0
CPCT02050052TII	59	138	0	279	0	0	122	101	0	0	0	0	0	0
CPCT02020506T	114	64	0	0	190	0	624	220	0	0	0	0	0	0
CPCT02030339T	57	51	0	0	101	0	329	100	0	0	0	0	0	0
CPCT02080163T	15	0	0	0	59	0	0	136	0	0	0	0	0	0
CPCT02050281T	36	32	0	0	105	0	168	205	0	0	0	0	0	0
CPCT02070243T	68	0	0	0	139	0	286	233	0	0	0	0	0	0
CPCT02340040T	62	19	0	0	30	0	0	51	0	0	0	56	0	0
CPCT02120077T	50	26	0	0	102	0	138	155	0	0	0	0	0	0
CPCT02030437T	49	37	0	0	80	0	73	190	0	0	0	0	0	0
CPCT02010641TII	114	116	0	0	101	0	0	183	0	0	0	0	0	0
CPCT02050291T	39	0	0	0	84	0	81	69	0	0	0	78	0	0
CPCT02020643T	105	66	0	0	166	0	190	151	0	0	0	150	0	0
CPCT02150006T	90	0	0	0	234	0	712	331	0	0	0	0	0	467
WIDE01010503T	41	38	0	0	139	0	224	81	0	0	0	0	0	0
WIDE01010567T	0	0	0	0	1496	514	884	0	0	0	0	0	0	0
WIDE01010459T	96	0	0	0	309	0	545	224	0	0	0	0	0	0
CPCT02060041T	0	0	0	0	0	0	933	520	0	0	0	0	388	0
WIDE01010561T	306	208	0	274	198	0	254	167	0	0	0	0	0	0
WIDE01010651T	106	0	67	0	82	0	0	88	0	0	0	0	0	0
