Samples	ID1	ID2	ID4	ID6	ID8	ID9	ID19	ID21	ID23	ID25
SP63796	35	14	27	0	38	71	0	0	0	0
SP69155	38	10	0	0	23	0	0	0	57	0
SP59950	66	97	127	366	192	310	0	0	0	0
SP59938	0	0	0	310	158	0	0	0	0	58
SP64976	76	74	0	93	0	127	0	0	0	0
SP64296	66	59	0	477	399	0	0	0	0	0
SP65807	73	0	0	752	295	0	0	0	0	0
SP59803	112	40	0	0	135	147	0	138	0	0
SP66159	0	0	0	797	308	0	0	0	0	154
SP63356	99	0	0	0	110	79	0	87	0	0
SP68348	137	103	0	477	261	122	0	0	0	0
SP62450	41	14	0	34	40	0	0	0	64	0
SP67428	46	0	0	481	170	0	0	0	122	0
SP61713	0	0	0	394	354	0	0	0	0	0
SP68725	40	0	0	249	128	0	0	0	0	0
SP67609	0	0	0	1078	429	0	0	0	0	0
SP62110	63	86	118	0	114	151	0	0	0	0
SP64546	44	0	0	308	216	0	0	0	0	0
SP63546	60	50	0	66	0	133	0	0	117	0
SP60322	0	0	0	232	108	62	0	0	0	0
SP60243	0	0	0	231	281	0	0	0	0	0
SP63966	161	98	0	0	71	82	0	109	0	0
SP60362	135	42	0	0	0	80	0	0	0	0
SP69077	0	0	0	711	716	0	0	0	0	0
SP67346	83	73	0	135	0	177	0	0	186	0
SP66687	212	103	0	0	0	130	0	0	0	0
SP63716	105	23	0	0	43	77	0	0	0	0
SP65376	0	0	0	719	611	0	0	0	0	0
SP61343	69	50	0	0	44	110	0	0	0	0
SP60001	0	0	0	782	242	0	0	0	0	0
SP59860	92	75	119	76	107	132	0	0	0	0
SP60610	94	30	0	0	0	90	0	0	0	0
SP64036	89	0	0	293	408	0	0	0	0	0
SP60842	47	37	0	200	187	106	0	0	0	0
CPCT02020307T	159	61	0	0	80	101	123	0	0	0
CPCT02020333T	0	0	0	649	438	0	205	0	0	0
CPCT02080024T	111	38	72	72	73	94	142	0	0	0
CPCT02030259TII	78	65	0	299	249	0	156	0	0	0
CPCT02040038T	64	0	0	675	319	0	128	0	0	0
CPCT02030250T	89	58	136	0	97	139	139	0	0	0
CPCT02050058T	148	344	0	0	279	0	280	0	0	0
CPCT02020393T	243	101	0	0	215	0	182	0	0	0
CPCT02030280T	283	170	0	772	361	187	0	0	0	0
CPCT02030278T	94	0	0	1145	272	0	0	0	0	0
CPCT02100030T	150	72	0	167	120	217	185	0	0	0
CPCT02060056T	110	0	0	252	217	0	171	0	0	0
CPCT02030296T	54	0	0	633	291	0	199	0	0	0
CPCT02060046T	126	21	0	0	0	0	74	0	59	0
CPCT02130056T	151	154	0	0	121	0	137	0	128	0
CPCT02180051T	102	32	0	0	93	0	137	0	69	0
CPCT02070434T	67	60	0	0	247	252	0	0	179	0
DRUP01210006T	0	0	0	1394	0	0	0	0	0	0
CPCT02020659T	101	33	0	140	97	0	128	0	0	0
CPCT02080191T	0	107	0	959	391	0	345	0	0	0
CPCT02330084T	140	47	0	0	65	71	83	0	0	0
CPCT02360009T	520	599	0	0	0	0	272	0	0	0
CPCT02060196T	41	23	0	0	63	33	109	0	0	0
CPCT02290028T	147	93	0	0	123	0	216	0	0	0
CPCT02030455T	178	62	0	306	321	0	154	0	0	0
CPCT02080198T	52	0	0	0	60	0	153	0	0	0
CPCT02010679T	24	0	0	0	56	0	136	0	0	0
CPCT02100152T	0	0	0	490	441	247	201	0	0	0
CPCT02070465T	0	0	0	1004	955	0	0	0	0	0
CPCT02040224T	80	77	85	237	231	84	125	0	0	0
DRUP01060007T	49	0	0	0	63	0	179	0	0	0
CPCT02040223T	100	67	0	0	105	0	168	0	116	0
CPCT02270023T	214	93	0	414	229	0	145	0	0	0
CPCT02220079T	478	0	0	0	0	246	0	0	0	0
CPCT02230082T	30	29	0	139	152	0	144	0	90	0
CPCT02090043T	146	33	0	0	57	0	95	0	0	0
CPCT02130051T	0	0	0	0	467	0	459	0	0	0
CPCT02030259TIII	70	59	0	267	244	0	124	0	0	0
DRUP01020026T	298	103	0	0	223	0	392	0	0	0
CPCT02210046T	71	43	0	0	139	0	242	0	0	0
CPCT02120120T	54	69	0	0	59	42	109	0	0	0
WIDE01010205T	124	68	0	252	222	163	114	0	0	0
CPCT02340080T	70	0	0	0	77	0	181	0	0	0
WIDE01010216T	389	87	0	0	0	0	0	0	177	0
CPCT02130087T	100	119	94	0	202	115	248	0	0	0
WIDE01010264T	95	90	0	0	0	98	66	0	0	0
CPCT02130085T	634	166	0	0	0	0	230	0	0	0
WIDE01010292T	29	65	0	0	0	0	54	0	0	0
WIDE01010277T	300	154	0	0	0	0	0	0	0	0
CPCT02120118T	52	21	0	0	80	0	125	0	0	0
WIDE01010301T	49	27	0	146	103	0	94	0	72	0
CPCT02220045T	0	0	0	1384	800	306	0	0	0	0
CPCT02130093T	160	0	0	0	102	0	154	0	0	0
CPCT02030482T	157	144	0	0	128	0	137	0	172	0
CPCT02030477T	21	24	0	0	55	0	107	0	0	0
CPCT02370026T	0	0	0	0	38	49	0	0	0	93
WIDE01010385T	79	49	0	96	104	243	94	0	0	0
WIDE01010397T	150	30	0	0	0	0	78	0	91	0
WIDE01010414T	57	72	0	256	248	0	0	0	178	0
WIDE01010420T	142	236	0	1590	923	673	0	0	0	0
CPCT02270031T	63	0	0	0	85	0	193	0	0	0
CPCT02120132T	99	0	0	0	90	0	204	0	0	0
DRUP01010084T	119	93	133	0	240	127	187	0	0	0
CPCT02020741T	78	52	65	0	106	132	190	0	0	0
CPCT02020740T	122	80	0	440	455	0	304	0	0	0
CPCT02030492T	340	393	0	0	243	246	209	0	0	0
CPCT02070349T	204	100	0	0	216	0	167	0	157	0
CPCT02070348T	117	0	0	0	152	115	341	0	0	0
CPCT02060226T	156	282	0	0	157	120	189	0	0	0
CPCT02230111T	64	38	66	0	130	0	188	0	0	0
CPCT02080236T	200	71	0	0	91	143	103	0	0	0
CPCT02030498T	43	67	0	0	95	153	131	0	0	0
DRUP01050029T	119	75	0	0	0	0	92	0	110	0
CPCT02030505T	0	0	0	320	244	0	164	0	0	0
CPCT02120149T	76	74	0	0	84	56	140	88	0	0
CPCT02070358T	91	34	0	0	81	79	181	0	0	0
CPCT02060168T	136	21	0	0	58	0	79	0	54	0
CPCT02030509T	0	0	0	366	127	0	97	0	0	75
CPCT02210066T	0	0	0	821	240	0	0	0	0	0
CPCT02030495T	63	25	0	0	67	0	123	0	56	0
CPCT02060251T	13	16	0	0	0	0	60	0	36	0
CPCT02380049T	95	0	0	0	0	0	124	0	106	0
CPCT02300049T	52	0	0	0	68	0	107	0	50	0
CPCT02140079T	45	0	0	0	75	0	162	0	0	0
CPCT02110074T	185	100	106	0	92	0	117	0	0	0
CPCT02210065T	315	453	0	0	0	356	0	0	0	0
CPCT02120153T	97	75	0	0	130	115	108	115	0	0
CPCT02110078T	141	156	0	0	174	194	192	0	0	0
CPCT02030517T	257	117	0	0	119	0	269	0	0	0
CPCT02020466T	86	69	0	284	318	0	190	0	0	0
CPCT02070397T	50	0	0	0	66	0	131	0	61	0
CPCT02050203T	101	0	0	850	360	0	179	0	0	0
CPCT02020572T	189	0	0	319	464	0	359	0	0	0
CPCT02060142T	56	0	0	406	269	0	144	0	0	0
CPCT02230050T	0	185	0	1032	414	302	0	0	0	0
CPCT02070222T	21	0	0	0	84	0	128	0	56	0
CPCT02010646T	162	261	0	0	100	0	166	0	0	0
CPCT02070418T	187	71	0	0	0	142	0	0	0	0
CPCT02080160T	160	0	0	883	408	0	287	0	0	0
CPCT02100112T	59	0	0	0	193	0	313	0	0	0
CPCT02100119T	211	213	0	0	168	200	149	0	0	0
CPCT02340032T	357	179	0	0	0	0	143	0	0	0
CPCT02020513T	205	32	0	0	0	0	88	0	0	0
CPCT02180025T	101	240	0	248	0	420	0	0	0	0
CPCT02120022T	76	35	54	0	73	100	54	0	0	0
CPCT02020516T	366	109	0	0	0	179	139	0	0	0
CPCT02060089T	291	221	0	0	0	0	0	0	0	0
CPCT02090018T	216	94	0	0	0	198	0	0	0	0
CPCT02060094T	96	27	0	0	61	0	57	0	64	0
CPCT02120028T	175	142	0	0	118	0	156	0	0	0
CPCT02090019T	0	0	0	867	520	0	0	0	0	174
CPCT02060105T	0	0	0	335	263	0	178	0	0	0
CPCT02020544T	0	0	0	596	169	0	0	0	161	0
CPCT02060110T	16	8	0	0	26	0	48	0	32	0
CPCT02030355T	160	0	0	0	0	171	0	0	0	0
CPCT02040127T	170	111	0	0	120	171	131	0	0	0
CPCT02070190T	199	240	0	0	0	0	140	0	0	0
CPCT02090020T	93	0	0	0	0	0	95	0	0	0
DRUP01020004T	191	0	0	0	0	0	116	0	0	0
CPCT02060120T	232	795	0	363	283	0	0	0	0	0
CPCT02070210T	435	618	0	0	0	0	349	0	0	0
CPCT02040144T	293	188	0	641	309	261	280	0	0	0
CPCT02040143T	93	57	0	0	77	60	130	0	0	0
CPCT02020593T	528	211	0	0	0	0	235	0	0	0
CPCT02180005T	375	180	0	0	0	0	193	0	0	0
CPCT02030299T	0	0	0	488	623	0	0	0	0	0
CPCT02020420T	132	29	0	0	92	0	135	0	0	0
CPCT02030303T	46	0	0	428	405	0	107	0	0	0
CPCT02070058T	64	0	0	435	570	0	0	0	0	0
CPCT02040050T	57	0	0	263	130	0	0	0	98	0
CPCT02020434T	176	83	0	0	111	181	109	0	0	0
CPCT02220006T	409	0	0	0	0	464	0	0	0	0
DRUP01140003T	364	0	0	0	0	0	0	0	0	0
CPCT02020459T	0	0	0	332	267	0	140	0	0	0
CPCT02330021T	293	158	0	0	0	0	0	0	0	0
CPCT02110016T	17	0	0	34	0	25	45	0	40	0
CPCT02330023T	67	21	0	0	70	49	57	0	0	0
CPCT02040095T	158	164	131	0	0	155	108	0	0	0
CPCT02160017T	127	99	0	823	425	192	198	0	0	0
CPCT02080093T	225	108	0	0	0	0	0	0	0	0
CPCT02060088T	59	20	0	0	0	0	30	0	53	0
CPCT02290021T	91	99	0	139	113	0	177	124	0	0
CPCT02340042T	317	151	0	0	136	0	201	0	0	0
CPCT02040192T	49	43	0	281	130	77	111	0	0	0
CPCT02300026T	171	64	0	0	142	228	196	0	0	0
CPCT02450007T	160	0	0	895	286	0	0	0	0	0
CPCT02170020T	0	50	0	464	195	119	160	0	0	0
CPCT02030440T	113	83	0	0	102	120	178	0	118	0
CPCT02190003T	229	346	0	1175	352	0	0	0	0	0
WIDE01010536T	94	17	0	0	0	0	58	0	0	0
WIDE01010554T	117	0	0	0	75	0	84	0	0	0
