C.PH.Other.10	C.H.All.2	C.H.All.4	C.H.Lung.2	C.H.Skin.3	C.H.All.7	C.PH.Other.3	C.H.All.9	C.H.MSI.7	C.H.All.11	C.P.Kidney.2	C.H.Ovary.4	C.H.Breast.13	C.H.Colon.7	C.H.Pancreas.3	C.PH.Breast.5	C.H.All.19	C.H.All.20	C.PH.MSI.7	C.H.All.22	C.PH.Lung.6	C.PH.Ovary.3	C.H.All.28	C.PH.Other.4	C.H.All.31	C.PH.Colon.15	C.H.Prostate.3	C.PH.Bladder.1	C.H.Bladder.9	C.PH.Lung.5	C.H.MSI.13	C.H.Bone.SoftTissue.5	C.H.Lung.11	C.PH.All.9	C.H.Prostate.7	C.PH.Ovary.8	C.P.All.2	C.PH.CNS.4	C.PH.CNS.1	C.PH.Colon.3	C.H.Colon.15	C.PH.All.6	C.P.All.6	C.H.Prostate.4	C.PH.Thymus.3	C.P.All.8	C.PH.Uterus.2	C.PH.All.32	C.PH.MSI.8	C.P.Kidney.3	C.P.All.20	C.P.All.21	C.PH.MSI.4	C.P.Lymphoid.1	C.P.Prostate.4	C.P.Biliary.1	C.P.Breast.1	C.P.Biliary.4	C.PH.Esophagus.8	C.P.Pancreas.1	C.P.Colon.3	C.PH.Esophagus.9	C.P.Head.3	C.P.Lymphoid.3	C.PH.Bone.SoftTissue.4	C.PH.MSI.18
A[Del(T):R(1,4)]A	0.00317466758683432	0.0183897090188531	0.00324898415930105	0.00960408126813965	0.208411945204947	0.00490142820617747	0.00783088082458995	0.00285579611286728	0.00793573183414131	0.00320892149204579	0.0571303617979887	0.018879990765242	0.00809801738988838	0.00661785307281188	0.0126745697555357	0.0112607491873781	0.00358948812511643	0.291612714695396	0.00577763206361739	0.0288572739644401	0.0115932176362573	0.00258794319764019	0.000589971687803946	0.0217948210505503	0.0137180407061907	0.0109670024287388	0.0095044477828649	0.016285424264693	0.00566432791901104	0.011888971319217	0.00813773242670543	0.0089116929875883	0.00243204280928708	0.0415449780932377	0.0212573300676447	0.0106684797544427	0.00773236247353304	0.0240869073577603	0.0045718038354636	0.0201182675796986	0.0024961724586911	0.0076427855322299	0.029109763517222	0.00606586079737704	0.0116565078822002	0.0135738097284316	0.0157556568591562	0.0136534031554402	0.000751437235218615	0.0135320277286083	0.0176988989818926	0.012775386060837	0.00489211569140522	0.00706626875992684	0.0296121098216002	0.00989691484650032	0.0100845919165683	0.0341748365681881	0.0193897631363612	0.00932737513867051	0.0760391217091893	0.0151003887413549	0.0141160334410974	0.0351121156713919	0.0197270356839986	0.0199506140306436
A[Del(T):R(1,4)]C	0.00119164344096983	0.00448860997646775	0.00171289269822979	0.00468806326984786	0.00735355266057246	0.00659922825496216	0.00363537464355008	0.00309579663540361	0.00459358749936918	0.000970380557741432	0.0447364119882282	0.00844791193698897	0.00362676984374782	0.00406750631580835	0.00392138140438393	0.00416005745130436	0.00141443844291974	0.187506247900116	0.00325588049849769	0.0220798072249272	0.00530387258126008	0.00108307130527242	0.000282572849902515	0.00826808416224081	0.00595606154063306	0.00322483607529553	0.00407618818461358	0.00903197966818766	0.00102517330420197	0.00701029880838228	0.00119153956234747	0.00204792240403511	0.00240556511588658	0.0190161194694281	0.0126081507325559	0.00588745574077055	0.00322934713296243	0.00887546604087928	0.00103281311357897	0.0159195190741297	0.000925329928088354	0.0034190391632306	0.0231208417236159	0.00439570383736066	0.00629860132318323	0.011827494869972	0.00531651886307471	0.00924289035659996	0.000386938216519682	0.00470277811638178	0.0101393375725757	0.0112309374125804	0.00481617900488633	0.00549740488302015	0.00622054220262079	0.00644216005247906	0.00533818046319263	0.0275955521929658	0.0133370699694107	0.00411970492340402	0.060518748692817	0.0104804148752507	0.00679798578120534	0.0160269852099766	0.00570753905281168	0.00605131439912479
A[Del(T):R(1,4)]G	0.00102501979335661	0.0119300614445616	0.00133959691148595	0.00352744616189239	0.00827624310709446	0.00112497970364989	0.00152637689679745	0.00118482256859357	0.00406518780605555	0.00195090476009196	0.0406006569774451	0.0125045273788222	0.00242313141583157	0.0040860963647553	0.00310335732749133	0.00421115443781304	0.00186085370037006	0.0955515526953722	0.00129169152108144	0.0222740848168372	0.00426411504693263	0.0005416027311043	0.000322170687458419	0.00863636549529584	0.00406774352397902	0.00354070056900172	0.00341170350297199	0.01164651991797	0.000792487169884974	0.00511554647816156	0.0014654623400454	0.00563797656232459	0.00792911673843582	0.0248355219827898	0.0123358963275674	0.00502071168051584	0.00259651517568545	0.0144242165092016	0.000928030232191303	0.00548314368764406	0.000594200978762559	0.00255773596302069	0.0199743681105905	0.00105068190185504	0.00682296567087026	0.00428135603201318	0.00409853012275971	0.00689150799823742	0.000194595666347153	0.006474605249183	0.0147460850272569	0.00572709018388239	0.00454119643895704	0.00158301507849327	0.00648682277602791	0.00689761004140148	0.00611673931641726	0.0215450403787164	0.0109972353674006	0.00398910312456039	0.0356678612761211	0.00923209842669185	0.00672049516521291	0.0201545384677084	0.00857683334328581	0.00467637590535997
C[Del(T):R(1,4)]A	0.0014332662839168	0.0248655451840565	0.000657187797145598	0.00415987311105265	0.0499823248242817	0.00838491881869188	0.00495838227787658	0.00124726981583023	0.00807555156122736	0.000351449577412392	0.0259657398905101	0.0115709822475831	0.00322035938991025	0.00914431465215127	0.00667801387560882	0.00634860627140229	0.00472868731520489	0.00192533343291588	0.00485951986819684	0.0202655692477256	0.00642587945659143	0.000636183371111368	0.00047937616494273	0.012669092189469	0.0057236098792387	0.00405706047506622	0.00405749058420361	0.0100118886997926	0.00158171045489147	0.00708419757527756	0.00184140459666615	0.00369886505168672	0.00205297367355328	0.033798089242891	0.0116869045753094	0.00867099540327672	0.00375007216505803	0.0126387940666462	0.000699701656975034	0.00156934030279198	0.000640981186390856	0.00347087343020425	0.0213918731165575	0.00219727861403571	0.00404978486186161	0.000460159666626068	0.00263455726163971	0.00977420216017648	0.000576062029299891	0.0111636953969676	0.0176201278042263	0.010101926523707	0.00523339070376529	0.00187339038377661	0.00622298514366122	0.00508812233339242	0.00734177817319126	0.0278415429127586	0.0164443853516648	0.00496885589485437	0.00941347215924316	0.0107995230612458	0.00908177649207563	0.0337104847425765	0.00785735186709433	0.00292227023988138
C[Del(T):R(1,4)]C	0.00206101267037604	0.0130899660184469	0.000928590247929508	0.0056276540095853	0.00729234047935685	0.0064231219378272	0.00238176584718489	0.00278008028646107	0.00896903924233105	0.00118437290832507	0.0290427235369338	0.0117787846710145	0.0105238173950267	0.0120688364809918	0.00479018466501499	0.00814260393532831	0.00660406562317568	0.00268246377095312	0.00316445379231034	0.023579950765571	0.00787620647473519	0.00103420464126877	0.000429801528471374	0.0143224221947668	0.0068364355561928	0.00360413645327611	0.00364873394950657	0.0096573562278118	0.00107480823643936	0.00385629547466993	0.00228371604828114	0.00728537789663268	0.00427452834465652	0.0276176318573107	0.0120587292499883	0.00643897261867689	0.00281757085367904	0.0121062375440984	0.00088092562608504	0.000889040785122846	0.000611843514331778	0.00362110956158064	0.0192124662159988	0.00283578067862941	0.00655743649055214	0.000695210073898989	0.00194209832787321	0.00716328045049015	0.000195699233453092	0.0142983970878906	0.0167192427437327	0.0175791874794506	0.00698645137826397	0.00258740324766809	0.0147981153524187	0.00310103561135365	0.00593160898174931	0.0198275890661455	0.0107625959026157	0.00308654007956081	0.00840428570418188	0.00622674193324657	0.00656775824525336	0.022340541613244	0.016152222822805	0.00534704387071094
C[Del(T):R(1,4)]G	0.000980168707418682	0.0251980877636881	0.0010802028973472	0.00463155042596026	0.00685538650111792	0.00486261409266485	0.00332415890539291	0.00094232363674796	0.00502298124018343	0.000800107074481337	0.0275560875208977	0.0123519853278556	0.00240314315867102	0.0164447224383682	0.00472106917877461	0.00417816823322219	0.00632923403041266	0.00102141342841054	0.00533057606278261	0.0230751486107877	0.00602247034817932	0.000837653550020039	0.000185279725595235	0.0144050347179444	0.00526565247471914	0.0034469744704233	0.00390777717382876	0.010178162653889	0.000396850587922936	0.00489900984114209	0.00188706747466712	0.00577567634382702	0.00317418017251265	0.0371696705375234	0.0120686432449005	0.00542232574824243	0.00309076095753539	0.0171216728623479	0.000301969548227926	0.000266419528680919	0.000632853672702891	0.00276850276527872	0.0238650795485307	0.00171617644874791	0.00175438922710183	0.000179134478599874	0.00135878941068193	0.00950035008076583	0.000579740586319686	0.0159299323477055	0.018909262335049	0.0160557469550946	0.00540694020865154	0.00268835052767288	0.00293030777799855	0.00721920732648896	0.00784142804964379	0.0303703643647709	0.0162580673119043	0.00408018215918217	0.00364736283931651	0.010956495328002	0.00968169700101773	0.0331795535845194	0.0105604710256466	0.00113885599238311
G[Del(T):R(1,4)]A	0.00141164978688408	0.0078451651866702	0.00140514200689835	0.00262630003673432	0.100472450754582	0.00289511943844593	0.00393176788030961	0.00718109321223614	0.00850545476663422	0.000344353845019567	0.0193391077216405	0.00902708290359409	0.00465072325834126	0.00523611297499108	0.0044041098785941	0.00384230540927304	0.00142424976725931	0.00400030116043829	0.00258598898575163	0.0147304670798582	0.00536311291894669	0.00075790843120557	0.000254240803370003	0.00770604478527005	0.00428074323421085	0.00282215764287956	0.00346700066163126	0.00763457014197491	0.00288655789461832	0.0056652941947555	0.00128440466954693	0.00352525253237701	0.00274682258154844	0.0239504454190091	0.0079397746380522	0.00236527553547976	0.00312883226892702	0.00932085477330001	0.000354279233747724	0.00763305052680729	0.00043595126641883	0.00605122370004823	0.0127880420871636	0.00661811772011186	0.00739437405400581	0.00198860106470583	0.0113533503464175	0.00729890789948148	0.000191744784656812	0.00633329364214646	0.0114352440133151	0.00359368285995543	0.00499674633302115	0.00286837504886683	0.0101121472800294	0.00531139359580156	0.00474097377454069	0.0161645077833184	0.00660893410222505	0.00280388484427057	0.0157367810932461	0.0164631361588711	0.00509534818265597	0.01743610109907	0.0068292294716867	0.00171076239374054
G[Del(T):R(1,4)]C	0.000856706386415915	0.00379318257981865	0.000742856051813004	0.00144408824196238	0.00549789386544595	0.00576639846978164	0.000758957504513196	0.0090192056645224	0.00473632249606856	0.000280853665999901	0.0203584857052639	0.0067634444119861	0.00118495830276883	0.00398863233833317	0.00424052306204013	0.00480262871673416	0.0039031985792213	0.00231181900630545	0.00170576320096762	0.0149317281779812	0.00407594665799471	0.000737214723799768	0.000197886068410884	0.00522215318320732	0.00270322548502367	0.00202834331154141	0.00246457153407932	0.00713905672342025	0.00204846091881713	0.00395010641558648	0.000874882760696958	0.00124003274583386	0.00120635418924731	0.0182118442497904	0.00637361830991046	0.003403329625014	0.00229365955576103	0.00697042588769126	0.000217455137069669	0.00633735986221463	0.000849547705291232	0.00432573929111274	0.0100651972013161	0.00748326901578402	0.00624012168227983	0.00178690316832541	0.00738622570272456	0.00608299883265007	1.25530758300503e-05	0.00565791593657631	0.0115359786851624	0.00603197515202977	0.00463110322859383	0.0027992832875851	0.00159198324468172	0.00387560667912611	0.00528738506524519	0.0129188429628412	0.00613586563161287	0.00247384680893118	0.00972028292211899	0.00835686625267925	0.00549292717435443	0.0105118599954729	0.00543345770437251	0.00331792168781467
G[Del(T):R(1,4)]G	0.00136717774215251	0.0098549479313473	0.000915358820689349	0.00250046855955281	0.00618350971715101	0.00425344552119652	0.00181601198157875	0.00603401428448641	0.00654976171350378	0.00037789292648243	0.0185748584993059	0.0100022165252369	0.00379431539198882	0.00574155434783079	0.00478993718117754	0.00348665086256937	0.00256340773329592	0.00202156411830209	0.00160629998343312	0.0161853527656614	0.00746861841597184	0.000524352385060458	0.000184609449699107	0.00977187793591523	0.00487385451921216	0.00326241640327588	0.0023413795427257	0.00727201312489217	0.00225136907905224	0.00469184315334075	0.00183015234808954	0.00282208876711865	0.00752928451938796	0.0275491351124045	0.00857818198180773	0.00324921855808814	0.00266377558500051	0.0124575639009442	0.000653455480196134	0.00194053387528967	0.000603939715515459	0.00374519464061664	0.0115330042455303	0.00583975447636424	0.00576391703886618	0.00130856517191265	0.00490800787477857	0.00528124923949909	0.000194411738496164	0.00821019260266094	0.00888315833036853	0.00980041635457978	0.00407684500539506	0.00135917900895296	0.00661833443537118	0.00333025664708331	0.00664385307861435	0.0140320968445502	0.0105547889360025	0.00283461549762012	0.00631886856677868	0.00706688065137884	0.00533015270139975	0.0187649168767833	0.00907952001601816	0.00261238313815316
A[Del(T):R(5,7)]A	0.0491375132351872	0.00472155786702298	0.00413763792755103	0.00776060419785142	0.0191569910778048	0.00314397467393259	0.000999468207267864	0.0242178319964917	0.00581780261184948	0.00492236618219721	0.0152500441701994	0.00891138110093734	0.00253699122625394	0.00698795912973231	0.00462349305122756	0.00430740185668772	0.00336148705525151	0.0470256170622194	0.0161250140023909	0.00569602700756214	0.00292085504925021	0.0130830626745095	0.00855589135518624	0.0041646908229078	0.0015764530463868	0.01862581971303	0.00962700989051677	0.00674765617383126	0.0181680867974061	0.0385141938611865	0.0237297389709914	0.00371976026983808	0.00565946409910505	0.0243383144921642	0.00927134715625441	0.0498041696871582	0.0427950534826775	0.012688558544781	0.0281668375928903	0.092960939245765	0.0109198846367141	0.0409568370151249	0.00821037232364728	0.00780584563425526	0.0305212590694578	0.0389508711700072	0.135554580349189	0.0250368916996658	0.0018308638107147	0.00730933601037054	0.00738276834270767	0.0109076879130983	0.124100283692345	0.0297395771524991	0.00480282208548991	0.0135571603664758	0.00614222228659105	0.0100579801047865	0.0140210407292356	0.0162023829291485	0.146177513863385	0.0582485333773374	0.0151406767470206	0.015510553315744	0.00580455089169984	0.00766256594358908
