SigPro.all-CH476A	SigPro.all-CH476B	SigPro.all-CH476C	SigPro.all-CH476D	SigPro.all-CH476E	SigPro.all-CH476F	SigPro.all-CH476G	SigPro.all-CH476H	SigPro.all-CH476I	SigPro.all-CH476J	SigPro.all-CH476K	SigPro.all-CH476L	SigPro.all-CH476M	SigPro.all-CH476N	SigPro.all-CH476O	SigPro.ID476.Biliary-CH476A	SigPro.ID476.Biliary-CH476B	SigPro.ID476.Biliary-CH476C	SigPro.ID476.Biliary-CH476D	SigPro.ID476.Biliary-CH476E	SigPro.ID476.Biliary-CH476F	SigPro.ID476.Bladder-CH476A	SigPro.ID476.Bladder-CH476B	SigPro.ID476.Bladder-CH476C	SigPro.ID476.Bladder-CH476D	SigPro.ID476.Bone.SoftTissue-CH476A	SigPro.ID476.Bone.SoftTissue-CH476B	SigPro.ID476.Bone.SoftTissue-CH476C	SigPro.ID476.Bone.SoftTissue-CH476D	SigPro.ID476.Bone.SoftTissue-CH476E	SigPro.ID476.Bone.SoftTissue-CH476F	SigPro.ID476.Bone.SoftTissue-CH476G	SigPro.ID476.Bone.SoftTissue-CH476H	SigPro.ID476.Bone.SoftTissue-CH476I	SigPro.ID476.Breast-CH476A	SigPro.ID476.Breast-CH476B	SigPro.ID476.Breast-CH476C	SigPro.ID476.Breast-CH476D	SigPro.ID476.Breast-CH476E	SigPro.ID476.Breast-CH476F	SigPro.ID476.Breast-CH476G	SigPro.ID476.Breast-CH476H	SigPro.ID476.Breast-CH476I	SigPro.ID476.Breast-CH476J	SigPro.ID476.Breast-CH476K	SigPro.ID476.CNS-CH476A	SigPro.ID476.CNS-CH476B	SigPro.ID476.CNS-CH476C	SigPro.ID476.CNS-CH476D	SigPro.ID476.CNS-CH476E	SigPro.ID476.CNS-CH476F	SigPro.ID476.CNS-CH476G	SigPro.ID476.CNS-CH476H	SigPro.ID476.Colon-CH476A	SigPro.ID476.Colon-CH476B	SigPro.ID476.Colon-CH476C	SigPro.ID476.Colon-CH476D	SigPro.ID476.Colon-CH476E	SigPro.ID476.Colon-CH476F	SigPro.ID476.Colon-CH476G	SigPro.ID476.Colon-CH476H	SigPro.ID476.Colon-CH476I	SigPro.ID476.Colon-CH476J	SigPro.ID476.Esophagus-CH476A	SigPro.ID476.Esophagus-CH476B	SigPro.ID476.Esophagus-CH476C	SigPro.ID476.Esophagus-CH476D	SigPro.ID476.Esophagus-CH476E	SigPro.ID476.Esophagus-CH476F	SigPro.ID476.Esophagus-CH476G	SigPro.ID476.Esophagus-CH476H	SigPro.ID476.Esophagus-CH476I	SigPro.ID476.Esophagus-CH476J	SigPro.ID476.Esophagus-CH476K	SigPro.ID476.Head-CH476A	SigPro.ID476.Head-CH476B	SigPro.ID476.Head-CH476C	SigPro.ID476.Head-CH476D	SigPro.ID476.Head-CH476E	SigPro.ID476.Head-CH476F	SigPro.ID476.Kidney-CH476A	SigPro.ID476.Kidney-CH476B	SigPro.ID476.Kidney-CH476C	SigPro.ID476.Kidney-CH476D	SigPro.ID476.Kidney-CH476E	SigPro.ID476.Liver-CH476A	SigPro.ID476.Liver-CH476B	SigPro.ID476.Liver-CH476C	SigPro.ID476.Liver-CH476D	SigPro.ID476.Liver-CH476E	SigPro.ID476.Liver-CH476F	SigPro.ID476.Lung-CH476A	SigPro.ID476.Lung-CH476B	SigPro.ID476.Lung-CH476C	SigPro.ID476.Lung-CH476D	SigPro.ID476.Lung-CH476E	SigPro.ID476.Lung-CH476F	SigPro.ID476.Lymphoid-CH476A	SigPro.ID476.Lymphoid-CH476B	SigPro.ID476.Lymphoid-CH476C	SigPro.ID476.Lymphoid-CH476D	SigPro.ID476.Myeloid-CH476A	SigPro.ID476.Myeloid-CH476B	SigPro.ID476.Myeloid-CH476C	SigPro.ID476.Other-CH476A	SigPro.ID476.Other-CH476B	SigPro.ID476.Other-CH476C	SigPro.ID476.Other-CH476D	SigPro.ID476.Other-CH476E	SigPro.ID476.Other-CH476F	SigPro.ID476.Other-CH476G	SigPro.ID476.Other-CH476H	SigPro.ID476.Other-CH476I	SigPro.ID476.Ovary-CH476A	SigPro.ID476.Ovary-CH476B	SigPro.ID476.Ovary-CH476C	SigPro.ID476.Ovary-CH476D	SigPro.ID476.Ovary-CH476E	SigPro.ID476.Ovary-CH476F	SigPro.ID476.Ovary-CH476G	SigPro.ID476.Ovary-CH476H	SigPro.ID476.Pancreas-CH476A	SigPro.ID476.Pancreas-CH476B	SigPro.ID476.Pancreas-CH476C	SigPro.ID476.Pancreas-CH476D	SigPro.ID476.Pancreas-CH476E	SigPro.ID476.Pancreas-CH476F	SigPro.ID476.Pancreas-CH476G	SigPro.ID476.Prostate-CH476A	SigPro.ID476.Prostate-CH476B	SigPro.ID476.Prostate-CH476C	SigPro.ID476.Prostate-CH476D	SigPro.ID476.Prostate-CH476E	SigPro.ID476.Prostate-CH476F	SigPro.ID476.Skin-CH476A	SigPro.ID476.Skin-CH476B	SigPro.ID476.Skin-CH476C	SigPro.ID476.Skin-CH476D	SigPro.ID476.Skin-CH476E	SigPro.ID476.Skin-CH476F	SigPro.ID476.Skin-CH476G	SigPro.ID476.Skin-CH476H	SigPro.ID476.Skin-CH476I	SigPro.ID476.Stomach-CH476A	SigPro.ID476.Stomach-CH476B	SigPro.ID476.Stomach-CH476C	SigPro.ID476.Stomach-CH476D	SigPro.ID476.Stomach-CH476E	SigPro.ID476.Stomach-CH476F	SigPro.ID476.Stomach-CH476G	SigPro.ID476.Stomach-CH476H	SigPro.ID476.Stomach-CH476I	SigPro.ID476.Stomach-CH476J	SigPro.ID476.Stomach-CH476K	SigPro.ID476.Thymus-CH476A	SigPro.ID476.Thymus-CH476B	SigPro.ID476.Thymus-CH476C	SigPro.ID476.Uterus-CH476A	SigPro.ID476.Uterus-CH476B	SigPro.ID476.Uterus-CH476C	SigPro.ID476.Uterus-CH476D	SigPro.ID476.Uterus-CH476E
G[Del(C):R4]T	7.452e-05	0.00051376	6.354e-05	0.00091271	2.376e-05	1.61e-06	0.00159143	0.00447547	2.849e-05	4.169e-05	0.00044197	0.00028145	0.00030798	0.00050134	8.223e-05	0.0002354	0.00071923	0.00022043	0.0002039	0.00151153	0.00039826	0.00021933	2.08e-06	0.0026625	0.00015388	0.00145272	0.00086912	0.00189726	0.00079522	0.00032954	0.0009068	0.00141543	0.00018072	0.00090204	9.26e-05	0.00067009	0.0001837	0.00114479	0.00016647	0.00033679	0.00172325	0.00042038	0.00019496	8.79e-05	0.00180196	1.82e-06	2.004e-05	0	0.00040267	0.00082515	6.453e-05	0.00193382	0.00049534	0.00018904	6.988e-05	0.00054945	6.48e-06	0.00012278	0.00020058	5.333e-05	6.75e-06	0.00324964	0.00046137	2.63e-06	0.00025653	7.894e-05	0.00037681	0.00028573	0.00091801	6.296e-05	0.00054637	0.00063927	0.00023861	0.00452221	0.0002398	0.00033618	0.00012505	0.00091068	0.0032441	0.0009705	0.00205352	0.00030801	0.00114541	0.00113694	0.00025144	0.00280601	0.00013921	0.00177015	0.00062996	0.00060135	0.00137514	0.00423256	0.00032046	0.00011491	0.00082988	0.00143712	0.00024595	0.00032601	5.628e-05	0.00044576	0.00091013	0.00052485	0.00147888	0.00157307	0.00037399	9.272e-05	0.000207	0.00372914	0.00051735	0.00060732	0.00038756	0.00014078	0.00022697	0.00068339	0.00039285	5.178e-05	0.00090397	0.00161129	0.00090651	0.00033918	0.00085286	0.0001643	0.00029393	1.936e-05	0.00174017	0.00013724	0.00037495	1.945e-05	0.00038513	0.00024594	8.626e-05	0.00139547	0.00033106	0.00057815	0.00060811	0.00013794	0.00076375	0.00066878	0.00034547	0.00021804	0.00023696	0.00345094	0.00032514	3.591e-05	0.00012237	0.0004138	6.854e-05	0.00119437	2.696e-05	0.00011328	0.00011464	0.00020242	0.00084515	0.00100176	0.00037615	0.00205054	0	0.00043665	0.00021842	9.037e-05	1.42e-06	0.00125447
G[Del(C):R5]A	6.327e-05	0.00143832	0.00100356	0.00358427	2.8e-06	4.26e-06	0.00031214	0.00637349	2.477e-05	0.00012228	0.00067429	0.00026381	0.00011296	0.00036836	3.92e-05	0.00054881	0.00189966	0.00017648	0.00015745	0.00148986	0.00081458	0.00090287	2.79e-05	0.00270446	0.00045826	0.00109909	0.00044975	0.00283166	0.00139153	0.0006389	0.00015054	0.00014435	0.00112478	0.00044129	0.00010644	0.00240263	0.00113899	0.00202084	0.00040143	0.000658	0.00029656	0.0004309	0.00025306	1.514e-05	0.00243989	6.63e-06	0.00036665	4.618e-05	0.00063111	0.00149028	0.00065324	0.00121937	0.0002683	0.00083734	0.00014208	0.00227866	4.47e-05	3.93e-06	0.00028154	9.32e-05	0.00030192	0.00222524	0.00030834	9.771e-05	0.0009301	2.16e-05	0.0004469	0.00079919	0.00017724	0.00043918	0.00037079	0.00060409	0.00025586	0.00358944	0.00064493	0.00035665	0.00040407	0.00060568	0.00460462	0.00077898	0.00073605	0.00058615	0.00050987	0.00108402	0.00123037	0.00345605	0.00039116	0.00186472	0.00158208	0.00029799	0.00088439	0.00602168	0.00097341	0.00017003	0.0004037	0.00121341	0.00109948	0.00051209	3.752e-05	0.00206054	0.00093887	1.159e-05	0.00070168	0.00113694	0.00116732	0.00028164	1.41e-06	0.00595165	0.00052875	0.00024117	0.00049762	0.0002349	4.008e-05	0.00076297	0.00072752	9.077e-05	0.00047073	0.00318387	0.00017802	0.00060068	0.00067824	0.00090227	0.00110495	1.624e-05	0.00115359	0.00014246	0.00067267	2.394e-05	0.00070453	0.001759	0.00012306	0.00147849	0.00020391	0.0005412	0.00066749	0.00020127	1.171e-05	0.00161882	0.00029499	0.00040763	4.438e-05	0.00405721	0.00029626	3.317e-05	0.00034156	0.00162813	0.00042475	0.00426433	0.00016913	0.00030299	0.00017975	7.597e-05	0.00046257	0.00079499	0	0.00031664	0.00039683	0.0013259	0.00081369	0.00046838	0	0.0007474
G[Del(C):R5]G	9.66e-06	0.00068254	0.00041448	0.00069193	4e-08	1.5e-07	8.494e-05	0.00104101	7.2e-07	4.407e-05	0.00014685	7.407e-05	6.297e-05	0.00023021	2.33e-06	0.00021736	0.00045141	4.29e-06	1.146e-05	0.00029504	1.962e-05	0.00030732	3.114e-05	0.00039506	0.00013453	0.00024366	3.857e-05	0.00039089	4.69e-05	0.00059258	0.0001195	0.0005886	0.00016333	0.00018938	9.418e-05	0.00065343	0.00037981	0.00087492	0.00012014	7.847e-05	0.00030823	0.00010903	3.172e-05	6.744e-05	1.785e-05	2.83e-06	0.00016386	3.279e-05	1.4e-07	0.00018066	0.00016461	0.00015531	3.16e-06	0.00034248	3.221e-05	0.00067722	4.9e-06	9.3e-07	9.31e-06	1.321e-05	5.53e-06	0.00024719	6.904e-05	1.49e-06	0.00029066	1.59e-06	3.869e-05	0.00013257	0.00015237	1.073e-05	2.452e-05	0.00022083	1.553e-05	0.00088596	0.00017767	3.423e-05	0.00020408	1.843e-05	0.00108277	0.0003826	0.00013802	0.00016962	3.492e-05	0.00023349	0.00017851	0.00037793	0.00020312	0.00026961	0.00043643	1.376e-05	3.411e-05	0.00098852	0.00026354	3.234e-05	0.0002047	0.00026716	0.00013205	2.802e-05	3.484e-05	0.00054437	0.00020615	1e-07	2.44e-06	2.3e-06	0.00035201	0.000146	9.95e-06	0.00096844	3.189e-05	0.00048896	5.089e-05	3.32e-05	0.00010257	0.00015232	0.00018914	0	0.00031924	0.00024564	3.028e-05	0.00028577	0.00014426	0.00031119	0.00044105	1.395e-05	0.00022402	2.198e-05	0.00022181	7.4e-06	0.00015045	0.00077411	2.23e-06	0.00034555	0.00011298	0.00017128	0.00026781	0.00010593	0.00011094	0.00052643	0.00013339	3.988e-05	6.09e-06	0.00095017	0.00021501	8.58e-06	0.00013227	0.0003986	0.00044468	0.001414	5.407e-05	3.908e-05	1.068e-05	7.158e-05	0.00024047	2.42e-06	1e-08	0.00023517	5e-08	0.00054287	0.00034123	4.037e-05	4e-07	0.00013169
G[Del(C):R5]T	4.839e-05	0.00166823	0.00109059	0.0027785	3.88e-06	1.54e-06	0.00049117	0.00326022	5.83e-06	0.00011148	0.00032089	0.00022166	0.00017715	0.00021244	5.15e-06	0.00053093	0.00168476	0.00055036	0.00023833	0.00097421	0.00040219	0.00085809	9.3e-07	0.00196985	0.00024928	0.00057254	0.0002895	0.0020719	0.00021774	2.982e-05	0.00078391	0.00013076	0.00073063	0.00133473	0.00030736	0.0019047	0.00150444	0.00185008	0	0.0003219	0.00048323	8.369e-05	0.00020602	0.00019407	0.00119439	3.13e-06	0.00027634	9.174e-05	0.00088209	0.00054604	0.00031229	0.0005922	0.00015312	0.00086382	0.0002587	0.00197193	1.45e-05	1.13e-06	0.00014577	8.9e-07	0.00012925	0.0010766	0.00028114	3.51e-06	0.00076041	0.00017999	6.227e-05	0.00052969	0.00062477	4.352e-05	0.0007025	0.00012659	2.62e-05	0.00226811	0.00050187	0.00065971	0.00019079	1.026e-05	0.00296164	0.00057782	0.00078584	0.0008287	0.00018984	0.0003977	0.00091283	0.00181487	2.7e-07	0.00096045	0.00175523	0.00067424	0.0006878	0.00291598	0.00100025	0.00010154	0.00083579	0.0007358	0.00050812	0.00014478	2.009e-05	0.00132292	0.00045686	4e-08	0.00075393	0.00031583	0.00090386	0.00051181	0.00029794	0.00330379	4.481e-05	0.00061145	0.00015495	4.04e-05	0.00014251	0.00028267	0.00016712	0.00019619	0.00115526	0.00222204	0.0003138	0.00022803	0.00016822	0.00074279	0.00123094	1.426e-05	0.00076161	0.00031884	0.00034461	3.296e-05	0.00068535	0.00184252	0.00010898	0.0009131	8.369e-05	0.00033238	0.00022851	0.00042703	0.00036075	0.00125929	0.00014878	2.853e-05	0.00026488	0.00184545	0.00091021	7.533e-05	0.00038247	0.00149046	0.0006431	0.00430335	6.995e-05	0.00028954	1.156e-05	1.224e-05	0.00053631	0.00051836	0	0.00048534	4e-08	0.00136308	0.00078253	0.00042572	6.44e-06	0.00040115
G[Del(C):R6]A	0.00011558	0.00213515	0.00231085	0.00495461	1.6e-06	5.97e-06	8.035e-05	0.00263198	4.729e-05	0.00015305	0.00022861	0.00014436	6.659e-05	0.00012276	1.628e-05	0.00103528	0.00252245	9.364e-05	0.00018774	0.0008288	0.0003153	0.00145886	7.132e-05	0.00128487	0.00021455	0.00088897	5.962e-05	0.00063917	0.00069041	4.272e-05	4.751e-05	0.00028664	7.676e-05	0.00034003	0.00038425	0.00316235	0.0021781	0.00257921	5.715e-05	0.00015024	0.00010212	0.00015897	2.056e-05	2.894e-05	0.00166592	2.89e-06	0.00077767	0.00022852	0.00028127	0.0011138	0.00066831	0.00024548	0.00018523	0.00151795	0.00052383	0.00297463	5.4e-05	1.76e-06	5.543e-05	9.285e-05	6.296e-05	0.00084314	0.00027113	5.62e-06	0.00146661	0.00015368	0.00048079	0.00068087	0.00047594	6.71e-06	0.00122943	0.0001524	0.00028888	0.00191108	0.00093458	0.00048619	1.969e-05	7.8e-07	0.00257793	0.00092877	0.00025652	0.00103233	0.000564	0.00128748	0.00017323	0.00212223	3.616e-05	0.00062591	0.00230359	0	0.00025485	0.00240477	0.00138146	6.264e-05	0.00012999	0.00079571	0.00036502	0.00041952	0	0.00245148	0.00018448	0.00047321	0.00049066	0.00024255	0.00135817	0.0008131	3.277e-05	0.00244516	0.00018023	0.00055926	0.00051516	8.721e-05	0.00038936	0.00030027	0.00025735	0.00026883	0.00098694	0.0009365	0.00013512	0.00012552	0.00034621	0.00149912	0.00164862	3.199e-05	0.00076147	1.905e-05	0.00045043	3.748e-05	0.00101872	0.00286682	8.218e-05	0.00069074	7.972e-05	0.0002034	8.692e-05	0.0010903	0.00012804	0.00138394	6.41e-06	0.00016979	0.00033056	0.00140066	0.00040873	8.875e-05	0.00064101	0.00242486	0.00065632	0.00673174	0.00016424	0.00015879	0.00011497	2.11e-06	4.027e-05	0.00057246	0	0.00069552	3e-08	0.0018935	0.00123357	0.0007325	1.421e-05	0.00024384
G[Del(C):R6]G	2.705e-05	0.00111861	0.0013796	0.00101503	1.6e-07	0	2.037e-05	0.00062331	1.4e-07	5.32e-05	7.18e-05	2.207e-05	0.00015379	0.00019558	1.28e-06	0.00070214	0.00074228	4.148e-05	7.709e-05	3.65e-06	2.137e-05	0.00084283	5.738e-05	0.0001608	7.761e-05	0.00026775	2.661e-05	0.0005382	0.00011892	0.00077202	9.621e-05	1.145e-05	6.726e-05	0.00015195	0.00017178	0.00077105	0.00133885	0.00153408	1.34e-05	8.857e-05	5.163e-05	9.489e-05	6e-08	9.707e-05	0.00050208	0	0.00035508	4.902e-05	7.524e-05	0.00036074	0.00019074	0.00024178	0.00011085	0.00079395	1.201e-05	0.00098433	1.429e-05	4.39e-06	2.083e-05	0	1.591e-05	0.00011831	9.026e-05	1.55e-06	0.00044501	2.482e-05	0.00012235	6.056e-05	3.594e-05	0.00037271	4.062e-05	8.848e-05	6.29e-06	0.00025753	0.00045105	5.295e-05	5.55e-06	4.871e-05	0.00075438	1.69e-06	6.03e-05	0.00054829	8.625e-05	0.00043904	0.00012501	0.0001543	0.00016958	0.00015951	0.00079031	6.582e-05	0.00069878	0.00058314	0.00044747	9.808e-05	0.00011012	0.00010459	0.00030648	3.355e-05	2.343e-05	0.00060033	5.518e-05	0.00030213	1.99e-06	7.227e-05	0.00058071	0.00010274	4.076e-05	0.00058683	4.152e-05	0.00045884	0.00010254	0.00015507	4.162e-05	6.152e-05	0.00011835	0	0.000466	3.038e-05	0.00028404	0.00010647	0.00028518	0.00043671	0.00068031	1.539e-05	4.457e-05	0.00017398	4.246e-05	9.95e-06	0.0001701	0.00189199	8.6e-06	0.00016218	3.557e-05	7.6e-06	0.00020361	0.00032292	5.429e-05	0.0006309	7.19e-06	0.00019225	0.00016324	0.00032962	0	0.00022513	0.00024685	0.00069423	0.00062831	0.00275423	5.056e-05	2.854e-05	2.8e-06	4.14e-06	0.00027081	2.35e-06	2e-08	1.19e-06	1e-07	0.00073014	0.0006436	3.735e-05	2.731e-05	8.344e-05
G[Del(C):R6]T	0.00016115	0.00153798	0.00098738	0.00236429	3.53e-06	3.23e-06	7.121e-05	0.00124222	1.586e-05	0.00014842	0.00014179	0.00016881	8.56e-06	0.00014686	8.375e-05	0.00063754	0.00139829	4.587e-05	0.00041344	0.00015928	3.445e-05	0.0009157	4.46e-05	0.00066493	0.00016513	2.93e-05	8.05e-06	0.00074095	2.649e-05	0.00021304	0.00017214	0.00014371	6.08e-05	0.00048229	0.00028565	0.00136366	0.0012938	0.00269074	1.56e-06	0.00012608	0.00010259	5.165e-05	1.693e-05	5.85e-05	0.00049511	2.232e-05	0.00053894	0.00016042	0.00027038	0.00085732	3.927e-05	0.00026076	6.064e-05	0.00081715	0.00042263	0.00161929	2.779e-05	3.53e-06	3.484e-05	2.993e-05	0.00013018	0.00050262	0.00024572	0.00016978	0.00084464	0.00011847	0.00051023	0.00012981	5.87e-06	0.00040515	0.0008469	1.062e-05	8.37e-05	0.00062269	0.0004061	0.00036045	1.386e-05	9.573e-05	0.00079234	0.0007642	0.00016347	0.00065264	3.607e-05	0.00055861	0.00023197	0.00071587	0.00016355	0.0002259	0.00113836	5.968e-05	0.00037328	0.00122964	0.00090041	1.25e-06	7.46e-06	0.00037018	0.00011691	0.00027596	0	0.00113904	0.0003672	1.616e-05	0.00049041	0.00082851	0.00090252	0.00040271	1.513e-05	0.00102026	8.963e-05	0.00017821	1.885e-05	0.00048984	0.00011863	0.00021324	0.00016677	7.855e-05	2.643e-05	0.00084056	0.00021685	3.922e-05	0.00030813	0.00085614	0.00104166	0.0001152	0.00018153	1.476e-05	2.511e-05	2.836e-05	0.00072104	0.00137944	6.8e-05	0.00038465	9.158e-05	6.201e-05	2.996e-05	0.00033289	0.00031358	0.00149436	9.13e-06	9.044e-05	5.03e-06	0.0012465	0.00029198	0.00025431	0.0001854	0.0013213	0.00024397	0.00436584	0.00013198	8.149e-05	0.00017715	0.00041628	0	1e-08	0.0004381	0.0002271	6.941e-05	0.00137544	0.00066437	0.00019985	5.4e-06	0.00011334
G[Del(C):R7]A	0.00021977	0.00218897	0.00144695	0.0022897	5.092e-05	5.75e-06	1.828e-05	0.00053913	0.00010874	0.00011248	5e-06	4.168e-05	7.337e-05	8.03e-05	2.62e-06	0.0009558	0.00164322	1.456e-05	0.00011647	0.00010012	2.81e-06	0.00120267	5.684e-05	0.00030021	1.556e-05	0.0002944	0.0001891	0.0001828	0.00032465	0.00040677	0	1.837e-05	0.00023763	0.0001349	0.00044749	0.00186275	0.00141368	0.00249101	6.392e-05	1.649e-05	1.8e-05	1.753e-05	6.459e-05	1.776e-05	0.00044602	1.305e-05	0.00066516	4.116e-05	0.00015893	0.00060382	0.00024516	0.00024268	2.955e-05	0.00127189	0.00028031	0.00181137	9.13e-05	9.528e-05	2.39e-06	0.00015235	7.35e-06	0.00027417	0.0002804	0.00024797	0.00083946	7.08e-06	0.00020742	0.000135	0.00038042	0.00016474	0.00033047	0.00052584	0.00018429	0.00033519	0.00075176	0.0001532	0.00016478	1.254e-05	0.00072201	0.00069128	7.94e-06	0.0010846	3e-07	0.00020218	0.00015034	0.00017284	0.0001009	0.00025526	0.0016149	0.00013282	0.00026183	0.00047679	0.00100516	6.093e-05	9.471e-05	0.00026606	0.00022317	0.00023957	9.3e-07	0.00128491	8.102e-05	0.00037644	1.81e-06	1.74e-06	0.00110614	0.00041636	1.882e-05	0.00055701	0.00013414	0.00044167	0.00011438	6.85e-05	4.883e-05	6.22e-06	8.602e-05	0.00023748	9.105e-05	5.867e-05	8.178e-05	0.00011983	0.00027022	0.0009376	0.00154577	5.755e-05	1.723e-05	4.73e-05	4.3e-07	1.893e-05	0.00111596	0.00125662	9.314e-05	0.00014702	0.00022636	2.375e-05	1.051e-05	0.00061561	0	0.00181109	2.849e-05	0.00013363	3.644e-05	0.00026912	1.1e-07	0.00015379	0.00048128	0.00143502	0.0013508	0.00376498	0.00033418	0	6.924e-05	3.961e-05	0.00010698	0	0.00060336	8.5e-07	3e-08	0.00160199	0.00117877	0.00069259	0	8.159e-05
G[Del(C):R7]G	8.085e-05	0.0008448	0.0007073	0.00049691	4.88e-06	0	3.64e-06	0.00013312	1.23e-06	5.08e-05	8.6e-07	1.5e-07	1.683e-05	3.757e-05	1.85e-06	0.00037214	0.00058857	3.524e-05	9.95e-06	4e-08	1e-08	0.00039697	4.7e-06	0.00012117	0	6.986e-05	1.823e-05	1.28e-05	4.07e-05	1.103e-05	1.864e-05	5.46e-06	0.0001267	2.178e-05	0.0003012	0.00050316	0.00064933	0.0008057	7.03e-06	2.56e-06	0	2.952e-05	6.3e-07	7.1e-07	1.266e-05	2.24e-06	0.00033495	9.23e-06	1.38e-06	0.0001389	6.53e-06	7.287e-05	1.21e-06	0.00052141	6.598e-05	0.00057827	1.412e-05	3.429e-05	3.1e-07	9.77e-06	3.8e-07	3.387e-05	2.996e-05	2.378e-05	0.00026792	2.62e-06	5.923e-05	9.92e-06	0.00010589	8.803e-05	5.043e-05	0.0001562	0	9.359e-05	0.00026984	2.5e-07	2.444e-05	0	6.135e-05	2e-08	0	0.00045581	0.00016463	6.008e-05	1.927e-05	6.628e-05	1.26e-06	0.00010494	0.00035611	1.68e-06	6.292e-05	0.00011632	0.00035597	7.769e-05	8.67e-06	3.958e-05	9.722e-05	9.04e-06	1.093e-05	0.00031982	2.06e-06	1e-07	2.44e-06	2.3e-06	0.00035646	0.00014097	2.2e-06	0.00013386	4.773e-05	0.00018136	6.434e-05	0	9.275e-05	4.58e-06	2.947e-05	9.861e-05	0.00010535	9.709e-05	0.00010416	3.84e-06	3.421e-05	0.00027093	0.00055309	1.38e-06	5.41e-06	4e-08	3.058e-05	1.919e-05	0.00036723	0.0006529	3.39e-06	1.176e-05	3.854e-05	9e-08	2.365e-05	0.00035955	0	0.00034254	9.24e-06	5.632e-05	1.796e-05	1.1e-07	1e-08	0.00012914	0.00014846	0.00058658	0.00052394	0.00096851	8.057e-05	0	0	2.87e-05	0	4.5e-07	0	0.00010821	0.00058364	0.000641	0.00045771	1.352e-05	0	1.37e-06
G[Del(C):R7]T	0.00019201	0.00060328	0.00045151	0.00100222	5.804e-05	8.71e-06	1.939e-05	0.00021911	2.96e-06	5.292e-05	1.269e-05	0.00016143	1.676e-05	5.011e-05	1.29e-06	0.00037181	0.00066512	1.288e-05	1.57e-05	1.432e-05	0.00011142	0.00041579	1.053e-05	0.00042496	0	0.00016053	4.5e-07	7.69e-06	2.288e-05	6.34e-06	4.77e-05	2.02e-06	1.247e-05	0.00040784	0.00016939	0.00075903	0.00061706	0.00097876	7.16e-05	1.067e-05	3e-08	1.579e-05	0.00014283	1.582e-05	0.00016527	4.38e-06	0.00041625	2.804e-05	2.388e-05	0.00013733	1.358e-05	0.00013899	0.00017924	0.0004095	0.00023345	0.00063284	8.891e-05	5.041e-05	2.556e-05	5.12e-06	7.81e-06	0.00010468	0.00010097	1.991e-05	0.00026668	0.00012453	0.00012539	7.634e-05	0.00031836	0.00015214	2.57e-05	0.00011245	7.824e-05	0.00034786	0.00034242	0.0001709	4.798e-05	8.89e-06	9.879e-05	9.65e-06	3.24e-06	0.00030513	7.94e-06	4.885e-05	0.00025976	0.00011303	0	0.00012424	0.00048177	9.34e-05	6.29e-06	0.00019094	0.00029717	0.00026476	6.447e-05	3.88e-06	0.00014005	7.114e-05	1.31e-05	0.00073935	0.00012846	1e-07	2.44e-06	2.3e-06	0.00043302	0.00016946	6.46e-06	0.00021575	1.477e-05	0.00019246	1.58e-06	0.00052365	2.018e-05	8.95e-06	5.063e-05	0.00021887	5.834e-05	0	7.668e-05	0.00020324	1.705e-05	0.00034499	0.00040215	5.836e-05	3.41e-05	4.674e-05	4.528e-05	1.864e-05	0.00040267	0.00041312	0.00016183	9.61e-05	7.613e-05	1.933e-05	2.097e-05	0.00036293	7.824e-05	0.00019581	1.31e-06	0.00011065	1.27e-05	0.00012129	6.3e-07	0.00014179	0.00014118	0.00057504	0.00036568	0.00123109	0.00022835	9.196e-05	5.246e-05	0	0.00027504	0	0.00016763	9.8e-07	6e-08	0.00054287	0.0004336	0.00018386	7.833e-05	5.358e-05
