SigPro.all-CH476A	SigPro.all-CH476B	SigPro.all-CH476C	SigPro.all-CH476D	SigPro.all-CH476E	SigPro.all-CH476F	SigPro.all-CH476G	SigPro.all-CH476H	SigPro.all-CH476I	SigPro.all-CH476J	SigPro.all-CH476K	SigPro.all-CH476L	SigPro.all-CH476M	SigPro.all-CH476N	SigPro.all-CH476O	SigPro.ID476.Biliary-CH476A	SigPro.ID476.Biliary-CH476B	SigPro.ID476.Biliary-CH476C	SigPro.ID476.Biliary-CH476D	SigPro.ID476.Biliary-CH476E	SigPro.ID476.Biliary-CH476F	SigPro.ID476.Bladder-CH476A	SigPro.ID476.Bladder-CH476B	SigPro.ID476.Bladder-CH476C	SigPro.ID476.Bladder-CH476D	SigPro.ID476.Bone.SoftTissue-CH476A	SigPro.ID476.Bone.SoftTissue-CH476B	SigPro.ID476.Bone.SoftTissue-CH476C	SigPro.ID476.Bone.SoftTissue-CH476D	SigPro.ID476.Bone.SoftTissue-CH476E	SigPro.ID476.Bone.SoftTissue-CH476F	SigPro.ID476.Bone.SoftTissue-CH476G	SigPro.ID476.Bone.SoftTissue-CH476H	SigPro.ID476.Bone.SoftTissue-CH476I	SigPro.ID476.Breast-CH476A	SigPro.ID476.Breast-CH476B	SigPro.ID476.Breast-CH476C	SigPro.ID476.Breast-CH476D	SigPro.ID476.Breast-CH476E	SigPro.ID476.Breast-CH476F	SigPro.ID476.Breast-CH476G	SigPro.ID476.Breast-CH476H	SigPro.ID476.Breast-CH476I	SigPro.ID476.Breast-CH476J	SigPro.ID476.Breast-CH476K	SigPro.ID476.CNS-CH476A	SigPro.ID476.CNS-CH476B	SigPro.ID476.CNS-CH476C	SigPro.ID476.CNS-CH476D	SigPro.ID476.CNS-CH476E	SigPro.ID476.CNS-CH476F	SigPro.ID476.CNS-CH476G	SigPro.ID476.CNS-CH476H	SigPro.ID476.Colon-CH476A	SigPro.ID476.Colon-CH476B	SigPro.ID476.Colon-CH476C	SigPro.ID476.Colon-CH476D	SigPro.ID476.Colon-CH476E	SigPro.ID476.Colon-CH476F	SigPro.ID476.Colon-CH476G	SigPro.ID476.Colon-CH476H	SigPro.ID476.Colon-CH476I	SigPro.ID476.Colon-CH476J	SigPro.ID476.Esophagus-CH476A	SigPro.ID476.Esophagus-CH476B	SigPro.ID476.Esophagus-CH476C	SigPro.ID476.Esophagus-CH476D	SigPro.ID476.Esophagus-CH476E	SigPro.ID476.Esophagus-CH476F	SigPro.ID476.Esophagus-CH476G	SigPro.ID476.Esophagus-CH476H	SigPro.ID476.Esophagus-CH476I	SigPro.ID476.Esophagus-CH476J	SigPro.ID476.Esophagus-CH476K	SigPro.ID476.Head-CH476A	SigPro.ID476.Head-CH476B	SigPro.ID476.Head-CH476C	SigPro.ID476.Head-CH476D	SigPro.ID476.Head-CH476E	SigPro.ID476.Head-CH476F	SigPro.ID476.Kidney-CH476A	SigPro.ID476.Kidney-CH476B	SigPro.ID476.Kidney-CH476C	SigPro.ID476.Kidney-CH476D	SigPro.ID476.Kidney-CH476E	SigPro.ID476.Liver-CH476A	SigPro.ID476.Liver-CH476B	SigPro.ID476.Liver-CH476C	SigPro.ID476.Liver-CH476D	SigPro.ID476.Liver-CH476E	SigPro.ID476.Liver-CH476F	SigPro.ID476.Lung-CH476A	SigPro.ID476.Lung-CH476B	SigPro.ID476.Lung-CH476C	SigPro.ID476.Lung-CH476D	SigPro.ID476.Lung-CH476E	SigPro.ID476.Lung-CH476F	SigPro.ID476.Lymphoid-CH476A	SigPro.ID476.Lymphoid-CH476B	SigPro.ID476.Lymphoid-CH476C	SigPro.ID476.Lymphoid-CH476D	SigPro.ID476.Myeloid-CH476A	SigPro.ID476.Myeloid-CH476B	SigPro.ID476.Myeloid-CH476C	SigPro.ID476.Other-CH476A	SigPro.ID476.Other-CH476B	SigPro.ID476.Other-CH476C	SigPro.ID476.Other-CH476D	SigPro.ID476.Other-CH476E	SigPro.ID476.Other-CH476F	SigPro.ID476.Other-CH476G	SigPro.ID476.Other-CH476H	SigPro.ID476.Other-CH476I	SigPro.ID476.Ovary-CH476A	SigPro.ID476.Ovary-CH476B	SigPro.ID476.Ovary-CH476C	SigPro.ID476.Ovary-CH476D	SigPro.ID476.Ovary-CH476E	SigPro.ID476.Ovary-CH476F	SigPro.ID476.Ovary-CH476G	SigPro.ID476.Ovary-CH476H	SigPro.ID476.Pancreas-CH476A	SigPro.ID476.Pancreas-CH476B	SigPro.ID476.Pancreas-CH476C	SigPro.ID476.Pancreas-CH476D	SigPro.ID476.Pancreas-CH476E	SigPro.ID476.Pancreas-CH476F	SigPro.ID476.Pancreas-CH476G	SigPro.ID476.Prostate-CH476A	SigPro.ID476.Prostate-CH476B	SigPro.ID476.Prostate-CH476C	SigPro.ID476.Prostate-CH476D	SigPro.ID476.Prostate-CH476E	SigPro.ID476.Prostate-CH476F	SigPro.ID476.Skin-CH476A	SigPro.ID476.Skin-CH476B	SigPro.ID476.Skin-CH476C	SigPro.ID476.Skin-CH476D	SigPro.ID476.Skin-CH476E	SigPro.ID476.Skin-CH476F	SigPro.ID476.Skin-CH476G	SigPro.ID476.Skin-CH476H	SigPro.ID476.Skin-CH476I	SigPro.ID476.Stomach-CH476A	SigPro.ID476.Stomach-CH476B	SigPro.ID476.Stomach-CH476C	SigPro.ID476.Stomach-CH476D	SigPro.ID476.Stomach-CH476E	SigPro.ID476.Stomach-CH476F	SigPro.ID476.Stomach-CH476G	SigPro.ID476.Stomach-CH476H	SigPro.ID476.Stomach-CH476I	SigPro.ID476.Stomach-CH476J	SigPro.ID476.Stomach-CH476K	SigPro.ID476.Thymus-CH476A	SigPro.ID476.Thymus-CH476B	SigPro.ID476.Thymus-CH476C	SigPro.ID476.Uterus-CH476A	SigPro.ID476.Uterus-CH476B	SigPro.ID476.Uterus-CH476C	SigPro.ID476.Uterus-CH476D	SigPro.ID476.Uterus-CH476E
T[Ins(C):R7]T	7.995e-05	0.00025045	6.294e-05	0.00070157	0.00051351	0.00092772	4.742e-05	4.224e-05	1.285e-05	0.00172647	3.636e-05	1.16e-06	5.016e-05	3.801e-05	9.63e-06	0.00017531	0.00038296	0.00038673	0.00049742	2.172e-05	2.05e-05	0.00015353	0.00046451	5.675e-05	7.455e-05	5.799e-05	0.00079005	2.248e-05	6.72e-05	0.00021218	1.625e-05	0.0001957	0.00019435	5.49e-06	0.00025096	0.00050393	2.737e-05	0.00022905	0.00074298	5.193e-05	0.00014773	0.00026928	9.99e-05	0.00011305	2.319e-05	0.00041122	0.00035772	0.00095533	0.00064331	0.00010073	2.61e-06	0.00013642	5.058e-05	0.00020186	7.449e-05	0.00037805	0.00071363	0.0004018	8.295e-05	4.751e-05	1.627e-05	0.00010673	4.926e-05	0.00017415	0.00015836	0.00066705	2.618e-05	0.00114937	0.00016391	1.415e-05	0.00014545	0.00018508	0.00033442	5.26e-06	0.0003859	0.0008902	0.00039731	1.296e-05	6.885e-05	0.00011453	3.012e-05	0.00015156	0.00035981	0.00019715	6.346e-05	0.00014291	0.00039126	0.00025016	0.00047953	0	0.00010765	5.269e-05	0.00020355	0.00055421	7.832e-05	0.00012739	9.805e-05	0.00060721	0.00047038	0.00020963	4.53e-06	0.00044183	1.76e-06	1.76e-06	0.00023827	6.732e-05	0.00068601	0.00010381	3.519e-05	0.00011703	7.924e-05	9.2e-07	0.0003472	6.96e-06	0.00011255	0.00113983	4.87e-06	2.728e-05	5.674e-05	0.00019541	0.00023703	0.00014776	0.00043988	0.00089411	2.69e-06	0.00047285	0.00020838	5.341e-05	0.00029149	0.00017412	0.00103537	0.00019759	0.00013563	4.67e-06	1.835e-05	0.00016302	3.594e-05	0.00030373	0.00050845	0.00018247	0.00019061	0.00016611	0	0.00252328	0.00012755	0.00037038	0.00041145	0.00043182	0.00021747	0.0002748	0.00119675	0.00012905	5.567e-05	0	0.00018609	6.8e-07	0.00023024	0.00043087	5.436e-05	0.00013341	0.00097174	7.042e-05
T[Ins(C):R8]A	0.00055976	0.00014547	5.4e-07	0.00109265	0.00159573	0.00124793	4.503e-05	1.717e-05	1.207e-05	0.00087433	2.32e-06	2.346e-05	0.00020237	0.00011199	1.357e-05	0.00054777	0.00031599	0.00090263	0.00105394	0.00012898	2.469e-05	0.00041025	0.00109301	8.591e-05	0.00011	8.717e-05	0.00118804	5.725e-05	6.107e-05	0.00069174	2.39e-05	2.475e-05	0.00023241	9.11e-06	0.00027633	0.00093813	0.00048506	7.258e-05	0.0014793	4.2e-07	0.00020804	0.00018144	0.00012816	0.00014262	0.00012058	0.00050036	0.0005735	0.00233455	0.00017139	0.00020126	8.866e-05	0.0002168	0.00017532	0.00029935	0.0004598	0.00029532	0.00109278	0.00077475	0.00053345	3.71e-06	6.642e-05	0.00019649	0.00044018	0.00057697	0.00034354	0.00162	0.00085839	0.00091008	8.037e-05	0.00043735	0.0002293	0.00017987	0.00028765	0.00013807	0.00062993	0.00076352	0.00104854	9.538e-05	0	0.00039484	1.98e-06	0.00030603	0.00013032	0.00090542	0.00013351	4.145e-05	0.00077488	0.00027987	0.00065857	0	0.00088896	1.096e-05	0.0004855	0.00126128	0.00042115	8.491e-05	0.00031236	0.00070537	0.00107897	0.00096324	0.00015477	6e-08	0.00031424	0.00031188	0.00023569	0.00065845	0.00086191	5.704e-05	0.00031331	0.00062127	0.00035547	0	0.00034279	1.483e-05	4.85e-05	0.00173095	0.00010092	0.00015038	0.00019724	0.000384	0.00055392	0.00031122	0.0005646	0.00130692	7.713e-05	0.00102569	6.7e-05	8.194e-05	0.00034856	0.00092964	0.0019793	5.026e-05	0.00066736	4.284e-05	4.881e-05	0.00052784	4.174e-05	0.00055118	0.00140053	0.00041809	0.00029828	0.00027823	1e-08	0.00075921	0.00012272	0.00052328	0.00040516	0.0002692	0.00072525	0.00092903	0.00079032	0.00011555	2.066e-05	0	0.00042841	0.0001184	0.00090251	0.00050564	0.00032495	8.703e-05	0.0015162	0.00025494
T[Ins(C):R8]G	0.00012204	1.649e-05	1.853e-05	0.00013697	0.00025822	0.0001398	2.49e-06	9.2e-07	1.36e-06	0.00022246	1.371e-05	5.056e-05	0.00014728	1.424e-05	1.08e-06	0.00011615	9.9e-06	0.00019668	1.211e-05	1.561e-05	3.29e-06	5.722e-05	0.00019505	8.059e-05	6.933e-05	2.341e-05	0.00016615	3e-08	0.00042987	0	1.008e-05	4e-08	0.0001909	1.068e-05	9.297e-05	0.00015625	2.248e-05	2.53e-05	0.00018398	1.25e-06	1.049e-05	0.00019523	0.00015232	0.00016846	4.245e-05	0.00012044	0.00024398	0.00041079	1.65e-06	3.098e-05	6.729e-05	5.232e-05	0.00011654	6.976e-05	0.00012415	1.628e-05	7.771e-05	9.722e-05	5.45e-05	0	3.567e-05	1.015e-05	3.163e-05	5.261e-05	0.00010204	0.00030697	7.597e-05	8.356e-05	5.574e-05	4.297e-05	9.768e-05	6e-05	0.0001466	3.91e-06	0.00012843	0.00019056	0.00014452	3.02e-06	0	5.376e-05	2e-07	0.00010687	4.072e-05	3.2e-07	5.6e-07	7.88e-06	6.516e-05	1.113e-05	9.729e-05	3.984e-05	0.00024769	2.53e-06	7.084e-05	0.00016487	8.228e-05	6.664e-05	4.173e-05	1.547e-05	0.00027907	3.947e-05	1e-07	2.656e-05	0.0003033	0.00109229	5.258e-05	9.812e-05	0.00035109	0	2.763e-05	0.00012452	1.88e-05	3.689e-05	2.8e-06	1.9e-06	4.11e-06	0.00020827	4.51e-06	9e-08	0.00013186	0	0.00016416	6.968e-05	5.751e-05	0.00015613	0.00012735	0.00025815	5.32e-06	3.2e-05	3.449e-05	0.00023029	0.00031246	4.392e-05	0.0001148	0.00013039	9.1e-06	8.132e-05	4.68e-06	8.263e-05	0.00022103	0.00016824	2.665e-05	4.76e-06	8.7e-07	0.00011484	2.087e-05	6.419e-05	0.00011793	1.127e-05	7.8e-05	0.00016899	0.00011787	5.9e-07	0.00010479	0	1e-08	8.7e-07	0.00020488	2.663e-05	9.678e-05	7.58e-06	0.00024372	1.45e-06
T[Ins(C):R8]T	0.0002059	3.087e-05	5.39e-06	0.00026706	0.00066466	0.00048956	3.02e-06	2.514e-05	2.28e-06	0.00029472	5.33e-06	2.436e-05	2.285e-05	1.063e-05	4.986e-05	0.00015954	0.00012076	0.00041353	0.00015587	2.727e-05	0	0.00012245	0.00033145	0.00012336	3.514e-05	1.85e-06	0.00017262	0.00037505	0.00023536	0.00027466	3.29e-06	2.362e-05	0.00015302	3.649e-05	0.00010585	0.00029376	7.663e-05	0.00018533	0.00059685	3.2e-07	3.162e-05	5.037e-05	8.5e-07	6.646e-05	6.838e-05	0.00020159	0.00028983	0.00039901	0.0002368	6.044e-05	1.33e-06	0.0001437	3.439e-05	0.0001145	0.000115	5.864e-05	0.00030811	0.00039362	0.00019066	0	0.00013102	7.978e-05	0.00010728	0.00031225	0.00011486	0.00035992	1.858e-05	0.00083318	0.00011188	3.576e-05	0.00014067	0.00016417	2.2e-06	2.127e-05	0.00021784	0.00033201	0.000147	0.00028458	4.54e-06	3.044e-05	0	9.844e-05	0.00020164	0.0001061	3.598e-05	0.00010414	0.00027489	2.895e-05	0.00012066	3.77e-06	0.0002831	1.753e-05	0.00013272	0.00048244	0.00015451	7.068e-05	0.00015537	0.00018619	0.00040779	0.00019709	1.63e-05	1e-07	2.44e-06	2.3e-06	4.123e-05	0.00025439	0.00057232	2.199e-05	2.769e-05	0.00029879	8.58e-06	0.00026226	0.00011521	1.181e-05	4.643e-05	0.00088124	6.671e-05	1.595e-05	3.42e-06	0.00045617	6.155e-05	8.025e-05	0.00014737	0.00041825	0.00014445	0.00056494	1.629e-05	1.788e-05	0.00013283	0.00032508	0.00072578	5.617e-05	0.00036847	0	1.84e-06	0.00028229	6.014e-05	8.302e-05	0.00032954	5.772e-05	0.00013018	2.601e-05	3.021e-05	0.00036628	0.00012724	5.615e-05	0.00012321	9.356e-05	0.00017199	0.00032059	0.00052062	4.4e-06	0.00015383	0.00012893	1.428e-05	7.1e-07	0.00070414	0.00011959	0.00010839	2.816e-05	0.00048631	0.00014654
T[Ins(C):R(9,)]A	0.00017042	9.9e-07	0	5.983e-05	0.00097684	3.161e-05	5.54e-06	0	5.09e-06	0.00019331	1.2e-07	5.1e-06	0.00019681	4.649e-05	5.141e-05	0.00011356	1.785e-05	0.00026366	0.00030413	1.531e-05	0.00023836	9.299e-05	0.00039627	1.322e-05	3.765e-05	0.00017345	0.00015614	3.104e-05	0.00015111	0.00028225	0	6.45e-06	2.31e-06	8.95e-06	0.00014927	0.00015618	3.613e-05	3.175e-05	0.00058361	0	4.26e-06	0.00018859	5.8e-07	0.00028145	7.961e-05	0.00021934	0.00025498	0.00077811	8.643e-05	4.607e-05	1e-08	8.755e-05	0.00022511	3.444e-05	0.000141	3.4e-07	9.252e-05	0.00076182	3.501e-05	5.16e-06	0.00016103	8.95e-06	4.028e-05	0.00049241	5.192e-05	0.00052653	4.643e-05	7.278e-05	2.334e-05	0.00057497	4.114e-05	5e-07	0.0001222	3.64e-05	0.0001528	9.714e-05	0.00059736	0.00013771	9.8e-07	0.00032319	3.59e-06	6.321e-05	0.00031495	1.19e-05	1.151e-05	2.219e-05	1.275e-05	2.886e-05	5.454e-05	3.59e-06	0.00071299	5e-07	6.809e-05	0.00033684	0.00021006	1.06e-06	6.609e-05	1.795e-05	0.00030794	0.00027705	5.064e-05	0.00039234	1.91e-06	5.601e-05	2.357e-05	0.00028745	0.00056454	0	1.07e-05	6.444e-05	4.037e-05	0.00023501	0.00013471	8.5e-07	9.42e-06	8.32e-05	1e-08	5.42e-06	7.5e-05	0.00020226	0.00018434	8.349e-05	5.023e-05	0.0001046	1.649e-05	0.0004378	1.857e-05	3.134e-05	5.521e-05	0.00039255	0.00069806	4.1e-07	0.0003667	8.77e-06	5.55e-06	0.00024262	4.706e-05	6.249e-05	0.00031215	0.00024206	0.00030201	4.43e-06	0	0.00017406	4.918e-05	1.503e-05	4.41e-06	7.95e-06	0.00017094	0.00045153	6.45e-06	1e-08	6.641e-05	0	0.00014802	0.00027183	3e-08	2.04e-05	0.0001315	0	0.00011245	0.00034324
T[Ins(C):R(9,)]G	3.278e-05	2.6e-07	2.6e-06	6e-08	0.00010814	1.542e-05	2.07e-06	1.2e-07	0	3.985e-05	3e-08	2.01e-06	1.062e-05	9.12e-06	7.3e-07	3.751e-05	0	5.321e-05	1.01e-06	1.663e-05	2.116e-05	6.39e-06	6.997e-05	3.19e-06	1.219e-05	3.078e-05	0.00016127	2.391e-05	4.76e-05	0	3.34e-06	6.466e-05	5.571e-05	6.51e-06	1.28e-06	6.48e-06	5.151e-05	1.78e-06	4.61e-05	2.23e-06	1.02e-06	3.959e-05	1.312e-05	2.746e-05	3.902e-05	2.308e-05	5.859e-05	7.068e-05	2.79e-06	4.76e-06	3e-08	1.389e-05	1e-08	1.06e-05	1.723e-05	2e-08	4.36e-06	7.766e-05	2.45e-06	0	1.841e-05	2.117e-05	7.46e-06	2.992e-05	1.923e-05	2.268e-05	8.9e-07	3.72e-06	9.69e-06	6.023e-05	7.695e-05	1.32e-06	2.71e-06	1.38e-05	3.347e-05	5e-08	5e-08	5e-08	2e-08	8e-08	2e-08	1.05e-05	4.632e-05	9.758e-05	1.28e-06	1e-07	1.426e-05	8e-08	0	5e-08	4e-08	5.6e-07	1.189e-05	7.672e-05	5.6e-07	9e-08	1.32e-05	0	7.901e-05	5e-07	2.7e-07	1e-07	2.44e-06	2.3e-06	1.615e-05	6.48e-06	7.298e-05	5.34e-06	3.796e-05	1.056e-05	1.891e-05	1.63e-06	9e-08	1.1e-07	0	0	1.35e-06	3e-08	9.927e-05	5.976e-05	4.54e-06	1.24e-06	2.4e-07	5.111e-05	1.71e-06	9.615e-05	0	5.76e-06	2.023e-05	6.117e-05	0.00010631	2.54e-06	3.561e-05	0	1.457e-05	3.895e-05	0	1.77e-06	3.243e-05	2.663e-05	2e-08	3.485e-05	0	2.527e-05	9.23e-06	0	2.01e-06	0	2.569e-05	2.376e-05	3e-07	8e-08	0	3e-08	2e-08	1.19e-06	1e-07	9.42e-06	1.258e-05	1.98e-06	2.94e-06	1e-08
T[Ins(C):R(9,)]T	6.252e-05	0	0	6.88e-06	0.00033046	1.09e-06	1.2e-06	0	1.98e-06	3.844e-05	0	1.5e-07	0.0001356	1.3e-07	0	2.786e-05	0	0.00022769	0	7.16e-06	0.00016171	4.139e-05	0.00015085	5.85e-06	3.98e-06	8.044e-05	6.527e-05	2.508e-05	0.00015861	2.252e-05	0.00016645	7.93e-06	0.00017142	0.00010685	4.947e-05	4.547e-05	9.74e-06	3e-07	9.759e-05	4e-07	1.374e-05	0.00015463	9e-08	0.0002788	8.7e-06	6.473e-05	0.00016625	0.00014483	2.25e-06	1.348e-05	2e-08	1.985e-05	0.00011033	1.1e-05	3.953e-05	0	7.61e-06	0.00020007	0.00010848	0	1.073e-05	5.65e-06	2.353e-05	0.00012365	3.706e-05	0.00019421	0	1.69e-06	2e-08	0.00018835	6.357e-05	0	7e-08	4.74e-06	7.102e-05	1e-08	9.694e-05	6.88e-05	0	3.15e-06	3e-08	9.98e-06	1.012e-05	2.595e-05	4.1e-07	9e-08	3e-08	1.8e-07	2.539e-05	1e-08	0.00036115	0	1.863e-05	6.433e-05	0.00015513	3.213e-05	6.11e-06	6.29e-06	0.00012133	0.00010774	5e-08	1e-07	2.44e-06	2.3e-06	7.93e-06	7.371e-05	0.00011308	1.08e-06	8e-08	4.412e-05	2.399e-05	4.238e-05	0.00014192	1e-08	0	4.918e-05	1.11e-06	8e-08	0.00012081	8.126e-05	0.00010355	2.351e-05	0	0	3.51e-06	0.00021676	9.7e-07	6.48e-06	7.81e-05	3.915e-05	0.00021999	7e-08	0.00013188	1.5e-07	1.8e-07	0.00024426	1e-08	1.509e-05	7.221e-05	7.437e-05	3.54e-06	0	1.006e-05	4.748e-05	1.77e-05	1.75e-06	4.05e-06	3.69e-06	4.18e-06	0.00018257	1e-08	3e-07	4.65e-06	4.6e-07	0.00020057	9.8e-07	6e-08	0	3.917e-05	0	1.701e-05	1e-04
A[Ins(T):R0]A	0.00038503	6.6e-05	0.00093254	4.261e-05	0.00685913	0.00188448	0.00135571	0.00185408	0.00145628	0.00094127	0.00145759	0.00182014	0.00484565	0.01698546	0.03063055	0.00053025	0.00035985	0.00469236	0.00334427	0.00213646	0.00298924	0.00034225	0.00453882	0.00238972	0.00225685	0.00100691	0.00627881	0.0021186	0.00626325	0.0045502	0.00073304	0.00110495	0.00153065	0.01422575	0.00059316	0.00017656	0.00053902	0.00136147	0.00452529	0.00155128	0.00121762	0.01041277	0.00224146	0.00345832	0.00232197	0.00178489	0.00108173	0.00286324	0.00131517	0.00390714	0.00054887	0.00096945	0.00428249	0.00042356	0.00040914	0.00011178	0.00180784	0.00768663	0.00306035	0.00382987	0.03484813	0.0016105	0.00168325	0.00300275	0.00061312	0.0037415	0.00054846	0.0029983	0.0030878	0.00300278	0.00470239	0.01655767	0.00334596	0.00266488	0.00111887	0.00359237	0.00566523	0.00047121	0.00194987	0.00255336	0.00234087	0.00059021	0.00559648	0.00141484	0.00405738	0.0021395	0.00233029	0.00288126	0.00039138	0.00131903	0.00537973	0.00206215	0.00038067	0.0042517	0.0053635	0.00257734	0.00159223	0.00358821	0.00375304	0.00063636	0.00343804	0.00448196	0.00315648	0.00358563	0.0003238	0.00145964	0.0036821	0.00197553	0.0018669	0.00609834	0.00353061	0.00145766	0.01441707	0.00150434	0.00238492	0.00184912	0.00430918	0.00078499	0.00548336	0.00471626	0.00758921	0.00069307	0.00050673	0.0017557	0.00423718	0.00701267	0.00112659	0.00043604	0.00039613	0.00110382	0.00405716	0.00169278	0.00513753	0.00216027	0.0225541	0.00166304	0.00257443	0.00066062	0.00355934	0.00974682	0.00106679	0.00303486	0.00139776	0.00093323	0.0004786	2.336e-05	0.00022996	0.00021876	0.00119621	0.00671385	0.00241637	0.00195525	0.01266749	0.00114199	0.0036879	0.00252315	0.0044875	0.00020544	0.00055253	0.00052938	0.00229575	0.0042736
A[Ins(T):R0]C	5.24e-06	3.91e-06	4.971e-05	2.153e-05	0.00033708	1.139e-05	0.00082021	0.0013297	3.123e-05	0.00016384	0.00031351	0.00011004	0.00112534	0.00066171	0.00095811	3.598e-05	2.699e-05	0.00030244	0.00024638	0.00038025	0.00114766	4.14e-06	3.525e-05	0.00095185	0.00043651	0.00014721	0.00049557	0.00062888	0.00069943	0.00015103	0.00190501	0.00068097	0.00120331	0.00108775	5.004e-05	5.95e-06	4.584e-05	0.0003019	5.656e-05	0.00032634	0.00077167	0.00083494	0.00021562	0.00073503	0.00071262	0.0002154	0.00015541	5.2e-07	0.00031424	0.00054242	2.47e-06	0.00013644	0.00075375	1.613e-05	5.22e-06	7.42e-06	1.421e-05	0.0005263	0.00038474	7.527e-05	0.00103489	0.00091125	0.00028437	5.432e-05	5.06e-06	0.00034046	2.247e-05	0.00018346	0.00039212	0.00073912	0.00043516	0.00057931	0.00037197	0.00126054	4.708e-05	0.00035651	0.00066938	0.00022826	0.00164413	1.597e-05	0.00114993	8.188e-05	0.0009826	0.00040029	0.0012515	0.00067264	0.00043513	0.00056973	1.702e-05	0.00031512	0.0007953	0.00130242	4.067e-05	2.024e-05	0.00103744	0.00040926	8.871e-05	1.287e-05	0.00027463	0	0.00098474	0.00026086	0.0012298	0.00181894	5.11e-06	2.814e-05	6.621e-05	0.0013244	0.0005787	0.00091878	0.00135399	0.00028225	0.00031569	6.061e-05	0.00035767	5.404e-05	0.00039431	0.00170048	5.732e-05	0.00033836	0.00089206	5.63e-06	0	0.00011389	0.00056501	0.00028861	0.00050515	9.76e-06	8.16e-06	1.678e-05	0.00025352	0.00054115	0.0004567	0.00052305	0.00065544	0.00013488	0.00014317	0.00011823	7.149e-05	0.00083814	0.00200053	0.00129817	5.38e-06	5.678e-05	1.5e-05	1.404e-05	9.36e-06	6.25e-06	5.564e-05	0.0003921	2.568e-05	0.00026103	0.00083712	0.0002974	0.00026747	0.00061204	0.00046632	1.66e-05	1.339e-05	1.556e-05	2.232e-05	0.00058514
A[Ins(T):R0]G	8.411e-05	0.0001632	1.875e-05	6.443e-05	0.00016919	0.00069393	0.00010758	0.00334595	0.00310979	0.00335477	0.00066203	4.008e-05	0.00145075	0.00128101	0.0009691	0.00014489	0.00028842	0.00050989	1.788e-05	0.00106208	0.00055294	9.33e-05	0.00027854	0.00131383	0.00118081	0.00055358	0.00025759	0.00026854	0.0038187	0.00054321	0.00049866	0.00067904	0.00125226	0.00131536	8.852e-05	5.383e-05	5.28e-05	0.0019001	0.00060305	0.00070054	0.00015136	0.00362358	0.00025866	0.0004967	0.00193817	0.00401626	6.8e-07	3.99e-06	0.000177	0.00062125	1e-08	0.00175671	0.00056946	6.806e-05	7.38e-06	0.00024376	7.373e-05	0.00112344	0.00022694	0.00389564	0.00099142	0.00144745	0.00030759	0.00016487	0.00011183	0.0009989	9.823e-05	0.00070933	0.00059379	0.00017966	0.00168918	0.00046953	0.00122381	0.00215652	0.00022254	0.00048023	0.00048783	0.00068177	0.00229316	0.0003649	0.00085512	0.00028479	0.00133474	0.00085672	0.00131298	0.00129781	7.175e-05	0.00095989	0.00028432	0.00068351	0.00210858	0.00332352	0.00031084	0.00040712	0.00182273	0.00040757	0.00030817	0.00038411	0.00101475	0.00017095	0.00088457	0.00024868	0.00058662	0.0009962	0.00017989	7.722e-05	0.0003455	0.00307819	0.00092498	0.00208827	0.00064662	0.00051508	0.00067653	0.00035876	0.00121411	0.00053621	0.00078765	0.00081825	0.00104619	0.0003944	0.00117332	0.00010144	0.0001124	0.00127267	0.00023709	0.00061472	0.00100967	7.811e-05	0.00012271	0.00028222	0.00059892	0.0008882	0.00070447	0.00085131	0.00112279	0.00013843	0.00063421	0.00048685	9.393e-05	0.0024741	0.00067127	0.00345149	0.00053485	9.093e-05	9.162e-05	0.0002688	0.00010249	0.00034888	0.00013622	0.00044344	0.00084854	0.0008983	0.00085528	0.0001137	0.00041198	0.00079514	0.00028714	0.00013595	0.00014316	0.00132715	0.00070064	0.00091619
