MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
4:Del:R:4	8.12E-07	7.05E-06	3.45E-05	2.04E-06	7.89E-05
4:Del:R:5	1.10E-05	1.68E-05	2.55E-05	2.68E-05	8.53E-05
5:Del:R:0	6.95E-05	0.00E+00	2.47E-04	9.69E-04	7.35E-04
5:Del:R:1	5.84E-05	4.24E-05	1.41E-04	3.00E-04	2.33E-04
5:Del:R:2	3.35E-05	1.61E-05	6.07E-05	1.15E-04	1.43E-04
5:Del:R:3	1.39E-05	1.10E-05	4.11E-05	5.41E-05	9.63E-05
5:Del:R:4	9.85E-07	7.16E-06	1.33E-05	6.01E-06	5.28E-05
5:Del:R:5	4.43E-06	7.71E-06	1.15E-08	1.65E-05	4.34E-05
2:Ins:R:0	5.23E-05	5.86E-05	1.13E-04	3.22E-05	4.69E-04
2:Ins:R:1	3.92E-05	1.83E-05	9.41E-05	1.01E-04	2.03E-04
2:Ins:R:2	2.91E-05	2.19E-05	6.65E-05	4.01E-05	1.26E-04
2:Ins:R:3	2.30E-05	1.72E-05	7.35E-06	7.87E-05	1.12E-04
2:Ins:R:4	3.67E-05	3.67E-05	1.92E-05	1.10E-04	2.24E-04
2:Ins:R:5	9.27E-05	1.03E-04	1.56E-04	1.14E-04	6.02E-04
3:Ins:R:0	1.86E-05	1.35E-05	3.43E-05	6.96E-05	2.27E-04
3:Ins:R:1	3.59E-05	6.74E-06	7.93E-05	1.43E-04	1.45E-04
3:Ins:R:2	1.70E-05	7.17E-06	3.45E-05	6.30E-05	6.60E-05
3:Ins:R:3	3.00E-06	7.84E-06	3.47E-06	1.88E-05	9.95E-06
3:Ins:R:4	5.23E-06	8.65E-06	1.60E-05	1.11E-05	1.87E-05
3:Ins:R:5	2.58E-05	2.49E-05	3.77E-05	6.82E-05	7.97E-05
4:Ins:R:0	0.00E+00	2.22E-05	1.88E-05	4.26E-06	3.43E-04
4:Ins:R:1	3.97E-05	1.84E-05	8.48E-05	1.06E-04	1.48E-04
4:Ins:R:2	4.92E-06	0.00E+00	2.48E-05	6.14E-05	7.31E-05
4:Ins:R:3	1.17E-05	1.56E-09	1.55E-06	1.31E-05	9.33E-05
4:Ins:R:4	1.73E-05	1.66E-05	3.17E-05	1.31E-05	9.60E-05
4:Ins:R:5	2.86E-05	2.95E-05	5.59E-05	1.59E-05	1.73E-04
5:Ins:R:0	6.20E-09	7.69E-08	7.43E-09	1.35E-07	1.75E-03
5:Ins:R:1	6.94E-05	1.57E-05	1.88E-04	2.54E-04	2.98E-04
5:Ins:R:2	1.49E-05	5.15E-06	3.57E-05	8.80E-05	9.17E-05
5:Ins:R:3	1.20E-05	1.52E-05	6.03E-06	2.52E-05	7.85E-05
5:Ins:R:4	1.03E-05	7.17E-06	2.09E-05	1.10E-05	3.82E-05
5:Ins:R:5	1.12E-05	1.34E-05	2.29E-05	8.70E-06	5.05E-05
2:Del:M:1	9.12E-05	3.36E-05	2.19E-04	4.63E-04	2.97E-04
3:Del:M:1	3.11E-05	7.18E-06	9.12E-05	1.90E-04	1.49E-04
3:Del:M:2	6.10E-05	2.41E-05	1.65E-04	2.99E-04	2.45E-04
4:Del:M:1	3.17E-05	1.52E-05	1.15E-04	2.29E-04	1.93E-04
4:Del:M:2	5.67E-05	8.21E-06	1.45E-04	2.86E-04	2.16E-04
4:Del:M:3	7.57E-05	1.64E-05	1.87E-04	3.73E-04	2.54E-04
5:Del:M:1	4.56E-05	2.27E-05	2.30E-04	9.68E-04	5.62E-04
5:Del:M:2	1.01E-04	1.70E-05	2.59E-04	1.55E-03	6.68E-04
5:Del:M:3	5.55E-05	1.69E-05	3.23E-05	1.06E-03	4.03E-04
5:Del:M:4	5.57E-05	2.05E-05	1.42E-04	6.92E-04	2.93E-04
5:Del:M:5	6.36E-05	4.29E-05	1.32E-04	7.40E-04	4.13E-04
