	InsDel1a	InsDel1b	InsDel1c	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel5c	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel23	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K	InsDel_L	InsDel_N	InsDel_O	InsDel_P	InsDel15	InsDel16	InsDel_M	InsDel_N_beta	InsDel_N_alpha
T[Ins(C):R8]G	0.000117808	2.62E-06	8.11E-05	8.36E-05	5.36E-05	0.000191318	2.67E-05	3.31E-06	0.00011394	3.70E-06	8.03E-06	0.000131723	1.93E-05	6.91E-05	7.59E-05	1.92E-05	0.000321718	1.69E-06	0.000251863	1.64E-05	2.00E-05	3.02E-06	7.23E-05	9.34E-05	6.35E-05	0	5.28E-05	8.86E-05	0.000122032	3.99E-05	0.000173422	0.000150275	5.68E-05	0.000109708	0.000683878	0	0.000368056	5.72E-07	0.000162968	3.46E-05	0.000221785	0.000127214	0	0	2.80E-05	1.30E-05	1.18E-05
T[Ins(C):R8]T	0.00020886	1.12E-05	0.00045958	0.00011903	0.000109732	0.000361931	5.81E-05	2.08E-05	0.000153263	4.29E-06	6.57E-05	3.96E-05	1.66E-05	0.000168215	7.36E-05	5.84E-05	0.000369063	4.83E-07	0.000139263	2.16E-05	3.85E-05	3.18E-06	0.000225754	0.000166599	2.87E-05	0	5.49E-05	0.000204927	0.000194729	0.002164112	0.000887316	0.000113825	0.00023945	0.000402712	0.000188006	3.38E-06	0.00040342	6.89E-06	0.000455946	4.61E-05	0.001118838	0.000343639	0	0	6.01E-05	0.000155728	6.67E-05
"T[Ins(C):R(9,)]A"	0.000119729	3.84E-06	0	8.47E-05	3.02E-05	0.000180877	4.56E-05	4.73E-06	0.000159433	6.95E-06	1.50E-05	3.50E-05	3.61E-05	9.53E-05	4.56E-05	9.00E-06	0.000142665	0	0.000137801	7.32E-05	0.000134484	5.76E-06	8.77E-05	7.15E-05	7.38E-05	0	0.000128816	0.000186915	8.01E-05	3.38E-05	8.67E-05	0.000300685	0.000146097	0.000114823	0.000167819	3.38E-06	0.000323539	1.13E-05	0.00019479	9.80E-06	0	0	0	0	0.000263808	9.88E-05	2.42E-06
"T[Ins(C):R(9,)]G"	4.92E-05	3.96E-07	0	1.19E-05	1.02E-06	1.54E-05	3.89E-06	1.17E-06	6.61E-05	7.80E-06	3.29E-06	0	7.19E-06	7.72E-06	1.98E-05	4.60E-06	4.89E-05	0	5.60E-05	1.21E-05	3.00E-08	4.13E-06	7.31E-06	1.24E-05	1.63E-05	0	3.95E-05	6.77E-05	3.20E-05	6.76E-06	0	7.40E-05	1.80E-06	7.03E-05	8.25E-05	0	7.98E-05	5.20E-08	3.85E-05	6.12E-06	0	0	0	0	2.14E-05	0	4.18E-06
"T[Ins(C):R(9,)]T"	3.89E-05	6.14E-06	0	2.29E-05	0	5.44E-05	2.18E-05	1.59E-06	2.99E-05	1.92E-06	5.07E-06	0	1.59E-05	1.31E-05	2.04E-05	8.59E-06	0.00023113	0	3.09E-05	7.03E-06	1.17E-05	2.42E-05	2.66E-05	1.99E-05	4.03E-05	0	1.80E-05	2.80E-05	4.67E-06	5.54E-05	4.33E-05	4.91E-05	1.65E-05	4.84E-05	0.000249074	0	8.91E-05	2.99E-07	0.000172355	4.69E-06	0	0	0	0	2.92E-05	5.52E-06	1.76E-07
A[Ins(T):R0]A	0.003548623	0.004775715	0.00242276	0.001611754	0.000145123	0.000231135	0.001353807	0.002232183	0.000970289	0.00230058	0.002139713	0.002360482	0.001961095	0.000530575	0.001783816	0.00346291	0.001292274	0.000188787	0.000556635	0.016686201	0.033354863	0.0008574	0.001793219	0.007227259	0.001749303	0.004152074	0.000829638	0.000836995	0.0016558	0.031868266	0.001946916	0.002667567	0.001189177	0.001521061	0.001378756	0.063083812	0.000940238	0.005441307	0.000352425	0.000278509	0.002455443	0.004375295	0	0.021198157	0.000333482	0.004646237	0.000484202
A[Ins(T):R0]C	0.00021688	7.82E-05	0.000120754	4.13E-05	2.52E-05	1.35E-05	0.0012908	0.001226226	0.000192559	0.001257685	0.000494199	0.000495781	0.000294429	2.58E-05	0.000196386	0.000963344	0.001166921	1.98E-06	0.000337655	0.000699185	0.000862341	0.000904335	0.000265509	0.001307302	0.000939717	0.000324945	0.00036297	0.000217697	0.000312677	0.003698319	5.64E-05	0.003970875	0.000235258	0.002829109	0.000260706	0.014879405	0.000135441	0.000173128	0.000136137	3.05E-05	7.01E-05	9.34E-05	0	0.028571429	0.000204258	2.19E-05	4.00E-06
A[Ins(T):R0]G	0.000380982	0.004873387	0.00061797	0.000138981	0.000352684	6.93E-05	0.001450589	0.003669418	0.000287189	0.000911888	0.001010336	0.000351347	0.000777555	0.000343459	0.000639038	0.000681778	0.001357841	2.03E-06	0.000976997	0.001194667	0.001557925	0.000438171	0.000182331	0.001786708	0.000464718	0.00057768	0.000588684	0.000246081	0.000177039	0.001597063	0.00062379	0.019950635	0.00049757	0.002173858	0.001194627	0.029856744	0.000444119	0.008494014	0.000126381	0.000707623	0.000776471	0.000520092	0	0.015668203	0.000184606	0.000582348	0.000508487
A[Ins(T):R1]A	0.000913712	0.000238894	0.001253058	0.00029555	8.58E-05	6.18E-05	0.001475336	0.001320006	0.000558547	0.006938454	0.005003731	0.004945788	0.000341088	2.50E-05	0.001195233	0.001444916	0.002829612	0.029229253	0.001358657	0.003110713	0.008605909	0.006588098	0.001523218	0.007025745	0.003222221	0.001624725	0.000933204	0.001199001	0.000708458	0.001799822	0.000104402	0.001921237	0.001178023	0.001737132	0.002264969	0.014372843	0.000701139	0.000725898	0.000469872	0.000115794	0.000132448	0.00025247	0	0.000921659	0.000273336	0.00101672	0.000104692
A[Ins(T):R1]C	6.54E-05	0.000243317	0.000262531	0.000145772	5.19E-05	1.85E-05	0.000487948	0.000837872	0.000161407	0.001929684	0.001152515	0.000849583	0.000557089	2.79E-05	0.000285393	0.001070599	0.001481299	0.03254519	0.000714188	0.002089939	0.003033715	0.000666476	0.000559669	0.001830607	0.000575943	0.00050547	0.000476605	0.00061665	0.000466821	3.99E-05	1.08E-05	0.007133584	0.000115372	0.002180381	0.00073285	0.00364049	0.000111496	0.000268149	0.000145525	6.18E-05	1.13E-05	0.000170291	0	0.006451613	0.000275718	0.00037933	5.24E-05
A[Ins(T):R1]G	0.000552557	0.000636121	0.00029339	9.08E-05	0.000404639	5.88E-05	0.00130258	0.011203077	0.000514972	0.004880545	0.00422264	0.002709251	0.000548392	8.81E-05	0.000718045	0.001024651	0.001353153	0.044418758	0.000828813	0.001682752	0.004838494	0.001373014	0.000247634	0.002358445	0.000861635	0.00245514	0.000315764	0.002044128	0.000908508	5.00E-05	0.000538673	0.001751536	0.000692358	0.003197989	0.00131301	0.007321505	0.000183558	0.001550911	0.000118298	0.00025763	0.000681727	9.02E-05	0	0.006451613	0.001949681	0.000700916	0.000165716
A[Ins(T):R2]A	0.000840359	0.000433529	0.000791818	0.000177216	0.000209194	8.76E-05	0.000433666	0.000821869	0.000360963	0.010890637	0.003290467	0.002231392	0.000340769	0.000141558	0.000863635	0.000411412	0.002075256	0.01677055	0.001897115	0.001443857	0.002669157	0.018055527	0.000737264	0.00329602	0.001433081	0.00137199	0.000817986	0.002503684	0.001137916	0.025437435	0.000835435	0.001784008	0.000402058	0.00115075	0.001264966	3.38E-06	0.000423251	0.000516693	0.000481671	0.00016136	0.001066982	0.000719357	0	0.000921659	3.69E-05	0.000488808	3.48E-05
A[Ins(T):R2]C	0.000577091	0.000274067	0.000451933	7.50E-05	0.000371308	3.66E-05	0.000334995	0.000462056	0.000344676	0.004490681	0.001831339	0.000869417	0.000206051	6.46E-05	0.000175913	0.000241102	0.000687771	0.020472218	0.001154399	0.0024133	0.001732413	0.000449011	0.000397968	0.001340629	0.000604173	0.001985775	0.000368094	0.002784609	0.000249432	3.85E-05	0.000398693	0.002385257	0.000374115	0.000518114	0.000621715	0.003572948	0.000127487	0.00025338	0.000272019	0.000275447	0.000502219	0.000107749	0	0.001843318	0.001611435	0.000214131	7.46E-05
A[Ins(T):R2]G	0.000518275	0.000557015	0.00127787	0.000259062	0.001626268	7.97E-05	0.000693193	0.019451936	0.000260026	0.007860516	0.003127015	0.001601666	0.0001499	0.000381711	0.000901385	0.000635712	0.002123424	0.018955357	0.000826531	0.000699912	0.002184169	0.003444855	0.000156551	0.001042253	0.000191639	0.003393869	0.000514659	0.000944879	0.000508665	3.24E-05	0.001145108	0.000863758	0.000103352	0.001231307	0.003330212	2.70E-05	0.000607969	0.002729123	0.00021314	0.001148799	0.001433219	0.000606219	0	0.001843318	9.11E-05	0.000866867	0.000231997
A[Ins(T):R3]A	0.0005945	0.000891597	0.001263825	0.000277648	0.000317371	4.50E-05	0.000530503	0.000645066	0.000589064	0.005269823	0.001661779	0.000736416	0.000132605	0.000196711	0.000463964	0.000219214	0.001350262	0.015454831	0.001886009	0.002430827	0.001811971	0.00230998	0.001181441	0.001786277	0.000611225	0.000324945	0.000273531	0.000623746	0.00029669	0.015798285	0.000598326	0.000453602	0.000184154	0.000668889	0.001690498	0.003606719	0.000422278	0.001711325	0.000331296	0.000244774	0.000746558	0.00107018	0	0	0.000211404	0.000687265	0.000215225
A[Ins(T):R3]C	0.000818617	0.000456921	0.000541	0.000129799	0.000183633	3.47E-05	0.000287537	0.000302814	0.000793037	0.00321006	0.001246069	0.001164819	0.000137664	0.000120717	0.000679861	0.00015891	0.000792261	0.013451331	0.000456154	0.002676654	0.000520017	1.06E-05	0.000825129	0.000449696	0.000162086	0.00267177	0.000141823	0.002800601	0.000414778	4.33E-05	0.000559649	0.000181216	6.60E-05	0.000583626	0.001525503	0.003751933	0.000480029	0.00101659	0.000183048	0.000276764	0.000707898	0.000229438	0	0.000921659	0.00045437	0.000374452	0.000134655
A[Ins(T):R3]G	0.000754279	0.001113541	0.000985297	0.000185732	0.000558961	5.65E-05	0.004056268	0.009699824	0.001019233	0.003478263	0.001897748	0.000412669	0.000239855	0.000121196	0.000237048	0.000436896	0.001814352	0.012480612	0.000656844	0.000785472	0.002150428	0.000942498	0.000473675	0.000311839	0.00010562	0.00036105	0.000463529	0.00027429	0.000339258	8.31E-05	0.001054993	0.000404646	0.000416872	0.000355808	0.001622772	6.75E-06	0.000426001	0.002670725	0.000141327	0.000512641	0.001331337	0.000447491	0	0	3.93E-05	0.001020644	0.000304278
A[Ins(T):R4]A	0.001682973	0.00504463	0.002444274	0.000500733	0.001778338	0.000280999	0.000592529	0.000457881	0.000567711	0.002741413	0.001559292	0.000756938	0.000345904	0.000433375	0.000351213	0.000268792	0.004817777	0.007604959	0.000661055	0.001365896	0.002923982	6.87E-06	0.003324847	0.000762504	0.000628785	0.000613785	0.000536693	0.000543754	0.000615201	0.005531934	0.003115504	0.000729261	0.000489314	0.000684644	0.000691211	1.01E-05	0.000728548	0.00848949	0.007561459	0.002161625	0.003878529	0.001442828	0	0.000921659	0.000248325	0.001961496	0.001791564
A[Ins(T):R4]C	0.002542859	0.0026252	0.003089344	0.000370127	0.00100336	0.000271631	7.64E-05	0.000226107	0.000216506	0.001775958	0.001276262	0.001202052	0.000322602	0.00035745	0.000220073	0.000317054	0.001618268	0.005670759	0.000801957	0.001794178	0.002259622	9.11E-06	0.002554154	0.001029167	0.000312386	0.0007221	0.000400158	0.002481754	0.000839522	5.88E-05	0.002645645	0.000353319	0.000917074	0.00064182	0.001281528	6.75E-06	0.000324257	0.004897742	0.020133591	0.002395239	0.003358636	0.00161463	0	0.000921659	0.002286141	0.001753755	0.001933498
A[Ins(T):R4]G	0.002359228	0.00255525	0.002763485	0.000359975	0.001532988	0.00037508	0.002599516	0.00281898	0.001384296	0.001768076	0.002079123	0.000206612	0.000390527	0.000318528	0.000212315	0.000474745	0.000729693	0.005851391	0.000533572	0.000691074	0.002080939	0.000902827	0.0012943	0.000522566	0.000420329	0.000397155	0.001142254	0.000274003	0.000325886	4.12E-05	0.002455984	0.000564454	0.000420509	0.00092221	0.000900585	3.38E-06	0.001017657	0.006199927	0.002071186	0.002504484	0.003101642	0.001217041	0	0	6.07E-05	0.001945269	0.00127954
A[Ins(T):R5]A	0.008493612	0.023327764	0.008651991	0.001670373	0.004915749	0.000702603	0.000448139	0.000421032	0.000695371	0.00173145	0.002577528	0.002172692	0.000309566	0.001117171	0.001122947	0.000843536	0.003610115	0.004085419	0.001306745	0.00182389	0.002918888	8.27E-06	0.001112451	0.00102489	0.00074639	0.00014442	0.000509026	0.001905319	0.000488525	0.00121047	0.008714688	0.000265586	0.000690487	0.002359417	0.002300834	0.003042747	0.002446465	0.012973919	0.010262734	0.009679208	0.011020618	0.00385281	0	0	0.000435314	0.004565997	0.015533428
A[Ins(T):R5]C	0.010622226	0.014132719	0.012225474	0.001334922	0.004303854	0.00090628	0.000549364	0.000350868	0.001174677	0.00066186	0.002595606	0.000466314	0.000248636	0.000946023	0.000449119	0.000854064	0.001131702	0.003872599	0.001873184	0.002561387	0.001417328	0.000217689	0.00021437	0.000946654	0.000239644	0.001191465	0.001042489	0.001829041	0.000105206	3.78E-05	0.006009195	0.001415722	0.000246146	0.002757652	0.001168623	1.35E-05	0.001788148	0.009920419	0.000823347	0.007044807	0.007562968	0.00426684	0	0	0.00015364	0.006730477	0.010106831
A[Ins(T):R5]G	0.007233151	0.008671707	0.010179193	0.001505457	0.004012831	0.000909057	0.004787416	0.002745494	0.000789891	0.001344812	0.004290337	0.001047262	0.000180838	0.001144836	0.001364086	0.001118162	0.002063942	0.003490296	0.001506936	0.001580171	0.002779609	0.000432081	0.000599613	0.00227604	0.001863316	0.000613785	0.0003142	0.001060502	0.000619752	0.001211821	0.005721473	0.00113113	0.00055223	0.00327526	0.00141854	3.38E-05	0.002605057	0.010100945	0.002291502	0.007677533	0.007274564	0.003632913	0	0	0.000134584	0.005206911	0.010629726
A[Ins(T):R6]A	0.021967523	0.045080933	0.023912409	0.002511524	0.009409992	0.001069223	0.001438878	0.000610369	0.000425794	0.000615616	0.00506683	0.004160027	0.000415498	0.002204427	0.000868339	0.000860844	0.002057608	0.00306369	0.005759618	0.001419215	0.000918226	1.06E-05	0.001287029	0.001505157	0.000956963	0.000830415	0.002866281	0.002619844	0.000398536	0.000938773	0.015217927	0.001015804	0.002348887	0.001294363	0.004700075	6.75E-06	0.002206954	0.010090544	0.003645103	0.015645469	0.019159314	0.008704704	0	0	0.001551884	0.009381482	0.027159581
A[Ins(T):R6]C	0.025937541	0.028243413	0.028259166	0.00241228	0.009352261	0.001253587	0.000705098	0.000560665	0.00066749	0.000398858	0.006562446	0.004220183	0.000345956	0.001889949	0.000511281	0.001854561	0.00172331	0.001687503	0.008478362	0.002309215	0.001971416	0.000184275	0.002828976	0.003577477	0.001025359	0.000685995	0.001713199	0.006933196	0.000968205	4.46E-05	0.013290523	0.001376929	0.001110858	0.00308751	0.001939403	2.70E-05	0.002272893	0.011940975	0.000382687	0.011359471	0.016628436	0.009057965	0	0	0.003034094	0.012188707	0.0163241
A[Ins(T):R6]G	0.02927152	0.010035509	0.035418381	0.003896045	0.011615456	0.002001905	0.003801268	0.002255193	0.000807061	0.000585862	0.007005986	0.006598677	0.000284526	0.003481527	0.000321927	0.002345163	0.00272967	0.001673991	0.006042243	0.001453471	0.00377164	0.000853713	0.000870448	0.002924398	0.001880914	0.001624725	0.00288233	0.002444481	0.001210543	0.004942582	0.019773175	0.000526187	0.001187018	0.002500551	0.00132401	0.007632196	0.003528566	0.007275435	0.003591442	0.014195363	0.024891845	0.00969509	0	0	0.002654758	0.013047936	0.016465872
A[Ins(T):R7]A	0.032639088	0.036618604	0.034862636	0.006942081	0.011771107	0.001565999	0.001011493	0.000438609	0.000363834	0.00022438	0.005575836	0.003456401	0.000365967	0.00377847	0.001134136	0.001129439	0.003643721	0.001870982	0.001593564	0.000822188	0.005852609	5.20E-06	0.001460078	0.001471304	0.001277961	0.000180525	0.003310677	0.00402695	0.001118779	0.001649104	0.027219784	0.000411837	0.000360202	0.001847297	0.002775001	2.03E-05	0.002054045	0.001994489	0.014546491	0.013412093	0.034260313	0.013368076	0	0	0.000166741	0.013924713	0.021089872
A[Ins(T):R7]C	0.031468752	0.023945108	0.035633562	0.005106027	0.009018404	0.001557808	0.000705878	0.000418003	0.001493847	0.000203929	0.00633314	0.003717136	0.000630824	0.002295857	0.000846989	0.002673885	0.004613725	0.001092717	0.006607043	0.001504288	0.004213538	0.000617753	0.002012421	0.002696403	0.001846316	0.000685995	0.001035579	0.005984852	0.000760478	0.000750207	0.018892201	0.001501533	0.002572634	0.002095576	0.001763872	0.007331636	0.000786661	0.005475187	0.011269554	0.008296637	0.023863508	0.0115237	0	0	0.001387525	0.012833993	0.012622177
A[Ins(T):R7]G	0.032579675	0.005496604	0.037725051	0.004772176	0.010065285	0.001727322	0.003891203	0.001770678	0.001868792	0.000311366	0.007261827	0.004408229	0.000440286	0.004046932	0.001052612	0.002448226	0.00211106	0.001878751	0.00351363	0.001080477	0.001574166	5.87E-06	0.001903378	0.001902898	0.001584351	0.00122757	0.002645318	0.002042449	0.000656672	0.001974194	0.022379362	0.000786278	0.002161512	0.002270567	0.000683119	0.007571408	0.002563355	0.007802711	0.013053434	0.008724094	0.028318666	0.010718329	0	0	0.001285098	0.013508884	0.01008223
A[Ins(T):R8]A	0.034575818	0.020165693	0.03748797	0.006835605	0.001202982	0.001194407	0.001564319	0.000159902	0.001394317	4.21E-05	0.004364278	0.001867412	0.000319844	0.004498494	0.000374919	0.001315473	0.005490337	0.000702981	0.001329133	0.000767932	0.002785662	0.000612557	0.00151009	0.002392633	0.001646972	0.000902625	0.001772256	0.00259929	0.000911122	0.001502442	0.029487712	0.000502543	0.002200735	0.001934763	0.001403747	0.004248364	0.002412331	0.001143501	0.007938559	0.001142097	0.037231601	0.014364845	0	0	0.00012982	0.014285355	0.013974976
A[Ins(T):R8]C	0.029423059	0.023373373	0.034014944	0.005975411	0.002515009	0.001227832	0.00098037	0.000157882	0.00137785	4.78E-05	0.004588579	0.003528345	0.000580338	0.003263484	0.000870488	0.001288575	0.001495081	0.001102369	0.001092843	0.000469103	0.002698973	0.000637924	0.002058393	0.001526635	0.001160585	0.00086652	0.003133405	0.002397926	0.001061159	0.000759669	0.019570821	0.001184319	0.00096901	0.004040063	0.000699092	3.38E-06	0.000603144	0.001031306	0.013447495	0.001467233	0.024614031	0.011940752	0	0	0.00018937	0.012535423	0.013497984
A[Ins(T):R8]G	0.031489205	0.006126607	0.038008236	0.005569365	0.000645947	0.001088184	0.001061577	0.000353456	0.001319976	0.000114803	0.003700597	0.002104236	0.001485664	0.004098162	0.000469026	0.00058206	0.006454787	0.001298733	0.001420003	0.000438583	0.001091815	7.26E-06	0.003183027	0.004226427	0.000987249	0.00028884	0.001866253	0.003447428	0.001445692	3.72E-05	0.02415033	0.000399857	0.000608219	0.001804485	0.001916224	0.001894541	0.001947564	0.002593333	0.007297381	0.00060367	0.030483168	0.012194794	0	0	0.001267233	0.013366778	0.009937518
"A[Ins(T):R(9,)]A"	0.024698835	0.014121363	0	0.004862091	0.00022676	0.000602032	0.000634731	0.000195306	0.001054926	4.70E-05	0.002835951	0.001124752	0.000478081	0.003632777	0.001243305	0.000461918	0.005991097	0	0.000789502	0.00075524	0.002216772	0.00037777	0.003280552	0.002821671	0.001108701	0.000252735	0.001871168	0.002153865	0.004482142	0.004726306	0.022685457	0.001482917	0.002875866	0.00156598	0.00125818	6.75E-05	0.003515587	0.000431319	0.010483787	0.000406183	0	0	0	0	0.000203662	0.010217368	0.009300415
"A[Ins(T):R(9,)]C"	0.030951347	0.018606039	0	0.005227858	0.000253323	0.000581031	0.001364365	0.000156744	0.000841553	3.85E-05	0.003169726	0.002443872	0.000777181	0.003647463	0.001275334	0.000731502	0.003655436	0	0.00143315	0.000765505	0.005573872	0.000624793	0.003329564	0.003141768	0.001180076	0.00079431	0.003649158	0.004836211	0.000665377	0.002623022	0.018745467	0.001327793	0.000566236	0.001080929	0.002767373	0.002043132	0.001344679	0.000389301	0.008264325	0.00054433	0	0	0	0	0.000192943	0.010445145	0.01196074
"A[Ins(T):R(9,)]G"	0.019148673	0.002407207	0	0.003007023	0.000131881	0.000339473	0.000847464	0.000285579	0.001046148	7.64E-05	0.001582815	0.002057936	0.001242609	0.002916745	0.000294885	0.000181842	0.000972072	0	0.000436948	0.000238762	0.001414391	0.000416771	0.002614143	0.001877424	0.000781613	0.000758205	0.002330794	0.002452333	0.001179154	0.003486099	0.014484639	0.001043532	0.00143037	0.000913316	0.001831682	0.002347069	0.002548031	0.000731332	0.009660894	0.000210974	0	0	0	0	0.000228078	0.006722955	0.005701845
C[Ins(T):R0]A	0.000126222	0.00010592	0.000136237	7.27E-05	2.15E-05	9.64E-06	0.000674685	0.002434386	0.000296809	0.001213618	0.000632936	0.001055096	0.000501682	3.13E-05	0.000884099	0.001018523	0.00070124	2.65E-06	0.000390644	0.00205426	0.000891887	0.001360163	0.000195245	0.002086241	0.000934982	0.003610499	0.000417432	0.001343908	0.000737047	3.38E-05	0.000109931	0.006379402	0.0014795	0.00119361	0.001123276	0.014876027	0.00045189	0.000348479	0.000154601	4.87E-05	0.000137978	0.000131296	0	0.038709677	0.000161382	9.98E-05	1.72E-05
C[Ins(T):R0]C	0.000286257	2.94E-05	6.64E-05	7.08E-05	2.18E-05	1.84E-05	0.000696569	0.002055339	0.000518988	0.000705252	0.000497537	0.000565448	0.000355967	2.31E-05	0.000317676	0.00063829	0.000620472	2.80E-06	0.00019296	0.013562283	0.000210386	0.00045633	0.000702196	0.00219303	0.000997648	0.00137199	0.000268935	0.001281066	0.000336154	0.001485546	0.00015069	0.006173536	9.96E-05	0.002222098	0.002057829	0.01505839	0.000307784	0.000130031	0.000244168	2.05E-05	0.000190638	4.91E-05	0	0.046082949	0.000175078	0.000175157	3.81E-05
C[Ins(T):R0]G	5.79E-05	2.69E-05	6.18E-05	5.35E-05	1.32E-05	2.43E-05	0.000372733	0.001660658	0.000227548	9.95E-05	0.000219519	0.000747472	8.64E-05	2.71E-05	0.000205152	0.000226601	0.000344811	0.000194578	0.000493248	0.000650256	0.0003366	0.00045309	0.000105283	0.000823255	0.000524588	0.000974835	6.69E-05	0.000900624	0.000346329	4.12E-05	5.07E-05	0.001401159	0.000264136	0.000321181	0.000746673	3.38E-06	0.000142756	5.03E-05	0.000163336	3.74E-05	6.30E-05	8.09E-05	0	0.008294931	0.000463302	1.55E-05	6.37E-05
C[Ins(T):R1]A	0.000206236	0.000131187	0.000364997	8.34E-05	9.15E-05	8.47E-06	0.000274831	0.001722515	0.000457747	0.004598297	0.002589785	0.00325521	0.000160997	2.35E-05	0.000798522	0.000805396	0.001632289	0.010705761	0.001034325	0.001249964	0.000515283	0.01456653	0.000190339	0.004413187	0.00146043	0.005776799	0.000225602	0.002717788	0.000806149	5.74E-05	0.000218908	0.002355097	0.000992322	0.000977215	0.002910201	0	5.86E-05	0.000413612	0.000753435	0.000125878	0.000274848	4.20E-05	0	0.008294931	0.000316213	0.0001881	7.42E-05
C[Ins(T):R1]C	8.48E-05	0.000337911	0.000395344	0.000127647	5.57E-05	3.26E-05	0.000614373	0.001490679	0.000248846	0.001727431	0.001132684	0.000626837	0.000429877	3.17E-05	0.000594511	0.000628557	0.000851028	0.021251496	0.001235433	0.00344297	0.000376694	0.000907744	0.000304459	0.002501654	0.000962289	0.00187746	0.000273259	0.005735519	0.001145594	5.00E-05	0.000163276	0.012020685	0.000283337	0.001363992	0.000926883	8.44E-05	0.00018176	0.000961233	0.000194705	9.22E-05	0.000204431	3.62E-05	0	0.011981567	5.60E-05	9.07E-05	0.000139771
C[Ins(T):R1]G	0.000268653	0.000113039	0.000542992	0.000148981	4.72E-05	2.12E-05	0.003641336	0.02020944	0.000299846	0.003451612	0.003068951	0.003413145	0.00028639	1.51E-05	0.000993371	0.000895641	0.00249592	0.031099124	0.000647763	0.001266562	0.001621182	0.007354422	0.000276193	0.004125893	0.001392398	0.00267177	0.000985839	0.000908446	0.001008299	0.001198304	0.000388774	0.002641325	0.001691989	0.003825979	0.001114004	2.70E-05	6.34E-05	0.000206253	0.000139456	0.000107134	0.000483478	0.000179734	0	0.011981567	0.000372786	0.000474098	0.00012548
C[Ins(T):R2]A	0.000526409	0.000160149	0.000630453	0.000120056	0.000426382	3.16E-05	0.000331152	0.000649248	0.000453606	0.002761858	0.001423412	0.001457865	0.000145329	8.30E-05	0.000683273	0.000454153	0.003460066	0.008221993	0.000666648	0.001189567	0.00092341	0.001403633	0.000272006	0.002123173	0.000529494	0.00057768	0.000975703	0.00206761	0.001078242	3.85E-05	0.000317434	0.001140092	0.000166395	0.000739143	0.000504848	0.003684392	0.000471871	0.000661584	0.000241161	0.00017316	0.00040261	0.000129634	0	0.004608295	0.000412684	0.000242781	8.59E-05
C[Ins(T):R2]C	0.000178545	0.000353329	0.000500046	0.00013772	0.000947644	1.66E-05	0.000442899	0.000793365	0.000400715	0.00240671	0.001247059	0.000813594	0.000230055	0.000262211	0.000709524	0.000486448	0.000960888	0.018620009	0.001364925	0.003945851	0.000445554	0.000448173	0.000359384	0.002195101	0.000642291	0.000613785	0.001157411	0.003204805	0.000409878	0.003325243	0.001230919	0.010412909	0.000238711	0.000946391	0.001891611	0.003687769	0.000454625	0.000624259	0.000274402	0.00036432	0.001539469	0.00012039	0	0.011059908	0.000120292	0.000178426	0.00022957
C[Ins(T):R2]G	0.000944418	0.000108504	0.001220843	0.000216616	0.002915977	2.10E-05	0.00126645	0.018537756	0.000630016	0.002102583	0.00236651	0.000817728	0.000250644	0.000471087	0.000580108	0.000303777	0.000545064	0.018591392	0.001700893	0.001125001	0.000417296	0.000438227	0.00025101	0.001126823	0.00039465	0.00043326	0.001055153	0.000841496	0.000474663	4.93E-05	0.001834698	0.002287001	0.000375743	0.003106178	0.001316508	0	0.00155969	0.000620502	0.00060184	0.000664035	0.002304462	0.000151211	0	0.008294931	0.00050737	0.000241645	0.000394496
C[Ins(T):R3]A	0.00081542	0.00292171	0.000735533	0.000206393	0.000470894	3.16E-05	0.000611219	0.000789385	0.000958047	0.002538116	0.001512887	0.001232119	0.000136298	6.40E-05	9.89E-05	0.000409626	0.001578242	0.009233153	0.001087443	0.00121468	0.001198611	0.001371952	0.000511656	0.001483342	0.000568584	0.00036105	0.000683974	0.000596195	0.000754083	0.007756197	0.000294778	0.000438785	0.000548374	0.001504271	0.00070436	0	0.000170783	0.002870699	0.000120567	0.000348791	0.000369619	0.000163968	0	0	0.000127438	0.000477391	0.000335011
C[Ins(T):R3]C	0.000817802	0.002156452	0.000869053	0.000109374	0.000773154	2.80E-05	0.00076098	0.000660127	0.000461294	0.001366393	0.00081719	0.00106534	0.00045925	0.000197397	0.000140472	0.000483434	0.002542128	0.011313962	0.001168221	0.003067121	0.000752039	0.00021238	0.000133471	0.002940053	0.001001955	0.00252735	0.000556805	0.002998524	0.000380356	0.001260483	0.000663856	0.002141755	0.000315968	0.000587959	0.001615186	3.38E-06	0.000956474	0.003803409	0.000136024	0.000741916	0.000825888	0.000432767	0	0.005529954	0.000133393	0.000416383	0.000551533
