	InsDel1a	InsDel1b	InsDel1c	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel5c	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel23	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K	InsDel_L	InsDel_N	InsDel_O	InsDel_P	InsDel15	InsDel16	InsDel_M	InsDel_N_beta	InsDel_N_alpha
G[Del(C):R3]A	0.000158644	5.77E-05	0.000365809	0.000442179	0.000364642	0.000326278	0.021139365	0.022805404	0.000720367	0.002845466	0.009414255	0.002921975	0.001469968	8.17E-05	0.001976186	0.003572399	0.002199666	2.61E-06	0.00081864	0.000312783	0.000927905	0.000210481	0.000491678	0.002756656	0.000837947	0.008412463	0.012942633	0.001140456	0.004031937	0.001258456	5.03E-05	0.000471797	0.000113063	0.003032121	0.002860597	1.69E-05	0.000274211	3.04E-05	1.98E-05	9.60E-05	6.17E-05	0.000457663	0.028246264	0	0.000134584	0.00026313	2.20E-05
G[Del(C):R3]G	7.95E-05	1.00E-06	0.000141322	2.12E-05	7.08E-05	0.00014749	0.005842446	0.005301817	0.000566373	0.000700073	0.002001547	0.001223653	0.000176462	1.60E-05	0.001123937	0.000685684	0.000220607	2.36E-06	0.000755509	0.000232599	0.000169064	3.91E-06	7.10E-05	0.000771273	0.000266369	0.0007221	0.001614359	0.000637151	0.000803045	2.91E-05	4.16E-06	0.000147453	0.000109691	0.00079227	0.000875172	1.69E-05	9.58E-05	1.27E-05	2.35E-05	1.29E-05	4.98E-06	2.51E-05	0.007541478	0	3.33E-05	6.81E-05	1.03E-05
G[Del(C):R3]T	0.000124886	2.34E-05	0.000223921	0.000182502	0.000248188	0.000247029	0.008166491	0.00860696	0.000817206	0.00397118	0.003795463	0.001735611	0.00083191	5.65E-05	0.00152685	0.003561375	0.000848343	1.93E-06	0.001538421	0.000462986	0.000643954	0.000661726	0.00022058	0.000888727	0.000886236	0.003285554	0.008613003	0.000795857	0.002983894	0.001536911	6.25E-06	0.00092651	0.000279377	0.001383947	0.001170899	6.75E-06	0.000162712	6.68E-06	3.79E-05	8.80E-05	6.92E-06	0.000206021	0.021801728	0	0.000248325	0.000479683	6.56E-05
G[Del(C):R4]A	0.000239456	0.00015675	0.000350735	0.000266304	0.001516976	0.00322093	0.009195138	0.006690106	0.000904355	0.001570247	0.00359698	0.001548588	0.000593987	0.000384102	0.001395333	0.001528701	0.000830403	3.09E-06	0.001501777	0.000150821	0.000136642	0.00021333	0.000193484	0.001237606	0.000410117	0.00137199	0.003499625	0.000627937	0.002644309	3.72E-05	5.77E-05	0.000374081	0.000602919	0.00105049	0.002462837	2.36E-05	0.000789261	8.04E-05	3.14E-05	0.000532747	7.01E-05	0.000178188	0.020019196	0	6.25E-05	0.000473009	0.000130235
G[Del(C):R4]G	0.00039851	2.24E-06	0.000124669	0.000108994	0.000240937	0.001685166	0.002173473	0.001450995	0.00022759	0.00044551	0.00063195	0.000612704	9.09E-05	0.000177702	7.80E-05	0.000603126	0.000161341	2.12E-06	0.000732687	0.000164688	4.69E-05	0.000223835	0.000114035	0.000627229	0.000102238	0.002346825	0.000349692	0.001030665	0.000177879	2.64E-05	6.70E-06	0.000189472	6.67E-05	0.000802897	0.000780178	3.38E-06	0.000699115	2.19E-05	3.91E-05	6.02E-05	6.74E-06	4.21E-05	0.008364185	0	4.23E-05	6.59E-05	4.11E-05
G[Del(C):R4]T	0.000238747	2.74E-05	0.000155048	0.00017996	0.001125973	0.000852819	0.005322485	0.003869204	0.000252158	0.002088533	0.001996328	0.001377987	0.000227634	0.000325885	0.000335727	0.001810076	0.000550553	2.99E-06	0.000899562	0.000421313	0.000165199	0.000454878	0.000179308	0.000890382	0.000294191	0.004477019	0.003092135	0.000456107	0.001554818	4.39E-05	5.45E-05	0.000389319	0.00037609	0.001631155	0.000906822	1.01E-05	0.00070589	0.000227873	0.000154346	0.00021777	6.84E-05	5.59E-05	0.014123132	0	0.000203067	0.000316367	9.93E-05
G[Del(C):R5]A	0.000219276	4.10E-05	0.000421556	0.000545876	0.002826762	0.003152132	0.007078282	0.005739739	0.001683493	0.000742402	0.002571997	0.000314069	0.000665462	0.001107471	0.000407136	0.002223938	0.000593091	3.38E-06	0.001224665	0.000397366	0.000694206	0.000217521	0.000102401	0.000879582	0.00014067	0.000541575	0.000949083	0.000885668	0.00143603	3.04E-05	9.93E-05	0.000281994	0.000316845	0.002043038	0.001244104	2.36E-05	0.00254674	0.00015979	0.000119716	0.000855712	0.000124796	0.000316155	0.014123132	0	0.000208427	0.000614412	0.000531796
G[Del(C):R5]G	5.26E-05	1.50E-05	5.76E-05	0.000124033	0.00063659	0.000859254	0.001234384	0.000887082	0.000246568	0.000131749	0.000305679	0.000209546	7.75E-05	0.000339575	0.000111365	0.000479157	0.000564465	8.69E-07	0.000506587	0.000121563	4.31E-05	2.51E-06	6.57E-05	0.000128281	7.20E-05	0.00064989	0.000207587	0.00035174	0.000143106	4.53E-05	8.41E-06	0.000281274	0.000224866	0.000456646	0.000404039	6.75E-06	0.00089835	1.14E-05	2.49E-05	6.48E-05	8.29E-06	1.81E-05	0.0061703	0	6.91E-05	5.56E-05	8.48E-05
G[Del(C):R5]T	0.000237648	2.51E-05	0.000303254	0.000326877	0.00237778	0.002491928	0.004424817	0.002796453	0.000447146	0.000771436	0.001456816	0.00094954	0.000404801	0.001318777	0.000305423	0.001370623	0.000440877	2.94E-06	0.000155239	0.00015766	0.000273193	9.16E-06	0.000206319	0.000753775	0.000328919	0.001480305	0.000859672	0.000224172	0.00047793	7.50E-05	0.000202907	0.000305429	0.000869791	0.000227035	0.000940411	6.75E-06	0.002912903	9.19E-05	9.25E-05	0.000352924	0.000257742	0.000218151	0.00987248	0	0.000120292	0.000245844	0.000357596
G[Del(C):R6]A	0.00017675	6.09E-05	0.000383435	0.0006826	0.003003976	0.00424619	0.003337887	0.002213789	0.000564592	0.000254683	0.00122309	0.000378114	0.000169911	0.001887251	0.000161463	0.000809866	0.001280115	3.38E-06	0.000760154	0.000127897	0.000244607	2.91E-05	0.000170294	0.001306226	0.000206463	0.00014442	0.000339115	0.00080032	0.000485515	8.25E-05	0.000296556	0.000224587	0.000401538	0.000298204	0.000315493	1.69E-05	0.004635222	0.000237299	0.000177546	0.001089864	0.00037734	0.000452903	0.005210476	0	0.000298943	0.000223496	0.000871331
G[Del(C):R6]G	3.48E-05	1.41E-06	8.83E-05	0.000194555	0.00063177	0.001136885	0.000823098	0.000545274	0.000495855	5.80E-05	0.00011324	6.21E-05	0.000136901	0.000585719	0.000110093	0.000275043	0.000509584	3.86E-07	0.000171986	0.000211001	3.69E-05	5.14E-06	9.26E-05	0.000434888	7.90E-05	0	5.37E-05	0.000337329	0.000196106	4.60E-05	1.91E-05	5.67E-05	0.00014672	0.000252648	0.000382545	6.75E-06	0.004255627	1.86E-06	0.000371116	5.42E-05	2.10E-05	3.73E-05	0.001096942	0	8.46E-05	4.82E-05	7.68E-05
G[Del(C):R6]T	0.000242347	2.25E-05	0.000197591	0.000584595	0.001207464	0.001728715	0.001681199	0.001053307	0.000180896	0.000185658	0.000360154	0.000197924	4.50E-05	0.001244824	0.000188355	0.000813681	0.000391875	1.64E-06	0.000323657	7.04E-05	0.000178773	1.21E-05	0.00012155	0.00013779	6.06E-05	0.00043326	0.000333498	0.000806145	0.000283575	0.002037725	0.000101313	9.83E-05	0.000492801	0.000237085	0.000972188	6.75E-06	0.001937476	7.40E-05	0.000259256	0.000590049	0.000131949	0.000538143	0.002605238	0	4.05E-05	0.000243783	0.000219479
G[Del(C):R7]A	9.76E-05	0.000139615	0.00017236	0.000484741	0.001124093	0.00245962	0.000864579	0.000466764	0.00033075	8.47E-06	0.000139743	9.73E-05	2.07E-05	0.001449447	3.80E-05	0.000135289	0.000342657	1.11E-06	0.000192397	3.05E-05	7.73E-05	3.41E-06	0.000213242	7.50E-05	6.24E-05	0.000397155	0.000345692	0.00046492	0.000117691	2.84E-05	0.000193379	0.000105147	0.000191578	0.000450531	0.000279544	3.38E-06	0.004600649	0.000104784	0.000172554	0.000537777	0.000240346	0.000474595	0.000137118	0	6.01E-05	0.00028527	0.000968602
G[Del(C):R7]G	2.45E-05	5.18E-05	3.11E-05	0.000117284	0.000254505	0.000693895	0.000143494	0.000130123	0.000170006	7.76E-06	2.11E-05	2.41E-05	1.06E-05	0.000517813	4.23E-06	3.92E-05	9.24E-05	4.63E-06	0.000160237	2.16E-05	1.38E-05	2.16E-05	4.77E-05	4.35E-05	2.83E-05	0	5.51E-05	0.000101991	6.74E-06	2.43E-05	0.000122028	0.000208418	5.56E-05	0.000325622	0.000161076	3.38E-06	0.002282761	5.10E-06	0.000220542	9.76E-05	0.000150357	9.42E-05	0.000274236	0	2.02E-05	2.38E-05	3.68E-05
G[Del(C):R7]T	0.000196371	2.35E-05	0.000134056	0.00012258	0.000240993	0.000986719	0.000326014	0.000201571	0.000281406	1.04E-05	4.77E-05	4.70E-05	3.31E-05	0.000420119	1.86E-05	3.86E-05	0.000336063	3.86E-06	0.000339214	3.39E-05	0.000156629	2.40E-06	0.000116229	0.00012734	2.86E-05	3.61E-05	6.24E-05	0.000421883	0.000100165	3.72E-05	0.000208859	0.000133026	0.000463623	0.000382673	0.000257755	0	0.000652384	7.54E-07	0.000172072	0.000212103	0.000265865	0.000306807	0	0	2.38E-05	0.000131507	0.000139435
G[Del(C):R8]A	0.000164788	4.23E-05	0.000129573	0.000609787	0.000198046	0.00113163	0.000114753	8.38E-05	0.000956694	9.41E-06	5.14E-05	7.99E-05	2.33E-05	0.0010473	3.50E-05	7.86E-05	0.000240549	1.93E-06	0.000211892	1.20E-05	0.000152583	5.36E-06	0.000206898	5.62E-05	8.19E-05	3.61E-05	8.50E-05	0.000298876	0.000106023	6.15E-05	0.000291006	8.29E-05	0.000132103	0.000558482	0.000366867	3.38E-06	0.001917663	6.92E-05	0.000133641	0.000294023	0.000368982	0.001020299	0	0	0.000383505	0.000156017	0.000388283
G[Del(C):R8]G	2.57E-05	7.39E-07	1.98E-05	4.46E-05	4.33E-05	0.00031377	8.88E-05	1.68E-05	7.12E-05	3.38E-06	1.72E-06	2.57E-05	4.39E-05	0.000219011	6.20E-06	2.60E-05	6.23E-05	5.31E-07	8.55E-05	1.22E-05	6.74E-06	1.06E-05	3.91E-05	2.71E-05	1.93E-05	0	4.48E-05	0.000193882	6.67E-05	7.43E-05	1.04E-06	5.10E-05	2.46E-06	0.000231693	0.000154038	2.36E-05	0.001068042	2.47E-07	0.000145128	1.25E-05	9.84E-07	4.59E-05	0	0	3.22E-05	0	2.45E-05
G[Del(C):R8]T	8.62E-05	2.43E-05	5.83E-05	0.000279514	0.000184545	0.000589945	0.000101311	2.06E-05	0.000130558	5.14E-06	1.13E-05	4.47E-05	1.49E-05	0.000401053	4.28E-05	2.31E-05	0.00013868	7.24E-07	0.000557792	5.89E-06	7.69E-05	8.10E-06	8.96E-05	0.000137171	6.41E-05	3.61E-05	3.60E-05	0.00015459	0.000115124	6.15E-05	0.000135622	7.13E-05	5.86E-05	0.000128496	0.000158505	0	0.00133008	5.05E-05	0.000133358	7.68E-05	0.000174212	0.000476589	0	0	3.04E-05	0.000118521	0.000101687
"G[Del(C):R(9,)]A"	6.84E-05	2.38E-05	0	0.000260592	7.69E-05	0.000434709	4.56E-05	1.41E-05	0.000452253	3.41E-06	2.02E-05	2.25E-05	9.49E-05	0.000505329	5.45E-05	2.68E-05	0.000231899	0	8.03E-05	1.36E-05	7.93E-05	5.76E-06	0.000219751	0.000188723	7.52E-05	0	0.000115484	0.000245498	0.000217809	6.76E-05	0.000131861	0.000467654	2.46E-05	0.000360731	0.000306938	0	0.000499752	3.88E-05	7.93E-05	3.81E-05	0	0	0	0	0.000222123	1.42E-05	3.19E-05
"G[Del(C):R(9,)]G"	3.74E-05	1.59E-06	0	4.21E-05	2.97E-05	8.79E-05	2.85E-05	4.84E-06	0.000124582	6.67E-06	4.83E-06	0	2.64E-05	0.000101704	1.18E-05	1.34E-05	6.27E-05	0	4.65E-05	9.01E-06	3.05E-05	3.25E-05	0.000163499	3.46E-05	1.75E-05	0	6.22E-05	8.31E-05	0.000119838	2.84E-05	4.38E-05	9.64E-05	2.22E-05	6.22E-05	0.000129257	0	0.00050551	2.08E-06	3.60E-05	5.96E-06	0	0	0	0	0.00034301	2.89E-06	6.16E-06
"G[Del(C):R(9,)]T"	4.26E-05	1.32E-05	0	4.38E-05	4.74E-05	0.000137086	2.98E-05	4.25E-06	0.000365712	1.59E-06	1.60E-06	3.61E-06	2.04E-05	5.60E-05	4.52E-05	1.39E-05	0.000265538	0	8.64E-05	1.01E-05	1.08E-05	4.17E-05	4.79E-05	7.13E-05	3.34E-05	0	4.68E-05	5.69E-05	3.08E-05	6.08E-05	0	1.82E-05	6.47E-05	0.000105159	0.000190577	0	0.000262253	2.48E-06	3.77E-05	3.45E-05	0	0	0	0	0.000267381	2.74E-05	8.86E-06
T[Del(C):R1]A	0.001223572	0.000469511	0.001083174	0.000976776	0.000179838	0.000208099	0.015095235	0.019584269	0.000411398	0.007307507	0.017901285	0.011131584	0.002293002	0.000389026	0.003471224	0.007622652	0.005667452	0.000380615	0.009445587	0.006818157	0.001923951	0.00174922	0.000459109	0.008138527	0.003214846	0.013178323	0.024817538	0.150512735	0.008977632	4.53E-05	0.000350974	0.001290262	0.000803861	0.006870352	0.003517081	0.025588118	0.001221976	0.001884258	0.000127742	0.000220349	0.000444125	0.000858199	0.002605238	0	0.014168238	0.000945879	3.09E-05
T[Del(C):R1]G	0.000203264	0.000596018	0.00015655	9.27E-05	3.63E-05	7.71E-05	0.006349444	0.002455197	0.000561321	0.001164303	0.002144333	0.003560735	0.000336453	4.13E-05	0.000259058	0.001771471	0.000726217	0.000196605	0.001970756	0.001913336	0.000760789	0.000214727	0.000143752	0.001820237	0.000705279	0.002491245	0.000571846	0.004636905	0.001079922	0.00160247	7.21E-06	0.00034314	0.00023415	0.001042197	0.003408938	2.03E-05	0.000562893	0.001435402	3.10E-05	8.13E-05	7.47E-06	6.37E-05	0.000685589	0	0.000263808	6.03E-05	2.71E-05
T[Del(C):R1]T	0.000362279	0.003886475	0.002321228	0.003545178	0.000242051	0.000691775	0.008554122	0.020867872	0.001110923	0.010308788	0.013261621	0.014497429	0.010017546	0.001476925	0.006694966	0.057069126	0.005729522	0.00017595	0.002906079	0.016004885	0.008394773	0.000524498	0.002162591	0.017452901	0.005269469	0.001841355	0.06803027	0.150384161	0.01445092	0.004445823	0.000391278	0.001759177	0.000921947	0.016301171	0.003664207	0.024206893	0.007893129	0.006361849	0.000245558	0.000199578	0.000490326	0.004070331	0.001919649	0	0.009027845	0.005636632	0.000197725
T[Del(C):R2]A	0.001009882	0.004752922	0.00077995	0.00031897	0.000106973	0.000171186	0.033225438	0.032684118	0.000917233	0.005906624	0.023455401	0.007793007	0.001340201	8.82E-05	0.004362647	0.00590928	0.002802956	2.90E-06	0.005616546	0.004981916	0.002048666	0.000854327	0.000435236	0.006282703	0.002233268	0.039751598	0.02641363	0.022368765	0.009005007	0.001002304	5.40E-05	0.000585982	8.59E-05	0.005441162	0.00210069	6.75E-06	0.000364282	0.007601852	3.83E-05	0.000548645	6.75E-05	0.000550493	0.015631427	0	0.003026353	0.001043598	0.000420504
T[Del(C):R2]G	5.59E-05	3.99E-05	0.000132352	5.84E-05	3.42E-05	4.09E-05	0.006085841	0.005220972	0.000384359	0.000696647	0.002385225	0.000820317	6.99E-05	3.28E-05	0.000105399	0.001182623	0.000404164	2.22E-06	0.001346908	0.001935111	0.000274632	9.61E-06	0.000108465	0.001183903	0.000209827	0.002563455	0.002362068	0.002244418	0.00150847	3.38E-05	5.54E-05	0.000459532	8.95E-05	0.000375138	0.000876099	6.75E-06	0.000292799	0.000214951	1.03E-05	7.48E-05	6.92E-05	2.76E-05	0.004113534	0	0.000129224	0.000283941	5.10E-05
T[Del(C):R2]T	0.000261626	0.00090815	0.001488585	0.001169568	0.000163488	0.000167553	0.017836224	0.023086413	0.002345241	0.009238631	0.013920693	0.013176153	0.004150257	0.000181141	0.008739234	0.02633867	0.001040952	0.000182658	0.006146019	0.014102932	0.002723095	0.000357488	0.000928274	0.010479958	0.003439843	0.033830379	0.032345455	0.030191411	0.007520085	0.000849559	0.00014901	0.001032048	0.000844655	0.004582429	0.000703686	1.35E-05	0.001084676	0.002378746	0.000128678	0.000180232	0.000188462	0.001537193	0.014808721	0	0.000207831	0.002658493	8.31E-05
T[Del(C):R3]A	0.000726934	0.000835691	0.000279919	0.000314525	0.00047666	0.000269987	0.040163642	0.05623206	0.001410673	0.005761208	0.016303668	0.005471214	0.00165981	7.32E-05	0.00330272	0.004217614	0.004106068	2.22E-06	0.002013668	0.002485427	0.000902195	0.000195395	0.00058593	0.002722602	0.001448368	0.014658627	0.010916324	0.006367655	0.004544826	5.00E-05	0.000260068	0.001989889	0.000540799	0.005238608	0.00129826	0.003444619	0.000445333	0.001353316	4.22E-05	0.000701661	0.000330377	0.000241897	0.018785136	0	0.003160341	0.000730053	0.000353307
T[Del(C):R3]G	6.27E-05	4.29E-05	6.43E-05	5.16E-05	2.39E-05	2.80E-05	0.005993657	0.007163338	0.000633632	0.000730553	0.001815943	0.000618249	0.000342502	4.80E-05	0.000601175	0.00090841	0.00025706	1.06E-06	0.000525938	0.000312084	6.74E-05	0.000221823	6.38E-05	0.000987124	0.000139767	0.000758205	0.000880849	0.001254898	0.000831354	3.24E-05	6.12E-05	0.000148849	7.01E-05	0.000248471	0.000188891	3.71E-05	0.000214654	0.00011343	1.38E-05	4.98E-05	7.70E-05	5.26E-05	0.008775538	0	5.42E-05	0.000100541	3.13E-05
T[Del(C):R3]T	0.000289735	0.000869921	0.000616941	0.000440915	0.000539638	0.000203833	0.018666835	0.023894005	0.002467973	0.006318062	0.007747726	0.002826296	0.000757186	0.000185921	0.002899524	0.004500742	0.000573765	2.51E-06	0.001101088	0.003203573	0.001809424	0.000858685	0.000424187	0.003475665	0.001066704	0.010181608	0.008056843	0.005198528	0.005792429	5.27E-05	0.000159687	0.000282144	0.000222615	0.002301199	0.000859789	2.70E-05	0.000579953	0.001610298	0.000142263	0.000261427	0.000202171	0.000288351	0.018373783	0	0.00028882	0.000640972	0.000148526
T[Del(C):R4]A	0.000771567	0.000659554	0.00075407	0.000596726	0.001677773	0.000630537	0.016994346	0.015124877	0.001177106	0.002647087	0.007233607	0.002129181	0.000746536	0.000705992	0.00074077	0.003221511	0.000653613	2.08E-06	0.000360365	0.001629891	0.000170622	6.26E-06	0.000280252	0.00171747	0.000316861	0.010831498	0.001894452	0.003772245	0.003460727	8.38E-05	0.000249022	0.000420469	0.0002853	0.001942887	0.002024198	6.75E-06	0.002125169	0.001212729	8.72E-05	0.002076529	0.000312191	0.000508596	0.024269848	0	0.001756142	0.000773048	0.000941313
T[Del(C):R4]G	0.00015151	1.68E-06	9.25E-05	9.58E-05	0.000459003	0.000190302	0.002565233	0.001863943	0.000369369	0.000330674	0.000808311	0.000540837	0.000106751	0.000309447	0.000102844	0.000319078	0.0004379	2.56E-06	0.000505543	0.000415113	0.000143114	2.91E-06	7.51E-05	0.00030155	0.000299147	0.0021663	0.000220023	0.000201243	0.000135288	0.000125035	4.90E-05	0.000651376	5.39E-05	0.000780691	0.001477332	2.70E-05	0.000542679	1.10E-05	1.75E-05	0.000124034	6.24E-05	7.24E-05	0.00863842	0	0.000494269	0.000108707	9.64E-05
T[Del(C):R4]T	0.000519522	0.000302377	0.00052438	0.000235781	0.001335122	0.000258237	0.009852383	0.007774668	0.000528609	0.002932965	0.004329755	0.001613544	0.000574931	0.000514209	0.001062641	0.00233459	0.001249043	1.11E-06	0.000945383	0.00102762	0.000552889	0.000211263	0.000255112	0.000637545	0.00040677	0.008376358	0.001911329	0.000901456	0.002937055	4.46E-05	6.75E-06	0.000487005	0.000111204	0.001947172	0.00143013	1.69E-05	0.001867121	0.001460259	0.000102557	0.001138295	7.96E-06	0.000350909	0.017002605	0	0.000347179	0.000363787	0.000346722
T[Del(C):R5]A	0.000423266	0.000453545	0.000297808	0.000760552	0.004272629	0.000591763	0.009663406	0.008718295	0.000499127	0.000909676	0.003725608	0.001390154	0.000360427	0.00184379	0.000549597	0.001789947	0.000945828	2.61E-06	0.001653448	0.000763764	0.000826742	3.46E-06	0.000441605	0.001229523	0.000278368	0.002419035	0.000241777	0.002115761	0.000785169	3.99E-05	0.000150343	0.000279517	0.000385073	0.001154986	0.001455121	3.38E-06	0.004094319	0.000375728	8.63E-05	0.002171576	0.000191928	0.000437329	0.013437543	0	0.000136966	0.000625362	0.00165895
T[Del(C):R5]G	2.52E-05	6.02E-05	7.22E-05	0.000107171	0.000594859	0.000133948	0.001284197	0.000892587	0.000182883	0.000197689	0.000323844	0.000115634	6.60E-05	0.000333332	7.42E-05	0.000176527	0.000197112	2.85E-06	0.00042499	7.07E-05	6.88E-05	3.18E-05	4.76E-05	7.99E-05	4.71E-05	0.00043326	8.96E-05	0.000497729	0.000126793	2.70E-05	4.63E-06	0.000133041	0.000328091	0.000212532	0.000452421	6.75E-06	0.001259645	1.00E-05	5.03E-05	0.000257704	5.17E-06	4.68E-05	0.005484711	0	0.000432336	2.35E-05	0.00022787
T[Del(C):R5]T	0.000261119	9.93E-05	0.000263059	0.0006842	0.004337274	0.000719336	0.007616799	0.00469817	0.000624605	0.000949499	0.002421108	0.000931773	0.000153804	0.002004204	0.000285139	0.001227958	0.001385363	2.32E-06	0.000460123	0.001020324	0.000391317	4.58E-06	0.000166198	0.000655164	0.000352699	0.004260389	0.000598156	0.001221749	0.000665844	3.92E-05	0.000287114	0.00031903	6.28E-05	0.000588777	0.00043649	6.75E-06	0.006942424	0.000393097	0.000182452	0.001630249	0.000367998	0.000442502	0.008775538	0	4.05E-05	0.000395374	0.001081783
T[Del(C):R6]A	0.000324742	0.000273333	0.000705408	0.001002311	0.005406552	0.000623526	0.004667759	0.003740212	0.000621734	0.000192909	0.001276215	0.000699116	0.000135743	0.002891253	0.000339167	0.001060706	0.000665024	1.35E-06	0.001995909	0.000487531	0.00038862	6.15E-06	0.000225249	0.00047786	0.000352051	0.00093873	0.000632297	0.001615452	0.000873828	2.64E-05	0.000326779	0.000527463	0.00022489	0.001053764	0.001243641	2.36E-05	0.00755998	0.000267616	0.000183445	0.003098764	0.000403594	0.00099115	0.002605238	0	0.000125651	0.000480381	0.003236542
T[Del(C):R6]G	1.74E-05	1.92E-05	5.44E-05	0.000125104	0.001541951	0.000236315	0.000374185	0.000518033	0.000163284	8.36E-05	0.000165966	8.35E-05	3.66E-05	0.000542385	1.11E-05	0.000164717	0.000135844	1.21E-06	0.000145081	8.42E-05	4.87E-05	4.64E-06	0.000132709	3.58E-05	6.97E-05	3.61E-05	9.51E-05	0.000192332	0.000498374	2.77E-05	1.60E-05	7.42E-05	5.30E-05	3.98E-05	0.000235587	6.75E-06	0.001926321	5.54E-05	8.67E-05	0.000235971	1.50E-05	1.08E-05	0.000411353	0	6.79E-05	2.32E-05	0.000270405
T[Del(C):R6]T	7.45E-05	0.00016026	0.000384342	0.000661718	0.001883172	0.000528838	0.002255503	0.001894371	0.000850194	0.000254361	0.000709347	0.000658004	0.000119264	0.001447665	0.000227255	0.000528432	0.000422829	2.46E-06	0.000308533	0.000243735	0.000139129	4.08E-06	0.000137597	0.000520642	0.000221034	0.00021663	9.36E-05	0.000438949	0.000301148	7.91E-05	0.000955295	0.000169386	3.55E-05	0.000209956	0.00224651	6.75E-06	0.004301483	0.000292135	0.000391168	0.001314523	0.001204739	0.000777456	0.000959824	0	3.45E-05	0.000573314	0.001189404
T[Del(C):R7]A	0.000208058	2.35E-05	0.000327619	0.000642868	0.004856554	0.000442407	0.001228975	0.000727407	0.000721168	2.70E-05	0.000294905	0.000350602	8.40E-05	0.002719761	3.17E-05	8.14E-05	0.00029674	2.61E-06	0.000564221	9.16E-05	0.000390717	4.19E-06	0.000181167	0.000209354	2.78E-05	0.000902625	8.56E-05	0.00035019	0.000164086	4.46E-05	0.000321738	0.000208298	3.36E-05	0.00074084	0.000580793	6.75E-06	0.004945927	0.000284842	0.000212998	0.001739346	0.000412521	0.000534868	0.000137118	0	0.000356112	0.000220429	0.003074635
T[Del(C):R7]G	1.86E-05	3.01E-05	3.38E-05	0.000124618	0.000585434	0.000139239	0.000239047	0.000177945	0.000328859	2.58E-05	2.65E-05	4.72E-05	2.28E-05	0.000488481	7.78E-05	2.50E-05	0.000149637	5.79E-07	0.00013547	3.76E-05	2.72E-05	2.79E-06	3.79E-05	2.34E-05	8.55E-06	0	1.86E-05	0.000313257	3.91E-05	6.35E-05	4.90E-05	2.93E-05	5.21E-06	9.06E-05	0.000327926	6.75E-06	0.003823754	3.38E-07	9.41E-05	0.000103367	5.72E-05	5.93E-05	0	0	1.49E-05	7.01E-05	0.00024144
T[Del(C):R7]T	0.000225423	8.65E-05	0.000350987	0.000693461	0.000434445	0.000584634	0.000598757	0.000336151	0.000673356	1.75E-05	0.000143189	8.25E-05	2.45E-05	0.000901966	0.00010374	5.54E-05	0.000260514	3.19E-06	0.000603405	0.000102371	9.82E-05	2.79E-06	9.15E-05	0.000124569	5.13E-05	3.61E-05	0.00015347	0.000181098	6.06E-05	2.84E-05	0.000363408	9.94E-05	0.00017255	0.000205804	0.000630144	1.69E-05	0.00461888	5.54E-05	0.000295928	0.000591548	0.000463365	0.000830847	0.000137118	0	0.001535806	0.000224667	0.001073972
T[Del(C):R8]A	0.000108212	9.75E-05	0.000180521	0.000797223	0.000923051	0.00010362	0.000205711	0.000177532	0.000219018	7.37E-06	3.12E-05	2.67E-05	4.03E-05	0.001808809	6.23E-05	8.47E-05	0.000175416	9.17E-07	0.00069667	1.04E-05	8.58E-05	2.51E-06	6.03E-05	5.17E-05	2.56E-05	0	0.000384303	0.000219475	9.09E-05	4.12E-05	0.000208837	0.000411402	7.93E-05	9.67E-05	0.000119564	1.01E-05	0.001174742	6.48E-05	0.000122268	0.00035429	0.000256051	0.000756141	0	0	3.63E-05	5.65E-05	0.000857602
T[Del(C):R8]G	6.94E-06	1.24E-06	1.20E-05	9.49E-05	0.000106793	5.85E-05	3.98E-05	2.64E-05	3.94E-05	1.07E-06	6.41E-07	0	8.86E-07	0.000302193	1.60E-05	2.29E-05	5.69E-05	3.38E-07	0.000109144	7.00E-06	7.16E-06	7.10E-06	2.43E-05	1.32E-05	1.31E-05	0	6.01E-05	5.72E-05	0.000105509	1.22E-05	4.34E-05	4.18E-05	4.84E-05	3.49E-05	6.54E-05	0	0.000616243	9.07E-06	0.000106641	4.99E-05	5.54E-05	2.71E-05	0	0	8.34E-06	1.72E-05	1.93E-05
T[Del(C):R8]T	0.000155022	4.24E-05	5.83E-05	0.000161696	0.000368358	7.73E-05	0.000114432	2.49E-05	0.000240122	2.60E-06	3.53E-06	4.64E-05	1.86E-05	0.000556446	2.81E-05	2.56E-05	0.00014928	8.20E-07	0.00014349	4.27E-06	2.82E-05	2.63E-06	0.000178759	4.25E-05	6.58E-05	3.61E-05	0.000306505	8.72E-05	0.000104786	5.54E-05	4.33E-05	0.00012576	5.11E-05	0.000152773	0.000510917	3.38E-06	0.001102111	1.20E-06	7.91E-05	0.000183975	5.54E-05	0.000345888	0	0	3.33E-05	7.19E-05	0.000267725
