InsDel1a	InsDel1b	InsDel1c	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel5c	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel23	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K	InsDel_L	InsDel_M	InsDel_N_alpha	InsDel_N_beta
156	0.000630683485356974	0.0002651	0.0004457	0.00302730687404467	0.0023795	0.0135885	0.0190192	0.0085474	0.0352477	0.0064682	0.0044912	0.0125596	0.004608	0.022557	0.0037833	0.01262	0.0115058	0.0001842	0.1460078	0.0035429	0.0021047	0.0023995	0.0113815	0.0227201	0.0082361	0.0018291	0.0056212	0.0054946	0.0082878	0.0068262	0.00399012742227411	0.0058582	0.0429308	0.0015877	0.005038	0.0032349	0.2262258	0.000655	0.0054447	0.0390085	0.0076371	0.00358394972320691
157	0.00325006423128058	0.0007012	0.0015779	0.00319566895169233	0.0044232	0.0006618	0.0069456	0.0012536	0.1658336	0.0123248	0.013219	0.0513793	0.0116359	0.0029221	0.0110686	0.0187253	0.0205431	0.0013594	0.0194562	0.0045228	0.0041856	0.0150749	0.0043999	0.0464865	0.0175841	0.0028888	0.0087728	0.0095786	0.0121768	0.0036657	0.000350825652246967	0.0110937	0.0321201	0.0081358	0.0396172	0.0058283	0.0116574	0.0009502	0.0002304	0.0060463	0.000904	0.0148559046983913
158	0.000712238738647779	0.000247	0.0014816	0.00197745304246361	0.0008897	0.0011311	0.0052042	0.000483	0.0836809	0.0031175	0.0043745	0.0207005	0.0020458	0.0032039	0.0018464	0.0100535	0.0081824	0.0003877	0.2259292	0.0010573	0.0015391	0.0015782	0.0029911	0.0232977	0.0065118	0.0005885	0.0041019	0.0068308	0.0022588	0.0030606	0.000912515927240983	0.0028993	0.0086399	0.0029593	0.0138412	0.0136885	0.0282385	0.0003472	0.0007705	0.0074905	0.0008802	0.00709127689380427
159	0.00310041425811661	0.0070829	0.0006439	0.00574901313504023	0.0001915	0.0023694	0.0194494	0.0092177	0.0036153	0.0059619	0.0040287	0.0026944	0.0137164	0.0018002	0.004071	0.0025846	0.0251824	0.0003911	0.0094253	0.0374391	0.0341397	0.0405543	0.0037201	0.0494063	0.0406646	0.0009063	0.0048021	0.0327375	0.0032758	0.0376045	0.00354642372495317	0.1200818	0.0039951	0.0091035	0.0127817	0.0211545	0.0181512	0.0019392	0.0085479	0.1319754	0.0002895	0.00250799738674698
160	0.00337994561427374	0.001402	0.0004338	0.00646545736800989	2.55e-05	0.002351	0.0224929	0.006191	0.0050103	0.0035482	0.0020169	0.0012964	0.0188501	0.0024919	0.0024474	0.0001667	0.0407999	0.000781	0.0081174	0.0443238	0.0162063	0.0069629	0.0074009	0.076024	0.2731351	0.0025223	0.009074	0.012474	0.0058811	0.0156971	0.000804426027019229	0.0219377	0.0017693	0.0132761	0.0114275	0.007261	0.0077323	0.000314	0.0091999	5.62e-05	5.94e-05	0.000873289676419137
161	0.00128638645627617	0.0012382	0.0006506	0.00117769471292623	0.0001389	3e-04	0.0084056	0.004215	0.0032737	0.017019	0.0076472	0.0155923	0.0022033	0.0001648	0.0092766	0.0053047	0.043561	0.0005893	0.0051302	0.0148457	0.0030658	0.2530639	0.0034834	0.0188005	0.0132462	0.0050566	0.0093163	0.016766	0.0079984	0.0070411	0.00135865990119376	0.0338597	0.0046056	0.0111079	0.005101	0.0068687	0.0020444	0.0005626	0.0018399	0.003131	5.72e-05	0.0043758222309957
162	0.000969439879373547	0.0010565	0.0002532	0.000550457261852025	0.0001093	2.78e-05	0.0089758	0.0021092	0.0025183	0.0098029	0.0136029	0.0203666	0.0057024	2.1e-05	0.021982	0.0087499	0.1193878	0.001365	0.0065243	0.0170312	0.0143932	0.0047902	0.0003667	0.0169689	0.0144157	0.0011347	0.0058401	0.0109106	0.0036902	0.0185103	0.000463552875545226	0.0035526	0.0022889	0.0036615	0.0095714	0.0001477	0.0009901	0.0008049	0.0002641	0.0099998	3.9e-05	0.00538859707334578
163	0.00228688549644293	0.0020325	0.0040996	0.00398809326499471	0.0025005	0.0016808	0.0073148	0.0052454	0.0043855	0.0196143	0.0052626	0.0111215	0.0042682	0.0036642	0.0065133	0.0048646	0.0289777	0.0011682	0.0032029	0.0114561	0.0048962	0.0849458	0.0091524	0.0191556	0.012965	0.0023596	0.0069365	0.0100022	0.0065941	0.0092126	0.0119203366589692	0.0155109	0.003022	0.0077102	0.0062133	0.0001693	0.0063878	0.0090114	0.0299845	4.48e-05	0.0009881	0.00616947333530955
164	0.0202967050024833	0.0029441	0.0126079	0.0214940281089362	0.0081226	0.0093696	0.0061874	0.0012714	0.0047656	0.0027751	0.0020261	0.0074627	0.0038467	0.0176308	0.0051928	0.0036095	0.017082	0.0015365	0.0190589	0.0083396	0.0068794	0.0048345	0.0071582	0.015733	0.0113938	0.0003101	0.0071978	0.0065918	0.0021496	0.004305	0.0782574227004796	0.0114678	0.0045365	0.0068908	0.0050332	0.0030092	0.0205948	0.0086462	0.2076951	0.0048672	0.0064007	0.0187932232410209
165	0.000765846311231859	0.0003801	0.0007274	0.00322618531910753	0.001923	0.00111	0.0139344	0.0084376	0.0628536	0.0375697	0.0166858	0.0349027	0.016107	0.0031815	0.0463115	0.0194509	0.0243984	0.0005819	0.0149842	0.0101373	0.005155	0.0588205	0.0114797	0.0318826	0.0223948	0.0521136	0.0392012	0.0120952	0.0669073	0.0026732	0.000995465395822698	0.0157579	0.2490165	0.0056414	0.0121129	0.009813	0.0248823	0.0003273	0.0005669	0.0146361	0.0004451	0.00677315365260076
166	0.000841809191828646	0.0005623	0.0006799	0.00180700084584939	0.0018578	0.0005494	0.0066388	0.0010346	0.0945493	0.0167003	0.0097648	0.0403209	0.0172085	0.0012732	0.023306	0.0131482	0.0136033	0.0007757	0.0153847	0.0041588	0.0055054	0.0263471	0.0080519	0.0275546	0.015604	0.0042641	0.0062204	0.0087695	0.0288165	0.0096209	0.000641760855130988	0.0081577	0.0249552	0.0022049	0.0166638	0.0063758	0.0100205	0.0002715	0.0003762	0.0014438	0.0004285	0.00866840941282388
167	0.00103092106759023	0.0002545	0.0008611	0.00125809020898228	0.0005404	0.0002165	0.0043359	0.0004919	0.0400601	0.0069479	0.0057439	0.0177652	0.0116857	0.0006852	0.0066902	0.0092936	0.0067852	0.0007822	0.0060038	0.0011543	0.0020121	0.0070713	0.0021207	0.0190513	0.0074309	0.0016594	0.0022351	0.0013474	0.0097649	0.0044597	0.000250523105394443	0.0038619	0.0260245	0.0011591	0.0021072	0.0001703	0.0030443	0.0002358	0.0002307	0.0015639	0.0001193	0.00359643960429622
168	0.000710182237959479	0.0002202	0.0003209	0.000597682601433968	9.54e-05	0.0003137	0.0148597	0.0060278	0.0046265	0.0361725	0.0375339	0.0268916	0.0984411	0.000259	0.1605524	0.0112607	0.0391734	0.0003909	0.0192981	0.0312454	0.0077321	0.0463283	0.0118454	0.0255954	0.051953	0.0046701	0.0035295	0.0041263	0.096918	0.0030975	0.00035607304448143	0.0052491	0.0089256	0.0057162	0.0406875	0.006864	0.0136748	0.0001013	0.0001703	0.0044368	6.25e-05	0.00173174835064507
169	0.000447624376607955	0.0002727	0.0003621	0.000295991109830612	0.0001175	5.68e-05	0.013378	0.0045326	0.0021707	0.0215878	0.0242025	0.0249928	0.1897812	5.74e-05	0.0953394	0.0117458	0.0285897	0.0005838	0.0076062	0.0197863	0.0038702	0.0492703	0.0084484	0.019295	0.0217284	0.0061221	0.0025484	0.0034548	0.059492	0.0013238	0.000257193992330809	0.0049573	0.0087036	0.0105455	0.0292797	0.0034193	0.0017815	0.000231	0.0001528	0.003096	2.88e-05	0.0025171956515642
170	0.000261757080712155	4.64e-05	0.0001377	0.000372951623042067	0.0001024	8.05e-05	0.0072876	0.0025927	0.0016501	0.0101372	0.0125006	0.0143493	0.1450367	7.56e-05	0.0475225	0.007153	0.0172688	0.0003941	0.0060144	0.0085907	0.0031885	0.0271296	0.004314	0.0112172	0.0087726	0.0016907	0.0026535	0.0012728	0.0256345	0.0023845	0.000167701232976484	0.0044148	0.0045728	0.0070062	0.0196855	0.0002182	0.0019839	6.76e-05	0.0001434	0.0015049	3.37e-05	0.0017164947760926
171	0.0010676904271116	0.0001732	0.0003019	0.000595573567363641	0.0001929	0.000143	0.0076341	0.0032898	0.0036164	0.0078144	0.0110764	0.0217631	0.1573474	0.0001842	0.0425051	0.0081453	0.0311949	0.0009776	0.0082887	0.0158289	0.0082262	0.0215093	0.0052956	0.0179603	0.0112577	0.0013398	0.0061012	0.0032962	0.0193194	0.0018246	0.000259650218483111	0.0055787	0.0057623	0.0084767	0.2808227	0.003472	0.0047055	0.000145	0.0003667	0.0068561	2.83e-05	0.00447769494527138
172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
