Samples	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID9	ID12	ID14	ID19	ID21
WIDE01010383T	310	111	0	0	432	0	217	0	0	0	0	0
CPCT02070335T	355	155	0	0	0	0	0	0	0	0	133	0
CPCT02230091T	334	93	0	0	0	0	0	148	0	0	133	0
CPCT02230102T	222	58	0	0	0	0	80	0	0	0	135	0
DRUP01050049T	10147	59434	0	0	0	0	0	0	0	0	0	0
CPCT02020715T	708	213	0	0	0	0	0	0	0	0	0	0
CPCT02340086T	361	152	0	0	0	0	132	0	0	0	185	0
CPCT02020731T	490	107	0	0	0	0	187	0	0	0	294	0
CPCT02370027T	359	131	0	0	0	0	265	0	0	0	364	0
WIDE01010246T	352	169	0	0	0	756	322	0	0	0	190	0
CPCT02070139T	288	121	0	0	0	0	119	0	0	111	286	0
CPCT02070318T	451	193	0	0	0	0	0	0	0	0	225	0
CPCT02290038T	433	199	0	0	0	0	0	0	0	0	229	0
CPCT02070147TII	236	109	0	0	0	0	252	0	0	0	521	0
WIDE01010453T	397	204	0	0	0	0	0	0	0	0	0	0
DRUP01070042T	8851	33554	0	0	0	0	0	0	0	0	0	0
CPCT02030488T	904	483	0	0	0	0	0	0	0	0	0	0
CPCT02010840T	203	147	0	0	0	633	320	0	0	0	247	0
CPCT02070339T	382	131	0	0	0	0	0	0	0	0	141	0
CPCT02070338T	606	222	0	0	627	0	527	0	0	0	0	0
CPCT02230108T	574	223	0	0	331	0	0	0	0	0	0	0
CPCT02030380TII	130	100	0	0	0	727	273	0	0	0	236	0
CPCT02070345T	153	44	0	0	170	0	98	0	0	75	142	0
CPCT02070350T	822	0	0	0	0	0	0	0	0	0	0	0
CPCT02010875T	272	108	0	0	436	0	352	0	0	0	172	0
CPCT02010877T	603	420	0	0	0	0	0	0	0	0	0	0
CPCT02070359T	561	135	0	0	433	0	237	0	0	0	202	0
CPCT02070307TII	428	275	0	0	0	216	210	0	0	0	0	0
CPCT02010885T	183	55	0	0	147	275	162	0	0	0	91	0
CPCT02010857T	566	201	0	0	356	0	0	0	0	0	0	0
CPCT02090058T	227	58	0	0	142	0	71	0	0	0	93	0
WIDE01010611T	543	421	0	0	0	0	0	0	0	0	0	0
CPCT02070364T	611	290	0	0	0	0	0	0	0	0	0	0
CPCT02140075T	281	60	0	0	160	0	91	0	0	0	165	0
CPCT02010889T	399	110	0	0	0	0	0	0	0	0	190	0
CPCT02060249T	253	120	0	0	239	0	0	0	0	0	0	0
CPCT02020760T	265	0	0	0	260	0	0	0	0	0	0	0
CPCT02020780T	838	0	0	0	0	0	0	0	0	0	0	0
CPCT02070367T	231	121	0	0	0	0	101	0	0	0	119	0
CPCT02050389T	679	0	0	0	0	0	0	0	0	0	333	0
CPCT02070368T	941	577	0	0	0	0	0	0	0	0	0	0
CPCT02150019T	248	201	0	0	0	979	415	0	0	0	289	0
CPCT02300046T	863	742	0	0	0	0	0	0	0	0	0	0
CPCT02070130T	528	98	0	0	0	0	0	0	0	0	179	0
CPCT02070362T	243	96	0	0	0	0	167	274	0	0	140	0
CPCT02070361T	198	0	171	0	0	493	200	0	0	0	0	0
CPCT02140041TIII	410	309	0	0	0	0	173	141	0	0	264	0
CPCT02140081T	744	389	0	0	0	0	0	0	0	0	274	0
CPCT02020804T	354	85	0	0	0	0	0	157	0	0	0	0
CPCT02040280T	235	103	0	0	0	305	155	116	0	0	151	0
CPCT02070370T	189	67	0	0	0	497	264	0	0	0	216	0
CPCT02040283T	192	0	0	0	0	526	286	0	0	0	203	0
CPCT02050108T	29	0	0	0	0	155	131	0	0	0	160	0
CPCT02050391T	718	342	0	0	0	0	0	0	0	0	272	0
CPCT02130146T	20805	12215	0	0	0	0	0	0	0	0	0	0
CPCT02070378T	521	150	0	0	464	0	319	0	0	0	0	0
CPCT02070383T	530	183	0	0	0	0	0	0	0	0	219	0
CPCT02070379T	337	100	0	0	0	0	116	0	0	0	189	0
CPCT02340099T	418	399	0	0	0	0	0	0	0	0	217	0
CPCT02070274T	189	151	0	0	477	0	282	0	0	0	0	0
CPCT02070388T	239	96	0	0	343	0	305	0	0	0	155	0
CPCT02010361T	477	136	0	0	510	0	432	0	0	0	0	0
CPCT02070389T	614	132	0	0	0	0	0	0	0	0	196	0
CPCT02330125T	12672	67318	0	0	0	0	0	0	0	0	0	0
CPCT02070391T	457	165	0	0	0	0	0	0	0	0	242	0
CPCT02020827T	200	0	0	0	0	687	234	0	0	0	279	0
CPCT02150031T	318	132	0	0	0	0	0	0	0	0	165	0
DRUP01070052T	187	57	0	0	217	0	89	0	0	98	104	0
CPCT02010947T	255	87	0	0	0	0	87	122	0	0	128	0
DRUP01070020TII	6156	21369	0	0	0	0	0	0	0	0	0	0
DRUP01010097T	209	181	0	0	0	710	244	0	0	0	209	0
CPCT02030545T	420	135	0	0	0	441	0	0	0	0	228	0
CPCT02140086T	298	61	0	0	0	0	154	0	0	0	191	0
CPCT02070395T	246	52	0	0	154	0	115	0	0	0	150	0
CPCT02440017T	349	147	0	0	0	0	194	0	0	0	299	0
CPCT02040294T	645	307	0	0	0	1339	576	0	0	0	519	0
CPCT02070392T	289	123	0	0	669	0	995	0	0	0	341	0
CPCT02070107TII	328	175	0	0	0	0	179	0	0	0	381	0
CPCT02010958T	640	347	0	0	0	0	0	262	0	0	0	0
CPCT02100189T	150	63	0	0	0	0	99	112	0	0	165	0
CPCT02080078TII	204	99	0	0	0	0	162	0	0	0	214	0
CPCT02020847T	855	218	0	0	0	0	323	0	0	0	0	0
DRUP01070055T	188	47	0	0	0	0	139	0	0	0	145	0
CPCT02010654T	11521	41228	0	0	0	0	0	0	0	0	0	0
CPCT02010973T	783	0	0	0	0	0	0	0	0	0	0	0
CPCT02070130TII	692	164	0	0	0	0	0	0	0	0	271	0
CPCT02070064TIII	202	84	0	0	0	0	122	0	0	0	231	0
CPCT02070196T	577	132	0	0	0	0	184	0	0	0	295	0
CPCT02070398T	706	375	0	0	0	0	0	0	0	0	224	0
CPCT02010971T	264	80	0	0	152	0	85	0	0	0	106	0
DRUP01070057T	416	124	0	0	0	0	164	0	0	0	170	0
CPCT02050268T	538	243	0	0	0	0	0	227	0	0	0	0
CPCT02020678TII	130	0	0	0	0	837	334	0	0	0	202	0
CPCT02010978T	276	126	149	0	247	0	247	0	0	0	176	0
CPCT02210074T	355	152	0	0	0	0	0	0	0	0	0	0
CPCT02070402T	269	181	0	0	0	734	254	0	0	0	0	0
CPCT02070236T	407	166	0	0	0	0	0	231	0	0	164	0
CPCT02070217T	125	35	73	0	0	0	51	0	0	0	96	0
DRUP01010040T	259	238	0	0	0	0	260	450	0	0	458	0
CPCT02010692TII	468	153	0	0	0	0	0	0	0	168	233	0
CPCT02030380T	118	98	0	0	0	669	283	0	0	0	262	0
CPCT02220064T	420	75	0	0	260	0	132	0	0	0	132	0
CPCT02020596T	416	161	0	0	0	0	137	0	0	0	288	0
CPCT02011000T	473	94	0	0	458	0	232	0	0	0	0	0
CPCT02010998T	292	92	0	0	247	0	0	0	0	0	0	0
CPCT02070409T	518	113	0	0	0	0	0	0	0	0	0	0
CPCT02011002T	503	179	0	0	0	0	0	261	0	0	0	0
CPCT02040295T	301	86	0	0	237	0	0	0	0	0	0	0
CPCT02330129T	387	0	0	0	0	1276	337	0	0	0	0	0
CPCT02040280TII	409	0	6113	0	0	0	0	0	0	0	0	0
CPCT02020610T	200	61	0	0	0	521	286	0	0	0	228	0
CPCT02011003T	458	292	0	0	0	1079	530	0	0	0	327	0
CPCT02070211T	399	156	0	0	0	955	382	0	0	0	323	0
CPCT02120057T	131	192	0	0	0	839	281	0	0	0	0	0
CPCT02070218T	352	231	0	0	0	1757	518	408	0	0	407	0
CPCT02070416T	298	57	0	0	250	0	0	0	0	0	0	0
CPCT02210075T	153	55	0	0	0	0	0	91	0	0	0	0
CPCT02070415T	244	57	0	0	139	0	108	0	0	0	110	0
CPCT02011010T	614	243	0	0	552	0	420	0	0	0	0	0
CPCT02011012T	291	76	0	0	175	0	0	0	0	0	0	0
CPCT02070092T	907	193	0	0	0	0	0	0	0	0	308	0
CPCT02011005T	469	84	0	0	0	0	155	0	0	0	211	0
CPCT02140050T	362	136	0	0	0	0	0	0	0	0	270	0
CPCT02070235T	484	153	0	0	0	0	0	0	0	0	185	0
CPCT02340038T	390	151	0	0	303	0	158	0	0	0	0	0
CPCT02020620T	339	286	0	0	0	241	0	0	0	0	165	0
CPCT02140041TII	306	212	0	0	0	0	315	0	0	0	775	0
CPCT02070223T	472	104	0	0	0	0	178	0	0	0	232	0
CPCT02070229T	528	89	0	0	0	0	0	0	0	0	230	0
CPCT02070206T	644	143	0	0	0	0	216	0	0	0	286	0
CPCT02230052T	278	56	0	0	0	0	0	0	0	0	138	0
CPCT02140054T	622	700	0	0	0	0	0	0	0	0	0	0
CPCT02020628T	843	526	0	0	0	0	0	0	0	0	259	0
CPCT02140052T	369	164	0	0	0	0	135	210	0	0	199	0
CPCT02020560T	140	33	0	0	119	0	99	0	0	0	120	0
CPCT02070233T	275	51	0	0	0	0	126	0	0	0	138	0
CPCT02070234T	151	36	0	0	95	0	72	0	0	0	113	0
CPCT02070148T	325	97	0	0	177	0	0	0	0	0	0	0
CPCT02070142T	630	199	0	0	0	0	0	0	0	0	0	0
CPCT02070133T	672	117	0	0	0	0	0	0	0	0	0	0
CPCT02070145T	164	263	0	0	0	344	699	0	0	0	226	0
CPCT02070143T	415	132	0	0	259	0	172	0	0	0	0	0
CPCT02070141T	653	163	0	0	0	0	0	0	0	0	0	0
CPCT02010537T	298	76	0	0	511	0	257	0	0	0	0	0
CPCT02070140T	9271	33074	0	0	0	0	0	0	0	0	0	0
CPCT02330029T	809	310	0	0	0	0	0	0	0	0	0	0
CPCT02070158T	778	156	0	0	0	0	0	0	0	0	0	0
CPCT02010585T	474	166	0	0	486	0	0	0	0	0	0	0
CPCT02080110T	1106	329	0	0	0	0	0	0	0	0	0	0
CPCT02070144T	245	62	0	0	172	0	0	0	0	0	0	0
CPCT02070107T	328	120	0	0	202	0	0	0	0	0	0	0
CPCT02380009T	185	86	0	0	242	0	102	0	0	0	81	0
CPCT02260001T	231	75	0	246	0	0	109	0	0	0	114	0
CPCT02070164T	7047	23221	0	0	0	0	0	0	0	0	0	0
CPCT02140045T	662	536	0	0	0	0	0	0	0	0	0	0
DRUP01070015T	12696	56635	0	0	0	0	0	0	0	0	0	0
CPCT02020525T	337	97	0	0	0	0	144	158	0	0	0	0
CPCT02070151T	591	157	0	0	0	0	0	0	0	0	0	0
CPCT02070174T	215	79	0	0	132	0	70	0	0	0	89	0
CPCT02020351TII	204	47	0	0	169	0	0	0	0	0	100	0
CPCT02070161T	227	49	0	0	121	0	72	0	0	0	130	0
CPCT02070105T	117	108	0	0	234	0	0	0	0	0	0	0
CPCT02070176T	691	665	0	0	0	0	0	363	0	0	0	0
CPCT02380014T	825	488	0	0	0	0	0	323	0	0	0	0
CPCT02070192T	9899	39982	0	0	0	0	0	0	0	0	0	0
CPCT02070193T	465	319	0	0	476	0	0	0	0	0	212	0
CPCT02020543T	317	205	0	0	0	0	140	0	0	0	247	0
CPCT02070181T	172	0	0	0	120	0	58	0	0	0	73	0
CPCT02070195T	656	231	0	0	0	0	0	0	0	0	248	0
CPCT02070027T	281	121	0	0	0	0	139	0	0	0	289	0
CPCT02330044T	486	145	0	0	0	0	150	0	0	0	301	0
CPCT02070153T	219	0	0	0	0	0	220	0	0	0	271	0
CPCT02210026T	162	73	0	0	0	0	127	0	0	0	304	0
CPCT02070200T	747	232	0	0	0	0	0	0	0	0	294	0
CPCT02070202T	1679	1276	0	0	0	0	0	0	0	0	0	0
CPCT02010629T	331	102	0	0	0	0	174	0	0	0	295	0
DRUP01070020T	7357	24393	0	0	0	0	0	0	0	0	0	0
CPCT02070049T	424	89	0	0	240	0	0	0	0	146	0	0
CPCT02070046T	523	126	0	0	0	0	0	0	0	0	0	0
DRUP01140001T	4792	9787	0	0	0	0	0	0	0	0	0	0
CPCT02020422T	742	434	0	0	0	0	0	0	0	0	0	0
CPCT02030300T	312	137	0	0	219	0	0	0	0	0	0	0
CPCT02070037T	440	126	0	0	0	0	0	0	0	0	0	0
CPCT02020380TII	276	154	0	0	171	0	98	0	0	0	124	0
CPCT02020409T	494	0	0	0	0	1818	575	0	0	0	0	0
CPCT02100041T	394	141	0	0	0	0	0	0	0	0	186	0
CPCT02070055T	266	209	0	0	0	1416	376	0	0	0	0	0
CPCT02070064T	278	108	0	0	219	0	0	0	0	0	0	0
CPCT02070074T	1272	342	0	0	0	0	0	0	0	0	0	0
CPCT02020419T	443	115	0	0	245	0	0	0	0	0	0	0
CPCT02070068T	289	180	0	0	175	0	0	0	0	0	119	0
CPCT02020449T	698	578	0	0	0	0	0	0	0	0	0	0
CPCT02140038T	404	129	0	0	196	0	0	0	0	0	0	0
CPCT02010389T	692	127	0	0	0	0	0	0	0	0	0	0
CPCT02070080T	1174	528	0	0	0	0	0	0	0	0	0	0
CPCT02290006T	232	162	0	0	0	836	229	0	0	0	0	0
CPCT02070069TII	483	72	0	0	289	0	0	0	0	0	0	0
CPCT02070069T	315	0	0	0	279	0	0	0	0	0	0	0
CPCT02070087T	251	62	0	0	302	0	0	0	0	0	0	0
CPCT02010490T	356	0	0	0	365	0	0	0	0	0	0	0
CPCT02080078T	251	124	0	0	216	0	0	0	0	0	0	0
CPCT02140040T	244	75	0	0	267	0	0	0	0	0	0	0
CPCT02070082T	312	136	0	0	441	0	298	0	0	0	0	0
DRUP01070008T	22684	92691	0	0	0	0	0	0	0	0	0	0
CPCT02070091T	137	89	0	0	0	0	0	0	0	0	65	0
CPCT02070075T	158	75	0	0	139	0	98	0	0	0	0	0
CPCT02070100T	125	67	0	0	180	197	242	0	0	0	0	0
DRUP01140002T	506	288	0	0	333	0	0	0	0	0	0	0
CPCT02020476T	2599	908	0	0	0	0	0	0	0	0	0	0
CPCT02070117T	471	797	0	0	0	0	0	0	0	0	0	0
CPCT02140041T	343	256	0	0	0	0	0	205	0	0	0	0
CPCT02070101T	823	218	0	0	0	0	0	0	0	0	0	0
CPCT02070127T	234	53	0	0	223	0	0	0	0	0	0	0
CPCT02020494T	307	76	0	0	224	0	0	0	0	0	0	0
CPCT02020502T	229	88	0	0	168	0	0	0	0	0	0	0
CPCT02020500T	1043	387	0	0	0	0	0	0	0	0	0	0
CPCT02040107T	301	146	0	0	0	0	0	0	0	0	121	0
CPCT02020313T	883	0	0	0	0	0	0	0	0	0	0	0
CPCT02070131T	4465	15572	0	0	0	0	0	0	0	0	0	0
CPCT02070135T	604	163	0	0	0	0	0	0	0	0	0	0
CPCT02140025T	374	85	0	0	258	0	243	0	0	0	0	0
CPCT02070134T	209	131	0	0	175	0	0	0	0	0	0	0
CPCT02020501T	230	112	0	0	134	0	104	0	0	0	192	0
CPCT02070085TII	191	71	0	0	0	0	360	0	0	0	427	0
DRUP01070026T	11750	44275	0	0	0	0	0	0	0	0	0	0
CPCT02070245T	369	186	0	0	0	0	0	0	0	0	198	0
CPCT02070241T	349	100	0	0	0	0	101	0	0	0	226	0
CPCT02070253T	201	85	0	0	0	0	106	0	0	0	186	0
CPCT02070250T	518	333	0	0	0	0	0	0	0	0	0	0
CPCT02070252T	176	39	0	0	141	0	87	0	0	0	81	0
CPCT02070220T	369	86	0	0	0	0	132	0	0	0	246	0
CPCT02120074T	308	93	0	0	0	0	110	0	0	0	194	0
CPCT02220030T	25863	74642	0	0	0	0	0	0	0	0	0	0
CPCT02010692T	406	124	0	0	0	0	134	0	0	0	234	0
CPCT02010695T	309	53	0	0	197	0	0	0	0	0	187	0
CPCT02010711T	1008	0	0	0	0	0	0	0	0	0	0	0
CPCT02070266T	355	1189	0	1052	0	0	0	0	0	0	0	0
CPCT02070023TII	25166	112924	0	0	0	0	0	0	0	0	0	0
WIDE01010628T	1057	205	0	0	0	1338	0	0	0	0	0	0
CPCT02020938TII	304	0	0	347	304	0	0	0	0	0	0	0
WIDE01010484T	404	130	0	0	0	0	0	154	0	0	0	0
CPCT02070444T	81	0	0	0	86	117	52	0	0	0	48	0
CPCT02070444TII	244	78	0	0	0	831	302	0	0	0	0	0
WIDE01010585T	1184	885	0	0	0	0	0	0	0	0	0	0
WIDE01010642T	308	94	0	0	252	0	0	0	0	0	0	0
WIDE01010668T	127	46	0	0	122	0	0	0	0	0	75	0
WIDE01010537T	404	249	0	0	0	0	0	247	0	0	0	0
