MutationType	SP109953	SP107650	SP13206	SP13078	SP107607	SP109941	SP109801	SP13072	SP107595	SP107640	SP13084	SP107603	SP109957	SP114020	SP96540	SP114032	SP107624	SP107575	SP13242	SP114016	CPCT02070011T	CPCT02020317T	CPCT02010352T	CPCT02010362T	CPCT02010366T	CPCT02010383T	CPCT02050049T	CPCT02020350T	CPCT02060023T	CPCT02080030T	CPCT02060010T	CPCT02040037T	CPCT02070018T	CPCT02080041T	CPCT02070029T	CPCT02060033T	CPCT02020399T	CPCT02140024T	CPCT02080050T	CPCT02030293T	CPCT02010441T	CPCT02090030T	CPCT02010718T	CPCT02020653T	CPCT02340008TII	CPCT02020876T	CPCT02370016T	CPCT02070275T	CPCT02011028T	CPCT02230072T	CPCT02130028T	CPCT02060182T	CPCT02020657T	DRUP01090026T	CPCT02130029T	CPCT02340010TII	DRUP01020022T	CPCT02120103T	CPCT02300030T	CPCT02150044T	CPCT02020920T	CPCT02080192T	CPCT02130170T	CPCT02260014T	CPCT02020922T	CPCT02011072T	CPCT02010758T	WIDE01010006T	CPCT02040220T	CPCT02100157T	CPCT02230088T	CPCT02130178T	WIDE01010017T	WIDE01010025T	WIDE01010028T	WIDE01010012T	WIDE01010031T	CPCT02020956T	CPCT02010774T	CPCT02010756T	WIDE01010045T	CPCT02080204T	WIDE01010037T	WIDE01010056T	CPCT02070298T	WIDE01010594T	WIDE01010078T	CPCT02130054T	CPCT02040228T	WIDE01010051T	CPCT02050319T	CPCT02020689T	WIDE01010043T	WIDE01010112T	WIDE01010092T	WIDE01010119T	CPCT02170022T	WIDE01010120T	WIDE01010127T	CPCT02300036T	WIDE01010146T	CPCT02070309T	WIDE01010157T	WIDE01010170T	CPCT02020696T	CPCT02030471T	CPCT02130032T	CPCT02070310T	WIDE01010164T	WIDE01010190T	WIDE01010182T	DRUP01050040TII	WIDE01010225T	CPCT02050348T	WIDE01010275T	CPCT02010810T	CPCT02060206T	WIDE01010284T	WIDE01010330T	WIDE01010312T	WIDE01010317T	WIDE01010337T	CPCT02220043T	CPCT02130094T	WIDE01010329T	WIDE01010331T	CPCT02010828T	WIDE01010101T	WIDE01010349T	WIDE01010342T	WIDE01010359T	WIDE01010370T	WIDE01010369T	CPCT02340084T	DRUP01030015T	CPCT02060236T	CPCT02120125T	CPCT02230098T	DRUP01090015T	WIDE01010401T	CPCT02230105T	CPCT02080223T	CPCT02020730T	CPCT02010831T	WIDE01010428T	CPCT02290039T	CPCT02010843T	CPCT02130103T	CPCT02070337T	WIDE01010440T	WIDE01010404T	CPCT02080229T	CPCT02050363T	CPCT02040250T	CPCT02040251T	CPCT02260022T	CPCT02340090T	CPCT02450013T	CPCT02070347T	CPCT02060140T	CPCT02020720T	CPCT02230109T	DRUP01090019T	CPCT02120144T	CPCT02080240T	CPCT02130125T	CPCT02070355T	CPCT02010872T	CPCT02010878T	CPCT02090054T	CPCT02330117T	CPCT02170031T	CPCT02020765T	CPCT02010851T	CPCT02020756T	DRUP01170001T	WIDE01010617T	WIDE01010627T	CPCT02030502T	CPCT02030507T	WIDE01010595T	CPCT02040273T	CPCT02030520T	CPCT02110075T	CPCT02290050T	CPCT02290053T	CPCT02080257T	CPCT02290054T	CPCT02080256T	CPCT02030497T	DRUP01290001T	CPCT02070372T	CPCT02290051T	CPCT02020815T	CPCT02040271T	CPCT02130154T	CPCT02120164T	CPCT02020797T	DRUP01010099T	CPCT02340104T	CPCT02380018T	CPCT02340010TIII	CPCT02060033TII	CPCT02020582T	DRUP01050040T	CPCT02180041T	CPCT02060137T	CPCT02070403T	CPCT02050264T	CPCT02060143T	CPCT02010988T	CPCT02010993T	CPCT02450003T	CPCT02230049T	CPCT02010995T	CPCT02010878TII	CPCT02010656T	CPCT02010645T	DRUP01330016T	DRUP01080005T	CPCT02020879T	DRUP01090004T	CPCT02020613T	DRUP01110006T	CPCT02010993TII	CPCT02060125T	CPCT02010647T	CPCT02170013T	CPCT02170009T	CPCT02170012T	CPCT02020608T	CPCT02010653T	CPCT02230061T	CPCT02050282T	CPCT02010560T	CPCT02380007T	CPCT02380006T	CPCT02080105T	CPCT02340010T	CPCT02010574T	CPCT02180026T	CPCT02100074T	CPCT02120018T	CPCT02380008T	CPCT02170003T	CPCT02020523T	CPCT02060081T	CPCT02110035T	CPCT02080118T	CPCT02010589T	CPCT02030349T	CPCT02110039T	CPCT02030353T	CPCT02020540T	CPCT02010611T	CPCT02010608T	CPCT02330041T	CPCT02380013T	CPCT02010613T	CPCT02010577T	CPCT02050202T	CPCT02020559T	CPCT02050213T	CPCT02020568T	CPCT02030364T	CPCT02050192T	CPCT02010596T	CPCT02030365T	DRUP01010036T	CPCT02230043T	CPCT02080135T	CPCT02050229T	CPCT02010632T	CPCT02020579T	CPCT02020587T	CPCT02070040T	CPCT02070050T	CPCT02300004T	CPCT02020424T	CPCT02020433T	CPCT02010466T	CPCT02010454T	CPCT02140036T	CPCT02010350T	CPCT02100039T	CPCT02050106T	CPCT02020415T	CPCT02180014T	CPCT02090006T	CPCT02020444T	CPCT02030314T	CPCT02190010T	DRUP01010013T	CPCT02080086T	CPCT02010438T	CPCT02190012T	CPCT02010486T	CPCT02060077T	CPCT02020491T	CPCT02010538T	CPCT02170001T	CPCT02170002T	CPCT02050142T	CPCT02080071T	CPCT02020499T	CPCT02340008T	CPCT02020505T	CPCT02080158T	CPCT02010571T	CPCT02380010T	CPCT02110047T	CPCT02030425T	CPCT02080168T	CPCT02020641T	CPCT02230065T	CPCT02330074T	CPCT02010697T	CPCT02090028T	CPCT02450008T	CPCT02010688T	CPCT02020646T	CPCT02010704T	CPCT02010705T	CPCT02250003T	CPCT02010698T	WIDE01010622T	WIDE01010631T	WIDE01010635T	WIDE01010636T	WIDE01010658T	WIDE01010504T	WIDE01010493T	WIDE01010304T	WIDE01010568T	WIDE01010464T	WIDE01010467T	WIDE01010486T	WIDE01010516T	WIDE01010510T	WIDE01010583T	WIDE01010566T	WIDE01010578T	WIDE01010599T	WIDE01010604T	WIDE01010614T	WIDE01010662T	WIDE01010672T	WIDE01010686T	WIDE01010532T	WIDE01010703T	WIDE01010712T	WIDE01010721T	WIDE01010663T
2:Del:R:1	8	8	6	12	10	1	10	7	13	5	8	6	13	10	1	3	4	7	8	5	232	7	1	3	1	4	1	6	15	35	22	16	20	22	32	19	23	51	6	11	220	13	9	6	2	4	4	6	17	252	4	4	6	9	0	421	3	11	5	3	8	9	240	22	3	3	8	0	7	18	115	11	11	4	27	8	11	2	2	2	5	2	19	14	6	10	7	10	1	6	14	5	5	12	3	13	3	4	75	12	4	8	41	4	4	7	7	15	4	1	21	5	6	5	14	4	55	1	4	54	12	11	16	16	34	3	19	47	0	2	1	9	7	10	12	4	30	20	7	13	1	8	11	37	2	13	5	10	10	1	9	17	10	2	13	11	6	6	27	5	2	19	24	1	4	8	6	4	3	39	21	22	8	1	4	2	9	7	10	4	12	7	12	19	13	1	2	6	7	30	13	3	2	81	5	2	30	0	19	4	16	437	21	2	4	12	3	1	6	29	8	20	6	19	7	4	0	2	24	53	2	38	3	9	19	13	5	18	4	1	3	2	19	10	2	4	24	56	433	3	22	12	5	6	4	3	14	3	6	2	191	6	16	13	2	2	41	0	3	3	6	122	4	3	3	3	1	1	3	12	14	1	2	3	15	16	15	7	2	0	4	3	12	3	23	13	1	12	4	9	5	7	2	51	5	11	5	8	83	4	13	7	9	12	7	3	16	3	3	16	27	18	3	7	8	29	3	35	19	0	5	2	1	45	6	9	33	42	13	21	2	0	4	9	17	1	2	9	10	3	35	154	6	15	12	3	12	2	11	3	4	9	2
2:Del:R:2	0	3	3	2	1	3	2	5	5	0	0	2	7	4	0	3	1	5	0	1	94	2	0	0	0	1	0	2	3	18	10	7	5	3	10	5	4	13	2	5	134	5	3	4	2	1	2	4	6	82	3	2	2	1	0	97	1	2	2	0	1	0	73	6	2	0	0	0	4	3	89	4	4	1	9	5	4	1	1	1	2	0	11	4	4	0	1	1	2	4	2	3	3	6	2	7	0	0	66	3	1	0	11	1	1	7	2	6	4	0	7	2	4	5	4	1	45	3	0	32	5	6	9	5	30	1	11	21	2	2	1	2	2	3	1	1	21	9	2	5	2	5	5	17	0	10	0	4	4	2	1	5	4	1	0	2	9	0	5	2	1	6	6	1	6	5	0	1	3	14	6	5	2	1	4	3	5	4	2	3	2	4	3	5	3	1	2	2	1	22	7	1	1	86	3	0	25	1	5	1	4	97	4	0	1	2	1	0	2	24	2	1	4	5	8	3	0	2	6	39	2	14	4	3	2	2	2	4	2	4	1	1	8	6	1	0	17	30	104	3	6	3	1	0	1	4	1	1	2	1	97	3	9	19	0	1	8	1	1	2	1	37	2	1	0	2	5	1	3	3	4	2	0	2	5	5	8	0	0	3	0	0	4	1	9	3	0	3	3	3	3	2	0	40	4	8	0	2	99	2	1	3	5	12	1	3	3	5	1	11	14	13	0	1	6	5	2	8	4	2	0	2	0	13	2	5	5	6	12	5	0	1	0	2	3	0	0	2	5	3	12	41	3	6	7	5	2	0	1	1	1	5	0
2:Del:R:3	0	2	0	0	0	0	1	2	1	0	0	0	3	0	0	1	0	2	0	0	22	1	1	0	0	1	0	2	1	20	3	5	2	1	5	2	3	32	2	1	1020	1	2	2	3	0	0	1	3	209	2	2	0	1	0	44	2	4	1	0	0	1	26	4	1	1	1	1	2	0	49	0	3	0	4	1	2	1	2	0	0	1	7	5	1	1	2	3	1	3	3	2	1	1	2	3	2	2	54	1	1	2	10	2	0	0	1	4	2	1	1	1	4	0	1	1	30	2	2	25	1	2	4	4	20	3	11	15	0	1	2	1	1	4	1	0	10	8	2	3	2	2	0	11	1	3	1	3	3	2	0	2	2	0	1	2	3	0	1	3	1	1	2	0	2	3	0	1	2	9	1	4	0	0	3	0	2	0	2	0	0	0	2	4	1	0	0	1	2	15	2	1	1	55	3	2	11	1	4	3	1	46	2	1	2	3	1	0	0	13	1	1	1	2	2	2	0	3	5	25	1	7	1	3	1	2	1	3	2	0	1	0	7	5	0	2	7	35	43	1	1	1	2	0	0	1	1	1	1	0	533	3	4	12	1	1	3	2	1	0	0	8	1	0	0	0	0	1	2	0	0	1	1	0	1	1	3	2	2	2	1	1	1	3	1	4	0	2	0	1	0	3	0	22	0	2	0	1	67	0	2	1	1	7	1	2	0	0	0	1	12	4	0	1	3	7	3	6	3	2	1	0	1	5	0	1	5	3	10	2	1	1	1	0	1	2	1	4	2	4	3	112	1	1	4	1	0	3	1	1	2	1	1
2:Del:R:4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	2	2	11	4	0	1	0	2	0	2	23	2	1	345	1	0	1	0	1	1	0	0	262	1	1	0	0	1	18	0	2	5	0	0	1	6	3	1	0	0	2	2	1	18	0	0	0	2	0	2	0	1	2	1	1	4	1	1	0	0	1	1	0	1	0	0	3	0	1	1	0	14	2	1	0	6	1	1	1	1	2	1	0	0	5	1	1	0	1	16	0	1	11	1	1	3	2	6	2	7	5	0	0	0	1	2	5	2	1	4	8	0	1	0	0	0	8	1	0	0	0	1	0	0	1	1	2	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	6	1	2	0	2	1	2	1	3	7	1	0	0	24	1	1	11	0	0	1	2	18	2	1	0	0	0	0	1	12	0	0	0	1	1	1	0	1	2	13	1	2	1	2	0	1	1	2	0	2	1	0	1	2	1	0	7	8	16	0	0	0	4	0	0	1	1	1	2	0	333	1	1	6	0	2	1	1	1	1	0	6	1	1	0	1	0	0	1	2	0	0	0	2	1	1	1	1	1	0	0	1	1	1	3	3	3	3	1	2	1	0	1	11	0	1	1	3	31	0	0	0	1	1	0	1	1	0	1	1	2	6	0	0	2	0	0	6	3	0	0	1	1	2	1	1	2	1	3	1	0	0	1	0	2	0	1	0	1	1	2	91	2	1	0	2	0	2	1	2	0	0	1
2:Del:R:5	1	0	2	5	0	0	2	2	0	3	3	2	2	1	6	5	0	0	1	0	11	1	2	2	0	0	2	2	0	9	1	1	1	0	6	3	4	82	2	1	1139	1	1	1	3	0	7	3	6	1032	1	0	1	0	1	19	2	0	5	5	1	4	12	5	0	2	2	4	2	7	28	3	0	4	15	0	7	0	4	0	0	0	7	4	4	2	0	1	2	4	0	4	2	1	4	2	0	3	27	2	1	1	8	1	2	1	0	6	3	0	10	6	7	1	2	1	19	1	2	18	9	3	3	1	16	1	5	5	1	0	2	1	0	7	2	1	3	15	5	2	2	0	2	11	1	4	2	1	8	6	6	1	6	2	1	2	3	4	2	0	1	1	5	1	1	2	1	2	1	4	2	7	0	3	3	4	1	0	1	0	1	1	2	6	2	2	2	2	1	12	6	3	4	26	2	1	16	0	4	2	1	20	4	1	4	1	1	1	1	10	0	7	2	0	1	2	1	0	2	12	3	6	1	5	2	3	4	3	4	2	0	1	2	6	0	0	3	16	20	1	1	0	5	2	0	0	4	1	0	2	818	0	7	10	1	6	4	4	2	3	9	6	3	0	2	1	6	2	5	0	2	1	1	3	4	1	1	2	0	2	1	1	2	0	5	0	0	1	0	5	2	4	0	14	2	2	3	5	35	2	2	1	2	4	1	4	3	4	9	3	8	6	1	1	4	4	2	6	4	5	2	1	6	3	4	5	1	18	7	7	1	4	1	1	8	1	0	6	2	2	7	282	5	1	6	7	5	5	2	4	1	1	0
3:Del:R:0	0	0	2	0	0	0	2	5	2	1	1	1	0	2	0	1	0	1	0	3	12	2	1	0	0	1	2	0	5	5	3	1	9	20	2	5	2	7	1	3	77	1	1	3	0	3	7	1	10	35	2	2	0	3	0	8	4	4	1	2	4	4	2	8	0	0	3	4	7	4	9	7	2	1	12	3	6	1	0	2	3	1	3	6	0	1	12	3	1	4	0	3	2	4	0	5	0	3	6	3	1	2	10	1	2	2	1	7	1	2	11	9	0	2	10	4	2	1	0	11	9	4	4	13	5	4	3	2	0	4	0	3	1	8	5	1	2	3	2	3	1	6	13	6	2	4	0	8	1	4	0	6	1	2	0	4	2	4	6	1	3	2	4	6	5	3	4	4	4	9	4	0	8	2	5	4	1	2	0	6	2	0	2	2	4	1	2	1	3	5	4	1	2	5	2	0	5	0	2	1	3	7	4	1	3	2	1	0	3	5	3	9	3	11	1	3	0	0	14	7	5	8	3	3	9	5	2	1	2	1	0	0	3	2	0	2	5	5	8	2	17	3	2	2	1	6	1	1	4	2	45	1	15	2	0	0	11	0	3	4	3	3	2	1	2	2	1	2	5	6	9	0	1	0	16	2	1	2	0	1	2	2	0	1	4	17	0	0	1	19	0	3	0	3	0	4	1	1	6	1	3	0	7	5	4	2	15	0	2	4	3	4	2	4	5	12	0	15	5	2	2	0	4	84	4	6	3	5	2	1	2	0	1	1	2	0	3	3	3	2	8	15	0	3	2	3	4	1	9	1	3	1	0
3:Del:R:1	7	9	8	6	4	3	4	9	15	2	7	3	11	9	2	4	3	8	6	3	47	1	0	2	0	2	2	8	11	4	13	4	14	10	24	11	21	64	3	6	180	5	5	6	0	4	7	8	11	200	3	4	4	5	4	48	2	8	4	3	2	7	21	24	3	1	1	1	3	22	27	6	13	2	20	6	10	2	1	6	2	8	26	4	14	2	10	6	5	6	7	5	3	10	4	22	0	3	16	9	1	3	12	7	2	7	2	9	8	1	8	5	0	5	9	1	8	1	4	15	10	13	9	14	15	5	4	7	2	3	1	3	3	5	5	5	13	5	1	10	3	9	3	7	3	20	5	17	12	1	4	5	2	5	3	9	9	4	4	7	3	10	18	5	6	9	3	1	10	36	6	15	2	4	5	8	9	3	4	7	10	5	7	16	12	3	4	4	3	10	21	3	2	15	3	5	14	4	16	6	14	49	10	4	4	4	4	2	5	12	5	6	9	15	7	10	0	2	18	3	8	9	7	10	5	6	4	8	1	3	7	3	21	13	2	3	7	11	52	3	19	6	2	4	1	4	11	3	4	7	177	9	19	9	1	2	18	2	6	5	6	14	4	1	6	3	0	1	5	9	12	0	1	0	11	15	15	5	1	5	3	3	8	2	17	16	1	4	5	14	2	4	3	2	6	13	6	12	21	2	4	2	3	16	7	2	4	2	8	11	15	10	3	4	2	12	1	20	15	3	5	4	3	44	6	7	21	31	5	6	2	3	3	5	16	2	3	10	10	0	40	242	5	17	14	4	9	1	9	3	3	7	4
3:Del:R:2	2	1	1	3	1	1	1	1	6	1	1	0	0	3	1	2	1	1	1	1	6	3	0	0	0	0	0	1	5	1	2	2	2	0	7	6	6	16	1	2	72	1	2	1	1	1	3	2	2	58	1	0	0	2	0	8	0	2	0	0	2	0	0	1	1	0	0	1	1	8	10	0	3	0	9	4	5	0	0	0	0	1	6	4	4	0	1	3	1	3	4	3	2	3	0	2	0	0	1	2	2	0	6	1	0	3	1	7	3	2	0	2	1	2	1	2	4	0	0	3	5	4	2	2	3	4	2	1	0	2	1	1	1	1	3	2	1	1	2	1	1	0	0	0	2	5	1	0	2	0	0	3	0	0	0	1	4	0	2	5	0	3	3	0	1	2	0	0	0	7	2	4	0	1	2	1	3	1	0	1	6	1	1	7	2	0	1	1	0	3	5	0	0	3	0	1	4	0	6	1	2	9	6	2	2	1	0	0	1	3	2	3	2	2	0	0	0	0	4	2	2	2	0	3	2	2	0	5	2	0	2	1	2	0	1	0	3	6	8	1	2	4	0	3	0	5	3	1	1	0	47	2	3	4	0	0	4	0	0	0	2	5	0	1	1	0	0	0	0	5	1	0	2	1	3	5	4	1	0	0	1	2	2	1	8	2	0	1	2	2	0	3	1	2	0	3	0	1	4	1	0	1	2	2	0	2	0	0	1	6	11	3	0	0	2	4	0	9	7	0	2	1	0	1	0	1	2	6	1	1	1	0	0	1	6	0	0	3	2	0	10	87	2	3	2	0	2	1	3	1	1	0	1
3:Del:R:3	0	0	0	0	2	0	1	0	2	0	1	2	1	1	1	1	2	1	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	7	0	0	19	1	0	0	0	1	0	0	1	20	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	1	2	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	2	1	0	1	0	2	1	0	0	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	7	0	0	0	0	1	0	0	0	0	1	1	1	1	0	2	1	1	0	0	1	3	1	0	0	0	1	1	0	4	0	1	2	0	2	0	0	0	0	1	1	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	2	0	1	1	0	0	0	0	1	0	2	2	0	0	0	0	3	0	2	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	3	2	0	0	1	1	0	2	0	4	0	0	0	1	0	0	0	0	1	0	0	0	2	4	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	4	1	2	1	0	0	1	0	0	0	0	1	2	0	3	25	0	1	0	0	2	0	1	0	0	0	0
3:Del:R:4	1	0	1	0	0	1	1	0	3	0	2	1	3	0	3	2	0	0	0	0	1	2	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	2	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	1	1	0	0	0	1	0	1	0	0	0	1	2	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	2	0	1	0	1	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	2	0	1	1	1	1	0	0	0	1	0	2	0	0	0	0	1	1	13	1	0	0	0	0	0	0	0	0	0	1
3:Del:R:5	1	0	2	0	1	0	1	6	2	0	1	1	3	2	3	6	3	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	42	0	1	0	0	0	0	1	0	41	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	2	1	0	0	1	1	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	34	0	2	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	21	1	3	0	0	0	1	0	0	2	0	0
4:Del:R:0	0	2	1	0	0	0	2	2	1	2	1	0	1	2	0	1	0	0	0	0	5	5	1	1	0	0	0	1	7	5	5	6	7	13	3	4	4	1	2	1	30	2	3	0	0	0	5	1	2	31	2	0	2	1	0	6	0	0	1	2	2	3	4	4	0	1	2	0	3	4	13	3	6	0	10	3	1	1	2	1	4	0	0	6	2	0	17	1	3	1	0	0	4	10	3	1	3	1	10	7	0	2	6	0	4	1	4	2	2	1	6	3	0	1	4	0	7	0	1	9	6	2	5	11	7	2	2	1	1	3	0	1	2	14	4	1	3	4	2	2	1	8	5	4	0	6	4	6	6	2	3	3	3	1	1	2	3	2	15	2	1	1	3	4	2	1	0	1	2	7	2	4	8	1	5	3	2	0	3	2	2	0	6	3	1	0	5	1	1	6	5	0	2	5	0	1	3	1	1	4	4	6	5	2	4	1	0	1	2	4	1	8	5	15	6	3	2	0	17	10	2	11	4	2	8	4	0	2	1	2	0	3	2	0	1	0	6	2	8	1	9	0	1	1	0	3	0	1	0	1	14	2	16	4	0	1	4	0	0	1	2	5	1	1	0	0	0	1	4	3	12	0	4	0	12	1	5	3	3	3	4	3	2	0	6	8	3	1	0	11	0	0	1	7	2	7	1	3	3	2	7	2	5	3	1	1	19	2	1	5	2	4	0	3	2	22	0	8	3	0	3	1	1	89	2	4	2	3	3	1	1	3	1	3	2	0	0	2	2	2	4	14	3	2	3	4	1	0	3	1	1	1	5
4:Del:R:1	2	4	6	7	3	1	1	5	4	4	4	3	2	7	0	7	3	5	4	3	59	13	1	1	0	1	1	0	8	4	7	7	5	4	23	8	8	29	2	3	79	6	4	1	2	1	0	3	7	92	5	0	3	5	2	85	2	7	0	2	5	0	19	14	3	2	3	3	2	7	8	8	8	4	16	7	7	1	1	6	2	6	12	10	3	2	5	8	3	8	5	4	3	8	3	8	6	2	13	11	4	3	9	2	1	7	4	12	1	0	9	10	1	1	3	4	8	2	3	11	8	9	11	3	9	4	3	7	2	3	5	1	4	2	4	4	13	8	0	8	1	0	5	5	0	13	4	4	11	2	5	4	5	1	2	3	5	8	4	12	2	15	6	0	6	5	0	3	3	36	15	12	3	3	4	4	16	1	8	4	4	1	3	8	8	4	7	6	5	5	12	6	3	10	0	4	17	3	14	5	8	93	8	9	8	7	3	0	3	16	5	4	5	13	4	2	0	0	10	6	4	4	5	12	3	6	4	10	1	2	7	0	11	13	1	1	7	12	93	4	7	8	6	5	6	6	7	6	6	4	75	1	18	14	2	6	8	8	7	10	4	9	8	1	5	5	0	1	4	6	7	0	0	1	8	9	7	4	3	3	5	7	4	5	15	11	1	8	4	4	5	6	5	5	3	7	4	4	32	0	6	3	1	7	2	8	3	3	0	6	10	3	2	3	2	8	4	19	7	1	3	4	5	18	2	6	6	14	8	6	3	1	1	3	3	4	4	11	8	3	20	176	5	11	4	4	2	3	6	0	2	10	5
4:Del:R:2	1	1	0	0	0	1	1	0	2	2	1	0	2	1	0	0	1	2	1	0	16	2	0	1	0	1	1	0	1	0	4	1	2	1	5	3	3	7	0	2	29	6	2	1	0	1	1	1	2	42	1	0	0	1	3	26	0	2	0	0	0	2	7	6	0	0	1	2	1	7	7	1	0	1	4	0	2	0	0	2	0	1	6	0	1	1	0	1	0	3	2	1	1	1	0	2	2	0	3	2	0	1	2	1	0	3	2	3	2	1	4	1	0	2	2	0	0	0	1	1	0	3	3	1	3	0	0	2	0	0	4	1	0	3	3	5	5	3	3	1	1	1	0	0	0	3	1	2	3	1	1	2	2	0	1	2	3	4	2	2	0	2	3	1	2	3	0	1	1	10	2	2	0	1	1	1	5	1	1	0	4	0	4	4	1	2	0	0	2	2	3	1	0	4	0	3	4	1	9	3	0	25	4	1	1	0	1	1	3	4	2	2	3	4	5	2	0	1	3	4	2	4	0	7	0	5	4	4	2	0	1	5	7	2	0	2	2	5	27	2	2	2	5	2	1	0	1	1	1	1	32	0	4	2	0	1	2	1	2	4	2	2	0	0	0	1	0	0	0	4	2	1	2	1	2	1	1	4	4	1	2	2	0	1	8	4	0	3	0	1	1	5	1	3	0	2	4	2	6	0	4	2	0	1	0	1	2	0	4	1	1	2	1	1	1	3	0	3	4	0	2	0	2	2	0	3	1	4	2	1	0	1	0	0	3	0	0	2	2	3	6	54	5	3	1	3	2	0	1	0	0	0	0
4:Del:R:3	2	0	1	1	0	0	0	0	0	0	1	1	6	0	3	2	0	0	0	1	10	1	0	2	0	3	0	1	0	1	1	0	1	0	1	1	0	3	0	0	51	0	1	2	0	0	0	0	1	30	2	0	2	4	0	15	2	0	0	3	1	2	0	3	0	1	0	1	0	0	0	0	0	0	5	2	0	0	0	3	0	3	0	2	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	2	0	2	3	1	1	0	1	3	0	0	1	1	2	0	1	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	3	0	0	1	2	0	1	0	2	0	0	1	1	0	1	2	2	1	5	1	0	0	2	0	1	0	0	3	2	0	1	0	5	0	1	0	0	0	0	2	2	0	2	0	0	1	1	0	1	1	0	2	1	3	1	0	2	0	0	1	1	0	1	0	17	2	2	0	2	0	0	0	1	0	0	2	0	1	1	2	0	0	2	0	1	0	0	0	2	1	2	0	2	1	1	1	0	1	1	2	1	16	0	0	2	0	0	0	0	0	1	0	0	40	0	2	1	0	0	1	0	0	2	0	3	0	0	0	1	0	0	0	2	1	0	0	0	1	1	3	0	2	0	1	0	1	1	5	1	0	0	0	2	1	2	2	0	0	0	0	0	2	0	1	0	0	0	1	1	2	1	3	4	2	0	0	0	0	0	0	1	0	0	1	0	1	1	0	2	1	1	2	1	1	0	0	0	0	0	0	0	1	2	0	24	1	0	2	2	0	0	0	2	1	0	0
