MutationType	SP124389	SP124362	SP124394	SP124334	SP124339	SP124454	SP124380	SP124273	SP124357	SP124399	SP124311	SP124355	SP124434	SP124428	SP124449	SP124298	SP124431	SP124396	SP124409	SP124341	SP124353	SP124278	SP124376	SP124346	SP124439	SP124351	SP124406	SP124323	SP124391	SP124423	SP124382	SP124415	SP124436	SP124460	SP124425	SP124456	SP124367	SP124281	SP124377	SP124412	SP124333	SP124359	SP124286	SP124329	SP124326	SP124458	SP124401	SP124264	SP124384	SP124403	SP124462	SP124271	SP124336	SP124452	SP124386	SP124441	SP124418	SP124291	SP124319	SP124305	SP124447	SP124344	SP124369	SP124348	SP124295	SP124444	SP124365	SP124420	SP124364	SP124307	SP82445	SP83242	SP103894	SP83382	SP82451	SP104330	SP83312	SP82614	SP82431	SP82459	SP113197	SP82532	SP82636	SP82796	SP83482	SP104530	SP82429	SP82644	SP82988	SP82461	SP82900	SP82399	SP82756	SP82836	SP82417	SP82471	SP82435	SP104056	SP83083	SP82433	SP82780	SP83019	SP83099	SP83146	SP103866	SP83844	SP83027	CPCT02060044T	CPCT02030247T	CPCT02050043T	CPCT02020342T	CPCT02010371T	CPCT02030256T	CPCT02050045T	CPCT02050047T	CPCT02010393T	CPCT02020358T	CPCT02090002T	CPCT02010403T	CPCT02030272T	CPCT02020373T	CPCT02050052T	CPCT02030270T	CPCT02050056T	CPCT02050055T	CPCT02030279T	CPCT02020320T	CPCT02060037T	CPCT02100033T	CPCT02010436T	CPCT02010439T	CPCT02060043T	CPCT02030284T	CPCT02020410T	CPCT02020408T	CPCT02030291T	CPCT02050079T	CPCT02050073T	CPCT02220001T	CPCT02010440T	CPCT02011020T	CPCT02340050T	CPCT02080280T	CPCT02080282T	CPCT02060163T	CPCT02011025T	CPCT02010754TII	CPCT02010716T	CPCT02170039T	CPCT02080284T	CPCT02030555T	CPCT02011037T	CPCT02120180T	CPCT02050304T	CPCT02020895T	CPCT02090032T	CPCT02020662T	DRUP01080025T	CPCT02020891T	CPCT02080266TII	CPCT02020901T	CPCT02080287T	CPCT02011045T	CPCT02020897T	CPCT02120101T	CPCT02020910T	CPCT02120095T	CPCT02080294T	CPCT02080292T	CPCT02120098T	CPCT02120105T	CPCT02020914T	CPCT02160035T	CPCT02050310T	CPCT02290061T	CPCT02050308T	CPCT02090035T	CPCT02020933T	CPCT02020930T	CPCT02020934T	CPCT02020939T	CPCT02020670T	CPCT02020837TII	CPCT02030459T	CPCT02350019T	CPCT02050424T	CPCT02340064T	CPCT02011045TII	CPCT02120189T	CPCT02010754T	CPCT02020868T	CPCT02060286T	CPCT02060288T	CPCT02120193T	CPCT02120187T	CPCT02120191T	CPCT02080304T	CPCT02080307T	CPCT02080303T	CPCT02340067T	CPCT02030461T	CPCT02020919T	CPCT02050432T	CPCT02120110T	CPCT02080308T	CPCT02020951T	DRUP01060009T	CPCT02020949T	CPCT02020960T	WIDE01010033T	CPCT02340115T	CPCT02050322T	CPCT02050046T	CPCT02050331T	WIDE01010071T	CPCT02020895TII	CPCT02030468T	CPCT02020959T	CPCT02080313T	CPCT02080311T	CPCT02011108T	CPCT02080314T	CPCT02020694T	CPCT02020672T	WIDE01010123T	CPCT02020665T	CPCT02080207T	CPCT02060291T	CPCT02050441T	CPCT02050440T	CPCT02050438T	DRUP01230001T	CPCT02080205T	CPCT02020714T	WIDE01010172T	CPCT02340081T	CPCT02010801T	CPCT02010794T	CPCT02340083T	CPCT02050347T	CPCT02120198T	CPCT02120199T	WIDE01010255T	CPCT02040241T	WIDE01010305T	WIDE01010314T	CPCT02060228T	WIDE01010328T	CPCT02030479T	CPCT02040246T	WIDE01010376T	WIDE01010381T	WIDE01010392T	CPCT02080221T	CPCT02020723T	CPCT02020736T	CPCT02020743T	CPCT02020739T	CPCT02050365T	CPCT02020670TII	CPCT02030490T	CPCT02300042T	CPCT02020700T	CPCT02220050T	CPCT02050370T	CPCT02050373T	CPCT02080234T	CPCT02030499T	CPCT02020770T	CPCT02050376T	CPCT02080239T	CPCT02050301T	CPCT02080242T	CPCT02020789T	CPCT02020796T	CPCT02220057T	CPCT02340098T	CPCT02340097T	CPCT02170038T	CPCT02010920T	CPCT02050399T	CPCT02050404T	CPCT02050402T	CPCT02060256T	CPCT02080259T	CPCT02020813T	CPCT02020785T	CPCT02020810T	CPCT02020821T	CPCT02340100T	CPCT02080266T	CPCT02010941T	CPCT02020822T	CPCT02020819T	CPCT02050405T	CPCT02020837T	CPCT02340102T	DRUP01060021T	DRUP01060019T	DRUP01060018T	CPCT02070394T	CPCT02080269T	CPCT02030459TII	CPCT02050411T	CPCT02030547T	CPCT02020828T	CPCT02080270T	CPCT02060133T	CPCT02050276TII	CPCT02080271T	CPCT02050243T	CPCT02060126T	DRUP01010106T	CPCT02050245T	CPCT02030548T	CPCT02050415T	CPCT02020853T	CPCT02020506TII	DRUP01080021T	CPCT02020854T	CPCT02010994T	DRUP01080022T	CPCT02020863T	CPCT02050276T	CPCT02030552T	CPCT02080275T	CPCT02030553T	CPCT02120062T	CPCT02020615T	CPCT02050421T	CPCT02120053T	CPCT02020626T	CPCT02120055T	CPCT02070422T	CPCT02120058T	CPCT02170017T	CPCT02020609T	CPCT02050249T	CPCT02060146T	CPCT02060049T	CPCT02050159T	CPCT02010550T	CPCT02010534T	CPCT02050079TII	CPCT02050170T	CPCT02050168T	CPCT02020509T	CPCT02050073TII	CPCT02020511T	CPCT02010565T	CPCT02020517T	CPCT02010393TII	CPCT02050181T	CPCT02020519T	CPCT02020520T	CPCT02060092T	CPCT02080116T	CPCT02080113T	CPCT02050194T	CPCT02050193T	CPCT02030350T	CPCT02080123T	CPCT02020542T	CPCT02010505T	CPCT02020553T	CPCT02170006T	CPCT02050212T	CPCT02050214T	CPCT02050217T	CPCT02020573T	CPCT02180032T	CPCT02010503TII	CPCT02010622T	CPCT02030370T	CPCT02030339TII	CPCT02040142T	CPCT02120050T	CPCT02120037T	CPCT02050235T	CPCT02050236T	CPCT02050232T	CPCT02050240T	CPCT02020574T	CPCT02020578T	CPCT02090005T	CPCT02020423T	CPCT02020426T	CPCT02050092T	CPCT02010403TII	CPCT02020412T	CPCT02010469T	CPCT02180012T	CPCT02020445T	CPCT02050105T	CPCT02050055TII	CPCT02010493T	CPCT02010503T	CPCT02010501T	CPCT02020464T	CPCT02090009T	CPCT02020468T	CPCT02340001T	CPCT02080079T	CPCT02010526T	CPCT02010532T	CPCT02060051T	CPCT02050141T	CPCT02110024T	CPCT02120013T	CPCT02050158T	CPCT02050149T	CPCT02010557T	CPCT02220014T	CPCT02050052TII	CPCT02020506T	CPCT02030339T	CPCT02080163T	CPCT02050281T	CPCT02070243T	CPCT02340040T	CPCT02120077T	CPCT02030437T	CPCT02010641TII	CPCT02050291T	CPCT02020643T	CPCT02150006T	WIDE01010503T	WIDE01010567T	WIDE01010459T	CPCT02060041T	WIDE01010561T	WIDE01010651T
1:Ins:T:4	6	8	10	13	0	1	9	6	5	11	6	2	7	17	9	12	2	2	16	7	0	3	4	6	12	3	3	2	2	1	17	35	25	10	3	0	9	0	4	1	4	5	1	3	3	11	21	4	110	3	6	6	6	3	7	5	4	6	13	6	27	2	10	5	8	3	7	3	10	12	21	3	6	2	5	0	4	4	20	4	3	4	4	3	4	14	0	13	8	7	7	9	1	7	10	6	3	18	5	3	4	6	3	10	10	4	3	7	7	6	8	2	3	8	10	17	0	5	0	2	4	5	0	4	6	2	5	2	0	5	4	2	5	12	8	21	1	5	2	1	10	6	5	3	0	7	5	11	2	1	5	13	2	16	3	4	6	10	8	4	4	5	4	1	1	4	3	4	1	2	17	6	5	4	7	2	6	2	8	11	2	11	2	3	0	61	1	4	6	4	5	8	6	5	4	4	2	6	5	6	26	2	3	7	4	1	9	13	5	0	6	6	6	0	6	6	3	4	4	5	10	8	0	0	4	6	3	11	3	5	8	248	4	6	9	1	6	13	10	0	4	1	21	8	11	8	3	2	6	6	3	15	4	1	2	7	3	17	6	15	6	3	3	7	16	1	32	2	7	1	1	7	6	12	12	10	4	3	7	1	3	5	5	5	2	1	59	2	4	25	3	15	11	3	4	2	3	10	8	8	42	11	8	11	1	1	5	0	1	5	3	4	25	8	2	4	2	9	4	4	3	20	12	1	2	16	15	19	7	7	4	3	3	23	0	5	28	1	5	1	15	5	1	2	57	4	1	6	10	4	2	17	14	6	14	1	18	7	10	5	3	22	1	1	4	5	2	3	2	4	2	9	5	1	4	5	2	8	22	12	5	25	0	20	13	7	14	3	0	8	4	3	2	7	7	3	11	8	0	8	1	3	2	0	5	0	7	9	12	4	7	3	3	5	9	4	0	6	8	1	4	3	1	4	6	11	3	16	4	15	9	1
1:Ins:T:5	39	108	44	76	22	73	54	210	55	133	80	58	61	195	143	166	55	123	125	74	26	136	56	192	72	30	26	64	73	13	125	157	247	121	27	21	60	68	41	42	46	123	30	11	93	62	204	106	3704	4	95	279	174	55	89	97	43	97	36	97	194	47	73	55	151	124	71	78	143	71	112	52	80	48	118	5	32	30	83	53	37	102	93	62	42	408	49	92	70	83	47	90	23	110	52	189	76	124	56	66	61	56	41	88	60	40	64	68	58	92	62	53	24	102	228	128	41	44	12	68	96	41	41	53	103	56	107	15	28	43	38	175	103	50	41	80	19	59	14	57	74	324	51	82	14	83	64	110	45	15	75	96	53	148	104	50	18	85	42	59	67	58	84	32	79	70	25	73	34	22	345	63	77	66	81	237	101	26	56	78	60	144	38	193	5	278	56	90	55	76	59	83	180	81	59	126	96	60	28	273	290	23	78	179	49	32	332	71	103	40	83	68	96	44	49	109	77	66	44	47	148	37	42	32	43	42	73	52	76	76	60	7635	183	39	158	23	146	176	75	11	67	89	176	80	115	123	136	68	47	39	69	464	63	8	27	158	47	163	88	152	107	135	59	105	124	27	203	33	68	127	36	32	60	73	197	102	54	91	75	8	74	63	37	87	56	78	438	19	82	251	62	53	50	86	51	34	49	328	179	153	508	85	227	79	40	23	106	7	40	35	86	74	202	264	44	38	31	101	208	24	60	125	74	41	38	88	131	91	82	145	57	74	72	219	47	110	213	189	132	72	143	40	8	18	3422	107	35	61	106	118	72	110	642	121	81	35	196	52	97	106	103	139	83	30	61	29	75	68	26	54	9	108	46	51	68	64	21	86	297	104	36	458	9	123	98	109	268	54	17	52	61	27	75	116	128	66	95	110	22	106	14	32	29	8	79	38	68	80	122	61	105	145	111	43	101	49	16	34	64	52	44	50	90	36	96	97	36	133	75	84	238	71
2:Del:R:0	8	22	7	9	2	4	11	6	8	15	16	4	13	22	15	35	17	12	14	2	3	7	10	8	18	3	13	1	8	1	50	41	45	19	12	10	9	2	10	8	6	4	0	2	6	22	45	6	50	2	12	12	7	10	17	8	10	3	16	5	81	4	14	2	11	4	13	6	46	11	28	5	305	10	10	0	8	7	36	4	3	23	11	5	4	8	7	15	10	12	13	13	5	12	10	6	2	42	10	8	5	11	3	25	9	8	1	11	5	0	9	8	2	6	5	20	4	14	2	7	9	10	4	8	7	4	6	2	2	16	4	5	11	1	5	18	2	5	2	7	16	15	10	8	2	10	4	10	5	5	14	13	2	33	6	14	6	28	10	10	8	1	2	2	4	11	11	6	1	6	18	6	5	6	13	4	6	9	8	16	4	9	4	9	1	55	1	4	12	2	12	15	8	5	8	7	5	12	2	8	39	10	0	3	5	1	11	13	15	3	10	13	3	1	86	8	20	4	6	14	15	10	7	3	4	9	3	16	5	24	4	176	14	6	24	3	5	71	6	3	10	13	20	9	12	13	15	5	13	5	2	25	4	1	2	4	2	17	5	11	11	13	4	13	18	2	30	8	16	7	2	3	11	88	5	13	6	4	4	5	3	1	4	2	11	10	45	3	9	29	8	17	13	6	6	3	4	20	7	8	47	27	10	9	6	3	7	2	4	6	5	4	33	6	4	14	4	23	17	5	6	25	13	4	5	17	15	15	8	21	19	7	7	17	6	4	25	1	5	1	15	12	1	5	54	6	2	8	9	14	4	16	6	13	12	4	21	8	9	10	2	20	5	8	0	10	10	3	4	2	1	16	13	3	18	4	1	14	18	15	2	32	3	30	16	16	62	7	2	5	9	3	2	25	10	7	9	13	6	16	5	5	0	2	10	3	14	15	6	4	2	3	13	10	21	13	3	6	4	1	8	3	7	2	10	20	6	29	17	20	12	2
2:Del:R:1	5	9	3	6	6	5	5	1	3	6	15	2	7	13	3	16	4	14	12	2	3	6	8	10	6	1	30	2	6	2	30	13	28	13	3	3	11	6	5	7	6	7	4	4	8	13	13	8	80	1	15	8	7	6	8	4	8	6	4	9	35	3	14	1	6	3	6	7	202	17	9	9	1331	14	17	2	6	6	25	5	3	7	7	4	5	13	4	7	6	9	11	8	3	4	7	8	2	27	4	5	4	5	4	15	14	5	4	10	8	2	2	9	7	3	7	9	7	7	0	7	8	30	4	3	14	6	8	0	3	7	3	11	10	5	12	10	1	8	5	2	32	11	9	14	3	9	4	17	6	0	13	8	7	29	2	7	4	51	10	9	5	7	13	2	6	9	7	5	2	5	15	4	6	7	14	10	1	10	7	6	5	8	7	42	0	30	1	9	11	6	5	10	13	6	15	3	9	5	1	7	34	41	5	2	1	2	12	9	11	0	9	10	8	2	212	4	27	3	9	6	25	17	7	3	5	14	9	8	3	12	9	271	22	7	75	1	29	167	7	3	7	29	14	1	11	7	8	2	9	6	4	71	9	4	9	13	4	10	15	8	9	9	2	20	13	1	29	6	12	7	4	6	5	502	10	10	2	6	5	6	8	6	5	6	12	13	25	3	9	56	8	13	24	7	3	3	3	24	8	9	14	54	25	6	4	2	5	0	7	10	1	2	25	4	6	6	8	11	25	5	5	25	12	4	7	11	9	12	25	17	8	14	6	25	6	21	25	6	6	5	9	8	1	1	116	10	3	8	7	9	11	8	16	9	17	1	25	8	6	5	8	17	6	3	3	6	16	3	4	3	4	12	7	3	4	7	5	12	10	12	7	51	1	20	21	12	285	5	0	3	9	3	6	22	16	7	9	7	3	43	1	1	4	0	7	4	36	65	11	5	8	6	7	49	9	2	2	10	6	5	7	4	11	5	10	16	5	35	13	20	49	5
2:Del:R:2	0	3	3	1	1	1	1	1	4	2	4	0	3	2	3	6	0	2	12	3	0	1	5	1	3	0	8	2	1	1	18	3	8	2	1	4	0	2	1	3	3	2	0	3	6	6	8	3	42	0	3	6	3	2	3	2	6	1	2	3	7	0	2	0	6	0	6	3	41	4	8	1	303	3	2	1	2	3	6	0	4	2	0	0	1	5	3	6	0	2	6	4	1	0	1	1	3	6	1	1	1	2	3	12	2	4	2	1	3	2	0	3	3	5	5	3	5	3	0	2	2	11	1	3	6	2	2	2	0	1	3	2	3	1	2	1	4	0	1	3	8	4	2	6	1	2	1	2	0	1	4	5	3	10	0	2	2	18	1	2	1	1	2	2	2	0	2	2	1	2	9	3	4	4	4	3	2	4	5	1	0	1	2	8	2	13	1	3	4	2	0	2	2	3	7	1	2	4	0	3	9	9	0	2	3	1	3	1	1	1	4	7	2	0	53	1	11	0	1	3	5	7	5	2	0	3	2	2	3	4	0	92	9	3	21	1	10	44	6	0	2	8	4	3	1	5	3	2	3	10	0	9	3	1	5	3	1	5	3	2	3	2	2	5	6	0	11	2	8	3	3	0	3	120	6	3	1	1	1	0	0	2	1	1	7	2	16	1	3	15	3	2	4	2	1	0	2	6	6	4	7	22	5	4	3	0	2	0	1	2	2	1	22	2	0	1	2	1	11	1	0	8	1	1	2	5	2	7	10	4	2	2	1	24	2	3	8	3	4	0	0	1	0	4	44	1	2	3	5	3	2	1	2	3	5	1	8	0	3	4	2	8	4	2	2	1	4	1	1	1	2	1	1	1	2	2	2	2	6	2	2	16	0	8	3	5	56	0	0	2	4	0	1	5	8	1	2	3	1	6	0	0	0	1	5	1	16	21	1	2	0	2	4	10	1	2	1	2	1	2	1	2	4	0	3	6	4	13	2	5	11	3
2:Del:R:3	0	3	0	0	0	1	1	0	0	0	2	0	2	0	1	0	2	1	0	0	0	0	0	1	1	0	2	1	0	0	0	2	2	0	0	1	0	0	0	0	1	1	0	0	3	0	3	3	68	2	2	0	0	0	1	0	0	1	1	1	2	0	1	0	0	0	0	0	15	1	0	0	92	2	2	1	0	0	1	0	0	3	0	0	0	4	1	0	0	0	3	0	0	1	1	0	0	2	2	1	0	1	0	2	4	0	0	0	1	0	0	1	0	0	2	3	0	0	1	2	3	7	0	0	1	2	2	2	0	1	0	4	1	0	2	1	2	1	1	3	5	4	4	1	1	0	1	1	1	2	1	1	2	2	1	3	1	1	2	4	2	3	2	1	2	3	0	1	0	0	23	0	2	1	6	1	2	3	1	1	0	1	3	4	1	6	1	1	3	1	0	6	0	0	2	2	2	1	1	1	6	5	1	1	0	2	2	1	1	0	2	1	1	0	15	0	4	0	1	1	2	2	1	4	1	1	3	0	0	2	1	209	1	0	5	0	1	16	3	0	4	2	2	1	5	3	2	1	0	2	2	8	3	3	1	0	0	3	2	1	3	2	0	3	1	0	5	6	1	3	3	1	1	55	1	2	1	1	2	0	2	2	1	0	1	3	3	0	4	5	2	1	3	1	3	1	0	1	0	0	4	4	1	1	0	2	1	0	1	0	1	1	11	2	2	3	1	2	2	1	0	3	0	1	2	0	1	3	4	6	0	2	1	10	0	4	7	0	0	1	3	2	1	1	63	2	1	0	3	2	1	3	2	0	1	1	4	1	2	1	3	2	3	0	2	0	0	0	2	2	1	1	0	1	6	3	0	2	6	3	0	3	2	6	1	0	21	2	1	0	0	0	0	1	3	2	2	1	0	2	1	1	1	0	2	1	4	11	1	1	0	2	1	5	3	3	0	2	3	2	0	3	2	1	0	4	1	3	2	1	4	0
2:Del:R:4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	64	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	2	0	3	0	0	0	16	2	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	2	0	1	0	1	0	1	0	1	1	0	0	1	0	3	1	0	1	0	0	1	2	0	0	0	1	0	1	2	0	2	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	1	3	0	2	0	4	1	0	0	0	0	0	0	2	0	1	0	1	29	0	2	1	1	1	1	1	1	0	1	1	4	3	0	3	1	0	1	0	1	0	3	1	1	0	2	0	0	2	2	3	0	0	0	0	1	2	0	0	0	0	0	0	8	0	1	0	0	3	2	1	0	1	0	1	0	0	0	2	0	268	0	1	0	0	1	4	2	0	0	1	0	0	0	1	3	0	0	0	0	4	0	0	1	0	0	1	2	1	3	3	0	1	1	1	3	1	2	0	1	0	0	10	3	1	0	0	2	0	1	0	0	1	1	1	3	0	2	2	2	1	0	0	0	2	1	2	0	0	2	5	2	1	0	1	1	0	1	1	1	0	9	1	1	1	0	2	2	1	0	2	1	0	2	1	0	2	2	1	0	2	1	5	1	0	1	0	0	1	0	0	1	1	54	0	1	0	2	0	0	3	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	2	0	3	0	1	0	2	4	2	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	1	7	1	0	1	0	0	2	1	0	1	1	1	1	2	0	1	1	2	0	0	1	0	1	3	0
2:Del:R:5	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	124	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	2	4	0	8	0	7	5	0	6	2	1	3	8	6	2	3	0	1	3	5	5	4	1	4	2	6	1	1	7	2	5	7	6	0	2	0	2	2	1	1	2	0	4	0	2	0	0	1	3	2	3	3	1	5	1	2	1	0	1	0	2	0	0	1	1	0	2	3	0	1	3	2	2	0	0	2	1	1	3	1	2	0	3	2	0	0	7	5	4	6	2	2	4	0	4	2	3	1	1	75	2	0	2	3	1	2	10	3	3	0	4	7	5	0	1	2	2	6	2	2	2	2	3	6	6	3	2	9	1	3	4	1	0	1	1	1	0	4	1	4	0	0	2	7	2	2	3	0	3	13	4	0	6	0	4	1	0	5	1	1	1060	1	2	7	0	5	12	1	0	3	11	9	3	1	11	5	1	1	2	1	8	5	2	3	3	0	0	2	4	8	5	4	7	2	1	5	1	1	1	2	0	1	7	3	1	2	2	2	1	0	1	1	2	3	4	4	1	1	4	8	1	1	8	1	2	3	4	4	2	2	5	7	5	0	1	1	3	2	7	0	0	9	3	1	2	1	1	1	0	3	1	3	0	1	1	0	1	5	1	2	0	5	14	0	2	3	2	1	1	3	1	1	2	173	3	0	1	7	9	0	2	4	0	0	2	4	3	0	4	1	3	10	9	3	1	0	1	0	2	3	2	2	1	3	8	3	3	8	1	3	4	0	2	1	1	9	1	0	3	2	2	1	1	8	0	0	0	0	0	1	1	4	0	1	0	1	11	2	0	0	1	4	4	3	1	1	4	4	0	0	1	1	3	1	0	3	5	3	0	4	8
3:Del:R:0	2	10	5	3	0	7	6	4	2	8	5	0	2	7	6	11	6	8	2	2	0	0	7	4	7	0	4	1	3	0	15	8	19	2	7	4	10	1	5	2	2	1	0	0	5	7	9	0	12	3	6	5	1	2	5	4	1	0	3	0	20	0	5	1	2	4	6	0	3	0	4	6	12	3	2	0	3	2	16	4	2	10	1	0	4	4	2	4	3	3	4	8	2	2	3	1	3	18	5	4	0	3	1	12	3	5	3	5	2	1	3	4	2	6	5	3	3	2	4	3	1	3	0	1	3	4	7	2	0	5	1	5	3	1	4	7	0	2	2	3	14	3	1	4	2	4	0	5	3	0	5	1	2	17	6	3	1	9	0	2	7	1	1	0	1	2	2	2	1	2	5	0	2	4	7	3	0	7	1	7	1	6	4	5	1	14	2	0	11	0	1	5	6	3	1	3	3	2	2	3	10	4	4	3	2	2	3	1	5	1	3	8	6	1	7	5	2	4	1	1	8	5	3	1	1	1	3	6	3	2	3	42	1	0	7	2	2	15	8	1	1	2	9	1	2	3	5	4	1	2	0	7	4	4	2	6	3	5	3	6	5	6	7	15	11	0	21	4	3	2	3	2	4	6	1	2	4	4	1	4	4	1	0	3	5	4	8	4	10	15	3	4	9	3	4	4	2	7	4	5	3	8	6	2	2	1	1	2	2	2	0	1	4	1	3	1	2	5	3	1	2	14	3	3	1	8	10	3	3	6	3	7	2	4	4	1	11	1	2	1	3	4	1	0	10	3	1	3	9	4	2	3	2	5	9	1	6	2	1	4	3	2	0	3	3	1	4	1	2	2	2	4	2	0	5	4	4	6	5	8	2	16	0	11	1	7	17	2	4	6	0	1	0	6	4	1	1	7	2	4	0	4	2	1	2	0	2	5	0	0	1	0	1	3	5	3	0	1	3	0	1	1	5	5	1	13	2	22	6	3	3	4
3:Del:R:1	4	5	4	3	4	5	6	3	4	2	4	6	3	7	3	4	4	6	8	2	2	4	4	6	6	2	32	1	3	0	14	4	14	7	2	6	5	1	5	4	1	3	1	1	3	6	10	4	90	0	8	6	8	3	10	15	1	5	6	5	7	5	5	2	6	2	9	5	174	6	4	5	175	8	10	2	0	4	3	1	3	8	2	3	4	7	2	11	4	7	3	2	4	3	2	7	2	7	3	1	0	2	2	7	4	0	6	4	4	0	0	4	2	5	11	6	5	10	5	7	2	27	3	5	3	2	6	1	0	5	3	12	3	1	8	3	3	2	5	4	26	7	4	10	2	4	3	2	3	2	2	3	2	10	3	3	3	45	9	9	6	2	6	5	4	6	1	1	0	3	8	3	4	4	8	6	4	8	3	5	3	4	5	40	1	15	3	4	10	3	0	2	13	5	12	3	4	2	1	10	17	33	1	1	2	5	14	4	5	1	8	7	6	0	11	4	8	9	4	0	13	11	4	2	2	9	5	6	2	12	2	208	17	3	48	2	25	20	6	0	10	20	5	2	1	4	4	2	3	2	3	63	9	4	0	9	2	7	2	4	3	11	4	15	3	3	12	6	11	6	2	5	2	36	8	1	6	5	2	2	2	0	8	5	14	5	11	2	8	44	9	9	5	2	1	3	2	16	20	20	13	49	17	5	4	1	4	2	2	2	1	4	10	4	7	11	0	1	21	2	1	7	7	3	3	12	7	3	14	8	2	2	2	13	4	15	14	3	12	0	6	1	4	3	105	4	5	6	8	6	4	5	12	8	5	1	7	1	5	4	4	8	5	1	0	1	11	4	2	2	2	4	1	7	10	1	0	8	9	6	0	41	1	7	7	2	206	3	5	2	1	1	3	13	6	4	5	4	3	26	1	0	1	1	4	3	5	42	4	6	3	1	8	36	1	3	6	6	7	0	8	1	9	1	5	8	2	7	4	7	47	2
3:Del:R:2	0	0	0	3	0	0	1	1	2	1	3	1	0	1	0	1	0	1	1	0	2	0	1	1	2	0	10	1	0	0	6	1	3	0	0	1	1	0	1	1	0	1	0	0	1	1	3	0	38	0	2	0	1	0	2	3	1	2	0	2	2	0	1	0	2	2	1	2	41	2	1	0	35	2	5	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	3	0	1	1	2	1	0	0	0	1	1	0	0	1	2	0	1	0	1	1	1	0	2	1	2	1	1	0	0	0	6	0	1	4	0	0	1	0	1	0	6	2	1	0	0	0	3	2	2	4	2	1	2	0	1	1	0	0	1	2	0	0	0	0	1	0	15	1	0	1	1	2	0	2	2	0	1	1	0	1	0	1	0	0	1	2	3	0	1	0	0	1	10	1	2	0	1	1	0	1	0	3	1	4	1	0	2	1	4	0	8	3	0	0	0	5	0	1	0	1	1	1	0	4	0	1	2	2	0	5	3	0	1	0	1	1	1	2	4	2	58	5	1	14	2	5	4	1	0	0	8	2	2	0	0	0	1	0	2	1	15	0	1	1	0	0	3	2	0	2	1	2	2	3	1	2	0	1	2	0	0	0	8	1	1	2	0	2	0	0	3	1	0	6	2	1	0	1	12	0	1	2	0	0	1	1	6	5	3	4	18	6	1	3	1	0	0	0	0	0	0	0	1	0	1	0	0	6	0	1	2	2	1	1	1	2	0	3	1	0	1	1	3	1	8	2	0	2	1	0	1	0	0	49	1	0	3	0	0	0	2	1	1	0	0	0	0	0	3	1	6	2	0	1	0	1	0	3	1	1	1	0	1	1	0	0	0	5	1	1	17	1	1	0	1	56	0	0	0	1	0	0	3	5	0	1	2	0	10	0	0	0	0	1	0	0	15	1	0	1	1	1	11	0	0	0	0	0	0	2	0	1	0	2	2	1	1	0	4	24	1
3:Del:R:3	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	9	0	1	0	0	0	0	0	0	1	0	0	5	0	1	0	0	0	1	0	14	0	0	0	6	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	3	0	1	0	0	1	0	0	0	0	1	3	0	2	0	1	0	0	2	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	3	0	0	2	0	0	20	1	0	4	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	6	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	1	0	0	0	0	2	2	1	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	2	1	0	1	1	1	0	0	0	14	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	2	0	25	1	0	0	0	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	6	1
