Samples	ID1	ID2	ID3	ID5	ID8	ID9	ID14	ID19
WIDE01010319T	1051	596	0	0	0	0	1730	0
WIDE01010327T	871	514	0	0	0	0	0	0
CPCT02230100T	1266	1493	0	0	0	0	789	0
WIDE01010338T	1620	1231	0	0	0	0	0	0
CPCT02380040T	790	536	0	0	0	0	591	0
WIDE01010299T	395	474	0	0	0	0	874	0
WIDE01010353T	372	263	0	266	0	0	0	0
CPCT02190017T	213	193	0	0	0	0	578	202
WIDE01010366T	1569	589	0	0	0	0	0	0
CPCT02190037T	402	404	0	0	0	0	1541	0
WIDE01010389T	351	225	0	0	0	0	0	0
CPCT02050354T	848	698	0	0	0	0	0	0
CPCT02040122T	613	330	0	0	0	226	349	0
DRUP01070080T	11460	121925	0	0	0	0	0	0
WIDE01010027T	436	320	0	0	0	0	168	0
CPCT02050358T	2586	1479	0	0	0	0	0	0
WIDE01010407T	632	837	661	0	0	0	893	0
DRUP01050026T	406	632	0	0	242	0	332	546
CPCT02060136T	564	1173	0	0	0	0	2532	0
CPCT02290036T	967	392	0	0	0	0	0	0
WIDE01010426T	552	405	0	0	0	0	0	0
WIDE01010379T	414	261	0	0	0	0	179	0
CPCT02390022T	339	197	0	0	174	0	0	340
WIDE01010429T	863	487	0	0	0	0	469	0
WIDE01010434T	485	461	0	301	0	0	142	0
CPCT02050355T	974	661	0	0	0	0	0	327
CPCT02010835T	1134	2238	0	0	0	0	0	0
DRUP01020053T	34182	174255	0	0	0	0	0	0
DRUP01040016T	24641	129005	0	0	0	0	0	0
CPCT02010841T	667	806	0	0	0	0	259	314
WIDE01010441T	347	618	0	723	0	0	0	0
CPCT02010786T	14550	92254	0	0	0	0	0	0
WIDE01010439T	497	237	0	0	0	0	0	0
CPCT02010839T	965	700	0	0	0	0	0	0
DRUP01050025T	681	1253	0	0	557	0	0	982
WIDE01010446T	362	490	0	321	0	0	260	0
WIDE01010447T	1002	567	0	0	0	0	0	0
WIDE01010425T	1405	1446	0	0	0	0	438	0
WIDE01010442T	1506	1419	0	0	0	0	0	0
WIDE01010451T	2238	4389	0	0	0	0	0	0
CPCT02160049T	1044	1144	0	0	0	0	530	0
WIDE01010456T	804	693	0	0	0	0	728	0
CPCT02330111T	1207	727	0	0	0	0	0	0
CPCT02120136T	352	100	0	0	0	0	0	131
CPCT02030493T	252	135	0	151	0	0	117	95
CPCT02020757T	1306	1212	0	0	0	0	492	0
DRUP01030018T	29582	182223	0	0	0	0	0	0
CPCT02060239T	785	682	0	0	435	0	0	0
CPCT02330112T	1042	990	0	0	973	0	0	0
DRUP01330008T	780	868	0	0	0	928	713	0
CPCT02330043T	715	780	0	2066	0	0	672	0
CPCT02010873T	652	432	0	0	0	0	0	0
CPCT02010860T	548	401	0	0	0	0	0	0
CPCT02090050T	510	211	0	0	0	0	0	210
CPCT02380047T	742	494	457	0	0	0	361	0
CPCT02050375T	1012	901	0	0	0	0	833	0
CPCT02390027T	414	242	0	229	0	0	0	0
DRUP01050028T	7598	56844	0	0	0	0	0	0
CPCT02310013T	1145	818	0	0	0	0	391	0
CPCT02120145T	337	122	0	0	0	0	0	172
WIDE01010606T	56053	104816	0	0	0	0	0	0
CPCT02110071T	1432	1153	724	0	0	0	0	0
CPCT02320005T	836	902	0	0	0	0	864	0
CPCT02290044T	543	488	0	0	0	0	675	261
CPCT02020758T	415	213	0	0	0	0	0	0
DRUP01010047TII	10274	112048	0	0	0	0	0	0
CPCT02010880T	561	358	0	0	0	221	0	214
CPCT02010884T	241	268	0	0	0	0	936	0
WIDE01010460T	34498	169799	0	0	0	0	0	0
CPCT02010882T	23827	157322	0	0	0	0	0	0
CPCT02080244T	663	581	0	0	0	273	323	0
CPCT02010881T	705	874	0	0	0	0	0	0
CPCT02170033T	296	393	0	277	230	0	160	0
CPCT02120079T	644	380	0	0	0	0	0	237
CPCT02040258T	0	887	0	0	0	0	2336	0
CPCT02040269T	802	757	0	0	0	0	397	0
CPCT02090059T	583	850	0	0	476	344	431	0
CPCT02330102T	781	736	0	0	0	543	0	0
CPCT02390033T	480	535	0	0	0	0	0	235
CPCT02030514T	1209	470	0	1028	0	0	0	0
CPCT02010898T	555	107	0	0	0	0	0	187
CPCT02110073T	725	840	0	0	0	0	0	0
CPCT02340095T	315	423	0	0	0	0	0	277
CPCT02050387T	880	471	0	0	0	0	0	0
CPCT02390034T	959	1365	0	0	0	0	914	0
CPCT02130144T	2568	963	0	0	0	0	0	0
CPCT02210064T	1392	2780	0	0	0	0	0	0
CPCT02410008T	357	190	0	0	0	0	0	158
CPCT02170037T	0	565	0	0	0	0	2164	0
CPCT02170035T	19370	123005	0	0	0	0	0	0
CPCT02020802T	1037	678	0	0	0	0	0	0
CPCT02230117T	1451	1428	0	0	0	0	0	0
CPCT02350009T	881	2202	0	0	0	0	0	0
CPCT02210070T	929	557	0	0	0	0	0	0
CPCT02120160T	1010	992	0	0	0	0	0	0
CPCT02180072T	475	361	0	0	167	0	0	216
CPCT02350012T	837	542	0	0	0	0	0	0
CPCT02050397T	574	675	0	0	0	0	256	0
CPCT02030528T	579	910	0	0	0	414	804	0
CPCT02100182T	457	527	0	0	0	0	393	0
DRUP01050031T	922	1627	0	0	0	794	0	0
CPCT02370036T	933	560	0	0	0	0	286	376
CPCT02050398T	1692	676	0	0	0	0	0	0
CPCT02120162T	668	376	0	0	0	0	0	263
CPCT02130137T	952	530	0	0	0	0	0	381
CPCT02300048T	824	333	0	0	0	316	0	0
CPCT02250011T	0	591	0	0	0	0	2864	0
CPCT02050261T	838	859	0	0	0	0	0	0
DRUP01160001T	295	525	0	0	627	731	874	0
CPCT02150025T	472	227	0	370	0	0	0	199
DRUP01020033T	1000	1309	0	0	0	0	779	0
CPCT02460002T	229	495	0	0	0	745	1429	0
CPCT02040264T	688	776	0	0	0	0	367	0
CPCT02370037T	1196	1252	0	0	0	0	0	0
CPCT02100188T	31	0	30	0	47	0	0	54
DRUP01220004T	295	269	0	0	0	258	0	0
CPCT02380011T	614	361	0	0	0	416	265	0
CPCT02160057T	448	392	0	0	0	308	351	0
CPCT02050220T	450	421	0	0	0	0	317	271
CPCT02220059T	137	182	0	0	0	0	946	0
DRUP01090023T	692	294	0	0	0	0	0	0
CPCT02120171T	996	789	0	0	0	0	0	0
CPCT02050269T	434	251	0	0	0	0	388	0
CPCT02230023T	336	783	0	784	389	0	0	0
CPCT02180045T	1346	1430	0	0	0	0	0	0
CPCT02090023T	1262	649	0	0	0	0	631	477
CPCT02050238T	558	262	0	0	0	0	0	225
CPCT02070405T	993	1778	0	0	0	0	491	0
CPCT02060135T	986	762	0	0	0	0	0	0
CPCT02230053T	1186	1034	0	0	0	0	0	0
CPCT02330052T	1680	1261	0	0	0	0	0	0
CPCT02330049T	1068	1188	0	0	0	0	0	0
DRUP01010047T	12641	128622	0	0	0	0	0	0
CPCT02370002TII	745	570	0	698	0	0	0	409
CPCT02190023T	1126	983	0	0	0	0	0	0
CPCT02230055T	465	285	0	739	252	0	284	300
CPCT02030414T	1598	1073	0	0	0	0	0	0
DRUP01030026T	746	878	0	0	0	0	0	0
CPCT02050278T	1063	529	0	0	0	0	0	0
CPCT02210027T	921	543	0	0	0	0	492	351
CPCT02230045T	934	827	0	0	0	0	0	0
CPCT02110046T	183	231	257	0	0	0	585	216
CPCT02010674T	441	468	0	0	0	0	390	324
CPCT02050279T	19018	122383	0	0	0	0	0	0
CPCT02220027T	994	840	0	0	0	0	414	0
CPCT02160034T	1381	3372	0	0	0	0	0	0
CPCT02070239T	1034	497	0	0	0	0	0	353
CPCT02340024T	1383	1594	0	0	0	0	0	0
CPCT02030382T	602	973	0	0	0	0	0	0
CPCT02120054T	267	169	0	0	172	0	227	236
CPCT02310002T	790	816	0	0	0	0	0	0
CPCT02120066T	869	884	0	1083	0	0	341	0
CPCT02440001T	1049	851	0	0	0	0	0	0
CPCT02100120T	1906	2483	0	0	0	0	883	0
DRUP01010051T	20016	111329	0	0	0	0	0	0
CPCT02340036T	461	618	0	1248	0	0	334	0
CPCT02040165T	605	392	0	638	0	0	314	0
CPCT02450004T	648	753	0	0	0	0	558	317
CPCT02330051T	660	576	0	0	0	0	253	389
CPCT02080126T	714	296	0	0	0	464	0	0
CPCT02240007T	218	163	0	0	112	0	0	182
CPCT02340014T	0	0	0	0	0	0	3260	0
CPCT02170016T	639	658	0	0	0	0	334	0
CPCT02330055T	512	654	0	0	0	0	0	0
CPCT02180042T	465	501	0	0	0	0	489	0
CPCT02010666T	818	559	0	0	0	0	0	0
CPCT02340029T	1690	1750	0	0	0	665	0	0
CPCT02070232T	526	432	0	0	0	491	0	0
CPCT02080042T	1463	1097	0	0	0	0	0	0
CPCT02240009T	816	504	0	0	0	0	341	384
CPCT02230057T	420	246	457	0	0	0	231	344
CPCT02040183T	192	0	0	126	86	0	0	91
CPCT02050256T	370	262	0	0	0	0	174	206
CPCT02050258T	1591	709	0	0	0	0	0	0
CPCT02330053T	683	419	0	464	0	0	368	0
DRUP01010041T	844	1351	0	0	0	0	955	0
DRUP01010044T	1365	3383	0	0	0	0	0	0
CPCT02020611T	1026	846	0	0	0	816	0	0
CPCT02050252T	1502	1752	0	0	0	0	1082	0
CPCT02290017T	887	455	0	0	0	0	0	256
CPCT02050259T	537	2017	0	0	0	0	969	0
CPCT02060155T	773	479	0	0	0	0	0	465
CPCT02050260T	698	367	0	0	0	0	0	307
CPCT02290016T	592	547	0	0	0	0	295	0
CPCT02050118T	983	809	0	0	0	0	0	0
CPCT02090004T	432	978	0	0	0	0	1436	0
CPCT02050115T	804	926	0	0	0	0	405	0
CPCT02210007T	1454	720	0	0	0	0	0	0
CPCT02050175T	819	612	0	0	0	0	251	0
CPCT02380005T	923	477	0	0	0	0	0	0
CPCT02010543T	1369	610	0	0	0	0	0	0
CPCT02270001T	636	628	518	0	0	0	1224	0
CPCT02100019T	20830	90816	0	0	0	0	0	0
CPCT02010576T	176	140	0	370	0	0	0	0
CPCT02330024T	919	657	0	0	0	0	0	0
CPCT02120021T	1187	752	0	0	0	0	0	0
CPCT02120023T	636	523	0	0	0	0	0	0
CPCT02030343T	406	355	0	0	0	0	0	0
CPCT02330036T	827	965	0	0	0	0	0	0
CPCT02050184T	749	1465	851	0	0	0	0	0
DRUP01070017T	399	722	0	0	0	340	1401	0
CPCT02210018T	1259	1120	0	0	0	0	345	0
CPCT02020521T	447	256	0	0	0	296	0	0
CPCT02110033T	710	826	0	0	1584	0	0	0
CPCT02220019T	1076	669	0	0	0	0	1324	0
CPCT02010579T	1548	949	0	0	0	0	0	0
CPCT02010587T	537	385	0	0	0	0	255	0
CPCT02220020T	887	408	0	0	0	0	370	0
CPCT02060096T	915	797	0	0	0	0	0	0
CPCT02070167T	660	435	0	0	0	0	0	0
CPCT02080077T	732	393	0	0	0	0	0	0
CPCT02300017T	753	286	0	589	0	0	0	0
CPCT02010590T	910	1434	0	0	0	0	972	0
CPCT02220022T	1303	683	0	0	0	0	0	0
CPCT02120031T	799	871	0	0	0	0	382	0
CPCT02120030T	875	627	0	0	0	0	259	0
DRUP01010025T	19224	129792	0	0	0	0	0	0
CPCT02010604T	538	213	0	0	0	0	0	179
CPCT02100086T	389	355	0	315	288	0	234	0
CPCT02050199T	768	688	0	0	0	0	350	0
CPCT02220023T	0	0	6361	0	0	0	0	0
CPCT02010605T	1270	715	0	0	0	0	0	0
CPCT02060103T	882	1513	0	0	0	0	0	0
CPCT02010607T	265	491	0	0	0	0	914	0
CPCT02010598T	686	1351	0	0	0	0	0	0
CPCT02140047T	959	908	0	0	0	0	0	0
CPCT02070171T	912	500	0	0	0	0	0	280
CPCT02220024T	595	842	0	697	0	0	1184	0
CPCT02160028T	1107	721	0	0	0	0	377	0
CPCT02370005T	846	954	0	0	0	0	0	0
CPCT02230024T	662	343	0	525	0	0	387	0
CPCT02230032T	997	1017	0	0	0	0	0	0
CPCT02070185T	1252	715	0	0	0	0	0	0
CPCT02230027T	1745	911	0	0	0	0	0	0
CPCT02030357T	29654	178929	0	0	0	0	0	0
CPCT02080062T	1235	850	0	0	0	0	0	0
CPCT02330045T	876	650	0	0	0	424	0	0
CPCT02010614T	241	213	0	0	0	0	317	209
CPCT02380015T	541	363	0	0	0	0	0	205
CPCT02050187T	701	789	0	525	0	0	0	0
CPCT02050211T	17342	89491	0	0	0	0	0	0
CPCT02020554T	1148	1259	0	0	0	0	650	0
CPCT02030361T	782	474	0	779	0	0	811	0
CPCT02080131T	460	311	0	289	0	0	0	0
CPCT02380016T	559	5598	0	0	0	0	1565	0
CPCT02340017T	286	362	0	0	239	405	495	298
CPCT02010623T	1165	1549	0	0	0	0	809	0
CPCT02010624T	1237	1181	0	0	0	0	0	0
DRUP01090003T	19380	106793	0	0	0	0	0	0
CPCT02210023T	416	389	0	447	0	0	389	339
CPCT02210024T	91	106	0	319	0	0	842	175
CPCT02050227T	405	176	0	0	0	0	0	150
CPCT02070198T	512	516	0	0	0	0	0	345
CPCT02030371T	548	495	0	0	0	317	816	0
CPCT02040140T	265	207	0	230	0	0	0	211
CPCT02060124T	257	69	0	340	246	0	0	147
CPCT02220025T	1317	1361	0	0	0	0	0	0
CPCT02120042T	19373	175487	0	0	0	0	0	0
CPCT02120048T	362	462	0	0	0	0	0	166
CPCT02120044T	291	294	0	0	0	0	202	181
CPCT02120041T	507	258	0	0	0	0	132	179
CPCT02050234T	938	1335	0	0	0	0	0	0
CPCT02050241T	434	300	0	324	195	0	0	272
CPCT02100106T	676	375	0	0	0	0	0	308
CPCT02210029T	448	652	0	0	0	0	805	0
CPCT02340022T	7930	2439	0	0	0	0	0	0
CPCT02040148T	1887	1385	0	0	0	0	0	0
CPCT02040152T	813	861	0	0	0	0	0	0
CPCT02040151T	462	474	0	0	0	0	240	219
CPCT02180008T	1697	1000	0	0	0	0	0	0
CPCT02110012T	293	130	0	0	0	0	0	0
CPCT02050093T	969	831	0	821	0	0	0	0
CPCT02040068T	751	487	0	0	0	0	0	0
CPCT02050085T	1042	1050	0	0	0	0	408	0
CPCT02110013T	1543	2091	0	0	0	0	0	0
CPCT02100042T	824	370	0	0	0	331	635	0
CPCT02040067T	961	714	0	0	0	0	0	0
CPCT02030306T	1502	784	0	0	0	0	0	0
CPCT02050097T	717	579	0	436	0	0	0	0
CPCT02040062T	1145	504	0	0	0	0	0	0
CPCT02190004T	261	312	0	0	0	0	121	149
CPCT02070066T	522	874	0	0	0	0	1635	0
CPCT02230003T	778	510	0	1393	0	0	0	0
CPCT02210008T	845	912	0	0	0	0	327	0
CPCT02050095T	518	736	0	0	0	0	374	0
CPCT02210009T	511	605	0	0	0	481	350	0
CPCT02230005T	282	147	0	172	0	0	0	0
CPCT02010473T	704	374	0	0	0	0	0	0
CPCT02010485T	281	239	0	279	305	0	211	0
CPCT02050104T	0	0	0	0	0	0	5165	0
CPCT02010483T	454	676	0	0	0	0	870	0
CPCT02020442T	923	853	0	0	0	0	0	0
CPCT02050107T	496	337	0	0	0	0	0	0
CPCT02070070T	451	636	0	0	0	290	470	0
CPCT02050113T	768	250	0	0	0	0	318	0
CPCT02020454T	932	676	0	0	0	0	633	0
CPCT02010474T	908	2412	0	0	0	0	0	0
CPCT02010471T	741	626	0	0	0	0	0	0
CPCT02040075T	1083	610	0	0	0	0	0	0
CPCT02210011T	560	306	0	0	0	0	0	0
CPCT02080075T	1030	489	0	0	0	322	0	0
CPCT02100013TII	790	933	0	870	381	0	0	0
CPCT02210012T	255	168	0	0	0	0	0	100
CPCT02010506T	247	234	0	324	0	0	344	0
CPCT02190007T	400	899	0	700	0	0	369	0
CPCT02010488T	792	645	0	0	0	0	784	0
CPCT02010512T	0	406	621	0	0	607	1340	0
CPCT02080080T	941	527	0	0	0	378	0	0
DRUP01050001T	18379	110269	0	0	0	0	0	0
CPCT02030319T	347	571	0	0	0	0	339	0
CPCT02080084T	1668	1187	0	0	0	0	532	0
CPCT02010514T	282	254	0	0	0	0	0	0
CPCT02230012T	840	401	0	0	0	0	396	0
CPCT02100036T	271	171	0	0	0	0	131	0
CPCT02100057T	1228	1393	0	0	0	0	0	0
CPCT02230006T	1077	1228	0	0	0	0	0	0
CPCT02230011T	43	0	0	112	36	0	0	46
CPCT02030323T	1118	1363	0	0	0	0	1157	0
CPCT02010533T	0	321	0	0	0	0	2040	0
