MutationType	SP124389	SP124362	SP124394	SP124334	SP124339	SP124454	SP124380	SP124273	SP124357	SP124399	SP124311	SP124355	SP124434	SP124428	SP124449	SP124298	SP124431	SP124396	SP124409	SP124341	SP124353	SP124278	SP124376	SP124346	SP124439	SP124351	SP124406	SP124323	SP124391	SP124423	SP124382	SP124415	SP124436	SP124460	SP124425	SP124456	SP124367	SP124281	SP124377	SP124412	SP124333	SP124359	SP124286	SP124329	SP124326	SP124458	SP124401	SP124264	SP124384	SP124403	SP124462	SP124271	SP124336	SP124452	SP124386	SP124441	SP124418	SP124291	SP124319	SP124305	SP124447	SP124344	SP124369	SP124348	SP124295	SP124444	SP124365	SP124420	SP124364	SP124307	SP82445	SP83242	SP103894	SP83382	SP82451	SP104330	SP83312	SP82614	SP82431	SP82459	SP113197	SP82532	SP82636	SP82796	SP83482	SP104530	SP82429	SP82644	SP82988	SP82461	SP82900	SP82399	SP82756	SP82836	SP82417	SP82471	SP82435	SP104056	SP83083	SP82433	SP82780	SP83019	SP83099	SP83146	SP103866	SP83844	SP83027	CPCT02060044T	CPCT02030247T	CPCT02050043T	CPCT02020342T	CPCT02010371T	CPCT02030256T	CPCT02050045T	CPCT02050047T	CPCT02010393T	CPCT02020358T	CPCT02090002T	CPCT02010403T	CPCT02030272T	CPCT02020373T	CPCT02050052T	CPCT02030270T	CPCT02050056T	CPCT02050055T	CPCT02030279T	CPCT02020320T	CPCT02060037T	CPCT02100033T	CPCT02010436T	CPCT02010439T	CPCT02060043T	CPCT02030284T	CPCT02020410T	CPCT02020408T	CPCT02030291T	CPCT02050079T	CPCT02050073T	CPCT02220001T	CPCT02010440T	CPCT02011020T	CPCT02340050T	CPCT02080280T	CPCT02080282T	CPCT02060163T	CPCT02011025T	CPCT02010754TII	CPCT02010716T	CPCT02170039T	CPCT02080284T	CPCT02030555T	CPCT02011037T	CPCT02120180T	CPCT02050304T	CPCT02020895T	CPCT02090032T	CPCT02020662T	DRUP01080025T	CPCT02020891T	CPCT02080266TII	CPCT02020901T	CPCT02080287T	CPCT02011045T	CPCT02020897T	CPCT02120101T	CPCT02020910T	CPCT02120095T	CPCT02080294T	CPCT02080292T	CPCT02120098T	CPCT02120105T	CPCT02020914T	CPCT02160035T	CPCT02050310T	CPCT02290061T	CPCT02050308T	CPCT02090035T	CPCT02020933T	CPCT02020930T	CPCT02020934T	CPCT02020939T	CPCT02020670T	CPCT02020837TII	CPCT02030459T	CPCT02350019T	CPCT02050424T	CPCT02340064T	CPCT02011045TII	CPCT02120189T	CPCT02010754T	CPCT02020868T	CPCT02060286T	CPCT02060288T	CPCT02120193T	CPCT02120187T	CPCT02120191T	CPCT02080304T	CPCT02080307T	CPCT02080303T	CPCT02340067T	CPCT02030461T	CPCT02020919T	CPCT02050432T	CPCT02120110T	CPCT02080308T	CPCT02020951T	DRUP01060009T	CPCT02020949T	CPCT02020960T	WIDE01010033T	CPCT02340115T	CPCT02050322T	CPCT02050046T	CPCT02050331T	WIDE01010071T	CPCT02020895TII	CPCT02030468T	CPCT02020959T	CPCT02080313T	CPCT02080311T	CPCT02011108T	CPCT02080314T	CPCT02020694T	CPCT02020672T	WIDE01010123T	CPCT02020665T	CPCT02080207T	CPCT02060291T	CPCT02050441T	CPCT02050440T	CPCT02050438T	DRUP01230001T	CPCT02080205T	CPCT02020714T	WIDE01010172T	CPCT02340081T	CPCT02010801T	CPCT02010794T	CPCT02340083T	CPCT02050347T	CPCT02120198T	CPCT02120199T	WIDE01010255T	CPCT02040241T	WIDE01010305T	WIDE01010314T	CPCT02060228T	WIDE01010328T	CPCT02030479T	CPCT02040246T	WIDE01010376T	WIDE01010381T	WIDE01010392T	CPCT02080221T	CPCT02020723T	CPCT02020736T	CPCT02020743T	CPCT02020739T	CPCT02050365T	CPCT02020670TII	CPCT02030490T	CPCT02300042T	CPCT02020700T	CPCT02220050T	CPCT02050370T	CPCT02050373T	CPCT02080234T	CPCT02030499T	CPCT02020770T	CPCT02050376T	CPCT02080239T	CPCT02050301T	CPCT02080242T	CPCT02020789T	CPCT02020796T	CPCT02220057T	CPCT02340098T	CPCT02340097T	CPCT02170038T	CPCT02010920T	CPCT02050399T	CPCT02050404T	CPCT02050402T	CPCT02060256T	CPCT02080259T	CPCT02020813T	CPCT02020785T	CPCT02020810T	CPCT02020821T	CPCT02340100T	CPCT02080266T	CPCT02010941T	CPCT02020822T	CPCT02020819T	CPCT02050405T	CPCT02020837T	CPCT02340102T	DRUP01060021T	DRUP01060019T	DRUP01060018T	CPCT02070394T	CPCT02080269T	CPCT02030459TII	CPCT02050411T	CPCT02030547T	CPCT02020828T	CPCT02080270T	CPCT02060133T	CPCT02050276TII	CPCT02080271T	CPCT02050243T	CPCT02060126T	DRUP01010106T	CPCT02050245T	CPCT02030548T	CPCT02050415T	CPCT02020853T	CPCT02020506TII	DRUP01080021T	CPCT02020854T	CPCT02010994T	DRUP01080022T	CPCT02020863T	CPCT02050276T	CPCT02030552T	CPCT02080275T	CPCT02030553T	CPCT02120062T	CPCT02020615T	CPCT02050421T	CPCT02120053T	CPCT02020626T	CPCT02120055T	CPCT02070422T	CPCT02120058T	CPCT02170017T	CPCT02020609T	CPCT02050249T	CPCT02060146T	CPCT02060049T	CPCT02050159T	CPCT02010550T	CPCT02010534T	CPCT02050079TII	CPCT02050170T	CPCT02050168T	CPCT02020509T	CPCT02050073TII	CPCT02020511T	CPCT02010565T	CPCT02020517T	CPCT02010393TII	CPCT02050181T	CPCT02020519T	CPCT02020520T	CPCT02060092T	CPCT02080116T	CPCT02080113T	CPCT02050194T	CPCT02050193T	CPCT02030350T	CPCT02080123T	CPCT02020542T	CPCT02010505T	CPCT02020553T	CPCT02170006T	CPCT02050212T	CPCT02050214T	CPCT02050217T	CPCT02020573T	CPCT02180032T	CPCT02010503TII	CPCT02010622T	CPCT02030370T	CPCT02030339TII	CPCT02040142T	CPCT02120050T	CPCT02120037T	CPCT02050235T	CPCT02050236T	CPCT02050232T	CPCT02050240T	CPCT02020574T	CPCT02020578T	CPCT02090005T	CPCT02020423T	CPCT02020426T	CPCT02050092T	CPCT02010403TII	CPCT02020412T	CPCT02010469T	CPCT02180012T	CPCT02020445T	CPCT02050105T	CPCT02050055TII	CPCT02010493T	CPCT02010503T	CPCT02010501T	CPCT02020464T	CPCT02090009T	CPCT02020468T	CPCT02340001T	CPCT02080079T	CPCT02010526T	CPCT02010532T	CPCT02060051T	CPCT02050141T	CPCT02110024T	CPCT02120013T	CPCT02050158T	CPCT02050149T	CPCT02010557T	CPCT02220014T	CPCT02050052TII	CPCT02020506T	CPCT02030339T	CPCT02080163T	CPCT02050281T	CPCT02070243T	CPCT02340040T	CPCT02120077T	CPCT02030437T	CPCT02010641TII	CPCT02050291T	CPCT02020643T	CPCT02150006T	WIDE01010503T	WIDE01010567T	WIDE01010459T	CPCT02060041T	WIDE01010561T	WIDE01010651T
C[Ins(T):R(5,7)]A	0	1	2	2	0	5	1	8	2	8	3	1	3	7	6	5	3	1	9	3	0	4	2	4	3	2	1	1	3	1	9	8	13	2	3	1	5	1	2	4	3	6	2	0	3	2	10	3	138	0	5	10	11	4	4	3	1	3	2	2	11	1	1	3	5	4	1	5	5	1	7	1	7	0	5	0	3	1	11	1	0	1	6	2	0	18	2	3	5	3	3	1	1	6	3	11	1	1	3	4	5	3	0	7	4	0	1	1	3	7	5	0	0	3	1	4	0	2	0	3	1	2	3	2	4	0	3	0	1	4	2	3	2	4	0	0	2	0	0	2	4	11	1	5	0	1	2	4	5	0	2	2	4	3	3	6	0	3	1	0	3	0	1	1	2	5	0	3	1	0	9	2	2	2	0	3	6	0	2	2	2	6	1	3	0	11	2	1	4	7	1	1	8	5	0	1	4	6	2	6	12	1	1	6	1	1	4	2	1	2	3	6	4	1	0	2	2	3	3	1	8	1	0	0	0	2	1	2	1	2	1	246	4	1	5	1	6	5	1	0	3	4	7	5	5	4	6	1	1	0	1	11	2	1	0	6	2	4	5	6	2	9	2	2	4	0	9	0	2	5	1	1	2	2	16	1	1	3	3	0	4	3	0	5	1	3	18	1	5	7	0	1	2	2	2	1	2	12	5	5	23	3	3	1	3	2	4	0	1	1	2	0	7	6	3	1	1	6	3	1	2	7	4	1	1	2	4	5	2	4	1	1	2	5	1	4	9	6	6	2	5	1	1	2	63	3	0	0	3	6	4	2	21	0	0	1	6	0	5	8	4	7	3	2	2	0	1	4	0	1	0	2	0	1	2	0	0	3	16	4	0	19	0	4	4	5	9	1	0	3	3	0	4	4	4	0	1	5	1	1	0	1	2	0	3	1	3	3	4	0	2	3	0	2	5	2	0	0	6	1	3	0	2	2	2	2	1	7	2	7	10	0
C[Ins(T):R(5,7)]C	1	6	6	6	0	2	5	13	1	3	3	1	4	14	8	5	6	4	12	3	1	7	2	7	4	0	3	1	3	0	8	4	16	4	3	3	5	5	8	2	2	6	1	1	3	8	9	6	162	0	3	3	6	2	4	5	6	4	1	6	18	3	2	3	9	3	2	5	9	9	7	1	3	3	6	0	2	3	6	1	2	7	3	2	1	21	2	9	5	3	1	4	2	4	3	11	2	8	3	5	1	4	1	10	10	1	3	2	3	2	3	1	3	8	17	8	5	2	0	1	6	2	0	1	7	4	5	0	1	1	3	8	7	1	3	6	0	0	1	3	6	10	1	7	1	3	4	5	3	1	3	2	4	12	7	3	0	5	4	4	2	4	3	4	1	0	1	3	0	0	10	7	7	1	3	4	5	1	3	1	2	4	5	6	1	26	2	4	5	4	5	2	9	1	4	7	9	2	0	9	27	3	3	12	2	0	10	8	2	3	5	2	7	2	3	10	3	1	5	1	7	5	6	0	1	2	5	1	6	5	5	279	9	2	4	0	2	7	3	0	1	5	17	8	9	3	2	2	3	4	5	20	4	0	1	5	4	13	4	4	4	6	2	4	5	1	16	2	3	4	1	1	0	7	5	7	5	3	2	0	4	2	1	7	2	5	41	2	3	17	5	2	2	2	4	2	2	14	9	5	21	5	8	5	3	0	6	0	1	1	2	3	8	16	1	1	4	7	9	0	2	9	6	0	1	6	11	7	3	8	2	3	6	7	3	4	14	4	6	3	4	3	1	0	79	8	1	0	6	13	5	7	13	9	7	1	18	4	5	8	3	7	7	0	2	4	6	1	0	1	0	7	4	4	2	2	1	6	16	5	1	26	0	10	3	7	6	4	0	0	3	3	2	5	10	1	4	7	0	4	0	1	1	1	6	3	6	2	7	3	2	6	3	2	8	1	0	2	5	3	1	3	6	3	3	12	1	13	8	4	20	1
C[Ins(T):R(5,7)]G	2	6	1	7	0	4	1	13	6	10	6	2	1	10	7	9	3	4	1	7	0	9	2	15	3	2	1	7	0	0	11	8	16	8	2	1	2	4	4	2	3	5	1	1	3	1	15	5	166	0	4	10	10	1	5	9	2	5	0	9	11	2	4	2	9	10	1	3	9	4	2	3	6	3	9	0	2	1	3	2	1	7	6	4	2	20	3	1	3	3	2	6	1	6	2	12	4	7	8	7	2	4	3	5	5	0	5	3	3	8	1	2	1	2	10	6	0	3	1	4	5	1	3	2	2	1	2	1	2	2	1	2	2	1	1	2	0	2	1	2	1	11	0	3	0	4	1	1	4	2	8	5	1	3	3	4	1	6	4	2	2	2	2	1	5	4	1	2	1	0	24	7	2	6	8	10	6	3	2	3	4	6	1	8	0	14	4	2	3	2	3	5	8	1	1	1	1	3	2	7	20	1	4	13	2	3	16	4	3	1	6	3	4	0	4	4	1	2	2	1	9	2	2	3	1	1	5	2	3	2	1	298	10	2	7	2	1	8	4	1	4	8	6	3	7	4	4	2	3	4	2	15	6	1	2	10	2	8	3	7	2	8	3	7	9	0	5	1	1	6	1	0	1	1	5	5	3	5	3	1	0	3	1	1	2	3	22	0	7	8	4	1	3	6	3	1	2	17	8	8	19	5	9	7	1	2	5	0	0	2	4	2	17	11	3	3	2	3	10	2	1	3	1	0	2	1	7	6	2	8	3	2	7	9	0	4	14	4	4	4	6	2	0	0	104	5	2	3	5	5	7	6	26	6	2	2	6	2	2	10	2	8	5	1	5	1	6	8	0	1	0	2	2	6	4	3	2	3	9	5	3	16	0	1	1	3	16	2	1	4	3	2	4	6	2	3	1	5	1	4	1	0	1	1	2	2	2	1	4	3	3	8	3	1	3	1	0	0	2	1	2	4	3	1	6	8	5	7	3	5	14	6
G[Ins(T):R(5,7)]A	0	2	2	4	3	5	5	6	2	4	1	4	3	5	5	0	4	4	6	3	0	5	0	5	4	3	0	1	4	1	8	5	13	6	1	1	3	4	1	2	1	6	0	0	2	2	6	3	173	0	8	14	9	1	3	2	1	4	4	4	5	4	6	3	5	1	3	2	7	3	7	1	3	0	8	1	1	2	1	4	2	2	3	2	1	22	3	4	4	1	1	2	0	4	6	8	4	3	3	6	1	3	1	3	3	1	3	3	2	1	4	2	0	1	11	5	1	1	0	3	2	3	0	1	1	3	4	0	1	2	1	3	2	2	2	3	0	5	0	2	2	11	1	1	0	3	3	4	4	0	1	5	0	9	3	2	2	2	3	2	4	3	3	2	2	5	0	3	2	1	6	0	0	3	3	6	2	1	1	3	1	5	0	7	0	7	3	4	3	3	1	4	6	4	5	5	1	2	2	9	13	2	6	7	3	0	7	1	2	1	0	3	1	0	2	3	4	2	2	2	5	3	4	0	2	3	2	2	5	2	2	259	5	1	10	2	3	3	2	1	3	1	5	2	1	5	6	5	3	1	4	24	3	0	1	3	3	12	5	5	3	4	1	2	2	1	14	2	4	2	0	1	1	2	10	3	1	4	4	0	2	3	0	3	1	3	21	2	4	12	2	3	3	2	0	0	2	12	11	8	25	2	10	5	2	0	2	0	2	1	3	3	2	9	1	0	1	1	10	0	1	5	2	3	1	2	5	3	2	3	1	2	4	11	2	2	3	10	6	4	2	0	2	0	101	5	2	5	4	5	5	5	22	5	3	1	6	1	2	5	2	1	2	2	4	0	3	2	0	2	0	3	1	1	2	4	0	1	14	1	4	21	0	9	7	2	13	0	0	3	1	2	2	3	1	1	5	3	0	8	2	0	2	0	0	3	2	3	9	1	4	5	7	5	1	0	1	2	2	1	0	1	5	1	6	4	1	10	7	2	7	3
G[Ins(T):R(5,7)]C	0	15	10	5	1	4	1	10	4	6	5	5	8	13	7	15	7	13	8	4	4	9	6	12	4	3	3	2	4	1	9	16	22	11	2	2	6	5	3	2	4	3	1	0	10	6	19	6	181	1	9	14	11	4	8	6	5	4	2	10	15	1	6	2	8	8	8	7	9	4	13	3	8	0	4	0	2	2	10	11	5	6	2	5	6	20	4	12	8	8	4	11	1	8	7	9	5	19	2	1	4	4	0	7	8	2	2	3	3	9	10	8	3	9	5	8	4	1	0	4	4	3	0	5	6	1	5	1	0	4	5	6	7	2	3	3	0	3	1	1	8	9	4	4	0	3	2	6	4	0	4	5	6	8	4	1	0	2	7	2	3	4	6	0	6	8	3	3	1	2	21	3	7	2	8	9	3	1	5	9	5	12	2	6	1	30	4	6	4	3	2	9	9	4	4	4	5	2	0	6	28	0	2	9	0	1	14	5	8	2	4	6	3	3	4	4	4	4	2	0	6	2	2	1	2	2	2	7	3	3	5	345	6	0	8	1	9	5	4	1	4	1	12	3	10	2	7	2	8	2	5	25	2	0	0	10	2	14	4	10	5	7	2	6	13	1	15	2	3	6	3	2	3	6	4	4	3	5	4	0	2	1	0	5	1	2	23	0	2	21	2	1	5	4	4	2	0	19	5	6	33	3	5	9	3	0	5	0	1	0	3	8	8	16	4	0	3	9	11	1	3	17	3	2	1	9	13	4	3	4	4	4	3	15	2	0	20	8	6	1	16	2	0	0	145	3	2	3	3	3	5	8	29	6	2	2	24	3	8	7	3	9	3	1	3	2	2	3	1	3	0	6	4	0	4	6	0	10	18	8	1	28	1	10	10	3	16	2	0	4	5	0	0	8	6	2	6	6	2	9	1	2	3	2	10	2	3	5	3	5	6	4	4	3	9	4	0	2	4	3	2	3	5	2	6	13	2	10	10	4	13	4
G[Ins(T):R(5,7)]G	1	7	3	6	0	1	6	13	2	13	5	4	2	12	8	14	6	9	3	5	4	7	3	7	4	0	1	4	2	2	8	7	36	4	1	2	6	1	2	0	5	5	2	0	5	4	16	3	317	1	10	24	9	1	6	2	3	8	2	7	11	5	10	7	10	7	2	4	6	7	5	3	4	4	6	0	1	0	7	7	5	13	6	1	5	37	0	11	5	1	2	3	4	6	3	8	7	6	2	4	6	6	7	10	3	3	6	3	5	5	1	2	3	6	13	4	3	4	0	1	7	3	3	0	6	2	9	0	3	2	2	10	5	2	2	2	0	6	1	3	6	18	5	5	1	5	2	5	1	1	5	5	3	3	4	0	0	4	2	6	4	7	7	3	3	0	0	4	2	1	19	6	8	2	6	14	4	1	1	3	7	10	0	14	0	12	4	9	2	3	3	4	8	4	5	10	3	1	1	8	19	1	4	13	5	1	12	4	6	2	6	1	4	1	3	6	5	4	2	4	12	2	4	2	2	2	3	4	4	2	6	654	12	2	8	1	5	7	7	0	5	1	14	5	8	5	6	6	2	1	3	27	1	0	2	6	2	4	2	11	1	3	2	2	11	3	11	1	3	6	6	4	2	4	1	7	2	3	4	0	4	5	0	2	4	1	28	0	5	16	5	6	3	4	5	2	2	23	15	13	46	4	9	3	3	3	4	0	1	7	5	6	12	17	1	4	1	8	14	1	3	7	4	1	2	4	7	6	4	8	6	1	0	19	5	12	11	12	10	3	6	4	0	0	244	5	2	5	5	5	4	3	31	3	7	3	15	6	3	7	5	10	3	2	5	2	3	4	5	2	0	2	4	1	4	4	1	5	14	9	2	21	0	14	2	5	15	4	0	5	3	2	7	2	6	4	1	7	1	9	0	5	3	0	2	0	4	2	4	5	5	5	4	3	7	4	1	6	3	5	4	2	7	2	8	6	4	5	7	7	5	3
A[Ins(T):R(8,)]A	2	6	2	2	0	2	4	17	6	9	3	3	4	17	8	7	1	6	7	2	1	8	6	15	4	3	2	4	7	1	9	5	7	5	0	1	4	6	4	3	5	9	2	0	5	0	9	4	233	0	4	22	12	6	8	8	1	5	3	6	11	3	2	1	8	11	5	7	8	3	3	4	4	3	5	0	3	1	2	0	2	2	9	7	2	27	0	5	1	5	3	2	1	4	2	9	7	4	5	3	1	4	5	4	0	2	3	6	6	3	3	3	0	7	12	7	6	5	2	8	3	4	4	2	8	5	10	1	2	0	1	26	9	3	4	2	1	3	2	6	0	26	2	2	1	6	7	9	2	0	6	6	4	10	9	3	2	8	3	4	7	2	4	1	7	7	1	6	2	2	23	6	6	5	4	22	11	6	4	8	2	8	2	15	0	17	3	4	5	13	2	7	10	4	4	10	11	5	2	28	16	3	7	10	5	2	39	3	16	2	4	4	13	4	5	9	8	6	2	2	6	1	3	3	2	1	6	7	5	9	5	587	12	1	22	1	17	14	9	1	7	9	4	9	6	11	13	7	3	1	9	32	4	0	1	12	0	14	7	12	6	14	3	5	8	2	21	2	7	12	3	4	1	9	18	6	3	8	7	4	5	5	6	11	6	11	18	3	4	17	2	7	3	5	4	2	1	27	16	12	40	7	18	5	1	1	8	0	3	1	11	4	16	22	5	2	3	9	18	3	7	11	6	3	1	10	9	10	9	11	5	2	4	12	4	3	12	9	9	11	9	6	0	0	284	8	1	3	9	13	4	6	62	15	3	1	8	2	10	6	5	9	3	2	5	2	5	2	0	7	2	7	3	7	5	3	0	3	24	3	4	36	0	8	9	8	23	2	3	4	4	0	3	9	10	5	7	9	3	6	2	6	2	0	6	2	5	8	14	3	14	13	12	3	9	5	2	0	2	3	3	3	8	4	4	5	3	9	4	5	20	8
A[Ins(T):R(8,)]C	2	3	3	4	1	5	3	17	1	8	6	2	3	17	8	10	3	10	8	4	2	11	4	16	6	2	1	6	7	1	4	10	6	3	1	1	1	4	0	2	4	3	2	0	7	2	5	10	180	0	6	17	14	2	6	5	2	5	0	1	9	1	5	5	10	8	2	5	5	3	3	5	4	3	6	0	3	1	4	1	2	6	7	1	1	31	3	6	4	9	5	6	2	7	1	6	3	4	2	5	1	0	1	6	1	3	1	3	5	8	3	7	1	10	16	14	2	0	0	4	6	5	3	4	9	10	9	2	3	4	4	14	8	4	6	9	3	6	1	4	6	32	7	1	3	7	8	8	2	1	3	6	7	12	12	3	0	7	4	6	3	2	11	1	7	4	0	8	4	2	23	5	2	1	2	18	8	1	5	8	3	13	3	14	0	17	3	10	2	7	3	3	13	5	4	12	7	5	3	36	9	0	6	13	9	3	32	4	3	1	5	4	4	4	1	14	4	6	0	2	10	2	2	0	1	7	6	2	4	6	2	483	15	3	8	3	11	12	5	0	3	6	9	5	4	8	14	8	5	3	7	41	6	2	2	13	1	6	6	15	7	12	4	8	11	4	16	1	3	18	2	2	3	4	6	10	7	7	2	0	8	4	1	8	7	3	36	3	4	21	4	1	4	9	4	4	7	23	15	12	36	7	19	7	3	5	6	0	4	4	9	5	15	21	4	3	1	7	18	2	2	11	4	3	3	4	7	2	6	6	1	7	2	11	5	11	11	12	10	5	12	1	0	3	209	3	2	6	3	9	7	13	50	11	5	3	15	4	6	8	11	7	6	0	3	4	3	4	3	10	0	10	4	7	9	6	2	6	26	4	2	34	1	6	3	8	18	5	1	0	6	3	7	10	14	11	11	6	3	9	0	2	2	1	4	4	5	2	2	3	10	16	9	6	8	4	0	2	2	4	2	4	4	3	7	5	1	6	4	6	19	3
A[Ins(T):R(8,)]G	5	2	0	1	2	4	3	12	2	4	6	2	2	9	8	6	1	8	8	1	1	9	2	19	1	3	0	7	5	1	4	4	9	11	0	0	2	5	3	1	1	6	2	0	5	3	5	7	213	0	8	19	6	3	2	10	2	5	1	2	9	1	4	2	4	5	5	3	4	2	7	5	2	5	5	0	1	4	3	0	1	5	6	4	2	20	2	6	1	5	4	4	0	5	1	16	1	3	2	4	5	3	1	3	5	2	4	1	5	1	2	3	1	10	14	11	2	4	4	4	9	2	4	1	5	3	5	2	1	2	2	19	7	2	1	4	2	2	0	5	12	25	2	7	2	2	1	10	4	0	7	1	1	12	9	3	2	4	2	3	7	4	4	2	9	3	0	1	4	2	22	1	1	2	2	11	7	1	3	10	4	5	3	15	0	14	3	5	4	2	3	13	17	4	4	8	5	7	2	19	11	0	4	8	3	2	26	1	7	3	6	1	11	3	4	10	6	8	4	3	9	2	1	3	5	3	7	3	5	5	4	477	11	4	7	1	12	5	7	1	3	6	1	1	8	9	8	2	1	2	4	28	1	0	2	11	5	10	4	6	7	9	5	4	9	1	7	4	4	3	0	6	11	1	14	5	2	4	5	0	4	2	4	11	2	6	23	0	5	10	4	4	2	6	2	2	1	13	8	8	30	5	25	3	2	0	6	1	4	4	8	4	11	24	2	4	1	3	11	1	6	4	4	6	3	3	7	7	14	12	4	5	6	15	3	6	9	19	9	4	8	0	0	1	268	7	6	2	2	7	3	9	45	5	5	6	12	2	3	2	5	7	4	1	1	1	2	4	2	1	1	9	2	3	3	5	1	2	10	4	2	24	1	5	9	10	16	4	2	2	3	3	3	9	6	6	10	6	2	5	2	2	3	0	6	3	7	9	7	6	11	14	9	1	2	2	1	4	9	2	2	3	5	2	7	3	3	2	1	3	9	4
C[Ins(T):R(8,)]A	1	2	1	1	2	2	1	9	3	4	1	2	1	7	4	4	0	3	4	2	1	4	3	6	3	1	0	1	2	0	2	6	5	5	0	0	2	1	0	3	1	3	0	0	2	4	7	6	140	0	2	12	7	2	2	3	2	5	1	2	6	0	1	0	6	3	2	3	4	2	3	1	1	2	2	0	0	0	0	0	1	0	2	2	1	9	6	0	0	3	1	1	3	4	0	8	4	1	0	1	3	0	1	1	1	1	3	0	0	7	2	1	0	3	14	5	1	2	0	0	4	2	2	0	5	1	5	0	3	2	1	16	3	3	1	1	4	4	1	1	0	19	1	2	0	5	7	4	2	0	2	5	0	3	3	3	0	2	1	4	2	1	3	0	6	2	2	7	1	1	13	2	0	6	3	6	1	3	2	3	0	3	0	9	1	6	0	2	3	2	4	0	11	6	4	3	3	2	1	19	9	0	4	5	3	1	14	4	5	1	5	1	6	3	0	2	1	3	2	3	6	0	2	1	2	0	2	1	1	4	2	368	9	1	7	0	10	2	3	0	2	2	5	5	4	6	8	2	1	1	4	12	1	0	0	5	2	5	3	3	5	3	1	9	6	1	5	0	0	4	1	0	3	3	13	2	0	6	2	0	3	2	2	2	2	5	14	2	2	13	4	1	1	4	2	0	2	18	8	6	16	3	8	2	3	0	7	0	2	3	1	4	4	13	1	1	0	5	5	0	0	0	0	3	3	3	3	2	5	10	4	8	1	10	3	4	6	9	4	3	3	1	0	4	171	2	2	4	5	4	4	3	31	6	3	0	5	1	3	3	4	6	3	2	2	1	4	4	1	3	0	4	1	1	2	3	2	0	16	1	1	26	1	3	1	1	15	1	0	1	2	1	3	8	7	4	6	4	1	2	0	0	1	0	6	2	2	6	7	4	3	10	3	2	5	1	1	2	1	2	2	3	6	2	4	2	1	5	1	2	7	5
C[Ins(T):R(8,)]C	1	4	0	2	0	5	2	11	2	5	3	5	1	8	7	8	0	3	5	6	2	8	3	5	2	1	1	1	4	0	7	9	12	5	0	1	4	4	0	0	2	3	1	0	4	2	8	6	140	0	3	11	8	2	3	4	0	7	1	3	7	4	2	1	5	7	4	5	2	5	4	3	4	1	3	0	1	0	4	1	1	3	1	2	3	14	2	0	3	2	3	4	0	5	0	6	5	4	3	3	2	1	0	2	0	2	2	3	1	5	1	4	0	3	16	3	2	3	0	3	4	1	5	4	5	5	3	2	0	2	2	3	6	1	0	5	0	1	1	5	1	14	2	3	0	6	3	6	2	2	1	6	0	12	5	0	1	1	1	1	4	4	1	1	2	1	0	3	3	0	13	1	1	2	4	11	1	1	3	2	3	7	1	17	0	6	4	1	2	1	4	2	7	4	2	7	6	6	2	16	7	1	6	11	2	0	18	2	4	2	4	4	4	0	3	6	1	2	2	2	6	1	2	3	3	0	4	1	2	5	1	403	5	3	7	3	6	9	2	1	4	5	6	2	6	6	6	3	2	0	6	26	3	0	0	9	0	5	1	7	4	4	2	7	7	1	7	1	5	9	3	0	1	3	3	4	2	2	7	0	4	2	1	4	2	5	17	1	5	7	2	0	2	4	3	1	3	13	10	9	34	1	17	3	0	1	6	1	2	2	7	3	10	13	2	2	1	4	9	1	2	3	3	1	3	1	6	3	0	8	3	3	1	9	0	5	5	10	4	4	5	1	0	0	176	5	2	1	4	8	0	2	31	7	4	2	5	1	5	5	8	2	4	0	3	1	0	3	0	3	0	9	0	0	4	1	1	1	21	3	2	18	0	2	1	9	13	3	0	2	2	2	3	7	4	0	7	8	1	5	2	2	1	0	6	2	2	2	9	1	6	8	8	1	5	2	4	1	2	2	2	4	1	0	3	0	1	3	2	2	6	2
