MutationType	CPCT02020307T	CPCT02020333T	CPCT02080024T	CPCT02030259TII	CPCT02040038T	CPCT02030250T	CPCT02050058T	CPCT02020393T	CPCT02030280T	CPCT02030278T	CPCT02100030T	CPCT02060056T	CPCT02030296T	CPCT02060046T	CPCT02130056T	CPCT02180051T	CPCT02070434T	DRUP01210006T	CPCT02020659T	CPCT02080191T	CPCT02330084T	CPCT02360009T	CPCT02060196T	CPCT02290028T	CPCT02030455T	CPCT02080198T	CPCT02010679T	CPCT02100152T	CPCT02070465T	CPCT02040224T	DRUP01060007T	CPCT02040223T	CPCT02270023T	CPCT02220079T	CPCT02230082T	CPCT02090043T	CPCT02130051T	CPCT02030259TIII	DRUP01020026T	CPCT02210046T	CPCT02120120T	WIDE01010205T	CPCT02340080T	WIDE01010216T	CPCT02130087T	WIDE01010264T	CPCT02130085T	WIDE01010292T	WIDE01010277T	CPCT02120118T	WIDE01010301T	CPCT02220045T	CPCT02130093T	CPCT02030482T	CPCT02030477T	CPCT02370026T	WIDE01010385T	WIDE01010397T	WIDE01010414T	WIDE01010420T	CPCT02270031T	CPCT02120132T	DRUP01010084T	CPCT02020741T	CPCT02020740T	CPCT02030492T	CPCT02070349T	CPCT02070348T	CPCT02060226T	CPCT02230111T	CPCT02080236T	CPCT02030498T	DRUP01050029T	CPCT02030505T	CPCT02120149T	CPCT02070358T	CPCT02060168T	CPCT02030509T	CPCT02210066T	CPCT02030495T	CPCT02060251T	CPCT02380049T	CPCT02300049T	CPCT02140079T	CPCT02110074T	CPCT02210065T	CPCT02120153T	CPCT02110078T	CPCT02030517T	CPCT02020466T	CPCT02070397T	CPCT02050203T	CPCT02020572T	CPCT02060142T	CPCT02230050T	CPCT02070222T	CPCT02010646T	CPCT02070418T	CPCT02080160T	CPCT02100112T	CPCT02100119T	CPCT02340032T	CPCT02020513T	CPCT02180025T	CPCT02120022T	CPCT02020516T	CPCT02060089T	CPCT02090018T	CPCT02060094T	CPCT02120028T	CPCT02090019T	CPCT02060105T	CPCT02020544T	CPCT02060110T	CPCT02030355T	CPCT02040127T	CPCT02070190T	CPCT02090020T	DRUP01020004T	CPCT02060120T	CPCT02070210T	CPCT02040144T	CPCT02040143T	CPCT02020593T	CPCT02180005T	CPCT02030299T	CPCT02020420T	CPCT02030303T	CPCT02070058T	CPCT02040050T	CPCT02020434T	CPCT02220006T	DRUP01140003T	CPCT02020459T	CPCT02330021T	CPCT02110016T	CPCT02330023T	CPCT02040095T	CPCT02160017T	CPCT02080093T	CPCT02060088T	CPCT02290021T	CPCT02340042T	CPCT02040192T	CPCT02300026T	CPCT02450007T	CPCT02170020T	CPCT02030440T	CPCT02190003T	WIDE01010536T	WIDE01010554T
G[Del(T):R(8,)]C	2	0	1	0	2	0	9	3	2	0	3	0	1	1	4	0	1	1	0	1	1	16	0	3	0	0	0	3	4	7	2	0	0	0	2	0	1	0	1	0	2	2	0	2	2	5	4	0	2	0	0	2	0	6	0	0	0	0	1	5	1	0	2	1	2	9	2	0	4	1	0	2	3	1	4	1	2	0	1	1	2	1	0	0	1	14	4	2	8	1	0	1	0	0	4	0	11	1	0	1	5	3	0	6	3	1	6	1	1	4	2	0	1	0	0	1	4	0	0	15	16	6	2	5	3	0	1	1	3	0	1	2	0	2	2	0	0	4	2	4	2	7	6	0	4	2	1	4	11	0	0
G[Del(T):R(8,)]G	0	0	2	2	3	0	4	1	3	0	1	1	1	1	3	0	0	0	0	4	1	12	1	3	1	1	1	0	0	0	0	2	1	0	1	1	3	2	2	1	1	2	0	2	4	0	3	0	0	1	0	3	0	2	0	1	3	0	1	4	0	0	0	0	2	8	6	0	6	1	0	0	1	1	2	1	0	0	0	2	0	2	0	0	0	4	2	1	2	0	0	2	1	1	4	0	8	0	2	0	0	2	0	3	0	4	3	1	0	1	1	1	0	0	1	1	1	0	0	21	8	5	1	2	4	0	0	0	0	0	2	4	1	1	1	0	0	3	1	1	1	2	1	1	2	1	0	3	2	0	0
A[Ins(C):R0]A	1	0	1	0	1	1	0	0	2	4	5	1	3	1	2	1	2	0	2	6	1	14	2	0	3	0	1	0	3	3	1	0	3	3	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	4	1	2	0	0	3	0	1	8	0	0	2	3	1	4	1	0	3	0	0	0	2	3	2	1	0	0	0	1	0	0	3	0	2	2	2	1	16	1	1	0	3	1	8	0	4	1	4	1	3	3	2	2	1	1	1	3	1	1	6	2	0	0	0	0	0	0	0	5	13	2	0	2	0	0	0	2	1	1	0	1	1	1	0	0	0	1	1	3	1	2	1	1	1	1	1	1	0	0	1
A[Ins(C):R0]T	0	0	2	1	1	0	0	0	0	1	3	1	0	0	0	2	0	0	0	1	0	8	0	1	2	1	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	1	0	0	1	1	1	0	3	0	0	3	0	0	2	1	0	2	0	1	2	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	11	0	0	2	1	0	5	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	10	2	0	2	0	0	1	0	2	1	1	1	0	1	0	0	0	1	3	1	0	0	1	0	1	2	0	0	0	1	1
Ins(C):R(0,3)	3	18	9	10	8	2	14	10	7	15	17	9	6	4	4	9	16	131	4	13	6	16	2	5	16	3	2	7	14	14	4	2	11	14	4	5	10	7	10	12	5	10	2	5	9	6	8	6	2	2	8	14	4	6	5	3	8	8	9	34	5	3	15	9	9	9	12	9	10	4	6	6	4	6	9	6	1	3	5	2	3	3	2	4	9	9	8	12	7	7	3	15	21	7	15	4	6	4	9	4	15	7	3	20	6	12	2	6	4	10	13	8	6	5	5	10	6	5	3	12	15	15	8	9	11	16	4	7	6	4	11	12	2	6	9	8	6	11	20	7	5	6	10	7	12	9	10	12	11	2	5
Ins(C):R(4,6)	2	2	5	0	3	4	4	5	1	1	18	1	3	4	5	4	5	25	1	2	1	5	1	3	6	2	2	2	3	3	6	4	7	4	0	3	3	2	6	1	7	4	1	3	4	2	12	0	2	2	0	5	0	3	0	1	1	1	0	6	6	5	1	5	1	5	7	5	5	3	5	1	2	3	1	4	3	4	2	4	0	5	0	4	5	4	2	3	4	7	4	0	3	4	4	3	5	4	3	3	2	6	1	2	2	11	3	1	2	3	3	3	0	6	1	4	4	0	1	3	7	12	2	7	7	5	5	1	1	1	4	7	5	2	2	2	0	4	5	3	1	5	2	2	5	1	0	5	5	2	1
Ins(C):R(7,)	2	2	1	2	1	2	4	9	9	2	4	1	1	4	8	3	1	4	4	2	3	12	1	7	4	3	1	1	4	3	1	2	1	2	2	4	2	3	5	2	3	3	1	3	5	3	18	1	11	2	3	1	4	2	1	0	3	4	0	4	0	2	2	4	6	16	2	4	7	0	0	2	3	1	4	5	3	1	1	2	0	3	0	1	4	3	1	2	11	4	1	2	4	3	4	1	3	1	7	1	5	13	5	1	1	6	5	1	1	7	4	1	0	0	3	3	9	2	2	9	5	10	0	13	5	2	4	1	1	1	4	3	4	1	3	0	4	4	6	2	0	4	6	2	3	3	1	2	3	1	2
A[Ins(T):R(0,4)]A	3	10	9	3	6	9	4	5	11	5	8	13	4	3	14	14	3	6	9	11	7	16	3	11	7	5	2	9	14	7	3	5	9	12	10	5	11	1	10	5	1	10	4	9	5	6	12	2	4	2	4	9	6	11	1	4	4	3	9	16	4	7	10	8	7	14	9	11	17	3	4	2	7	8	6	2	5	7	3	1	2	1	1	2	6	12	6	8	7	4	0	3	15	7	11	7	5	12	11	6	10	6	5	11	3	9	5	6	4	8	5	3	5	1	6	7	6	0	3	12	8	18	5	9	9	10	7	11	9	3	4	7	0	2	8	0	3	11	17	5	2	8	5	9	4	8	8	7	9	3	5
A[Ins(T):R(0,4)]C	4	3	1	2	1	4	1	2	7	2	2	6	2	0	2	2	1	2	1	5	0	8	0	2	2	0	1	4	1	0	1	3	3	3	1	1	0	4	2	0	1	2	2	4	3	1	2	2	1	0	0	4	1	3	1	1	0	1	2	10	1	0	2	0	1	6	3	4	3	2	2	2	1	1	1	1	4	1	3	0	0	0	1	1	2	2	0	3	3	0	0	2	5	1	7	0	1	1	2	4	3	2	0	5	1	6	1	3	3	0	3	1	3	0	0	3	2	1	2	4	1	5	0	4	5	4	3	0	4	1	3	7	0	0	2	0	2	4	4	2	0	1	3	1	3	1	2	1	5	4	2
A[Ins(T):R(0,4)]G	4	3	2	3	4	1	5	4	2	3	3	3	1	2	1	3	2	12	0	6	0	5	0	1	4	0	0	5	4	1	2	2	4	3	2	5	2	3	3	2	0	3	1	8	3	0	1	1	0	1	3	4	5	0	1	1	5	3	6	13	1	1	6	2	6	4	7	2	2	0	4	1	3	3	6	0	4	1	7	2	0	2	1	1	3	5	1	3	4	3	1	2	3	3	0	0	1	1	3	4	1	3	1	3	2	6	4	0	1	0	3	4	1	0	2	2	3	0	2	2	7	9	3	6	2	5	2	1	3	1	1	8	1	1	2	2	2	6	4	1	0	4	5	1	2	4	5	6	4	1	1
C[Ins(T):R(0,4)]A	1	6	4	1	0	5	3	1	1	2	7	5	1	3	4	1	2	5	1	5	0	6	0	1	5	1	0	6	3	5	1	2	5	7	3	0	1	0	6	2	2	1	2	3	1	1	0	0	0	2	1	5	3	1	0	0	4	3	5	6	2	4	5	5	4	5	5	1	1	2	5	0	0	3	5	4	1	1	2	1	1	5	1	4	1	2	2	3	2	5	3	1	2	2	8	0	2	1	5	1	3	4	1	3	1	5	2	0	2	1	1	1	5	1	1	4	2	0	3	5	5	5	1	6	1	4	3	2	3	3	0	6	1	3	3	0	0	1	5	1	0	3	4	2	6	1	3	0	6	0	2
C[Ins(T):R(0,4)]C	2	4	3	3	4	3	4	4	6	5	2	3	4	2	5	1	2	6	3	8	2	3	1	3	4	4	2	7	3	7	5	1	3	2	2	3	1	3	3	7	1	3	1	5	2	2	2	0	1	1	3	1	1	5	1	0	4	2	5	15	2	0	2	2	2	6	5	2	5	1	5	5	2	2	1	2	3	0	2	1	0	3	0	2	2	7	2	4	2	7	1	3	2	2	2	3	3	2	6	5	4	4	0	3	0	4	3	4	4	3	1	1	1	2	2	2	1	0	0	3	5	5	1	6	3	5	2	6	0	4	2	6	3	4	2	1	0	8	3	1	3	3	1	3	1	1	2	2	4	1	2
C[Ins(T):R(0,4)]G	0	2	0	1	1	2	7	5	6	4	1	2	2	1	4	1	3	1	0	1	4	11	2	1	1	4	0	4	2	5	1	4	2	4	2	4	4	0	3	2	1	1	2	3	2	0	5	1	3	2	1	6	0	4	1	0	2	1	1	9	0	0	3	2	3	9	3	0	1	2	2	1	0	2	1	1	0	0	1	2	0	2	0	0	2	4	4	1	3	2	1	2	2	1	3	0	3	2	6	3	5	4	0	3	1	2	2	2	1	0	1	1	2	0	3	3	3	1	3	1	2	6	1	3	0	4	4	2	2	3	3	8	2	4	2	1	1	3	5	1	0	1	5	0	0	5	2	2	3	0	1
G[Ins(T):R(0,4)]A	5	8	6	7	2	4	6	2	11	4	8	4	6	0	8	2	12	31	1	6	2	5	1	5	4	3	1	7	10	8	1	3	6	1	4	3	4	6	3	7	1	5	1	3	10	7	4	2	3	5	3	5	2	7	0	0	8	5	7	14	6	4	6	4	3	8	5	7	4	4	4	8	5	1	4	7	2	0	1	5	6	2	2	0	6	5	3	6	6	1	4	6	7	1	6	1	4	7	6	5	4	3	1	3	6	1	2	7	2	2	4	2	1	1	5	5	1	0	1	2	10	9	3	8	1	5	4	2	2	3	6	19	1	4	8	2	2	8	5	0	1	9	3	0	9	11	4	6	7	1	4
G[Ins(T):R(0,4)]C	0	5	1	2	3	2	1	2	4	2	2	1	3	1	4	0	2	3	0	1	2	2	0	1	5	0	0	6	2	1	3	0	7	4	1	0	5	4	3	1	0	1	2	2	2	0	4	1	0	1	1	2	2	2	1	0	3	1	3	3	1	1	3	3	0	4	7	4	1	0	1	5	1	1	5	1	1	2	2	0	0	1	0	0	0	8	1	2	2	2	0	2	10	2	3	1	3	3	3	0	2	8	1	3	3	1	0	1	0	2	7	1	2	0	4	0	1	0	0	2	9	3	0	5	0	6	3	2	1	0	3	20	1	5	3	1	0	2	5	1	0	2	2	0	10	3	1	1	0	0	0
G[Ins(T):R(0,4)]G	5	4	4	2	7	5	5	7	12	4	4	4	5	2	11	2	4	4	1	8	3	4	0	4	5	4	2	7	5	3	4	3	20	3	3	3	5	3	3	1	2	7	0	7	9	0	9	1	2	2	2	3	10	3	1	1	1	0	2	7	2	1	13	12	2	4	19	4	12	3	6	5	1	0	10	8	3	2	5	2	0	5	0	1	3	10	7	5	3	4	3	5	7	5	9	1	5	2	5	2	5	7	2	4	4	4	0	6	5	3	10	4	9	0	13	5	3	0	4	2	17	11	5	8	4	6	0	2	3	2	7	23	2	2	1	0	0	3	9	0	0	6	3	1	9	5	4	4	7	0	3
A[Ins(T):R(5,7)]A	16	4	8	3	5	3	11	16	25	2	8	11	7	8	10	2	4	3	9	9	9	27	3	5	14	4	0	3	5	7	3	8	9	18	2	8	3	4	29	0	4	3	5	18	5	4	27	0	14	4	1	16	5	10	1	2	6	11	7	10	7	9	8	2	9	8	9	12	17	5	10	3	9	4	3	2	9	3	1	3	0	1	3	4	10	17	7	7	12	3	6	6	16	3	5	2	13	5	7	6	16	19	10	5	5	23	19	10	4	8	13	3	2	0	6	13	7	3	7	14	20	15	9	28	15	5	7	6	4	2	13	12	10	2	6	2	5	6	15	12	4	5	6	2	10	8	3	7	18	4	1
A[Ins(T):R(5,7)]C	12	3	9	9	6	6	10	11	25	7	12	9	6	6	9	6	9	7	13	5	11	21	5	10	7	3	2	4	5	8	2	12	11	21	1	6	3	10	21	6	6	4	3	13	8	7	23	1	6	0	5	7	9	10	1	3	5	14	4	12	3	6	12	6	10	14	22	4	6	7	12	2	5	1	8	6	8	3	6	5	2	3	5	8	11	19	13	8	21	3	2	11	14	0	16	2	10	7	19	4	16	21	16	7	5	23	19	8	5	11	4	1	2	2	8	6	10	2	8	13	18	15	9	24	11	5	6	3	9	6	15	17	12	1	8	1	4	7	4	8	2	5	14	7	13	9	1	8	10	7	6
A[Ins(T):R(5,7)]G	8	3	7	6	7	7	10	11	24	6	11	2	2	3	9	4	1	3	8	7	5	18	3	6	10	2	1	6	5	5	2	7	16	24	2	12	1	6	25	6	2	8	11	16	9	6	28	2	10	4	2	12	8	11	1	1	7	9	7	13	4	5	3	7	9	22	21	10	13	5	12	1	9	1	3	9	10	1	3	7	0	3	5	3	11	20	10	10	17	5	5	5	16	2	5	2	10	11	9	12	10	21	20	5	5	25	15	13	7	7	4	1	3	0	4	11	8	8	7	11	28	21	10	28	22	2	4	5	6	4	10	29	15	2	6	0	8	7	13	9	1	6	16	3	9	18	2	8	16	8	5
C[Ins(T):R(5,7)]A	2	3	3	4	5	1	5	6	9	2	1	2	4	7	2	1	1	0	2	1	2	8	3	3	4	1	0	2	0	5	0	1	8	11	1	4	1	3	11	3	3	4	3	10	6	3	15	1	7	0	1	2	4	2	1	1	3	2	3	4	2	5	2	1	4	9	3	3	2	1	7	2	1	1	3	1	3	1	0	1	0	1	3	2	1	4	4	5	6	5	2	2	11	1	3	0	4	2	6	2	5	5	6	3	1	9	8	4	1	8	5	0	0	0	2	5	2	5	2	5	10	7	1	10	6	4	1	1	0	1	2	7	2	0	3	0	3	5	3	7	2	6	7	0	9	5	0	1	7	2	0
C[Ins(T):R(5,7)]C	8	0	3	3	5	1	5	5	20	2	4	7	1	4	5	5	1	0	5	2	8	14	1	8	5	2	3	5	3	3	0	6	8	8	1	2	4	3	13	2	2	7	4	9	8	2	20	0	2	3	1	4	3	5	1	3	2	3	1	11	1	3	1	2	4	10	3	2	4	4	7	3	5	0	4	1	5	0	0	2	1	3	3	2	6	11	4	4	6	4	0	6	7	3	4	1	7	3	7	4	11	5	4	1	3	11	9	8	1	13	4	2	1	0	0	7	5	3	7	11	13	11	1	9	6	2	3	3	6	1	4	6	4	0	8	0	5	6	5	3	2	5	7	1	8	6	0	5	10	1	2
C[Ins(T):R(5,7)]G	6	1	2	2	0	7	2	5	9	4	6	3	0	2	4	3	1	2	1	4	3	17	1	3	5	3	2	1	4	5	4	2	9	12	1	3	4	1	11	3	1	4	2	14	8	2	20	1	8	0	3	6	2	3	0	0	0	3	0	3	2	1	2	2	5	10	7	3	4	3	8	2	3	3	0	6	5	1	1	1	0	2	6	1	3	11	3	6	6	2	1	4	6	5	1	0	5	4	4	1	4	11	9	2	3	7	5	7	4	8	2	2	1	0	3	8	2	0	10	6	8	12	3	15	11	3	3	2	2	0	5	6	4	0	12	0	4	7	3	1	3	6	13	2	10	9	1	5	6	3	0
G[Ins(T):R(5,7)]A	3	4	3	3	4	3	4	4	10	3	4	2	3	2	3	4	1	2	4	1	3	15	1	2	0	0	0	2	2	2	2	4	8	3	2	4	0	2	3	2	2	3	2	6	1	2	15	1	5	1	2	4	2	6	0	0	2	2	2	4	0	1	2	3	4	5	7	1	6	0	4	2	6	2	0	1	2	2	2	3	2	0	2	3	3	8	2	5	4	3	0	4	6	3	2	0	7	1	1	0	6	3	1	3	1	3	7	1	3	4	2	2	3	0	4	2	5	2	4	3	15	9	3	8	5	4	2	3	1	1	4	13	1	2	2	0	1	1	5	4	1	1	4	2	5	2	1	6	3	3	2
G[Ins(T):R(5,7)]C	2	1	4	2	2	3	2	4	10	7	5	0	3	4	0	2	1	2	0	1	5	19	1	3	5	1	2	2	4	0	0	0	10	5	2	1	1	3	13	6	1	6	2	9	3	1	8	0	8	3	3	3	6	3	0	2	3	3	2	5	1	2	4	1	5	7	6	4	6	4	5	1	4	0	4	7	6	1	1	2	0	4	2	2	4	8	3	1	5	1	3	3	7	1	4	1	11	3	7	1	1	13	3	8	1	10	6	7	4	4	3	2	1	1	2	8	5	2	6	10	12	9	2	10	4	1	2	1	5	2	7	6	3	2	6	2	2	3	4	7	5	8	8	2	6	5	2	5	14	5	6
G[Ins(T):R(5,7)]G	3	1	2	4	3	3	5	5	6	1	5	2	2	5	7	10	1	4	2	6	3	15	1	4	10	3	1	3	5	3	2	2	8	9	0	3	5	3	6	2	0	3	0	17	6	2	15	2	7	3	1	3	5	1	2	1	1	1	0	7	3	3	4	1	3	14	7	3	3	4	6	4	5	1	2	2	6	4	1	1	1	3	4	0	4	9	1	2	11	2	2	5	3	4	4	0	6	2	11	3	8	6	5	4	2	8	10	6	6	2	3	3	1	0	3	8	3	3	2	4	11	14	1	13	9	1	8	0	0	2	1	12	7	0	7	0	1	1	2	5	2	3	9	4	5	6	1	3	10	7	6
A[Ins(T):R(8,)]A	9	4	12	7	4	9	11	12	22	8	8	6	5	7	11	6	4	6	13	5	12	30	1	15	10	3	2	1	6	6	6	7	19	17	2	8	4	6	17	3	4	4	3	15	9	6	32	1	20	5	3	15	12	7	2	1	6	6	3	13	7	12	2	8	15	26	12	13	8	4	15	2	5	5	4	6	6	1	6	7	0	6	1	1	8	22	8	10	14	11	2	7	14	6	7	3	9	9	6	2	9	18	10	6	5	22	10	7	6	8	3	1	1	2	8	4	15	3	11	14	20	18	3	23	19	2	4	4	6	7	8	19	14	2	11	0	4	11	9	7	2	8	25	6	7	8	4	4	20	1	5
A[Ins(T):R(8,)]C	10	7	6	5	6	5	7	19	14	9	6	4	5	9	10	8	2	2	5	7	8	28	1	9	19	3	4	2	4	6	4	6	14	16	4	10	3	2	26	2	3	15	5	19	4	7	43	2	13	0	6	9	8	13	2	0	5	7	3	14	7	8	13	4	12	16	15	6	8	2	12	3	6	5	4	8	8	6	0	5	2	2	3	0	14	13	7	6	12	7	6	11	11	2	3	3	8	5	16	8	16	20	11	6	7	25	8	8	2	8	7	2	1	3	3	11	9	5	7	21	26	22	10	27	24	1	14	3	3	7	8	14	14	1	11	1	0	5	15	9	1	4	22	5	17	12	3	12	22	4	2
A[Ins(T):R(8,)]G	10	6	6	7	2	6	5	16	19	7	6	9	8	11	7	8	0	5	5	7	4	13	3	10	8	2	1	5	6	7	4	6	12	16	0	19	2	4	16	4	2	10	5	16	5	4	36	0	18	1	5	9	4	8	2	1	3	6	2	10	5	8	10	9	10	23	5	5	3	2	13	1	2	3	4	7	6	1	5	4	0	7	1	1	11	9	2	13	17	10	2	9	14	5	3	0	11	7	11	1	14	14	9	5	8	13	11	14	4	7	11	3	2	0	4	6	8	4	9	10	22	15	5	16	17	7	5	5	2	2	11	16	10	1	14	0	1	12	8	11	4	6	16	3	7	9	0	6	9	7	4
C[Ins(T):R(8,)]A	4	1	3	1	2	1	5	12	12	4	4	4	2	3	5	1	3	0	3	2	7	20	2	4	9	2	1	1	4	3	2	2	3	11	3	4	2	1	11	3	3	3	3	5	1	1	21	1	7	2	1	4	5	4	0	2	5	5	6	6	1	4	2	6	9	13	9	3	5	2	4	0	4	2	4	6	4	1	0	2	0	2	3	1	5	7	2	0	12	2	1	4	9	5	3	1	6	3	8	1	6	7	5	1	1	15	7	4	3	4	3	3	2	0	1	6	7	3	12	6	12	19	3	12	12	0	3	2	3	4	5	7	8	1	9	1	2	11	6	7	2	2	16	1	5	6	1	2	5	2	0
C[Ins(T):R(8,)]C	4	1	3	2	3	2	7	3	6	6	7	3	2	7	9	0	5	2	9	5	3	9	1	6	5	2	2	7	2	3	0	2	5	14	1	2	3	1	6	2	3	6	0	12	5	3	14	1	11	5	3	3	8	5	1	4	4	5	3	11	2	4	5	2	9	9	6	4	5	1	8	2	5	1	4	4	4	3	2	4	0	7	2	2	14	9	3	3	12	3	4	4	7	3	4	2	6	7	3	1	9	13	9	1	1	9	3	4	3	9	1	3	1	1	1	3	9	5	7	7	21	7	5	17	14	2	8	1	5	0	11	7	6	0	7	2	1	8	7	6	0	6	12	1	4	5	2	5	9	1	3
C[Ins(T):R(8,)]G	9	3	5	3	5	4	6	10	9	7	10	3	0	4	4	2	1	2	4	3	1	20	3	4	9	5	1	4	3	4	1	4	7	18	2	6	1	3	7	2	1	10	5	18	2	4	33	0	6	5	2	4	9	6	2	0	1	8	3	10	5	5	2	3	6	17	6	3	7	2	11	2	8	1	8	2	13	0	2	1	0	6	2	1	16	10	4	5	12	4	3	3	10	3	5	4	3	3	6	2	8	6	5	5	1	11	5	3	3	6	2	0	1	0	3	11	3	2	10	14	16	19	5	19	18	2	10	2	1	1	5	10	7	3	4	2	3	6	5	4	3	5	15	0	5	6	2	2	9	3	5
G[Ins(T):R(8,)]A	4	1	5	4	0	4	2	11	6	5	4	3	2	5	4	4	2	0	2	2	2	16	2	4	10	5	1	0	5	1	3	6	3	7	1	2	2	2	7	2	3	3	0	12	4	3	9	1	4	2	0	6	5	4	1	2	2	4	3	9	3	1	5	1	2	11	8	4	4	3	6	1	3	0	4	5	6	1	0	0	0	1	1	4	5	9	3	4	11	4	1	4	5	7	4	0	10	3	10	2	4	5	5	3	5	6	3	2	1	7	1	0	0	1	2	4	8	7	2	11	15	15	1	14	9	1	5	3	3	4	5	6	4	1	4	0	2	6	5	6	1	2	7	3	3	4	1	3	12	0	2
G[Ins(T):R(8,)]C	4	1	4	3	3	3	6	3	5	3	9	5	4	1	4	8	5	2	1	1	3	11	3	8	6	0	1	2	3	4	4	3	9	10	2	5	3	4	8	3	1	4	3	11	5	2	22	0	8	3	3	2	8	3	0	1	2	2	2	3	3	4	8	5	6	13	7	6	7	6	2	2	1	2	5	5	6	1	2	5	1	4	2	0	4	10	2	8	7	4	2	5	3	0	3	0	3	6	8	2	4	13	4	2	2	14	5	6	5	3	2	1	4	1	1	7	7	4	5	11	8	4	4	12	8	0	2	3	2	1	2	10	9	3	9	2	0	6	7	1	3	2	9	2	5	5	2	7	10	2	3
G[Ins(T):R(8,)]G	7	2	4	4	8	1	5	14	6	2	6	6	2	5	3	7	6	1	3	2	5	22	0	5	13	4	2	1	5	5	5	6	8	7	5	4	2	4	10	5	5	6	3	19	0	2	26	2	10	2	0	5	8	5	1	1	4	2	1	6	1	5	9	3	6	21	6	8	6	2	2	1	5	1	4	1	4	2	1	3	0	2	1	4	7	8	3	6	8	4	5	8	11	3	3	0	5	8	12	0	4	15	5	3	1	13	5	2	5	5	4	1	0	1	3	3	6	2	4	5	13	16	3	10	21	1	8	4	3	2	5	12	8	0	9	0	2	0	6	5	0	3	11	4	8	8	1	5	9	3	5
Del(2,4):R1	10	25	22	11	21	21	15	18	22	33	29	25	30	1	9	11	26	19	9	59	14	19	9	14	21	8	5	41	32	13	9	11	29	12	11	9	16	9	15	12	5	18	6	15	22	15	13	2	10	6	8	25	9	16	3	3	14	6	13	55	11	3	33	17	19	40	25	19	24	10	19	12	6	15	17	5	4	14	18	16	3	12	4	7	23	22	23	24	17	17	3	20	24	17	39	7	6	14	27	11	25	12	6	18	13	10	7	19	15	16	27	19	17	4	6	18	8	7	7	24	22	51	13	38	13	34	4	14	21	11	17	24	6	12	9	4	4	17	44	7	6	12	7	7	14	24	24	18	31	1	7
Del(5,):R1	19	102	25	45	99	26	57	49	99	75	35	47	76	6	18	24	41	70	34	107	14	15	13	35	80	21	26	100	201	51	27	34	52	17	43	14	121	48	71	34	23	49	22	11	50	10	39	3	6	29	26	185	22	22	19	7	24	8	49	247	27	39	56	26	125	44	60	43	33	41	21	33	12	63	21	21	16	45	78	16	8	13	24	26	23	11	32	41	38	84	24	124	130	70	110	30	23	9	128	69	29	14	5	19	12	14	7	11	15	19	114	50	57	8	10	27	20	5	10	49	43	97	24	16	20	99	20	93	117	40	20	8	7	72	11	5	15	10	117	13	6	30	27	38	44	90	61	28	105	4	8
Del(2,8):U(1,2):R(2,4)	23	14	15	12	17	37	32	18	30	18	19	14	20	6	18	13	36	20	8	23	15	37	6	22	22	6	4	23	35	30	7	14	19	17	8	8	7	13	14	16	4	20	11	11	34	11	18	5	11	8	10	15	7	20	7	7	21	10	16	50	8	6	38	21	14	34	16	28	33	19	16	12	10	12	23	8	11	9	19	15	2	10	5	14	30	23	16	14	20	15	11	16	19	12	46	11	20	6	25	20	31	7	9	34	14	13	16	15	4	14	20	14	14	4	14	15	14	4	7	33	22	31	7	22	11	22	9	8	18	5	22	20	7	19	16	5	11	25	35	7	3	27	20	8	13	22	11	30	26	4	14
Del(2,):U(1,2):R(5,)	4	13	9	0	4	16	11	5	17	12	7	3	8	2	5	5	9	9	1	13	3	21	4	11	8	0	1	13	9	12	5	3	8	6	5	1	5	4	15	5	6	6	3	23	14	5	8	3	3	5	9	19	5	23	9	2	9	9	4	22	4	3	15	9	7	8	5	7	9	8	8	8	2	8	5	3	4	6	6	5	2	7	2	4	9	13	7	13	11	10	1	5	6	13	15	1	6	6	10	5	8	8	2	10	1	6	12	8	10	4	13	7	4	2	8	14	9	2	3	17	12	16	0	10	6	7	3	8	1	1	8	2	3	10	5	4	2	15	12	3	0	4	12	11	13	6	9	6	13	3	3
Del(3,):U(3,):R2	14	18	17	17	18	32	25	10	22	20	15	15	25	4	21	11	12	25	10	21	11	43	7	19	16	8	3	15	24	26	5	20	27	16	12	9	11	17	16	11	7	17	7	13	26	6	15	3	16	9	14	27	7	32	3	8	12	10	15	63	8	9	27	14	22	33	15	20	29	19	14	13	7	12	17	8	5	12	20	6	1	8	9	4	17	14	27	15	21	17	6	22	21	13	30	6	14	15	20	22	38	19	4	27	11	20	16	16	8	14	17	10	14	0	12	22	19	6	6	27	17	46	12	26	15	12	15	17	22	9	14	16	6	22	8	4	7	24	32	6	4	34	20	11	14	22	18	19	27	4	16
