MutationType	CPCT02030245T	CPCT02030257T	CPCT02070015T	CPCT02040043T	CPCT02100032T	CPCT02160007T	CPCT02030286T	CPCT02100140T	CPCT02100141T	CPCT02330072TII	CPCT02330132T	CPCT02130030T	CPCT02060183T	CPCT02130033T	CPCT02300031T	CPCT02180054T	CPCT02090037T	CPCT02130041T	CPCT02060200T	WIDE01010009T	CPCT02330094T	CPCT02110061T	WIDE01010016T	CPCT02230070T	CPCT02340070T	CPCT02340073T	CPCT02050330T	CPCT02340077T	WIDE01010064T	CPCT02050314T	CPCT02220037T	WIDE01010073T	CPCT02210045T	CPCT02100163T	CPCT02130049T	CPCT02050343T	CPCT02020712T	CPCT02130070T	CPCT02130071T	DRUP01020027T	CPCT02050349T	CPCT02040242T	CPCT02300039T	CPCT02010815T	CPCT02010813T	WIDE01010355T	CPCT02330072T	CPCT02130091T	CPCT02230097T	CPCT02050357T	CPCT02010833T	CPCT02060213T	CPCT02130107T	CPCT02070342T	CPCT02050362T	CPCT02150012T	DRUP01210002T	CPCT02130105T	CPCT02100176T	CPCT02230106T	CPCT02060199T	DRUP01330005T	CPCT02120150T	CPCT02060248T	CPCT02060255T	DRUP01010088T	CPCT02440014T	CPCT02050384T	CPCT02030519T	CPCT02050380T	CPCT02130140T	CPCT02220056T	DRUP01210003T	DRUP01050030T	CPCT02210067T	CPCT02150021T	CPCT02080255T	CPCT02330124T	CPCT02100186T	CPCT02050403T	DRUP01330013T	DRUP01050033T	DRUP01440001T	CPCT02040156T	DRUP01340013T	CPCT02080141T	CPCT02010662T	CPCT02120069T	CPCT02100126T	CPCT02380021T	CPCT02020622T	CPCT02340034T	CPCT02210033T	CPCT02050163T	CPCT02030277T	CPCT02100064T	CPCT02010569T	CPCT02110032T	CPCT02340011T	CPCT02330033T	CPCT02040119T	CPCT02020536T	CPCT02340012T	CPCT02020527T	CPCT02020526T	CPCT02100098T	CPCT02230029T	CPCT02230030T	CPCT02230034T	CPCT02070034T	CPCT02030363T	CPCT02230039T	CPCT02080130T	CPCT02340019T	CPCT02050233T	CPCT02100044T	CPCT02050100T	CPCT02030243T	CPCT02050041T	CPCT02030310T	CPCT02220007T	CPCT02030307T	CPCT02030304T	CPCT02110018T	CPCT02100061T	CPCT02070120T	CPCT02120011T	CPCT02120012T	CPCT02050147T	CPCT02030335T	CPCT02040108T	CPCT02400002T	CPCT02340041T	CPCT02380030T	CPCT02040196T	CPCT02230068T	CPCT02100127T	CPCT02100133T	CPCT02090026T	CPCT02050287T	CPCT02050292T	DRUP01050016T	CPCT02250004T	WIDE01010644T	WIDE01010539T	WIDE01010590T	WIDE01010691T	WIDE01010704T	WIDE01010725T
A[Del(C):R1]A	5	10	6	7	4	5	9	9	15	4	15	5	17	8	12	16	14	9	5	9	8	7	8	15	8	1	10	5	23	6	10	3	11	9	25	5	9	10	5	17	74	7	10	15	11	9	9	15	5	12	16	2	7	4	4	25	9	3	9	8	3	13	10	7	6	5	18	15	8	30	120	10	10	8	10	10	13	9	8	3	11	11	20	8	18	11	8	18	15	6	20	5	16	4	26	10	14	10	5	5	7	17	9	7	18	5	10	8	8	17	4	20	7	13	16	9	5	12	27	8	6	11	6	4	8	4	7	16	19	21	8	19	24	8	18	6	14	6	4	12	13	19	21	4	13	28	12	8	12
A[Del(C):R1]G	0	0	1	0	2	0	0	2	3	2	0	1	1	1	0	0	1	0	0	1	3	1	1	0	1	1	1	1	0	1	2	0	1	0	1	2	0	1	0	1	12	0	0	1	0	0	2	1	1	4	1	1	0	0	0	2	1	0	3	0	0	0	4	0	0	3	2	1	2	4	11	1	1	2	0	0	3	3	1	0	0	0	2	0	1	0	1	0	1	1	1	0	1	0	3	1	0	1	0	0	1	0	0	3	0	0	0	2	0	0	0	1	2	0	1	0	0	0	3	1	1	0	1	2	1	0	0	1	0	0	1	0	1	0	2	0	2	1	3	1	0	1	1	1	2	1	1	0	0
A[Del(C):R1]T	3	14	2	4	3	4	6	11	8	8	6	5	10	3	11	3	12	7	5	3	3	8	2	16	3	2	6	8	12	2	8	12	4	7	17	9	11	4	7	7	16	4	2	17	9	11	8	33	13	9	7	8	4	3	5	22	4	7	15	6	1	14	5	2	4	6	9	1	0	16	26	9	7	1	5	8	15	6	16	3	16	4	12	5	13	12	5	6	6	5	22	6	10	12	23	5	11	9	5	6	7	6	6	2	12	7	6	9	3	9	3	18	12	8	17	3	3	6	13	10	6	8	5	3	2	7	3	7	4	17	3	14	16	6	5	4	10	2	7	17	12	17	13	4	5	13	8	7	14
A[Del(C):R2]A	1	1	3	1	3	1	3	2	5	5	2	0	6	1	3	2	1	3	1	1	1	1	1	4	3	1	2	2	7	0	2	4	2	1	10	2	8	2	6	7	49	1	2	6	3	0	5	8	3	1	3	3	3	0	3	7	1	1	5	7	0	1	2	5	0	2	4	2	1	9	24	0	6	0	3	3	4	4	3	0	2	2	4	1	4	1	4	4	6	1	2	2	1	8	8	0	2	2	1	1	1	6	2	2	5	2	2	0	1	3	2	5	5	3	5	1	1	6	6	0	1	3	3	1	3	3	1	4	5	6	1	3	5	1	3	1	1	1	2	4	1	2	1	1	4	0	5	0	4
A[Del(C):R2]G	0	0	1	2	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	2	0	0	1	0	0	0	0	1	0	1	2	12	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A[Del(C):R2]T	5	4	5	2	2	2	3	2	2	8	3	2	1	2	2	2	3	2	2	0	1	1	4	5	0	0	3	3	6	1	4	0	2	2	8	1	6	4	3	6	22	2	0	7	4	3	3	16	0	3	3	1	1	0	1	13	2	0	1	5	0	5	1	4	5	2	5	2	4	11	12	2	4	2	2	2	4	2	7	0	4	2	5	2	4	1	1	5	6	3	5	1	3	2	12	2	7	1	0	3	4	4	3	1	2	1	0	7	2	4	0	11	4	1	3	2	3	5	4	3	4	2	4	4	1	1	3	3	5	10	2	4	4	1	5	2	7	2	2	4	1	4	4	1	3	5	4	4	8
A[Del(C):R3]A	0	2	2	1	3	3	1	2	2	1	1	1	5	1	1	2	3	1	1	0	0	1	1	4	2	3	1	1	5	0	0	0	1	3	6	2	2	6	0	3	32	3	2	5	2	1	0	5	3	1	3	0	3	0	1	7	1	1	0	1	0	2	4	2	0	5	3	2	0	1	22	1	0	0	0	0	2	0	3	1	4	1	4	1	4	5	1	3	3	4	2	1	0	1	6	1	6	1	1	1	2	1	1	2	3	1	1	3	1	2	0	2	3	3	2	2	1	3	7	2	0	3	0	1	1	3	2	0	4	4	3	1	7	1	2	2	3	2	0	5	1	2	4	0	2	0	1	4	2
A[Del(C):R3]G	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	6	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	2	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	2	1	0	2	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0
A[Del(C):R3]T	0	2	0	0	1	2	2	2	2	2	2	2	1	3	1	1	2	2	0	0	1	3	1	5	0	0	3	1	6	0	2	2	2	0	8	1	2	4	2	6	20	3	0	0	2	5	1	2	2	2	0	0	0	0	0	4	2	1	4	1	0	0	2	0	0	0	1	0	2	0	15	1	0	0	3	1	3	0	2	1	0	3	1	1	1	1	2	2	1	1	2	1	2	0	2	0	1	1	1	1	2	4	0	0	3	1	1	1	1	0	1	1	2	3	3	3	0	6	0	5	0	1	0	0	0	1	0	1	1	3	1	0	1	0	3	2	3	2	2	1	0	1	1	1	1	4	3	1	3
A[Del(C):R4]A	1	4	7	1	4	1	2	4	1	2	2	4	3	1	5	2	2	1	2	0	1	1	2	2	1	0	1	0	2	0	3	0	1	1	7	0	4	2	2	3	20	2	1	0	0	1	2	7	0	2	0	0	0	1	4	5	1	0	4	1	0	3	4	3	0	1	3	3	0	2	53	3	2	1	1	1	3	2	0	0	2	2	3	1	1	3	0	0	0	1	4	0	3	1	3	3	3	0	1	2	0	3	4	0	1	0	1	4	2	5	1	5	3	4	3	3	1	1	5	0	1	0	0	2	1	4	1	0	5	5	2	2	1	1	1	0	2	0	5	2	2	3	1	0	4	3	1	1	2
A[Del(C):R4]G	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	2	0	0	3	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	8	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	2
A[Del(C):R4]T	0	0	1	1	1	1	2	1	2	4	0	1	1	0	1	0	1	3	2	0	1	1	2	1	1	0	0	0	1	0	3	3	0	0	2	0	1	1	2	1	8	0	2	0	0	0	2	9	2	4	1	0	0	0	0	2	1	0	2	0	0	1	1	0	0	0	3	1	2	4	28	1	3	0	1	2	1	1	1	0	3	0	3	0	1	1	1	4	1	0	2	1	2	2	5	1	1	1	2	0	1	2	1	0	1	2	0	2	4	0	1	2	2	0	2	1	0	0	1	3	0	1	1	0	0	1	3	0	0	1	1	0	2	2	1	0	4	1	0	2	1	1	1	2	1	1	0	0	0
A[Del(C):R5]A	0	3	1	1	0	1	2	1	0	2	1	1	1	0	1	4	1	1	1	1	0	2	0	1	1	0	2	0	4	2	0	0	1	0	3	1	2	3	4	1	13	1	1	3	0	0	1	2	0	2	2	1	0	1	2	3	1	2	3	0	0	3	3	2	0	0	3	0	3	3	105	2	0	2	0	4	3	3	0	0	2	2	3	2	1	4	1	2	1	0	3	1	0	4	1	2	0	4	0	1	0	2	3	0	2	1	4	3	1	3	1	6	2	3	2	3	0	1	2	3	2	5	1	0	1	2	0	1	1	0	2	1	2	2	1	2	1	0	4	2	0	4	1	0	4	3	1	1	4
A[Del(C):R5]G	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	27	0	0	0	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	2	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0
A[Del(C):R5]T	0	2	1	1	1	0	3	2	5	0	1	1	0	2	1	2	1	2	0	0	1	1	3	2	0	0	0	1	3	0	0	0	2	1	2	0	0	0	1	1	7	1	0	1	2	0	0	2	0	0	1	1	0	1	0	2	1	0	0	1	0	2	1	0	0	0	0	0	1	0	90	1	0	1	1	0	3	1	0	0	2	0	0	0	2	2	1	3	5	0	3	2	0	2	1	0	0	0	0	0	0	0	0	0	2	3	1	2	1	0	0	2	2	0	1	0	2	0	2	1	0	1	1	1	1	1	4	3	4	2	2	1	2	1	3	0	0	0	1	1	2	1	1	0	1	2	0	3	2
A[Del(C):R6]A	0	2	0	1	1	0	0	0	3	1	1	0	6	1	0	1	2	1	0	0	1	1	0	5	2	0	0	1	3	0	1	1	3	2	4	0	2	0	0	2	5	0	0	4	0	1	3	4	0	1	2	0	2	0	0	1	3	1	1	0	0	2	1	0	2	1	2	1	4	6	157	0	0	0	1	1	1	0	2	1	0	0	2	2	3	0	2	1	1	1	1	1	3	1	1	2	0	1	0	0	0	3	0	0	1	0	1	1	3	0	0	6	0	3	2	4	0	0	2	0	1	0	0	0	0	2	1	1	3	1	0	2	3	2	4	0	2	0	4	0	1	1	2	0	3	2	1	1	1
A[Del(C):R6]G	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	43	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
A[Del(C):R6]T	0	4	1	0	1	1	0	1	5	4	3	1	2	1	0	0	0	2	1	0	0	1	1	3	1	1	1	0	1	0	3	0	1	0	1	0	1	0	1	0	1	0	1	1	1	3	2	4	0	1	1	1	0	0	1	1	1	0	0	1	0	2	0	1	0	0	0	0	2	1	75	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	2	2	0	1	2	2	0	1	1	0	0	0	0	0	2	0	1	0	0	2	0	0	0	2	2	1	1	1	0	1	0	0	0	1	0	2	1	0	3	2	4	3	0	0	1	0	3	0	1	1	0	0	3	0	3	0	1	2	0	0	0
A[Del(C):R7]A	0	3	0	1	0	0	2	1	5	2	4	1	1	0	2	1	0	1	0	0	0	1	0	3	2	0	1	1	1	0	1	1	0	1	2	0	0	0	0	1	0	0	0	1	0	0	1	3	1	0	0	0	0	0	0	6	0	0	0	1	0	2	0	3	0	1	2	1	2	4	173	0	2	0	1	1	3	3	3	0	2	1	2	0	1	4	0	2	2	1	5	0	1	0	4	0	2	0	4	0	1	1	1	0	1	0	1	2	2	2	0	2	2	1	1	0	2	0	2	2	0	1	0	1	0	0	2	2	2	1	0	0	2	1	1	1	3	0	2	0	0	1	1	0	2	2	0	1	0
A[Del(C):R7]G	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	36	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	1	1
A[Del(C):R7]T	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	32	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	2	3	0	0	1
A[Del(C):R8]A	1	0	7	0	0	0	0	2	1	2	3	1	2	0	0	3	0	0	1	1	2	3	1	3	0	0	2	0	2	0	0	1	1	0	3	0	0	0	1	1	0	1	1	3	0	0	0	0	3	2	4	1	0	0	2	4	1	0	1	1	0	2	3	1	0	0	1	0	3	4	128	1	1	0	3	1	1	0	1	0	1	2	1	0	4	2	2	2	0	0	3	1	1	0	1	0	1	0	1	2	1	1	3	0	1	0	0	2	1	1	1	4	2	5	0	1	1	0	3	1	2	2	1	0	1	0	3	1	3	4	0	3	5	1	2	2	2	0	1	1	1	0	4	0	1	1	0	0	3
A[Del(C):R8]G	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0
A[Del(C):R8]T	0	0	2	1	0	1	0	0	0	2	1	0	1	0	0	2	1	1	0	0	0	0	0	3	0	0	1	0	3	0	1	0	0	1	2	0	0	0	1	0	0	1	0	2	0	2	3	0	0	0	0	0	1	0	2	1	0	0	2	0	0	1	1	0	0	0	0	0	2	1	22	0	1	0	1	0	0	0	2	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	2	0	0	1	0	0	2	0	0	1	0	1	0	1	1	3	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	2	1	0	0
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	1	3	3	3	4	1	1	1	3	2	5	1	3	1	1	1	5	1	4	3	3	3	2	2	1	0	3	2	14	2	5	4	4	0	8	5	3	6	4	6	39	1	4	5	0	0	1	6	0	4	5	3	5	1	5	5	3	2	3	6	2	2	5	3	1	1	7	2	2	11	11	3	0	2	3	4	2	3	5	1	5	3	8	3	4	3	1	1	2	4	1	0	3	2	7	1	2	3	1	4	4	5	1	4	3	1	1	0	0	5	1	6	5	4	3	1	2	4	7	3	1	2	1	3	2	1	3	2	2	5	1	4	5	2	3	1	5	2	3	2	3	5	1	0	4	2	2	4	6
G[Del(C):R1]G	0	0	0	1	2	0	0	2	0	1	0	0	1	2	0	0	1	3	0	1	0	1	0	2	0	0	1	1	2	0	0	0	0	0	2	1	2	1	2	2	7	0	0	0	1	1	0	1	0	1	1	1	2	0	1	5	0	0	1	1	0	0	0	0	1	1	0	1	0	2	20	0	0	0	0	1	1	1	0	0	0	2	0	1	0	0	1	0	1	0	5	0	1	1	0	0	1	1	1	1	2	1	1	0	3	1	0	1	1	0	0	0	1	0	1	3	2	0	3	2	0	0	1	0	0	0	2	1	2	1	5	0	1	0	2	1	1	0	1	3	0	2	0	0	0	1	2	2	2
G[Del(C):R1]T	3	6	4	4	13	2	7	2	10	8	5	1	4	2	1	5	9	8	3	1	8	10	2	9	9	2	3	4	42	1	4	5	3	5	8	8	5	7	3	17	18	3	4	13	2	6	1	32	4	11	8	3	2	1	4	18	3	6	5	6	1	13	5	1	2	5	18	0	3	17	19	6	4	3	5	3	11	1	4	1	15	2	20	7	6	6	4	9	7	3	9	2	6	4	15	0	7	5	1	3	3	13	6	4	10	4	4	9	1	11	4	12	10	8	14	11	1	4	12	10	4	6	1	2	2	4	4	5	8	14	7	7	7	2	6	1	7	3	6	11	11	18	7	2	8	5	4	4	16
G[Del(C):R2]A	2	8	3	4	3	2	1	1	4	1	6	3	2	2	3	6	4	2	2	1	3	2	3	5	2	1	5	6	9	2	3	1	1	2	6	0	7	7	5	20	62	3	5	2	1	5	0	4	0	4	6	1	2	0	2	9	0	1	1	8	0	8	10	0	1	2	2	3	1	4	19	2	1	0	1	1	3	1	4	0	17	5	3	3	5	2	2	5	4	3	3	1	1	3	9	3	3	1	1	1	3	12	1	0	4	1	1	7	2	2	0	5	4	3	3	1	2	5	3	6	2	5	1	1	2	3	2	3	2	13	2	1	8	1	2	4	4	3	2	1	1	8	2	2	0	3	2	1	8
G[Del(C):R2]G	0	0	2	1	2	0	1	1	1	0	1	0	0	1	0	1	2	0	0	0	2	0	0	1	0	0	1	1	0	1	2	0	1	0	2	0	0	0	0	0	16	0	0	0	0	0	0	0	0	1	3	0	1	0	1	2	1	0	1	1	0	0	0	0	0	1	2	0	0	1	2	0	0	1	0	0	2	0	1	1	0	0	2	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	1	1	0	1	1	2	0	2	3	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0
G[Del(C):R2]T	1	3	3	1	2	4	2	1	5	2	7	1	3	3	0	2	1	4	0	0	3	0	1	3	2	1	2	2	13	2	2	3	1	3	13	2	5	2	1	9	38	1	2	1	0	2	2	10	3	1	2	2	2	2	1	9	0	2	6	2	0	2	1	3	3	1	7	1	1	7	7	3	1	1	0	3	4	3	2	3	6	2	6	1	4	0	1	4	3	3	2	0	2	1	7	1	3	1	0	1	1	5	2	0	3	2	4	2	4	4	3	4	3	3	4	3	1	8	9	3	1	3	1	0	0	0	4	1	2	18	3	4	5	1	3	0	4	2	2	2	2	5	1	3	1	4	2	3	10
G[Del(C):R3]A	2	3	3	2	3	2	0	2	2	5	5	2	4	2	3	3	1	2	1	1	0	3	1	2	3	0	2	1	4	1	1	2	5	1	8	3	3	0	4	8	36	0	3	1	2	3	5	6	2	4	1	1	1	1	1	3	5	1	3	3	0	3	2	2	1	2	1	3	0	7	13	1	2	1	2	1	4	3	3	0	7	2	2	0	2	1	0	4	4	1	6	2	2	1	7	0	3	1	3	5	1	5	0	2	2	1	3	2	1	2	0	1	3	3	3	1	1	1	5	0	4	0	1	1	2	2	1	1	4	11	0	2	4	1	2	2	1	0	4	1	3	4	1	1	2	3	0	0	4
G[Del(C):R3]G	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	3	6	0	0	0	0	0	1	1	0	1	0	1	1	0	1	3	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	2	0	1	0	2	2	0	1	2	0	2	2	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	1	0	0	2	0	0	2	2	0	0	0	0	0	0	1
G[Del(C):R3]T	1	1	2	0	0	1	2	0	2	1	1	0	0	0	2	0	0	1	2	0	2	0	0	0	0	1	0	0	3	1	2	2	1	1	2	0	2	2	1	2	21	2	0	3	0	2	0	4	2	5	0	2	0	0	0	5	1	0	4	0	1	1	2	7	0	0	0	1	0	1	4	0	3	0	3	2	3	0	1	0	2	0	0	1	2	1	0	0	1	2	1	0	2	1	6	0	2	2	0	2	1	1	1	1	5	0	3	2	0	0	0	3	1	0	3	1	0	4	1	0	3	0	2	0	0	0	0	0	1	3	0	1	2	0	1	1	1	1	1	2	2	3	2	0	1	3	0	1	1
G[Del(C):R4]A	1	1	1	1	2	1	1	1	1	0	1	0	1	0	1	2	1	0	1	1	0	0	1	0	2	0	0	0	3	0	1	0	1	1	3	1	5	0	1	5	13	1	0	2	0	1	0	4	0	1	2	1	0	0	0	1	1	0	1	0	2	5	0	1	1	1	2	0	4	2	42	2	1	0	1	0	1	0	0	1	2	0	2	0	1	0	2	0	4	0	2	2	1	0	0	0	0	1	0	1	4	3	0	1	0	1	1	1	0	0	0	3	2	2	0	2	0	1	2	2	1	2	0	1	0	0	2	0	1	7	0	2	1	0	1	1	1	1	0	0	0	1	2	1	1	1	1	1	1
G[Del(C):R4]G	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	1	19	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	2	0	0	1	1	0	0	1	0
G[Del(C):R4]T	0	0	0	0	0	0	1	2	0	0	0	1	2	0	0	1	0	3	1	1	1	0	2	2	0	0	1	2	3	1	0	2	0	0	0	1	1	0	0	0	13	0	0	2	0	0	0	2	0	1	0	0	0	0	0	2	0	0	1	1	0	3	0	0	0	1	1	0	0	0	30	1	1	1	0	1	1	2	1	0	4	1	1	0	1	1	1	0	1	0	1	0	3	0	3	0	0	0	0	2	1	2	0	0	2	0	1	2	1	1	0	2	1	0	0	0	0	3	1	1	2	1	1	2	1	1	0	1	1	2	0	1	1	2	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1
G[Del(C):R5]A	1	1	3	0	1	0	0	1	2	1	2	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	3	0	2	2	2	1	2	0	11	0	1	1	1	4	1	2	0	0	3	0	1	1	0	1	3	1	0	1	0	1	3	1	0	0	2	1	0	4	102	0	0	1	0	1	0	1	0	0	1	0	2	0	1	2	2	0	1	1	1	1	0	0	2	2	5	0	0	1	2	0	1	1	2	0	1	0	0	0	1	2	0	2	1	1	1	3	0	1	1	0	1	1	0	0	2	1	2	0	0	1	2	0	1	0	0	0	0	1	1	1	2	1	0	1	2	2	1
