MutationType	SP135192	SP135335	SP135278	SP135287	SP135345	SP85122	SP84384	SP135184	SP135226	SP135436	SP135262	SP135431	SP135425	SP135222	SP135230	SP135205	SP135180	SP135213	SP135217	SP135405	SP135238	SP135270	SP135411	SP135188	SP135194	SP135186	SP135420	SP135258	SP135234	SP135293	SP135393	SP135299	SP135415	SP135310	SP135323	SP135390	SP135209	SP135240	SP135182	SP85251	SP84408	SP84491	SP84743	SP83967	SP105253	SP84998	SP84062	SP84982	SP84790	SP105673	SP85339	SP84719	SP105425	SP84056	SP105261	SP85379	SP105086	SP84392	SP105018	SP84858	SP84086	SP105213	SP105577	SP85431	SP84962	SP105006	SP84439	SP105159	SP85230	SP84922	SP85130	SP104984	SP85222	SP105375	SP85287	CPCT02060042T	CPCT02130027T	CPCT02290024T	CPCT02230080T	CPCT02070282T	CPCT02060201T	CPCT02010752T	CPCT02130046T	CPCT02190033T	WIDE01010213T	CPCT02440010T	WIDE01010272T	DRUP01070085T	CPCT02380045T	CPCT02150013T	CPCT02010769T	CPCT02450014T	CPCT02130122T	CPCT02230107T	DRUP01090017T	CPCT02020781T	CPCT02310016T	CPCT02300050T	CPCT02020808T	CPCT02050414T	CPCT02230042T	CPCT02040170T	CPCT02330059T	CPCT02330063T	CPCT02020512T	CPCT02110031T	CPCT02030347T	CPCT02050179T	CPCT02010591T	CPCT02170007T	CPCT02210025T	CPCT02030376T	CPCT02050110T	CPCT02030318T	CPCT02100056T	CPCT02030326T	CPCT02120007T	WIDE01010573T	WIDE01010693T
G[Del(T):R(1,4)]C	0	1	0	135	4	152	306	0	2	2	1	6	12	0	5	1	0	2	0	3	0	1	1	1	4	2	7	0	6	0	3	9	1	0	3	1	0	6	25	2	6	30	23	1	9	2	5	178	11	9	2	7	3	11	1	11	12	216	35	3	3	2	5	3	3	5	307	9	8	24	7	3	1	14	5	1	3	13	2	4	1	4	4	9	13	12	3	131	6	1	9	49	3	6	28	17	12	12	5	1	2	4	9	10	3	4	373	4	4	9	18	7	4	11	6	13	14	10	10
G[Del(T):R(1,4)]G	0	2	1	123	8	137	283	0	2	11	1	3	13	3	2	0	0	1	0	5	0	5	4	3	1	4	8	0	5	0	4	4	0	0	0	1	0	3	8	5	1	35	24	1	10	6	2	164	10	15	4	3	7	9	4	17	6	207	39	3	4	7	4	6	1	9	334	3	8	33	8	4	2	13	10	1	2	27	2	6	4	3	6	10	11	20	3	154	13	8	9	57	2	11	21	23	13	16	4	7	1	4	14	17	0	9	350	11	10	15	17	10	14	11	7	16	26	20	8
A[Del(T):R(5,7)]A	0	3	3	3878	12	6178	5988	0	10	51	6	53	38	20	16	6	0	9	0	31	0	18	18	5	27	15	34	4	44	0	20	22	11	0	5	3	3	20	166	4	9	81	93	12	72	28	5	2933	36	26	51	33	62	21	18	65	39	5924	53	71	7	33	30	5	23	34	6028	25	12	114	55	26	7	96	15	3	11	69	49	40	43	11	31	59	39	50	27	3524	36	14	27	3348	15	65	63	53	20	67	68	61	1	17	85	74	22	30	9221	72	14	30	48	30	50	62	29	34	46	44	31
A[Del(T):R(5,7)]C	0	0	0	1806	9	2264	3937	0	2	31	1	46	20	11	13	2	0	9	0	18	0	13	11	4	5	7	18	2	16	0	12	14	5	0	1	0	1	21	93	3	2	58	71	15	47	24	1	1633	37	16	29	26	36	19	16	38	34	2648	33	55	5	25	12	4	14	17	3154	20	6	84	31	10	5	64	21	1	6	37	29	17	26	5	20	32	37	37	11	1640	29	9	19	2349	8	36	46	31	16	48	23	37	3	7	56	38	12	9	4020	52	13	24	30	29	28	43	18	32	29	33	19
A[Del(T):R(5,7)]G	0	0	0	2442	6	3843	4477	0	5	36	3	33	15	4	5	3	0	5	0	11	0	12	9	4	8	10	18	3	31	0	8	9	1	0	1	1	2	11	87	10	2	53	44	7	31	21	4	1986	21	11	39	29	37	12	9	38	18	4226	49	41	6	21	15	4	13	16	4269	11	5	63	28	11	3	43	21	2	11	34	38	20	25	12	17	33	26	27	5	2217	23	8	12	2587	8	36	33	20	13	33	21	31	1	8	49	26	11	11	5881	43	12	23	24	14	27	43	9	24	27	19	15
C[Del(T):R(5,7)]A	1	1	0	2271	3	3308	2955	0	3	28	0	34	16	6	5	1	0	6	0	6	0	6	7	0	10	10	13	2	11	0	10	15	1	0	1	0	4	4	61	6	1	38	45	7	23	14	2	1654	30	16	27	31	22	16	5	31	20	3536	25	20	6	13	10	4	12	9	3630	11	8	52	20	10	4	39	14	1	6	37	27	24	15	8	19	26	18	25	12	1822	17	8	12	1332	9	39	28	21	14	30	17	25	2	6	46	20	7	12	5207	26	14	15	15	12	22	38	12	16	33	20	13
C[Del(T):R(5,7)]C	0	1	0	2144	4	2611	3864	0	2	33	2	24	15	7	2	1	0	6	0	9	0	9	7	1	7	2	9	1	16	0	3	5	1	0	0	0	1	8	68	5	1	34	32	8	27	10	2	1911	16	8	29	14	18	9	8	30	20	2906	22	21	3	13	12	5	4	10	3330	10	2	51	24	8	4	30	14	1	3	17	14	16	7	6	14	16	21	26	8	1803	18	7	8	1727	4	27	28	11	13	28	16	11	1	1	28	16	11	8	4387	27	6	20	13	14	15	25	9	16	24	16	7
C[Del(T):R(5,7)]G	0	0	1	2055	3	3224	2884	0	3	22	0	28	12	7	2	3	0	4	0	6	0	3	5	3	7	6	6	0	12	0	6	13	2	0	1	1	0	4	44	4	4	32	33	3	13	11	1	1411	13	11	17	15	20	11	4	17	14	3320	14	23	1	15	10	1	5	9	3315	7	5	31	22	11	4	28	9	1	7	20	15	16	14	8	15	18	17	22	13	1620	8	8	4	1111	7	19	28	15	5	27	15	16	0	6	32	21	12	8	4603	22	8	27	16	8	8	25	7	9	22	20	8
G[Del(T):R(5,7)]A	0	2	0	1900	3	2113	3169	0	7	16	2	13	4	7	1	2	0	3	0	7	0	5	1	2	2	6	8	0	9	0	6	7	3	0	0	0	0	3	28	2	1	29	29	1	16	9	1	1634	9	5	12	14	14	10	2	18	11	2534	27	9	1	10	12	6	6	11	2990	10	6	29	15	9	4	36	5	0	2	19	15	9	5	4	5	12	9	15	2	1552	8	4	5	1047	2	20	20	16	12	22	8	10	1	0	16	17	6	6	4300	22	4	2	9	3	21	24	9	14	16	14	7
G[Del(T):R(5,7)]C	0	0	0	1227	1	1286	2575	0	1	16	3	18	2	4	3	1	0	2	0	10	0	2	4	2	5	3	6	2	6	0	8	8	1	0	0	0	0	5	40	1	1	18	25	7	15	8	1	1256	8	10	11	9	25	11	4	14	12	1788	23	16	6	8	5	5	6	3	2120	4	4	34	14	2	0	28	5	2	4	25	18	11	15	3	7	20	14	20	3	1112	6	2	10	1313	5	20	21	18	14	14	16	12	1	0	22	16	2	3	2749	12	3	10	6	9	13	26	6	8	14	13	6
G[Del(T):R(5,7)]G	0	0	0	1295	5	1606	2406	0	2	10	1	13	9	3	2	0	0	3	0	5	0	4	5	1	4	7	5	0	7	0	9	9	1	0	2	1	0	4	35	0	2	24	16	6	13	9	1	1111	10	7	14	13	19	10	2	7	10	2009	27	18	0	11	6	5	8	9	2064	6	3	29	15	2	2	20	6	0	4	19	14	7	8	2	7	8	14	16	3	1111	7	6	8	1155	6	24	18	17	11	23	9	12	0	4	19	12	7	5	3046	19	5	12	11	14	13	15	1	11	15	8	5
A[Del(T):R(8,)]A	0	1	0	4670	6	8602	6073	0	4	40	0	68	19	13	9	2	0	7	0	21	2	36	8	4	6	9	29	2	38	0	19	17	2	0	1	0	0	23	141	5	3	97	87	14	61	48	0	3866	29	9	97	32	76	27	12	84	35	7215	15	80	11	50	28	5	18	26	5198	9	5	100	81	29	11	61	30	0	15	130	82	85	61	18	62	108	85	109	35	7185	64	30	50	6278	24	120	125	73	42	117	98	99	4	19	162	116	30	39	14597	171	28	70	68	56	87	134	45	52	67	74	52
A[Del(T):R(8,)]C	0	1	0	3110	2	4779	5457	0	3	41	1	45	13	7	9	3	0	7	0	18	0	20	3	3	5	7	16	1	31	0	9	10	0	0	0	0	0	16	112	6	5	93	78	9	77	35	0	3288	24	13	58	19	75	18	11	54	45	5001	7	63	11	40	26	8	11	33	3904	13	3	115	56	22	8	57	26	0	11	106	85	53	54	17	58	86	61	83	23	4438	44	9	39	6466	26	95	90	63	34	90	75	87	3	12	113	80	30	23	8992	123	31	42	48	33	73	114	34	50	60	44	27
A[Del(T):R(8,)]G	0	0	0	2580	1	4928	3575	0	3	31	1	25	4	9	3	2	0	6	0	9	0	4	3	2	8	3	7	0	18	0	9	5	1	0	0	1	1	6	78	0	4	47	41	3	21	17	1	2346	14	14	35	13	36	15	11	31	18	4394	8	37	3	25	12	2	5	21	2897	5	2	46	27	14	5	27	13	0	6	76	43	34	38	11	35	42	43	45	22	4184	30	8	21	3584	14	48	58	45	25	63	49	53	1	6	64	49	24	21	8671	83	13	26	42	30	38	72	16	32	42	28	24
C[Del(T):R(8,)]A	0	0	0	3804	2	5617	4139	0	3	27	0	32	19	13	6	2	0	8	0	12	0	18	3	3	5	5	19	0	30	0	11	8	3	0	0	0	2	9	56	3	4	59	58	7	36	32	0	2665	13	7	44	18	49	17	9	58	18	5505	7	55	3	16	17	5	8	22	4602	3	1	63	47	20	6	40	10	2	6	80	47	61	40	13	41	48	58	59	34	5262	34	29	23	3260	18	78	68	35	46	74	60	57	2	14	74	84	32	25	9578	82	18	56	34	27	42	88	27	33	70	50	33
C[Del(T):R(8,)]C	0	0	0	4311	4	5613	6590	0	1	32	2	34	10	4	11	3	0	6	0	15	0	7	4	1	8	6	14	0	15	0	14	9	0	0	0	0	0	12	73	3	8	87	75	9	52	34	1	4313	11	7	57	28	42	18	15	62	36	6195	10	42	1	27	30	4	6	22	5577	11	2	78	65	8	2	52	22	0	9	123	68	62	51	12	43	64	87	64	42	5935	51	16	41	4540	21	121	81	56	55	66	61	57	2	14	90	70	23	15	10948	114	17	45	45	23	55	95	28	55	69	40	22
C[Del(T):R(8,)]G	0	0	0	3818	2	6853	4796	0	1	14	0	28	4	6	8	2	0	7	0	5	0	9	2	5	7	5	9	1	23	0	4	6	1	0	1	0	0	4	49	1	2	41	30	4	25	17	0	2965	5	6	36	13	46	13	4	27	8	6387	8	42	4	21	15	2	8	15	4724	4	2	42	34	14	3	34	12	0	10	76	36	48	38	11	34	35	24	40	33	5925	27	12	21	3129	13	53	54	27	21	56	34	45	3	7	49	61	27	24	10688	86	17	35	33	16	42	66	10	29	30	37	25
G[Del(T):R(8,)]A	0	1	0	2279	3	3179	3286	0	1	13	0	21	3	5	4	1	0	3	0	2	0	4	1	1	8	1	12	0	8	0	6	2	1	0	1	0	0	3	46	3	0	26	30	4	13	15	1	2180	10	4	21	12	21	12	12	26	14	3312	4	20	2	10	12	4	7	13	2883	4	2	35	26	12	3	22	7	0	4	46	29	34	24	10	24	37	30	42	19	3422	18	8	14	2543	21	51	45	20	10	39	32	34	1	2	40	43	13	15	7108	65	12	27	28	15	29	50	10	19	43	16	25
G[Del(T):R(8,)]C	0	0	0	1648	1	2209	2733	0	1	13	1	16	7	0	1	2	0	1	0	7	0	9	2	0	3	4	7	0	5	0	4	1	0	0	0	0	0	2	45	1	0	51	26	3	23	11	0	1709	6	2	28	10	37	3	7	24	15	2445	4	25	0	8	8	3	1	18	2135	6	2	41	23	6	4	15	9	0	6	56	37	28	17	5	20	31	33	30	13	2489	21	4	9	3110	8	44	35	20	12	28	29	29	0	3	44	27	8	10	4857	49	7	18	11	14	35	45	20	28	31	19	19
G[Del(T):R(8,)]G	0	0	0	1402	1	2399	2290	0	2	7	1	14	4	1	3	0	0	4	0	3	0	3	5	0	0	1	9	0	5	0	3	6	0	0	1	0	0	3	22	0	0	25	13	3	18	10	1	1425	2	3	18	4	26	8	3	14	7	2402	5	21	2	13	8	0	4	4	1846	6	0	20	13	4	5	17	2	0	5	32	14	16	17	4	14	29	18	18	21	2759	13	6	12	2217	14	36	23	16	16	24	20	28	0	8	36	32	9	8	5030	42	7	15	11	18	19	39	10	17	27	13	12
A[Ins(C):R0]A	0	0	0	10	1	22	22	0	0	7	3	26	14	2	1	0	0	0	0	1	0	2	0	7	1	2	3	0	14	0	26	22	1	0	0	1	3	2	14	0	3	76	486	3	60	0	0	52	55	4	10	4	15	13	2	41	2	28	48	13	1	4	3	0	2	1	220	0	1	60	8	3	1	201	2	0	4	15	18	26	14	8	35	25	35	135	2	171	19	11	41	80	1	19	230	5	28	59	7	6	2	60	43	13	2	11	57	6	22	9	138	7	47	7	8	37	90	12	22
A[Ins(C):R0]T	0	0	0	0	1	1	2	0	0	1	2	9	4	0	2	0	0	1	0	2	0	2	0	5	0	2	2	0	4	0	15	19	0	0	0	0	1	3	4	0	1	17	303	0	23	0	1	18	29	0	1	3	8	2	4	18	0	9	25	6	1	1	1	0	2	1	82	0	1	22	3	3	0	172	1	0	2	0	8	19	5	9	21	14	16	54	1	71	12	4	27	22	0	4	87	3	3	28	1	2	1	44	14	3	2	4	12	3	7	4	84	1	24	4	7	6	56	4	12
Ins(C):R(0,3)	0	3	0	64	5	116	143	0	3	11	3	13	8	2	0	0	0	3	0	5	1	3	2	5	1	2	9	1	10	0	15	9	1	0	0	0	1	4	15	3	5	40	95	6	20	5	1	79	24	7	6	10	12	18	7	21	15	133	26	24	5	9	9	2	3	12	182	8	4	26	18	7	5	73	6	1	3	20	21	13	13	8	17	26	22	43	5	180	25	7	21	1336	12	20	71	10	22	30	17	14	5	28	32	19	9	13	231	25	16	14	40	13	25	28	7	18	39	21	19
Ins(C):R(4,6)	0	0	0	571	2	960	1147	0	1	19	1	13	7	8	8	2	1	4	0	6	1	9	4	1	1	1	7	1	10	0	4	6	3	0	1	0	0	9	32	4	2	37	16	3	15	7	3	384	13	2	10	10	13	14	6	12	11	957	12	14	8	3	3	4	5	4	1079	6	2	17	8	3	3	32	15	2	3	23	15	11	9	5	7	14	7	18	4	568	14	7	9	39268	11	15	21	11	5	16	5	17	5	5	24	18	8	14	997	13	11	7	10	6	11	23	1	9	14	16	9
Ins(C):R(7,)	0	0	0	410	3	894	808	0	1	13	0	14	5	4	3	0	0	0	0	3	0	3	3	0	1	0	6	1	6	0	3	3	0	0	0	0	0	8	19	3	2	35	9	1	30	9	3	458	5	6	14	8	20	23	2	24	13	846	7	12	4	7	8	1	4	7	680	6	3	15	10	12	0	18	12	2	6	26	22	9	25	9	8	40	21	22	13	824	26	8	13	7761	22	25	24	10	11	14	24	26	2	6	34	31	11	6	910	30	14	6	21	4	21	37	1	10	25	13	11
A[Ins(T):R(0,4)]A	0	1	0	100	1	121	124	0	4	11	2	12	12	3	3	1	0	3	0	3	0	6	1	3	7	5	11	2	12	0	11	12	3	0	2	1	0	5	27	3	5	26	66	3	15	7	6	46	14	6	8	5	10	9	4	18	19	133	17	11	4	13	7	7	1	7	184	7	4	13	7	8	5	55	8	2	7	26	15	21	14	10	15	33	20	18	13	250	16	11	22	1998	16	17	41	15	10	27	12	34	4	15	38	26	6	9	249	26	13	16	38	9	27	23	6	14	19	21	12
A[Ins(T):R(0,4)]C	0	0	0	58	2	74	87	0	1	3	2	8	5	1	0	0	0	0	0	1	0	1	1	0	3	1	1	0	7	0	3	3	3	0	0	0	2	4	11	3	3	8	15	1	9	0	4	27	5	5	4	2	5	7	1	4	6	70	9	4	3	5	2	1	5	2	178	2	6	6	3	0	2	12	5	2	1	5	6	6	7	2	1	5	4	6	2	96	7	2	5	4211	1	5	7	6	2	9	3	6	0	3	4	7	1	2	121	4	3	4	4	0	7	6	2	1	5	3	4
A[Ins(T):R(0,4)]G	0	1	0	81	1	131	157	0	1	2	1	17	7	4	0	1	0	0	0	3	0	4	3	1	2	2	1	0	8	0	3	1	0	0	0	0	1	3	16	1	1	8	16	1	6	2	2	70	11	3	7	2	9	7	5	10	14	199	15	12	1	5	4	2	5	4	291	2	3	5	4	9	2	18	7	0	1	10	6	5	6	2	8	5	2	15	3	123	4	1	4	806	5	6	15	9	8	6	6	6	1	3	12	10	2	4	199	12	8	2	4	0	14	9	1	3	5	12	5
C[Ins(T):R(0,4)]A	0	0	0	41	2	58	69	0	1	4	1	7	3	2	0	0	0	0	0	2	0	5	0	1	0	2	2	0	3	0	2	2	2	0	3	0	0	0	11	2	0	7	10	1	5	2	2	31	9	3	0	2	4	11	1	2	6	83	5	7	2	1	1	3	3	1	84	1	3	2	3	2	0	9	2	2	2	6	4	5	7	3	4	12	7	8	6	49	7	3	8	791	2	2	8	2	8	6	4	5	2	1	6	9	3	4	84	5	5	6	4	3	7	8	4	5	3	11	3
C[Ins(T):R(0,4)]C	0	0	0	63	0	92	103	0	1	3	0	5	2	3	1	3	1	1	0	1	0	7	2	2	5	0	5	0	4	0	0	1	1	0	2	0	0	3	7	1	0	9	6	0	7	0	2	39	5	2	6	2	4	3	1	6	8	111	3	4	2	4	1	2	2	2	166	4	3	4	3	2	3	4	1	3	0	6	4	6	3	3	2	8	2	6	2	84	7	5	5	2001	3	3	7	4	5	1	2	10	1	2	10	8	5	2	126	5	6	2	5	3	7	6	2	4	4	9	4
C[Ins(T):R(0,4)]G	0	1	0	79	1	137	163	0	0	4	1	2	5	1	0	0	0	0	0	1	0	4	0	2	0	1	2	1	0	0	3	1	1	0	4	0	0	1	7	1	0	6	6	2	6	2	1	63	5	5	1	4	6	3	0	5	11	162	6	8	3	3	5	4	1	2	274	0	7	1	1	1	0	8	4	2	3	5	3	3	7	1	6	7	3	7	1	83	5	1	3	688	4	7	11	7	1	1	5	8	0	1	8	5	2	5	176	4	2	2	5	3	6	4	2	5	1	5	4
