MutationType	SP135192	SP135335	SP135278	SP135287	SP135345	SP85122	SP84384	SP135184	SP135226	SP135436	SP135262	SP135431	SP135425	SP135222	SP135230	SP135205	SP135180	SP135213	SP135217	SP135405	SP135238	SP135270	SP135411	SP135188	SP135194	SP135186	SP135420	SP135258	SP135234	SP135293	SP135393	SP135299	SP135415	SP135310	SP135323	SP135390	SP135209	SP135240	SP135182	SP85251	SP84408	SP84491	SP84743	SP83967	SP105253	SP84998	SP84062	SP84982	SP84790	SP105673	SP85339	SP84719	SP105425	SP84056	SP105261	SP85379	SP105086	SP84392	SP105018	SP84858	SP84086	SP105213	SP105577	SP85431	SP84962	SP105006	SP84439	SP105159	SP85230	SP84922	SP85130	SP104984	SP85222	SP105375	SP85287
2:Ins:R:5	0	0	1	602	0	1278	807	0	2	24	2	19	7	11	4	2	0	3	0	17	0	6	2	0	5	1	5	1	16	0	6	9	1	0	1	0	1	3	37	2	2	42	18	4	37	16	0	362	7	8	34	11	21	11	6	24	21	1047	11	17	7	12	9	3	6	16	597	6	3	18	15	10	4	26	18
3:Ins:R:0	0	0	0	2	0	7	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	1	0	2	1	0	2	0	1	0	1	0	0	0	0	0	0	0	2	2	0	8	8	0	5	1	0	2	1	0	0	0	1	2	1	6	1	2	1	6	1	0	1	0	1	5	0	1	1	2	3	1	0	10	0
3:Ins:R:1	0	0	0	3	1	10	4	1	2	1	1	1	3	4	1	0	1	0	0	3	0	2	0	2	1	2	2	0	1	0	3	4	2	0	2	0	0	2	9	0	1	3	9	3	10	2	1	7	2	2	4	2	3	1	1	2	6	6	6	12	3	4	2	2	2	8	6	3	3	5	2	3	0	5	1
3:Ins:R:2	0	1	0	4	2	11	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	2	2	0	0	0	1	3	0	0	0	2	1	1	1	1	1	3	2	1	0	0	0	0	0	3	5	1	3	0	2	1	0	2	0
3:Ins:R:3	0	0	0	3	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	4	0	0	0	0	0	2	1	0	0	12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
3:Ins:R:4	0	0	0	18	0	30	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	20	0	0	1	1	1	0	0	1	10	0	0	0	0	1	0	1	0
3:Ins:R:5	0	0	0	74	0	145	84	0	0	1	0	3	1	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	4	0	2	10	4	0	3	1	0	38	3	0	0	0	2	1	2	3	1	122	1	3	0	0	3	1	1	2	62	1	0	4	2	1	1	5	2
4:Ins:R:0	0	0	0	1	0	9	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	14	10	0	4	0	0	3	1	0	3	0	2	3	1	3	3	4	1	1	1	1	1	1	2	6	4	1	2	3	2	3	0	7	0
4:Ins:R:1	0	0	0	5	3	11	2	0	1	6	1	3	3	1	1	0	0	0	0	5	0	1	0	1	4	0	2	0	1	0	4	1	0	0	0	0	1	3	8	0	0	9	6	4	10	4	3	10	0	2	1	1	3	3	0	6	5	5	5	20	1	5	6	4	6	11	7	4	0	11	0	4	1	8	4
4:Ins:R:2	0	0	0	4	0	2	3	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	1	1	0	3	10	3	1	0	3	1	1	0	0	6	0	1	1	0	0	0	0	0
4:Ins:R:3	0	0	0	5	0	22	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	2	1	0	1	0	0	6	0	0	0	1	1	0	0	1	0	15	1	1	0	1	1	0	0	0	7	0	0	0	0	0	0	2	0
4:Ins:R:4	0	0	0	9	0	26	9	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	1	0	5	3	0	1	0	0	2	0	0	0	0	0	1	1	0	1	12	1	0	0	0	0	0	1	3	11	0	1	0	0	1	0	4	0
4:Ins:R:5	0	0	0	15	1	29	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	1	0	1	2	0	0	0	0	0	1	7	0	0	5	0	1	4	1	0	14	0	0	5	0	0	1	0	4	0	24	0	2	3	1	1	0	0	2	9	1	0	2	3	0	0	3	1
5:Ins:R:0	0	0	0	2	1	15	10	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	11	7	1	5	1	3	3	4	3	2	0	2	7	1	5	2	7	6	2	2	0	2	2	0	1	2	0	2	8	2	1	0	10	3
5:Ins:R:1	0	4	0	8	4	25	2	0	4	9	0	6	8	4	5	0	0	4	0	8	0	9	4	3	5	6	15	0	14	0	10	8	4	0	6	0	0	16	34	5	3	34	50	4	21	13	3	9	13	6	17	4	11	37	8	19	15	14	35	29	5	10	13	4	6	8	18	7	24	20	5	7	2	60	10
5:Ins:R:2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	1	0	1	1	2	0	1	1	4	4	1	0	0	0	0	1	1	1	1	0	0	2	0	0	1	0
5:Ins:R:3	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1
5:Ins:R:4	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	1	1	1	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0
5:Ins:R:5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
2:Del:M:1	0	1	1	112	6	208	228	0	6	15	8	14	11	14	2	4	0	4	0	16	1	8	7	2	5	8	11	0	6	1	6	13	2	0	2	0	4	9	23	13	2	35	14	10	15	12	0	90	23	21	15	7	5	13	12	13	30	130	29	32	3	13	13	6	14	12	178	20	11	14	34	17	7	11	9
3:Del:M:1	0	0	0	7	2	19	20	0	1	9	1	1	1	0	1	0	0	0	0	0	0	6	0	0	0	1	1	0	3	0	0	0	0	0	2	0	0	2	2	1	2	8	7	2	2	0	1	12	1	2	1	2	0	4	2	3	4	10	8	4	0	2	4	4	0	2	14	4	2	2	2	1	1	5	0
3:Del:M:2	0	0	1	85	2	134	189	0	1	9	2	8	4	7	2	0	0	4	0	7	0	6	1	1	3	7	13	0	15	0	3	8	1	0	1	0	1	11	15	9	6	14	14	7	11	8	5	57	19	15	6	4	13	9	3	8	10	86	23	9	3	5	10	5	5	7	143	6	4	5	16	11	2	23	5
4:Del:M:1	0	0	0	15	0	21	33	0	1	2	0	6	2	0	1	0	0	0	0	4	0	1	0	1	2	3	1	0	1	0	2	3	3	0	0	0	0	0	3	1	0	5	4	1	1	4	0	9	3	5	3	0	2	5	2	2	8	16	13	6	0	3	1	0	3	5	12	4	6	3	2	2	2	5	4
4:Del:M:2	0	0	0	32	1	31	65	0	0	6	3	8	4	4	1	0	0	2	0	5	0	5	1	0	0	0	4	0	7	0	2	3	2	1	3	1	0	0	5	2	1	7	6	5	10	7	0	22	4	12	4	4	5	9	3	6	6	28	17	15	0	6	4	8	4	4	49	2	6	4	11	1	0	6	1
4:Del:M:3	0	0	1	34	5	64	94	0	2	8	2	7	8	0	3	0	0	2	0	8	0	5	1	1	3	1	8	2	11	0	6	5	2	0	4	1	0	10	15	9	4	9	11	9	10	4	4	40	14	12	7	3	2	8	3	7	16	48	26	23	3	3	6	10	6	9	53	6	7	7	13	4	0	15	2
5:Del:M:1	0	1	1	10	5	18	12	0	2	10	2	12	14	4	1	1	0	9	0	11	0	31	3	4	5	7	11	1	22	0	4	11	4	0	3	1	1	12	27	4	7	44	31	8	22	4	6	6	14	80	5	8	13	36	15	9	32	15	376	42	15	12	17	5	11	20	13	6	97	18	16	8	3	31	17
5:Del:M:2	0	2	1	7	6	26	20	0	1	15	3	8	13	5	4	1	0	13	0	12	0	43	2	4	3	10	10	3	15	1	9	6	5	0	3	1	0	9	17	3	1	51	20	7	18	5	3	9	10	170	8	6	7	45	17	17	33	23	833	48	22	8	17	11	14	19	12	7	143	24	9	7	3	19	9
5:Del:M:3	0	0	1	10	2	15	12	1	1	9	0	4	2	2	0	0	0	21	0	24	0	37	3	1	2	3	7	0	6	0	3	7	0	0	2	1	0	7	12	7	0	32	13	6	12	6	3	12	9	132	10	6	7	42	3	7	36	15	663	43	11	11	8	9	7	19	11	7	99	12	12	7	1	10	4
5:Del:M:4	0	0	0	7	3	10	14	0	4	7	0	9	5	5	2	1	0	7	0	10	0	15	1	0	1	3	4	1	4	1	1	6	0	0	0	0	0	3	13	2	1	18	9	2	9	1	1	6	5	80	5	4	2	26	3	7	22	11	347	25	9	12	6	1	5	7	8	7	47	8	12	3	0	7	5
