MutationType	CPCT02030245T	CPCT02030257T	CPCT02070015T	CPCT02040043T	CPCT02100032T	CPCT02160007T	CPCT02030286T	CPCT02100140T	CPCT02100141T	CPCT02330072TII	CPCT02330132T	CPCT02130030T	CPCT02060183T	CPCT02130033T	CPCT02300031T	CPCT02180054T	CPCT02090037T	CPCT02130041T	CPCT02060200T	WIDE01010009T	CPCT02330094T	CPCT02110061T	WIDE01010016T	CPCT02230070T	CPCT02340070T	CPCT02340073T	CPCT02050330T	CPCT02340077T	WIDE01010064T	CPCT02050314T	CPCT02220037T	WIDE01010073T	CPCT02210045T	CPCT02100163T	CPCT02130049T	CPCT02050343T	CPCT02020712T	CPCT02130070T	CPCT02130071T	DRUP01020027T	CPCT02050349T	CPCT02040242T	CPCT02300039T	CPCT02010815T	CPCT02010813T	WIDE01010355T	CPCT02330072T	CPCT02130091T	CPCT02230097T	CPCT02050357T	CPCT02010833T	CPCT02060213T	CPCT02130107T	CPCT02070342T	CPCT02050362T	CPCT02150012T	DRUP01210002T	CPCT02130105T	CPCT02100176T	CPCT02230106T	CPCT02060199T	DRUP01330005T	CPCT02120150T	CPCT02060248T	CPCT02060255T	DRUP01010088T	CPCT02440014T	CPCT02050384T	CPCT02030519T	CPCT02050380T	CPCT02130140T	CPCT02220056T	DRUP01210003T	DRUP01050030T	CPCT02210067T	CPCT02150021T	CPCT02080255T	CPCT02330124T	CPCT02100186T	CPCT02050403T	DRUP01330013T	DRUP01050033T	DRUP01440001T	CPCT02040156T	DRUP01340013T	CPCT02080141T	CPCT02010662T	CPCT02120069T	CPCT02100126T	CPCT02380021T	CPCT02020622T	CPCT02340034T	CPCT02210033T	CPCT02050163T	CPCT02030277T	CPCT02100064T	CPCT02010569T	CPCT02110032T	CPCT02340011T	CPCT02330033T	CPCT02040119T	CPCT02020536T	CPCT02340012T	CPCT02020527T	CPCT02020526T	CPCT02100098T	CPCT02230029T	CPCT02230030T	CPCT02230034T	CPCT02070034T	CPCT02030363T	CPCT02230039T	CPCT02080130T	CPCT02340019T	CPCT02050233T	CPCT02100044T	CPCT02050100T	CPCT02030243T	CPCT02050041T	CPCT02030310T	CPCT02220007T	CPCT02030307T	CPCT02030304T	CPCT02110018T	CPCT02100061T	CPCT02070120T	CPCT02120011T	CPCT02120012T	CPCT02050147T	CPCT02030335T	CPCT02040108T	CPCT02400002T	CPCT02340041T	CPCT02380030T	CPCT02040196T	CPCT02230068T	CPCT02100127T	CPCT02100133T	CPCT02090026T	CPCT02050287T	CPCT02050292T	DRUP01050016T	CPCT02250004T	WIDE01010644T	WIDE01010539T	WIDE01010590T	WIDE01010691T	WIDE01010704T	WIDE01010725T
1:Del:T:4	4	42	65	19	16	16	31	35	57	78	59	12	77	32	31	48	34	43	27	23	12	20	38	56	44	5	18	23	66	11	29	21	57	29	98	19	30	40	24	38	36	37	17	95	12	25	64	102	26	21	50	25	30	11	56	96	54	17	30	32	6	59	46	24	27	22	73	19	42	96	2808	32	45	18	58	41	57	30	54	16	51	20	74	30	80	40	78	22	57	45	81	29	47	38	108	34	68	22	20	18	31	31	25	14	41	22	31	48	32	40	20	133	45	51	44	48	42	29	90	46	24	64	10	21	29	34	67	48	74	51	47	47	86	28	68	40	72	8	71	44	50	48	73	17	77	71	30	39	42
1:Del:T:5	61	920	1267	167	89	116	619	605	1220	1101	1329	203	1241	521	458	840	538	592	436	595	148	267	280	1167	754	40	255	303	1464	108	539	134	1061	421	1562	120	395	286	242	335	67	562	363	1438	357	424	821	528	223	239	639	389	350	173	877	1069	974	87	425	443	61	1027	855	398	454	198	1090	362	1144	1757	49113	520	710	150	895	912	931	534	734	161	776	244	1129	515	1286	794	468	378	1050	791	1128	532	823	592	1588	461	1470	60	381	299	209	366	456	64	410	276	580	786	612	548	511	1438	564	945	639	743	478	48	1383	582	392	690	145	462	496	591	917	950	1062	1045	432	534	1560	309	1248	436	1053	30	732	530	600	680	1068	165	1198	1141	517	582	448
1:Ins:C:0	15	25	104	17	6	6	24	72	46	99	29	26	90	22	27	54	48	90	360	11	4	18	39	40	23	2	4	11	93	6	31	12	43	22	73	4	105	18	10	58	18	12	24	24	14	73	25	287	12	18	19	12	10	6	53	47	33	7	35	88	3	94	16	19	79	6	69	28	71	27	251	28	95	6	33	41	63	59	27	26	64	3	75	8	101	50	290	33	113	37	40	19	98	87	30	47	24	4	4	211	13	139	31	6	16	7	11	19	52	14	8	126	39	44	47	26	24	6	77	32	41	30	9	40	86	16	90	31	50	61	24	21	117	9	53	38	42	6	30	31	63	49	62	17	65	184	21	27	52
1:Ins:C:1	5	7	5	5	2	2	4	8	11	28	5	2	10	6	5	8	8	15	12	2	6	9	8	9	7	1	4	4	13	1	5	5	2	5	19	0	4	6	2	11	8	5	8	5	3	5	4	24	3	7	11	4	4	3	5	4	5	4	9	11	1	13	6	5	7	4	8	3	11	10	32	7	3	0	3	12	7	4	10	1	9	2	10	4	10	5	20	8	16	4	12	6	4	9	12	8	9	4	3	10	3	9	6	4	6	6	5	5	6	6	2	14	6	7	6	2	7	5	14	2	0	4	4	6	7	7	5	5	10	3	7	6	12	3	9	7	4	3	5	7	9	7	7	4	8	16	7	3	4
1:Ins:C:2	1	4	1	1	1	2	4	5	3	6	4	0	5	0	2	3	4	2	3	2	1	4	1	2	5	0	2	3	7	4	1	5	6	4	8	4	2	3	2	6	13	3	4	4	1	2	2	9	3	0	5	3	3	1	2	11	5	1	1	7	1	6	3	1	0	1	3	2	1	3	21	1	2	3	3	7	4	6	3	2	5	2	5	3	8	2	2	0	9	3	4	0	2	2	8	2	2	2	0	4	3	6	1	3	3	3	2	9	2	3	2	2	3	5	6	2	2	6	3	4	2	2	0	5	0	4	2	2	0	3	1	4	10	4	3	3	2	0	3	4	5	5	3	0	2	4	0	3	3
1:Ins:C:3	0	2	6	2	5	2	1	9	6	6	2	3	2	4	1	5	4	2	4	1	3	5	3	7	2	2	0	3	4	2	2	2	8	3	6	1	2	5	0	4	20	4	3	3	1	2	1	5	1	1	5	2	0	5	5	3	5	2	4	4	1	5	4	4	6	1	5	4	5	7	39	4	6	5	4	3	5	4	4	1	5	1	5	5	5	5	1	1	7	7	4	1	3	4	4	3	2	4	2	3	0	4	2	3	5	4	2	4	5	0	3	8	2	2	4	4	3	0	4	2	3	4	0	3	4	7	6	1	6	3	2	5	7	3	7	2	4	1	3	2	5	3	2	2	2	2	3	3	1
1:Ins:C:4	2	7	11	2	3	5	8	7	5	6	4	3	5	3	2	4	7	4	1	4	4	3	8	9	10	2	1	4	9	2	4	0	7	5	6	2	4	7	2	7	8	3	3	8	4	1	0	9	1	5	4	1	2	3	5	7	9	2	5	4	1	7	6	3	4	4	9	4	8	12	146	5	8	2	7	8	4	3	5	2	6	2	8	7	6	8	2	0	9	3	14	5	9	4	4	3	6	3	3	2	1	2	4	2	2	5	3	3	3	2	4	9	5	11	4	5	2	2	9	3	7	5	1	3	5	5	4	8	14	5	1	4	6	2	7	3	7	5	2	0	2	8	5	0	9	13	3	7	2
1:Ins:C:5	9	30	72	24	24	18	31	68	35	62	31	19	52	29	25	75	41	21	11	31	16	23	12	44	28	8	12	16	68	3	28	20	42	21	51	12	22	35	21	29	15	16	22	44	18	20	27	21	13	23	26	9	36	10	37	52	38	7	15	24	2	53	33	27	14	16	54	23	44	50	866	19	22	7	25	59	33	44	33	8	39	13	61	35	44	26	45	27	64	49	70	25	33	16	35	19	49	7	12	16	16	23	28	7	17	38	30	39	22	29	18	46	28	42	19	40	23	7	60	21	28	29	10	13	15	29	40	88	52	28	23	24	54	24	63	28	26	34	23	26	25	23	61	14	99	63	23	28	19
1:Ins:T:0	7	22	20	10	8	6	25	31	22	31	24	9	24	13	12	29	11	15	34	13	10	17	14	16	8	4	17	13	39	8	16	7	24	8	34	11	23	12	2	18	54	17	14	23	8	14	10	59	8	15	13	11	9	5	18	29	20	3	12	14	2	29	13	13	11	10	25	16	15	34	121	8	26	10	9	27	28	22	14	7	18	14	30	15	26	14	43	18	26	14	34	13	29	18	18	10	31	6	12	17	9	20	12	7	22	9	14	17	13	14	3	19	15	20	17	21	11	14	27	18	16	17	11	12	22	17	29	21	15	24	14	14	35	11	27	9	21	14	16	14	12	22	17	10	31	43	17	17	29
1:Ins:T:1	36	21	9	12	6	13	14	21	15	27	9	11	22	10	11	15	18	22	26	9	13	14	8	19	9	4	51	10	29	33	11	46	15	9	39	28	19	51	33	26	103	17	11	5	9	11	15	24	6	35	19	5	21	8	5	23	10	39	17	27	4	17	17	6	10	12	22	15	13	22	62	6	19	42	9	17	37	21	15	6	18	50	25	13	16	10	35	24	16	16	21	18	22	13	24	8	14	17	3	10	11	21	9	27	17	16	11	15	13	22	6	14	13	10	24	12	12	21	25	21	16	9	4	5	13	8	20	18	17	14	14	13	25	5	19	13	12	12	15	12	13	35	15	9	16	23	8	11	17
1:Ins:T:2	7	10	16	8	8	8	11	14	18	20	11	8	16	7	10	17	13	10	9	10	5	9	4	9	7	3	23	3	26	8	12	20	6	9	31	11	22	17	14	17	119	4	10	8	7	6	12	25	3	19	18	5	7	2	13	13	4	10	12	20	5	13	14	8	10	11	14	4	11	15	123	9	13	11	5	10	18	10	11	10	13	18	17	9	10	6	25	10	17	12	14	8	13	9	16	5	19	2	9	10	7	16	6	8	13	12	10	16	9	15	6	14	13	15	8	20	3	35	26	16	9	12	5	7	5	10	12	19	11	22	10	6	14	4	22	14	14	7	10	8	9	13	8	7	20	19	9	11	26
1:Ins:T:3	8	11	13	6	9	3	9	13	12	13	13	6	20	7	3	12	12	14	11	7	15	5	6	13	5	3	11	6	23	4	6	9	10	6	21	5	16	7	9	16	53	2	6	6	8	5	6	14	5	23	13	4	12	3	16	12	8	4	11	17	3	10	9	9	7	7	14	8	14	19	100	8	13	4	10	14	11	9	11	6	6	11	16	9	9	7	28	7	10	17	17	5	14	9	10	8	9	5	2	7	1	14	9	2	11	13	12	15	13	16	7	20	11	17	11	13	6	24	29	13	3	9	6	6	6	12	14	17	14	14	13	10	12	6	20	9	18	10	11	9	11	18	14	5	11	16	5	12	16
1:Ins:T:4	6	23	23	4	7	3	10	42	17	28	11	4	20	11	16	18	15	18	5	18	7	10	6	22	8	9	13	7	32	5	13	13	12	7	25	10	13	8	6	12	28	13	13	11	7	8	16	10	7	7	12	4	32	5	14	19	12	5	10	15	2	20	19	4	12	8	27	6	17	26	212	13	16	5	8	29	21	13	10	12	19	11	29	16	25	18	16	11	16	21	36	9	19	16	23	12	20	6	6	9	5	10	11	8	17	5	13	8	14	13	3	24	10	17	9	44	8	11	24	13	14	20	4	7	8	11	18	24	23	16	13	11	32	5	22	7	15	22	13	19	16	17	17	10	33	16	5	25	9
1:Ins:T:5	126	921	966	332	491	244	623	1865	885	915	644	628	903	572	596	1080	610	419	348	588	283	446	248	988	434	343	301	403	1383	138	538	395	684	384	925	272	413	554	289	334	79	506	447	515	412	488	644	442	191	300	602	269	490	249	752	860	640	122	468	529	79	922	485	418	328	354	866	418	915	1068	7936	474	684	218	366	946	800	609	610	195	718	284	884	653	711	517	654	461	917	791	1153	503	737	398	536	457	1032	228	298	338	302	260	613	167	923	446	497	527	585	452	288	849	462	856	271	1230	334	148	1116	491	379	545	272	457	313	787	730	965	845	604	416	399	866	295	1019	604	628	678	545	678	501	296	923	272	1471	933	408	814	338
2:Del:R:0	9	21	12	5	11	15	11	19	17	20	33	5	18	9	5	9	10	10	8	6	11	14	4	10	7	7	7	5	42	6	17	8	20	14	35	13	8	17	5	25	29	15	8	14	6	13	16	36	9	16	11	1	8	6	14	29	15	7	11	28	4	21	18	8	11	11	19	11	15	24	212	12	10	8	11	15	22	10	11	8	30	6	24	10	22	9	11	19	17	7	27	17	12	10	36	6	18	10	7	8	7	21	11	7	13	11	12	18	14	18	6	22	17	16	27	7	13	21	35	21	27	8	5	10	10	9	20	14	22	64	20	8	28	10	26	10	15	12	16	9	15	48	18	5	13	17	5	10	22
2:Del:R:1	14	23	26	20	14	13	21	25	23	29	43	11	35	26	20	15	26	27	26	18	15	18	15	30	23	8	12	8	44	11	16	21	26	10	52	11	32	13	12	25	22	20	16	20	10	20	22	49	10	20	32	14	20	15	21	37	20	10	14	32	3	38	32	20	2	24	34	14	22	38	336	28	19	16	15	22	29	19	16	13	28	17	35	26	42	12	15	26	41	19	41	23	19	17	36	5	46	11	7	12	17	20	11	11	28	15	19	42	26	18	9	23	30	24	31	32	16	14	73	21	15	11	12	9	19	26	32	27	29	46	23	27	54	14	43	12	31	10	12	20	20	28	27	10	29	36	19	22	20
2:Del:R:2	8	4	9	3	7	2	8	5	7	14	12	6	3	5	7	13	6	9	1	5	4	6	2	11	5	1	2	9	11	3	12	5	13	6	14	6	6	11	7	5	24	4	3	13	6	10	9	15	7	9	6	6	4	3	3	12	11	3	9	9	2	15	7	2	4	6	10	6	7	19	168	10	6	4	5	6	7	6	9	6	11	3	8	6	6	8	8	10	8	7	14	11	11	6	12	3	9	4	3	2	7	6	3	3	5	4	1	11	5	6	5	8	12	6	11	15	8	5	12	10	6	7	3	5	8	4	7	7	9	20	7	6	7	4	10	10	7	3	5	5	7	11	7	0	10	11	4	6	6
2:Del:R:3	0	5	5	2	3	0	7	2	12	7	4	4	8	4	6	4	2	2	2	0	0	2	3	5	1	1	1	4	5	2	5	2	4	4	7	1	6	3	2	5	15	4	1	5	2	3	5	3	0	3	5	1	4	1	7	7	2	1	3	4	0	5	3	4	1	4	6	1	5	3	623	1	3	4	3	8	1	4	3	3	7	1	7	4	4	2	0	5	5	3	15	2	4	4	8	2	10	2	1	2	3	1	2	2	5	1	8	3	5	1	2	3	6	4	3	3	2	4	9	2	1	4	3	3	6	4	8	11	7	7	7	4	7	1	6	5	6	2	5	5	5	3	3	1	14	9	4	1	2
2:Del:R:4	5	3	4	0	4	1	2	3	5	4	5	1	1	0	1	0	3	4	6	2	1	2	2	3	4	0	1	0	4	0	1	1	4	3	2	2	1	4	3	1	6	4	0	6	1	2	1	1	1	2	1	2	4	2	2	7	4	1	2	0	0	3	2	0	1	3	1	3	4	5	427	2	3	0	5	10	2	4	1	1	2	2	1	2	4	0	3	5	2	5	3	1	3	0	7	2	2	2	0	1	1	1	2	0	3	1	3	2	1	2	4	2	2	4	6	2	3	0	4	2	1	1	0	1	1	2	1	4	4	1	2	3	5	2	1	2	4	1	1	1	2	7	5	0	2	3	0	2	1
2:Del:R:5	1	2	8	2	0	1	6	6	7	11	12	2	12	3	1	10	2	7	4	6	4	9	3	9	3	0	1	4	12	8	5	6	11	3	9	4	3	3	2	7	6	7	1	9	4	7	7	2	2	2	3	3	8	3	9	18	8	0	9	3	0	9	5	8	1	2	12	5	21	22	1429	5	12	1	8	10	11	5	4	4	6	3	15	5	8	6	2	9	15	4	12	3	5	4	14	2	13	6	10	4	2	3	5	4	4	11	6	8	3	3	0	6	8	5	5	3	3	1	11	4	5	6	1	3	9	3	7	9	5	12	5	8	13	6	11	0	7	2	5	7	15	10	6	6	9	14	4	5	9
3:Del:R:0	5	7	3	4	4	3	5	3	5	3	10	0	1	3	3	4	6	0	3	2	5	5	2	4	0	2	4	0	13	4	5	6	9	1	21	3	9	9	3	17	3	3	5	6	2	2	1	10	2	7	7	2	3	2	4	17	8	2	20	13	3	5	23	2	1	5	3	0	4	7	59	5	7	3	0	6	5	0	5	2	4	5	5	3	7	5	6	4	4	5	7	2	4	3	5	3	13	1	4	2	5	16	3	4	10	1	5	5	3	3	1	6	5	6	1	2	4	12	15	9	5	3	2	0	2	4	5	2	3	4	2	3	5	1	10	2	4	2	3	1	10	6	1	1	3	3	5	1	13
3:Del:R:1	10	27	23	22	10	13	20	16	21	34	20	14	19	11	10	24	15	17	24	21	15	13	8	24	18	6	12	10	29	7	26	15	21	13	37	8	16	8	9	21	7	9	10	19	11	25	24	29	12	15	19	15	15	14	19	38	19	3	24	18	5	38	19	10	10	13	19	13	19	27	310	15	18	10	15	22	17	15	17	9	28	12	20	10	47	14	15	20	25	24	30	26	22	15	32	13	42	8	12	7	11	21	8	8	10	13	17	28	15	19	11	21	28	25	16	21	14	8	43	22	14	16	15	10	18	24	21	20	17	51	21	15	56	13	37	11	32	10	15	26	24	18	18	7	29	19	12	19	14
3:Del:R:2	2	4	3	6	3	4	7	6	11	14	5	2	8	5	3	6	7	4	2	7	3	2	2	10	3	0	1	5	10	0	5	3	10	6	18	1	10	3	1	7	0	5	5	6	1	5	11	8	2	6	3	3	5	3	6	12	9	2	4	4	1	1	7	3	1	7	13	4	4	5	102	8	7	0	10	8	4	8	4	1	3	1	13	1	10	4	4	6	4	2	10	2	4	8	10	5	12	2	3	0	6	10	4	1	5	4	5	4	10	5	0	7	8	9	4	4	4	2	13	2	6	2	1	7	5	7	11	7	7	10	10	6	17	3	10	3	7	3	6	2	4	5	8	4	11	5	5	6	2
3:Del:R:3	1	3	1	1	2	0	3	1	2	2	2	1	1	2	1	1	2	3	0	2	0	2	0	0	3	0	0	1	3	0	1	0	0	2	5	0	1	2	0	2	1	0	2	2	2	0	1	3	0	2	0	1	2	0	2	4	0	0	4	0	1	3	1	0	0	0	0	1	1	1	36	3	2	0	0	1	0	2	3	1	2	0	0	0	0	0	0	2	1	5	4	3	4	2	2	0	1	0	0	0	2	1	2	0	1	0	1	4	1	3	1	3	2	1	6	0	3	0	1	1	0	0	1	0	0	1	5	0	0	4	3	1	1	3	3	3	2	0	1	1	1	7	1	0	0	4	1	0	0
3:Del:R:4	2	0	0	0	0	0	1	0	3	2	2	0	2	1	1	3	1	2	0	1	2	1	0	0	1	0	0	1	2	0	2	1	2	2	2	1	0	0	0	0	0	1	1	3	0	0	1	1	0	3	0	0	2	1	0	1	2	0	1	1	0	1	1	2	0	0	1	0	0	2	26	0	0	1	0	3	1	2	0	0	0	0	1	0	1	0	1	1	2	0	1	0	2	0	0	0	0	0	2	1	1	0	3	0	0	1	1	0	1	1	0	1	0	2	2	0	0	0	1	1	0	1	1	0	2	0	2	2	2	1	0	1	2	1	4	2	0	0	2	2	0	2	0	0	2	2	2	0	2
3:Del:R:5	1	0	0	0	0	0	0	2	1	0	4	1	0	0	0	3	1	0	1	0	1	0	1	0	0	0	0	1	2	2	1	0	1	0	1	0	0	1	0	2	0	0	0	2	0	2	0	1	0	2	0	1	2	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	58	0	1	0	2	1	0	1	2	0	1	0	1	0	1	0	0	1	1	1	2	0	0	2	2	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	2	2	1	1	0	1	0	3	0	0	0	0	0	3	1	1	0	0	1	0	1	2	0	1	0	2	0	0	0	1	1	1	0	2	1	1	0	1
