Samples	ID1	ID2	ID5	ID8	ID9	ID13	ID19	ID21
SP13311	7	14	54	15	0	0	0	0
SP13509	18	17	0	0	29	0	0	29
SP13539	10	16	37	0	15	0	0	0
SP13624	7	16	48	0	38	0	0	0
SP116746	63	51	0	0	0	0	0	0
SP13490	10	26	57	0	36	0	0	0
SP116774	22	24	35	0	17	0	0	0
SP115105	14	25	0	0	33	0	0	27
SP13278	8	26	39	0	20	0	0	0
SP116756	74	108	0	0	45	0	0	0
SP13319	4	9	24	0	0	0	0	0
SP13280	64	44	0	0	29	0	0	0
SP13363	11	44	0	0	29	0	0	0
SP13347	14	27	49	0	21	0	0	0
SP116730	67	54	0	0	40	0	0	0
SP13365	7	12	58	0	0	0	0	0
SP115099	72	91	0	0	0	0	0	0
SP116764	23	27	0	0	42	0	0	0
SP116772	28	16	48	0	23	0	0	0
SP96888	7	17	26	0	0	0	0	0
SP13327	29	32	0	20	31	0	0	30
SP116740	72	44	58	0	0	0	0	0
CPCT02150038T	328	499	0	0	0	0	0	0
CPCT02040203T	0	0	0	23	0	0	64	0
CPCT02300038T	836	764	0	0	0	0	0	0
WIDE01010265T	647	612	0	0	0	0	0	0
CPCT02310012T	1140	1373	0	0	0	0	0	0
CPCT02080232T	1439	1498	0	0	0	0	0	0
CPCT02180068T	2592	3579	0	0	0	0	0	0
CPCT02290041T	569	1279	0	0	0	0	0	0
CPCT02040278T	611	725	0	0	0	0	0	0
CPCT02310017T	1896	2395	0	0	0	0	0	0
CPCT02150022T	96	85	0	0	0	0	100	0
CPCT02150026T	1382	1180	0	0	0	0	0	0
CPCT02150030T	490	1237	0	0	0	0	0	0
CPCT02180037T	363	378	0	128	0	0	242	0
CPCT02150033T	125	148	0	100	0	0	185	0
CPCT02230051T	59	76	0	38	39	0	66	0
CPCT02340030T	246	108	0	284	0	465	263	0
CPCT02340031T	928	643	0	0	0	0	0	0
CPCT02230066T	327	212	0	0	0	0	182	0
CPCT02180043T	417	477	0	0	0	0	425	0
CPCT02120032T	2615	9287	0	0	0	0	0	0
CPCT02300023T	193	254	183	0	0	0	135	0
CPCT02180001T	1239	1377	0	0	0	0	0	0
CPCT02330016T	1034	1052	0	0	0	0	0	0
CPCT02180015T	287	334	0	0	0	0	0	0
WIDE01010545T	1582	1402	0	0	0	0	0	0
