Samples	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID14	ID17	ID19
CPCT02140024T	1721	4379	0	0	0	0	0	0	0	0
CPCT02080050T	37	21	0	0	139	0	82	0	0	103
CPCT02030293T	113	53	78	0	0	0	66	0	0	109
CPCT02010441T	10595	66324	0	0	0	0	0	0	0	0
CPCT02090030T	365	364	0	0	0	0	0	0	0	192
CPCT02010718T	350	84	0	0	0	0	106	0	0	177
CPCT02020653T	95	0	0	0	110	0	137	0	0	157
CPCT02340008TII	95	31	0	0	0	0	75	0	0	192
CPCT02020876T	35	17	0	0	113	0	49	0	0	45
CPCT02370016T	96	38	83	0	122	0	100	0	0	146
CPCT02070275T	323	47	0	0	0	0	101	0	0	179
CPCT02011028T	243	371	0	0	274	0	186	0	0	0
CPCT02230072T	11211	28055	0	0	0	0	0	0	0	0
CPCT02130028T	280	165	0	0	0	0	0	0	0	218
CPCT02060182T	15	13	29	0	0	0	30	0	0	89
CPCT02020657T	51	0	0	0	0	0	89	0	0	146
DRUP01090026T	67	0	0	0	133	0	49	0	0	65
CPCT02130029T	0	0	25	0	0	0	37	0	0	88
CPCT02340010TII	255	291	0	2230	0	0	0	0	0	0
DRUP01020022T	38	0	0	0	93	0	64	0	0	70
CPCT02120103T	337	0	0	0	0	0	124	0	0	161
CPCT02300030T	295	77	0	0	0	0	113	0	0	156
CPCT02150044T	76	0	0	0	115	0	40	0	0	45
CPCT02020920T	29	0	0	0	147	0	98	0	0	71
CPCT02080192T	195	0	0	0	0	0	103	0	0	234
CPCT02130170T	147	135	0	1265	0	0	0	0	0	0
CPCT02260014T	1119	1210	0	0	0	0	0	0	0	0
CPCT02020922T	44	0	0	0	146	0	53	0	0	0
CPCT02011072T	41	11	0	0	55	0	37	0	0	29
CPCT02010758T	37	0	0	0	99	0	142	0	0	164
WIDE01010006T	25	0	0	0	0	0	37	0	0	71
CPCT02040220T	156	0	0	0	0	0	155	0	0	139
CPCT02100157T	543	303	0	0	0	0	0	0	0	232
CPCT02230088T	0	0	6864	0	1791	0	0	0	0	0
CPCT02130178T	43	0	76	60	0	0	97	0	0	49
WIDE01010017T	170	83	117	0	0	0	97	0	0	106
WIDE01010025T	40	0	0	0	98	0	0	0	0	79
WIDE01010028T	305	309	327	0	0	0	416	0	0	0
WIDE01010012T	154	72	0	0	0	485	287	0	0	114
WIDE01010031T	867	689	0	0	0	0	0	687	0	0
CPCT02020956T	28	0	0	0	52	0	35	0	0	37
CPCT02010774T	43	0	0	0	102	0	71	0	0	63
CPCT02010756T	0	0	0	0	0	0	83	0	0	174
WIDE01010045T	68	0	0	0	107	0	179	0	0	52
CPCT02080204T	22	0	0	0	71	0	59	0	0	84
WIDE01010037T	1419	906	0	0	0	0	0	0	0	0
WIDE01010056T	703	314	0	0	0	0	0	0	0	0
CPCT02070298T	500	302	0	0	0	0	0	0	0	0
WIDE01010594T	99	0	0	0	134	0	56	0	0	54
WIDE01010078T	0	0	151	0	261	0	343	0	0	0
CPCT02130054T	168	52	0	0	0	0	110	0	0	207
CPCT02040228T	117	0	0	0	0	0	92	0	0	148
WIDE01010051T	88	0	0	0	217	0	0	0	0	133
CPCT02050319T	0	0	0	64	0	0	63	0	0	162
CPCT02020689T	109	0	0	0	0	0	208	0	0	184
WIDE01010043T	67	28	0	0	118	0	73	0	0	53
WIDE01010112T	318	265	0	0	283	0	260	0	0	0
WIDE01010092T	104	0	0	0	103	0	0	0	0	71
WIDE01010119T	252	147	0	0	239	0	0	0	0	0
CPCT02170022T	71	0	0	0	0	0	87	0	0	175
WIDE01010120T	41	0	49	0	0	0	59	0	0	57
WIDE01010127T	488	395	4813	0	0	0	0	0	0	0
CPCT02300036T	634	132	0	0	0	0	242	0	0	0
WIDE01010146T	30	0	51	0	109	0	108	0	0	0
CPCT02070309T	43	0	0	0	105	0	91	0	0	115
WIDE01010157T	239	0	1898	0	639	0	0	0	0	0
WIDE01010170T	148	110	0	0	0	0	0	0	0	93
CPCT02020696T	36	0	0	0	89	0	98	0	0	105
CPCT02030471T	49	0	0	0	0	0	127	0	0	286
CPCT02130032T	20	0	0	0	78	0	106	0	0	163
CPCT02070310T	696	627	0	0	0	0	0	845	0	0
WIDE01010164T	177	80	156	0	231	152	0	0	0	0
WIDE01010190T	46	0	54	0	103	0	0	0	0	45
WIDE01010182T	455	364	0	0	427	0	329	0	0	0
DRUP01050040TII	887	952	0	0	0	0	0	0	0	0
WIDE01010225T	177	115	0	0	189	0	0	0	0	119
CPCT02050348T	56	46	147	0	0	0	84	0	0	95
WIDE01010275T	153	0	0	0	265	0	320	0	0	0
CPCT02010810T	70	17	0	0	64	0	37	0	0	91
CPCT02060206T	0	0	4588	0	0	0	0	0	0	0
WIDE01010284T	80	16	0	0	68	0	0	0	0	57
WIDE01010330T	87	0	0	0	143	0	0	0	0	0
WIDE01010312T	0	0	4388	0	0	0	0	0	0	0
WIDE01010317T	400	305	0	0	0	719	325	0	0	0
WIDE01010337T	389	0	412	0	365	0	0	0	0	0
CPCT02220043T	975	741	0	0	0	0	0	0	0	643
CPCT02130094T	500	0	0	0	399	0	410	0	0	0
WIDE01010329T	448	298	1925	0	621	0	0	0	0	0
WIDE01010331T	72	0	0	0	76	0	56	0	0	51
CPCT02010828T	225	73	825	0	253	0	0	0	0	138
WIDE01010101T	489	0	2443	0	0	0	0	0	0	0
WIDE01010349T	37	0	64	0	72	0	59	0	0	47
WIDE01010342T	243	0	0	0	186	0	0	0	0	0
WIDE01010359T	29	0	0	0	63	0	30	0	0	59
WIDE01010370T	0	0	0	0	144	0	84	0	0	39
WIDE01010369T	344	0	0	0	174	0	0	0	0	0
CPCT02340084T	242	114	355	0	306	0	0	0	0	0
DRUP01030015T	497	0	536	0	0	0	0	0	0	0
CPCT02060236T	70	0	0	0	0	0	85	0	0	165
CPCT02120125T	145	0	1663	0	436	0	0	0	0	0
CPCT02230098T	470	2212	0	0	0	0	0	0	0	0
DRUP01090015T	0	0	0	34	0	0	62	0	0	105
WIDE01010401T	72	42	68	65	123	0	93	0	0	64
CPCT02230105T	14	0	48	0	0	0	64	0	0	106
CPCT02080223T	98	0	0	0	0	426	236	0	0	229
CPCT02020730T	61	0	108	0	270	0	225	0	0	131
CPCT02010831T	218	261	1372	0	585	0	0	0	0	0
WIDE01010428T	75	26	0	0	96	0	0	0	0	58
CPCT02290039T	1282	1570	0	0	0	0	0	0	0	0
CPCT02010843T	33	37	0	0	0	0	98	0	0	167
CPCT02130103T	330	65	0	0	0	0	270	0	0	236
CPCT02070337T	74	65	0	0	0	311	163	0	0	221
WIDE01010440T	63	0	0	0	144	0	83	0	0	0
WIDE01010404T	331	243	0	0	0	0	0	0	0	212
CPCT02080229T	90	42	304	0	0	0	98	0	0	146
CPCT02050363T	247	76	0	0	185	0	0	0	0	223
CPCT02040250T	110	30	0	0	87	0	65	0	0	107
CPCT02040251T	53	28	165	0	92	0	72	0	0	116
CPCT02260022T	637	518	0	0	0	0	0	0	0	0
CPCT02340090T	422	221	0	0	0	0	0	0	0	0
CPCT02450013T	99	36	0	0	0	0	102	0	0	145
CPCT02070347T	338	87	0	0	269	0	244	0	0	150
CPCT02060140T	45	0	52	0	71	0	40	0	0	90
CPCT02020720T	35	0	0	0	0	0	57	0	0	86
CPCT02230109T	768	482	0	0	0	0	0	0	0	268
DRUP01090019T	470	429	309	0	0	0	0	0	0	0
CPCT02120144T	21	0	0	0	140	0	108	0	0	43
CPCT02080240T	323	54	282	0	224	0	0	0	0	0
CPCT02130125T	115	52	74	67	0	0	102	0	0	98
CPCT02070355T	24	0	0	0	0	0	69	0	0	107
CPCT02010872T	20	0	0	0	61	0	38	0	0	88
CPCT02010878T	183	0	183	0	0	0	0	0	0	217
CPCT02090054T	1488	1059	935	0	0	0	0	0	0	0
CPCT02330117T	436	391	0	0	0	0	254	0	0	0
CPCT02170031T	1084	476	0	0	0	0	0	0	0	0
CPCT02020765T	95	0	0	0	0	292	168	0	0	155
CPCT02010851T	18	0	0	0	0	0	73	0	0	160
CPCT02020756T	25	0	67	0	122	0	132	0	0	110
DRUP01170001T	984	0	0	0	0	0	0	0	0	0
WIDE01010617T	278	247	187	0	0	0	0	0	0	0
WIDE01010627T	46	0	0	0	126	0	47	0	0	32
CPCT02030502T	61	34	108	0	108	0	48	0	0	60
CPCT02030507T	181	272	0	0	0	0	0	0	0	136
WIDE01010595T	942	172	0	0	0	0	0	0	0	0
CPCT02040273T	137	0	0	0	141	0	86	0	0	76
CPCT02030520T	221	57	0	0	132	0	141	0	0	94
CPCT02110075T	1078	1014	0	0	0	0	0	0	0	0
CPCT02290050T	184	141	0	0	142	0	87	0	0	156
CPCT02290053T	62	0	0	0	0	0	67	0	0	119
CPCT02080257T	99	48	0	0	0	0	70	0	0	99
CPCT02290054T	154	0	0	0	108	0	81	0	0	79
CPCT02080256T	181	45	0	0	0	0	124	0	0	159
CPCT02030497T	128	128	1673	0	535	0	0	0	0	0
DRUP01290001T	1260	1578	0	0	0	0	0	0	0	0
CPCT02070372T	40	0	0	0	0	0	96	0	0	123
CPCT02290051T	31	0	0	0	0	0	64	0	0	191
CPCT02020815T	0	0	7353	0	0	0	0	0	0	0
CPCT02040271T	27	0	0	0	84	0	115	0	0	176
CPCT02130154T	64	0	49	0	0	0	43	0	0	64
CPCT02120164T	811	353	1808	0	0	0	0	0	0	0
CPCT02020797T	28	0	0	0	0	0	50	0	0	104
DRUP01010099T	668	291	0	0	0	0	0	0	0	0
CPCT02340104T	26	0	0	0	97	0	78	0	0	95
CPCT02380018T	327	164	0	0	335	386	0	0	0	276
CPCT02340010TIII	290	306	0	2329	0	0	0	0	0	0
CPCT02060033TII	124	96	0	0	0	0	235	0	0	392
CPCT02020582T	79	0	0	0	84	0	71	0	0	100
DRUP01050040T	588	577	0	0	0	0	0	0	0	0
CPCT02180041T	216	138	0	0	0	0	134	0	0	222
CPCT02060137T	19	0	38	0	0	0	35	0	0	69
CPCT02070403T	12	0	0	0	0	0	48	0	0	53
CPCT02050264T	285	122	0	0	0	0	112	0	0	181
CPCT02060143T	637	635	1511	0	0	0	0	0	0	0
CPCT02010988T	86	0	0	0	0	0	84	0	0	133
CPCT02010993T	129	76	0	0	282	0	293	0	0	0
CPCT02450003T	272	0	0	0	214	0	0	0	0	122
CPCT02230049T	195	0	325	0	0	553	352	0	0	259
CPCT02010995T	170	44	118	0	0	0	99	0	0	116
CPCT02010878TII	168	0	188	0	0	0	0	109	0	170
CPCT02010656T	10	0	0	0	0	0	38	0	0	97
CPCT02010645T	62	0	0	0	0	0	62	0	0	130
DRUP01330016T	1238	744	0	0	0	0	766	0	0	0
DRUP01080005T	0	0	3450	0	0	0	0	0	0	784
CPCT02020879T	116	75	0	0	121	0	130	0	0	0
DRUP01090004T	50	0	0	204	242	0	171	0	0	150
CPCT02020613T	146	0	0	0	239	0	118	0	0	118
DRUP01110006T	612	215	0	0	0	0	0	0	0	0
CPCT02010993TII	128	75	0	0	258	0	295	0	0	0
CPCT02060125T	256	86	0	0	0	0	200	0	0	286
CPCT02010647T	296	83	0	0	0	0	138	0	0	214
CPCT02170013T	506	1282	0	0	0	0	0	0	0	0
CPCT02170009T	45	0	0	0	0	0	112	0	0	233
CPCT02170012T	225	58	0	0	0	0	126	0	0	231
CPCT02020608T	0	0	0	0	0	0	89	0	0	176
CPCT02010653T	29	0	0	0	0	0	83	0	0	179
CPCT02230061T	538	408	0	0	0	0	0	0	0	248
CPCT02050282T	586	370	0	0	0	0	0	0	0	326
CPCT02010560T	22	11	0	0	38	0	25	0	0	43
CPCT02380007T	113	26	0	0	0	0	0	0	0	81
CPCT02380006T	134	110	1007	0	364	0	0	0	0	0
CPCT02080105T	387	224	2458	0	647	0	0	0	0	0
CPCT02340010T	270	291	0	2219	0	0	0	0	0	0
CPCT02010574T	98	25	59	0	0	0	45	0	0	76
CPCT02180026T	627	485	0	0	483	0	379	0	0	0
CPCT02100074T	262	0	0	0	0	0	99	0	0	149
CPCT02120018T	167	0	0	0	138	0	0	0	0	132
CPCT02380008T	622	0	0	0	0	0	0	0	0	0
CPCT02170003T	54	0	0	0	0	0	91	0	0	217
CPCT02020523T	106	75	0	0	113	0	120	0	0	91
CPCT02060081T	333	234	0	0	0	0	0	0	0	0
CPCT02110035T	31	0	0	0	71	0	53	0	0	92
CPCT02080118T	156	0	98	0	0	0	74	0	0	0
CPCT02010589T	22	0	0	0	62	0	34	0	0	58
CPCT02030349T	9596	46368	0	0	0	0	0	0	0	0
CPCT02110039T	247	88	0	0	0	0	0	0	0	184
CPCT02030353T	551	368	0	0	0	920	529	0	0	0
CPCT02020540T	219	142	755	0	392	0	0	0	0	0
CPCT02010611T	9	0	0	0	0	0	35	0	0	58
CPCT02010608T	40	39	52	0	83	0	0	0	0	50
CPCT02330041T	714	781	1021	0	0	0	0	692	0	0
CPCT02380013T	29	20	0	0	0	0	47	0	0	65
CPCT02010613T	22	0	0	0	83	0	52	0	0	74
CPCT02010577T	47	0	0	0	0	0	84	0	0	182
CPCT02050202T	101	40	0	0	0	0	75	0	0	177
CPCT02020559T	163	109	0	533	0	0	153	0	0	156
CPCT02050213T	81	0	0	0	93	0	90	0	0	157
CPCT02020568T	116	0	0	0	99	0	73	0	0	53
CPCT02030364T	43	0	0	0	0	0	90	0	0	168
CPCT02050192T	0	0	0	0	0	0	102	0	0	229
CPCT02010596T	17	0	0	0	0	0	68	0	0	136
CPCT02030365T	17	0	0	0	0	0	63	0	0	130
DRUP01010036T	44	0	0	0	0	0	170	0	0	237
CPCT02230043T	474	271	0	0	0	0	0	0	0	0
CPCT02080135T	171	168	0	0	319	0	297	0	0	244
CPCT02050229T	66	0	0	0	0	0	52	0	0	102
CPCT02010632T	21	0	0	0	41	0	48	0	0	87
CPCT02020579T	55	37	0	0	0	0	85	0	0	126
CPCT02020587T	52	0	0	0	400	0	417	0	0	225
CPCT02070040T	656	645	0	0	0	0	0	0	0	364
CPCT02070050T	961	547	0	0	0	0	0	0	0	0
CPCT02300004T	160	34	0	0	134	0	0	0	0	112
CPCT02020424T	29	0	61	0	0	0	33	0	0	66
CPCT02020433T	23	0	36	0	92	0	0	0	0	55
CPCT02010466T	28	15	0	0	70	0	29	0	0	70
CPCT02010454T	33	13	0	0	61	0	25	0	0	47
CPCT02140036T	381	226	0	0	299	0	0	0	0	0
CPCT02010350T	115	0	0	0	87	0	0	0	0	59
CPCT02100039T	809	730	0	0	0	0	0	708	0	0
CPCT02050106T	389	234	0	0	325	0	291	0	0	0
CPCT02020415T	78	0	0	0	0	0	57	0	0	70
CPCT02180014T	304	70	0	0	233	0	0	0	0	0
CPCT02090006T	52	0	0	0	90	0	43	0	0	80
CPCT02020444T	46	0	0	0	363	0	289	0	0	140
CPCT02030314T	32	22	65	0	65	0	0	0	0	47
CPCT02190010T	163	97	0	0	0	0	0	0	0	104
DRUP01010013T	177	0	0	0	177	0	0	0	0	0
CPCT02080086T	0	0	3772	0	0	0	0	0	0	0
CPCT02010438T	13	0	30	0	58	0	30	0	0	48
CPCT02190012T	260	0	205	0	297	0	193	0	0	0
CPCT02010486T	72	0	0	0	71	0	0	0	0	94
CPCT02060077T	195	56	0	0	190	0	0	0	0	89
CPCT02020491T	1291	0	5711	0	0	0	0	0	0	0
CPCT02010538T	0	0	0	0	102	0	81	0	0	80
CPCT02170001T	257	0	0	0	169	0	110	0	0	0
CPCT02170002T	120	56	0	0	106	0	0	0	0	73
CPCT02050142T	136	0	0	0	114	0	67	0	0	73
CPCT02080071T	645	508	375	0	0	0	0	627	0	0
CPCT02020499T	144	0	0	0	0	0	119	0	0	105
CPCT02340008T	459	116	0	0	0	0	0	0	0	0
CPCT02020505T	81	0	0	0	384	0	331	0	0	0
CPCT02080158T	88	0	78	0	126	0	57	0	0	164
CPCT02010571T	0	0	0	0	0	0	111	0	0	246
CPCT02380010T	816	524	0	0	0	0	0	0	0	0
CPCT02110047T	1226	1278	0	0	0	0	0	0	0	0
CPCT02030425T	450	186	432	0	0	0	0	0	0	0
CPCT02080168T	35	0	0	0	77	0	57	0	0	49
CPCT02020641T	33	0	0	0	70	0	90	0	0	145
CPCT02230065T	92	29	0	0	112	0	56	0	0	153
CPCT02330074T	970	643	0	0	0	0	684	0	0	0
CPCT02010697T	34	22	0	0	0	0	51	0	0	146
CPCT02090028T	493	592	0	0	0	0	520	923	0	375
CPCT02450008T	300	200	0	0	0	0	133	0	0	238
CPCT02010688T	34	0	0	0	0	0	68	0	0	86
CPCT02020646T	76	0	0	0	99	0	102	0	0	73
CPCT02010704T	0	0	0	0	0	0	80	0	0	215
CPCT02010705T	75	0	0	0	0	0	61	0	0	178
CPCT02250003T	0	0	0	0	0	0	988	0	3439	0
CPCT02010698T	103	0	0	0	82	0	105	0	0	75
WIDE01010622T	332	97	323	0	0	0	177	0	0	0
WIDE01010631T	613	330	0	0	0	0	0	0	0	0
WIDE01010635T	302	222	0	252	0	0	0	0	0	187
WIDE01010636T	401	147	730	0	0	0	0	0	0	0
WIDE01010658T	103	0	645	0	239	0	0	0	0	0
WIDE01010504T	88	26	61	0	0	0	0	0	0	69
WIDE01010493T	244	0	0	0	0	0	0	0	0	94
WIDE01010304T	33	0	0	0	70	0	0	0	0	49
WIDE01010568T	67	0	0	0	171	0	155	0	0	0
WIDE01010464T	616	0	580	0	0	0	0	0	0	0
WIDE01010467T	20	0	29	0	56	0	0	0	0	30
WIDE01010486T	20	14	40	0	46	0	25	0	0	31
WIDE01010516T	721	377	0	0	0	0	0	0	0	0
WIDE01010510T	371	218	0	0	435	0	0	0	0	0
WIDE01010583T	92	0	0	0	145	0	117	0	0	0
WIDE01010566T	421	653	0	238	0	0	0	0	0	0
WIDE01010578T	3998	20150	0	0	0	0	0	0	0	0
WIDE01010599T	701	204	0	0	0	0	0	0	0	0
WIDE01010604T	789	241	0	0	0	0	0	0	0	0
WIDE01010614T	885	602	0	0	0	0	0	0	0	0
WIDE01010662T	382	91	0	0	0	0	0	0	0	231
WIDE01010672T	257	245	0	0	0	0	0	0	0	0
WIDE01010686T	13	0	25	0	0	0	35	0	0	64
WIDE01010532T	440	341	0	0	0	0	198	0	0	0
WIDE01010703T	19	15	58	0	0	0	39	0	0	77
WIDE01010712T	35	42	0	0	129	0	57	0	0	48
WIDE01010721T	154	47	0	0	194	0	76	0	0	75
WIDE01010663T	152	70	0	0	0	0	98	0	0	84
