rowname	InD1	InD2a	InD2b	InD3a	InD3b	InD4a	InD4b	InD5	InD6	InD7	InD8	InD9a	InD9b	InD9c	InD10	InD11	InD12	InD13	InD14	InD15	InD16a	InD16b	InD18	InD19	InD20	InD21	InD23	InD24	InD26	InD27	InD28	InD28m	InD29	InD30	InD31	InD32	InD33
Ins(5,):R1	0.00425185070504377	0.00353724447250989	0.00540412510730262	0.000369313468329605	0.0018625609095513	0.0121440811549292	0.000143960903403663	0.014536455287727	0.00634260675289519	0.000204673238049994	0.0174705832062543	0.000304970699334746	0.00130066581243641	0.0104535645579891	0.0183870771760874	0.0154169112773081	0.00810500337856176	0.0132725273438894	0.00218587622046296	0.00119051456965337	4.6433600101171E-242	2.77578489859229E-26	0.000398341044941876	0.00229452839580094	0.00067759208302143	0.000237679557006479	0.325529829827847	0.002815386713792	0.00465034753765422	0.00682478038791009	0.0119608019214528	0.00572450465495663	0.0138791233752013	0.0019825163677492	0.00109661039416364	0.00696594427236485	0.00719053228127932
Ins(2,):R(2,4)	0.00943734637052279	0.00218413336327531	0.00971493649643998	0.0016830215779326	0.00751115468341191	0.0084303676059717	0.00642196659798401	0.0211040795622174	0.0047668824455064	0.00304888751267887	0.00495010079964966	0.0133983922182392	0.00893029925201006	0.00036145046656211	0.0206663683263555	0.00662858626920734	0.00509328718911375	0.00557829004168344	0.00238688922391978	0.00304208013927509	0.0012297096202863	0.00234200940299774	0.00869035674548934	0.0146719439647441	0.00314024021888379	0.00179726636954016	0.0229866586639953	0.00584480335839084	0.00990038676798255	0.00659457366567291	0.010243347124561	0.0137600296585116	0.0145641030292227	0.00152670608914615	0.00601781585268462	0.00773993808046572	0.00372599429248176
Ins(2,):R(5,)	0.0469466552092967	0.0110245707853586	0.0171957571161879	0.000182743875062193	0.00460042406741113	0.0115969685375945	0.00814454225991024	0.00657316015817877	0.00531333469928561	0.0225462425729057	0.00215420771849737	0.0171309374949416	0.00741699352119192	0.00272999375350989	0.023266520375956	0.00333027169923663	0.0134203005026359	0.0162908651767209	0.00821118606773669	0.0124404420050929	0.0102512823276687	0.0119806908885117	0.000146510599967071	0.102120375169723	0.00387338117749003	0.0137379058531854	0.0109066383010277	0.0163889805363284	0.0102958635386647	0.006968599832555	0.0151464792881574	0.0141570743079652	0.00183354378764151	0.00180687071560479	0.00153215395590814	0.023219814241547	0.00751017528674917
Del(2,5):M1	0.00510932829751844	0.00155348450049256	0.0100498365351463	0.00261376900783403	0.00257997194664857	0.0613285289894067	0.094869166976162	0.00687672291766515	0.00978691937570019	0.00314317203016027	0.0327348817038912	0.0225146741855399	0.0221945432279634	0.0357069536786813	0.00750073163782843	0.00314979942853003	0.00687121519803443	0.00853316226911668	0.000210383009877177	0.000430197597108163	0.00117819014978461	0.000529030681152645	0.00472511040065089	0.00658901731320353	0.000788650633553867	0.00180264058647056	0.00887132305129773	0.00270290297429729	0.00393006739002159	0.00260046326262789	0.00327771590069996	0.0702441817960082	0.0252179786953046	0.00224466891133521	0.0160490958479136	0.0154798761609974	5.81925415362684E-56
Del(3,5):M2	0.0053579577380414	0.00148208801403812	0.00845908573601396	0.00145492848250071	0.000953262435177509	0.0760281908864287	0.045507089760122	0.00383507660294407	0.0156553204947602	0.00093725466720799	0.0116299857615004	0.00893360401016123	0.0142265339554575	0.0475153673906704	0.0036637105339935	0.000691663336421499	0.00316678619736515	0.00449520865683774	0.00014294321937214	0.000230793927528896	0.000420360531207368	0.000636986608740686	0.0038204260064271	0.00305116804822349	0.000215145571749844	8.9718601213947E-05	0.00635691862409382	0.00509945638084629	0.00597274609185294	0.00151800154524879	0.00147169891715047	0.00714347931271643	0.0116744651468161	0.00226988972378723	0.0125919898530801	0.0100619195046713	0.00200476217647197
Del(4,5):M(3,4)	0.00333427668856808	0.00165978114831569	0.00569724472249049	0.000254031415706274	0.000324150983748693	0.0412548287753697	0.0205386231295195	0.00583747753377701	0.0138966837868178	0.000302400420362319	0.00362914109657493	0.000170070312050149	0.0104774994060542	0.0512771209990781	0.00556300229972773	0.00385989378687585	0.000537348476914741	0.000657593497280317	1.06158954932655E-53	1.15434307439583E-56	2.70160882143018E-141	0.000666989939805462	0.00315387930846835	0.000131881009962211	5.9136692667239E-48	1.18409016204848E-60	0.00234360779477883	0.00335183770741606	0.00173962852768621	0.0018540258588875	0.00245173171193939	0.0073729473992927	0.00720904072199607	0.00168350168350137	0.00639156095064606	0.00851393188855161	0.00268313077775222
Del(6,):M1	0.00195182283499599	0.00200889281723332	0.00840860287071467	0.00239878019912994	0.00169728140311135	0.00338590586504426	0.0431697762770362	0.00832037750865876	0.0799236848176908	5.80614524834761E-05	0.167341435127309	0.00292333188520415	0.0156292103552472	0.00129340956604695	0.00453864367486795	0.00417182598305761	0.00413464501370839	0.0251172281657756	0.00011934872855933	0.000269663883914801	7.97587914963523E-06	1.29611451921966E-239	0.00140740812424908	0.0001128248070366	0.000267303758590499	0.0000650423826112	0.0129077715988975	0.00139482141068335	0.00557716222900594	0.0034938090251993	0.00663055501231074	0.0170085839707039	0.0553079671754747	0.00683630166920271	0.023995087979434	0.00619195046431857	0.000853450735504116
Del(6,):M2	0.00111826870373608	0.00151532906628663	0.00415165085947479	0.00176928995211053	0.00539499902406441	0.00340393848149382	0.0321487966003217	0.00450098405915403	0.171436362141476	9.93959604405504E-06	0.0843112297856587	0.00287386895277291	0.0057836748817967	0.000398689131233107	0.000816316908002212	0.00197015537273999	0.00479584569940083	0.0155717042154055	0.000159261716366328	0.000314011655678513	2.79106791678177E-47	0	0.000206230588485175	0.000164504128065169	0.000300937983345053	2.68489192799053E-66	0.00160748706220838	0.00167810025546459	0.0035073748790116	0.00169198801140569	0.00319244601128055	3.30555095646805E-12	0.0272966887806582	0.00766928544704985	0.0389714740840019	0.0263157894737585	0
Del(6,):M3	0.00061758967676145	0.00109994503573749	0.00136128693288805	0.000826570955537898	0.00237402405468605	0.00290148138918724	0.00861495981157092	0.00185069412100806	0.137109618111812	3.46855339571338E-05	0.0268254730454495	0.00101405374542313	0.00272970777909383	0.00307386510500471	0.000849388552389521	0.000588105088336297	0.00280219526873701	0.0082182219253831	7.37410013617372E-05	0.000102212614374239	1.47898392972928E-06	0	0.000811581341004773	0.000129736301134363	0.000283653846085472	1.32103520540576E-05	0.00141198410109577	0.000122379319556498	0.000666624103278599	0.00141892313900067	0.00226701260147284	3.29525813598494E-08	0.0123630072309436	0.00695474825827532	0.019372681864427	0.0224458204335385	0.000878354890199326
Del(6,):M(4,)	0.00195887779429247	0.00223342824700756	0.00257706540294845	0.000246202621767025	0.0031305392251926	0.00604525224063852	0.000405277138261872	0.00484441966373783	0.161190982265198	8.5222932668104E-06	0.0227868888911871	0.0018996982995941	0.00232002870503412	0.00421104681761443	0.00257100024254495	0.00624920268313136	0.00175014894707694	0.0177910463195167	6.71742729335285E-05	0.000110734406063861	0	3.206E-321	0.000649332724277665	0.000178364806768187	1.418984E-317	6.59005673390465E-151	0.00995844051445382	0.000957503182660882	0.00391666673377142	0.00215631571165748	0.00325761667241922	0.00274665897996978	0.00854751786368974	0.0097551690647504	0.0202320962943081	0.0224458204334944	0.000805382748821505
Complex	0.000249817753695517	0.000100074872063727	0.0026131809157741	0.00136859317441921	0.00205993887590497	0.00195141940163035	2.58037155275152E-24	0.00383682890344653	0.0591504261125225	0.000708706584456624	0.0124874164888665	0.00622438131961585	0.0031906068449306	2.57366148402688E-05	0.0461013153846269	0.000635269839021877	0.0064750003334565	0.00695877345377053	0.000394449209252954	0.00134727667162646	0.000288509102815393	0.000213868008402866	0.000315723236716703	0.0013557337724867	0.00169684123164626	0.000523654452182369	0.000824233670397377	0.0030318703502827	0.000660336957991539	0.00228623299303577	0.00288273928202751	0.00660889339369215	0.00922828791099421	0.00317994762438815	2.39783217094174E-33	0.0108359133127317	0.00504268745838537
