rowname	InsDel1a	InsDel1b	InsDel1c	InsDel1d	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4a	InsDel4b	InsDel5a	InsDel5b	InsDel6	InsDel7	InsDel8	InsDel9	InsDel11	InsDel12	InsDel13	InsDel14	InsDel15	InsDel16	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel19c	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_J	InsDel_K_beta	InsDel_N	InsDel_O
A[Ins(C):R0]T	0.000388103	0.00069533	5.74650560194724E-05	0.000419911	0.00190554	0.00003828	0.00001026	0.00089763	0.001366785	0.0000408975	0.00054859	0.00021033	0.000703348	0.000636665	0.0000861621875	0.000273042	0.000563108	0.0001356	0.000430773	0.000213075	0.05373473	0	0.032258065	8.36073112134618E-06	0.001487228	0.001239243	0.000357619	0.00263254	0.003653675	0.000571127	0.000271455	0.136453363	0.000239231	0.00002087	0.000526407	0.000775864	0.00003153	9.6751641218906E-05	5.83973776763013E-05	0.000240856
A[Ins(C):R1]A	0.000495843	0.00035064	0.000253897	0.000231539	0.000557118	0.00001775	0.00005912	0.00080642	0.00073596	0.00067247	0.00091063	0.00105483	0.000591672	0.000310037	0.0000609971875	0.000609314	0.000784399	0.03619964	0.000562562	0.00126665	0.00282638	0	0.019354839	0.000442299	0.000128997	0.001204031	0.000761362	0.00087565	0.000312135	0.000309669	0.001084225	0.00616214	0.00063704	0.00017391	0.001235376	0.000521663	0.00002938	3.86382863723528E-05	1.56686761849835E-05	0.000415594
A[Ins(C):R1]G	0.00002827625	0	9.46155886034897E-06	0.000185605	0.0000361625	0	0.00000141	0.00005791	0.000233884	0.000119698	0.00035158	0.00002969	2.72490589170156E-05	0.00001773515625	0.00000915	7.37314824537536E-05	0.000104624	0.00479918	0.000113349	0.000055375	0.00012526	0	0.010138249	3.93446170416291E-06	2.24687497089937E-05	9.76636503673279E-05	0.000150243	0.00002489	0.000202993	0.000176811	0.00009188	0.000591605	0.000121349	0	0.000233645	0.000507697	0.000000675	9.82329314551342E-07	2.95729385705034E-06	1.77303107645546E-05
A[Ins(C):R1]T	0.000257503	0.00026295	0.000116878	0.000311674	0.000119793	0.00002597	0.00002338	0.0004601	0.000454553	0.000166763	0.00055562	0.00083994	0.000380321	0.000275937	0.00004180375	0.000149282	0.000393043	0.03181846	0.001944088	0.00077776	0.00200944	0	0.00921659	0.000694378	0.000560969	0.000705008	0.000642456	0.00005622	0.000296357	0.00041466	0.000415925	0.00469322	0.000254495	0.00079158	0.001185198	0.000330451	0.00000119	5.62890289766722E-05	2.30055439677454E-05	0.000101836
A[Ins(C):R2]A	0.000215289	0.00008799	7.47097905967445E-05	9.80102665173088E-05	0.000237178	0.00002888	0.0000478	0.00050196	0.00048665	0.0001875	0.0001297	0.00124112	0.000434721	0.000213081	0.000042953125	0.000229545	0.000628271	0.01427807	0.00061389	0.000592415	0.00011783	0	0.008294931	0.002437618	0.000197648	0.000618511	0.000672789	0.00118379	8.63217021977375E-05	0.00035263	0.000954525	0.000779428	0.000368511	0.00000818	0.000486144	0.000580855	0.000007745	6.71414290231441E-05	9.81045533074679E-06	8.01236601863587E-05
A[Ins(C):R2]G	0.00002373125	0	5.95347720201738E-05	0.000130496	0.000015065	0.00001138	0	0.00002123	0.000195888	0.00012711	0.00005303	0.00010268	3.07342173378808E-05	0.00004548046875	0.0000033065625	2.47379767043942E-05	0.000102557	0.00123235	9.0156322127731E-05	0.00002453	0.00003044	0	0.002764977	0.001559468	4.00075551042784E-05	7.66369603899868E-05	0.000143085	0.00013851	6.67074755087643E-05	0.000422421	0.000119325	0.000052295	0.000669761	0.00000678	9.52779743196748E-05	9.2185063929428E-05	0.000000925	1.24740230419218E-06	6.49267574200813E-06	2.52661830395904E-05
A[Ins(C):R2]T	0.000153365	0.00010605	4.91340143023637E-05	0.000137757	0.0000367175	0.00000009	0.00004963	0.00026668	0.000578138	0.00023798	0.00001908	0.00097247	0.00023824	0.000242548	0.0000235603125	0.000175693	0.000273626	0.0167273	0.001326158	0.000534595	0.00033943	0	0.006451613	0.001136568	5.03963057699221E-05	0.000451363	0.000635991	0.00041335	0.000123518	0.000790009	0.000567955	0.000616533	0.000461999	0.00006504	0.000963117	0.00087775	0.00000842	7.22401859415297E-05	1.42188681149934E-05	0.000123809
A[Ins(C):R3]A	0.000350756	0.00006684	0.000335738	4.79481055395801E-05	0.0000674975	0.00001727	0.0002225	0.00019026	0.001020383	0.000196045	0.00019185	0.00033732	0.000247098	0.00013292	0.000128164	0.000201923	0.000237512	0.00431881	0.000551061	0.00025536	0.00057831	0	0.001843318	0.008519968	9.37384090712255E-05	0.000663648	0.000866041	0.00127476	0.000142437	0.000289375	0.000487895	0.00035975	0.008580349	0.00016676	0.000490548	0.000491154	0.00001932	7.2021890538296E-05	2.36806354289071E-05	0.000185229
A[Ins(C):R3]G	0.00003936	0	2.50626954370641E-05	6.30564074928412E-05	0.0000305575	0.00000045	0.00000777	0.00011383	0.000646403	0.000011395	0.00007763	0.000015	9.0095694338647E-05	0.0000605121875	0.0000379859375	9.60776490915726E-05	7.24231505353855E-05	0.00093104	0.000135116	0.00005778	0.0000344	0	0.001843318	0.000879953	0.00013691	0.000155163	0.000140658	0.00008571	3.0588853526851E-05	0.000118617	0.00003159	0.00004919	0.001279117	0.00000611	8.9244540589669E-05	0.000407217	0.0000195	3.74220691257654E-06	1.97441312388707E-05	3.80305893367373E-05
A[Ins(C):R3]T	0.000244904	0.00003245	0.000110208	0.000214538	0.00016358	0.00000431	0.00018124	0.00022085	0.000608893	0.00026113	0.00027531	0.00024803	0.000273949	0.000064096875	0.0000511440625	0.000147814	0.000161748	0.00488331	0.000262532	0.000236695	0.00010533	0	0.000921659	0.002528657	5.15241210037294E-05	0.00034208	0.000282628	0.00034415	0.000190963	0.000500039	0.000130315	0.000173933	0.000788569	0.00002508	0.000646965	0.000945096	0.000015195	4.10707208655276E-05	2.80051533519608E-05	0.00020721
A[Ins(C):R4]A	0.000499851	0.0003109	0.000319415	0.000884295	0.00011718	0.00004839	0.00030028	0.00037234	0.001306158	0.00015906	0.00032206	0.00007678	0.000333163	0.000061930625	0.000295116	0.00013657	7.92113270212104E-05	0.00188543	0.000229027	0.000248255	0.00021303	0	0	0.001381652	7.57306037595076E-05	0.000585015	0.000485281	0.00100927	9.05618989305539E-05	0.000336863	0.00022083	0.00021986	0.003654463	0.00008156	0.000164361	0.000598383	0.000111235	0.000129792	0.000278058	0.000319968
A[Ins(C):R4]G	0.000173376	0.00001149	3.84549754416022E-05	3.69461625787439E-05	0.000006675	0.00004555	0.00008967	0.00012413	0.000300044	0.0000448025	0.00009797	0.00003531	7.63813363762566E-05	0.00003123796875	0.000233666	7.04632207401717E-05	8.58549796054374E-05	0.0001741	0.000134926	0.000048265	0.00007732	0	0	0.000468256	9.71575882893447E-05	6.75381206279781E-05	0.0000535375	0.00005697	7.56867156488462E-05	0.000186577	0.000073775	0.0000319525	0.000289012	0.0000066	0.000136868	0.00027215	0.00007311	3.75468093561846E-05	0.000142692	0.000102975
A[Ins(C):R4]T	0.000422032	0.00026071	0.000122218	9.75011222756605E-05	0.0000608575	0.00003174	0.00009005	0.00042284	0.000662251	0.00004594	0.000138	0.00008254	0.000185472	0.0000801565625	0.000116982	8.76260629364479E-05	3.82454712521043E-05	0.00167935	0.000812738	0.000059425	0.00008794	0	0.000921659	0.000906019	2.98403650179837E-05	0.00015381	0.000280511	0.00013579	6.24619718964324E-05	0.000242827	0.00010469	0.00007284	0.000515142	0.0000081	0.000211572	0.000507322	0.00006952	0.00023632	4.46477964411058E-05	0.000125012
A[Ins(C):R5]A	0.000452017	0.00048491	0.000187675	0.000265961	0.000039445	0.00016113	0.00022724	0.00091122	0.001055744	0.0001968	0.00038895	0.00001639	0.000510592	0.00007972765625	0.000329726	8.96589364662547E-05	0.000127271	0.00113634	0.000170712	0.00025935	0.00009129	0	0	0.000219565	0.000413804	0.000349234	0.000506541	0.00076972	7.59096045884936E-05	0.000303612	0.00011218	0.000110508	0.00436406	0.00001893	0.0002454	0.000460972	0.00012326	0.000226248	0.000141929	0.000258556
A[Ins(C):R5]G	0.00005788625	0.00002841	3.72027102983207E-05	2.09413240260585E-05	0.000004665	0.00002096	0.00004764	0.00017631	0.000187076	0.0000253225	0.00003632	0.00003279	0.000143274	0.000027349375	0.0000561559375	4.17637802578481E-05	3.14606299332393E-05	0.00002206	0.000288434	0.00001688	0.00010504	0	0	3.33336338824913E-06	1.01073705422013E-05	5.83699427680772E-05	0.000042793125	0.00003831	2.34511005786181E-05	0.000272915	0.00009329	0.0000046475	0.000539585	0.00008486	0.000270549	0.000142613	0.000030155	8.57589084132124E-06	2.05319564197604E-05	4.04793347296525E-05
A[Ins(C):R5]T	0.000198486	0.00016293	0.000388967	0.000434809	0.00016712	0.00011262	0.00010429	0.00018181	0.000282558	0.0000823875	0.00036159	0.00003852	0.000139296	0.0000385015625	0.000180387	5.53447115289336E-05	9.90922572694919E-05	0.00025049	0.000296085	0.00007428	0.00015198	0	0	0.000656837	1.43888503964766E-05	6.81017101485095E-05	0.000082051875	0.0000648	0.000100932	0.000339763	0.00002186	0.00010917	0.000105521	0.00017226	0.000210537	0.000189525	0.000075075	0.000275489	4.75919817260947E-05	0.000193057
A[Ins(C):R6]A	0.000535516	0.00025932	0.001052659	0.000842977	0.000104213	0.00038091	0.00074862	0.00018073	0.000415445	0.000317095	0.00051557	0.00002848	0.000281152	0.000137242	0.000257393	5.18051382070849E-05	0.000100805	0.00030071	0.000550015	0.00022992	0.00004977	0	0	8.90718413581325E-06	8.01117044820816E-05	0.000452878	0.000482352	0.00040923	0.000288079	0.000159593	0.00012483	0.000229213	0.001366803	0	0.000621192	0.000551658	0.00018099	0.000312007	0.000116012	0.000557621
A[Ins(C):R6]G	0.000159056	0.00000293	7.25792005960226E-05	4.1063589924248E-05	0.000037355	0.00002112	0.0001036	0.00005536	0.00005414	0.0000738975	0.00016483	0.0000234	2.97101140539726E-05	0.0000170996875	0.000099408125	2.48287100326706E-05	4.12293339589425E-05	0.00001639	0.000160637	0.000120985	0.00000263	0	0	7.59569690109228E-06	2.14726202725378E-05	6.35949366886378E-05	0.00005495	0.00012545	4.80007252169271E-05	0.000113337	0.00000139	0.000097055	0.000166331	0.00011222	0.000136496	0.000214411	0.000059985	9.6673678574894E-06	2.33201496972188E-05	0.000170427
A[Ins(C):R6]T	0.000358863	0.00018409	0.000470678	0.000200603	0.0000752425	0.00019655	0.00019322	0.00020356	0.00025777	0.0000964275	0.00004668	0.00000451	0.000114641	0.000136094	0.000183403	5.44943718317076E-05	3.3199363641695E-05	0.00005192	0.000313955	0.000075395	0.00018321	0	0	0.000224046	0.0001716	5.40542032321056E-05	0.0000334925	0.00015537	8.43740774155802E-05	7.77822753047558E-05	0.000121775	0.0000855775	0.000141741	0.00000122	0.000431773	0.00107468	0.00008543	0.000212433	4.49440501696933E-05	0.000359139
A[Ins(C):R7]A	0.002120394	0.00006217	0.003529422	0.002778821	0.00095136	0.00019677	0.00156138	0.00048166	0.00016191	0.000232218	0.00022239	0.00003744	0.000396336	0.000168051	0.000752585	0.000206541	6.83775930129622E-05	0.00015575	0.001562028	0.00013204	0.00075384	0	0	9.94544486330068E-06	7.55041667352788E-05	0.000723572	0.000582279	0.00098432	0.000514518	0.000527973	0.000301175	0.000564415	0.001612769	0.00043638	0.000934991	0.000760585	0.000391935	0.000143825	0.000674363	0.002309416
A[Ins(C):R7]G	0.000525438	0.00000249	0.000560215	0.000397199	0.00022117	0.00006318	0.00033024	0.00003441	0.00000776	0.000150273	0.00001846	0.00000023	3.30917607812849E-05	0.00003388890625	0.000289661	6.5043115437684E-05	2.72249678940986E-05	0.00004479	0.000495551	0.00010292	0.00031445	0	0	7.65034220253898E-06	0.000105632	0.000112016	0.000065654375	0.00016838	8.66507287276932E-05	5.55642348543243E-05	0.0001259	0.000160438	0.000400637	0.0000007	0.000622117	0.000379754	0.0001552	5.80509847313436E-05	0.000174556	0.000667622
A[Ins(C):R7]T	0.000561824	0.0000546	0.000317823	0.000388931	0.000221928	0.00007626	0.00043802	0.00010567	0.000118399	0.000111048	0.00014776	0.00000866	8.03779018270077E-05	0.00003205875	0.000210308	4.83530083980702E-05	3.02922097749357E-05	0.00003705	0.000485951	0.0000776	0.00020191	0	0	6.44814557071143E-06	5.7417205583744E-05	4.68600368322121E-05	0.000054436875	0.00006151	0.000220023	0.000352994	0.000006275	0.0000250575	0.00010955	0.00023874	0.000115279	0.000184276	0.00011863	7.73077578023104E-05	0.000129395	0.000589312
A[Ins(C):R8]A	0.001831633	0.00000756	0.001016918	0.000912696	0.000668195	0.00001603	0.0007413	0.00026314	0.000177268	0.00033689	0.00012284	0.00000002	0.000190821	0.000024559375	0.000447861	6.36790516280765E-05	4.46734497062542E-05	0.0000977	0.000575632	0.00005623	0.00055122	0	0	1.13115773994684E-05	7.60440722798807E-05	0.000313482	0.0002015	0.00047514	0.000135723	0.000353102	0.000218895	0.000205388	0.000361815	0.00079331	0.000294532	0.000548892	0.000262385	5.00520174557113E-05	0.000254019	0.001912968
A[Ins(C):R8]G	0.000263388	0.00000065	2.51148731513675E-05	6.99409231081733E-05	0.0000272175	0.00000169	0.00008131	0.00001294	0.00000419375	0.00003488	0.00000725	0.00000001	4.63800663328896E-06	0.000026904375	0.0000352409375	1.37668765781291E-05	2.14451235524996E-05	0.00001616	0.000132359	0.000011565	0.00001047	0	0	1.01093807676408E-05	2.0639163862687E-05	8.22104954012778E-05	0.00004508	0.00013758	4.11017818468878E-05	0.000273908	0.000051905	0.0000093475	6.16330611240797E-05	0	4.80764111052628E-05	0.000159672	0.000051325	6.54886209700895E-06	5.82676028128935E-05	0.000284726
A[Ins(C):R8]T	0.000475466	0.00000008	5.25690471606705E-05	0.000188206	0.000234905	0.00001862	0.00025106	0.00007539	0.00000017625	0.000128368	0.00002803	0	7.01498839894878E-05	0.0000040565625	0.0000767784375	2.75946570869889E-05	3.22821927277078E-05	0.00002713	0.000108929	0.00000465	0.0001029	0	0	1.22405475240624E-05	4.8031725148166E-05	7.6085055127459E-05	0.000059343125	0.00006396	0.000108839	0.000270856	0.000076975	0.00014036	8.98623543557855E-05	0	8.25373734264792E-05	0.000315922	0.000109725	2.77391087394736E-05	9.60871440672195E-05	0.000564419
A[Ins(C):R(9,)]A	0.000432585	0	3.79331982985682E-05	1.48758665385955E-05	0.000141413	0.00000875	0.00009162	0.00000923	0.0000401125	0.0000766275	0.00011117	0.00000001	8.38110957635649E-06	0.00006955203125	0.0000128528125	2.20800469527694E-05	1.40688459594029E-05	0.00002443	3.45036846941132E-05	0.0000083	0.00032715	0	0	1.56832015152049E-05	3.9403652990394E-05	0.000177755	0.000121413	0.00034375	0.000180604	0.000100843	0.00011604	0.0000127275	0.000223148	0.00011956	0.000198188	0.00016164	0.00002785	7.31289600832666E-06	3.45869673839864E-05	0.000547837
A[Ins(C):R(9,)]G	0.000017768125	0.00000158	2.72193742949378E-06	2.43503767744867E-07	0.00000858	0	0.00001064	0.00000021	0.0000025425	0.0000109875	0.00000065	0.00000008	1.66003109304555E-06	0.000000093125	0.000001821875	4.18295745037656E-06	8.1956169429252E-06	0.00000175	1.26893716437028E-05	0.000001445	0.00000108	0	0	1.63935904340121E-06	3.11178237198454E-06	1.29809735892302E-05	0.000028551875	0.00001398	5.42363086475395E-06	1.17736997731114E-05	0.000004665	0.0000041225	1.82591479253921E-05	0	6.38136174176946E-05	3.98359452669109E-06	0.00000158	6.68919485623057E-06	0	3.0337282066393E-05
A[Ins(C):R(9,)]T	0.000073016875	0	1.65925131484796E-05	2.45606754829936E-05	0.00009507	0.00000081	0.00001879	0.00002698	0.0000459225	0.0000089275	0.00000046	0.00000004	1.12429308474692E-05	0.00000137859375	0.000000504375	9.99528582476787E-06	3.32716255924939E-05	0.00000553	4.94742916894929E-05	0.000003345	0.00000062	0	0	7.26782509241204E-06	1.15656898706979E-05	1.78639973951689E-05	0.0000210975	0.00001144	3.82095325109867E-05	4.03750939588055E-05	0.000004635	0.0000381475	2.5510107057016E-05	0	7.77407936111246E-05	3.30872674805166E-05	0.000007995	4.05405748862459E-06	2.9690915719056E-06	5.62478807649955E-05
G[Ins(C):R0]A	0.000129172	0.00036714	7.02659885952387E-05	0.000118763	0.000138028	0.00000411	0.00004823	0.00010469	0.000891669	0.002206703	0.00224416	0.00006633	0.000322415	0.001719689	0.000454923	0.00035723	0.00020429	0.00000455	0.000237676	0.002783635	0.00032479	0	0.040552995	0.00093367	0.00031896	0.002357027	0.00126514	0.01236621	0.000205053	0.000510499	0.000348675	0.00055569	0.178192425	0.00000288	0.000571346	0.001478945	0.000006325	4.57952570926554E-05	1.03964085018911E-05	0.000153686
G[Ins(C):R0]G	0.000091851875	0	3.8185390584368E-05	6.05881647561546E-05	0.0000277325	0.00000375	0.00003179	0.0002463	0.0008736	0.000212355	0.00025206	0.00012041	0.000198437	0.00009067125	0.00004854125	9.55870236066668E-05	0.000411189	0.00000566	0.000255166	0.000224545	0.00004029	0	0.047926267	0.000220548	2.75832098489623E-05	0.000454225	0.000424301	0.0009889	0.000143917	0.00025943	0.00010403	0.000102833	0.000969593	0.0001056	0.000536785	0.001380901	0.000026265	4.52183335269666E-06	2.90538391168723E-05	0.000120834
G[Ins(C):R0]T	0.000205199	0.00093837	0.000123139	9.60843730815085E-05	0.000107198	0.00006228	0.00000065	0.00069112	0.001241795	0.0000988525	0.00027345	0.0002044	0.000585861	0.00061906	0.000062779375	0.000215711	0.000654548	0.00000822	0.000403541	0.00018686	0.00060382	0	0.023963134	0.000464103	0.000132077	0.00090121	0.000718053	0.00154829	0.000151724	0.000470072	0.00008301	0.000823608	0.006121892	0.00001727	0.001296002	0.001806021	0.000021685	3.84043984403168E-05	1.43958338378222E-05	0.000102103
G[Ins(C):R1]A	0.000249706	0.00002553	0.000244148	0.000502857	0.00014372	0.00001387	0.00002318	0.00089751	0.000517141	0.001140585	0.00166799	0.00055755	0.000538671	0.000750717	0.000184173	0.000313062	0.000624937	0.02242948	0.000994143	0.000706955	0.00056029	0	0.016589862	0.002079363	0.000471555	0.001250392	0.000713731	0.00342227	0.000398817	0.000381055	0.00054425	0.00028731	0.038219263	0.00015724	0.000751655	0.001613028	0.000006755	3.96206156869041E-05	1.7640205423017E-05	8.72988266419501E-05
G[Ins(C):R1]G	0.000076051875	0.00000828	5.71345971622176E-06	2.31992680542382E-05	0.000034945	0.00000334	0.00000515	0.00000629	0.000360685	0.000259375	0.00056865	0.00003112	2.96050092238013E-05	0.00002205109375	0.00001983625	8.21800336542179E-05	4.34372144864315E-05	0.0034341	0.000179125	0.000077345	0.00003426	0	0.011059908	8.74324823147313E-06	1.28475561076771E-05	0.000305305	0.000246594	0.00045249	7.65145888532509E-05	0.000134376	0.000150495	0.000016725	0.005574494	0	0.00013904	0.000231002	0.00000161	1.07588448736576E-06	0	3.03098094892053E-05
G[Ins(C):R1]T	0.000139653	0.0000408	0.000227556	0.00020555	0.000295345	0.00000427	0.00000223	0.00040799	0.000728431	0.00036236	0.00118268	0.00039997	0.000456483	0.000566118	0.000101721	0.000219614	0.000596973	0.02908475	0.000178887	0.00076817	0.00053531	0	0.017511521	4.97272243165034E-06	4.73548698194669E-05	0.000485529	0.00067718	0.00146148	0.000255388	0.00073598	0.000528425	0.000485498	0.012255595	0.00000138	0.001616176	0.000422964	0.00001546	9.54262762707018E-06	6.76271232647284E-06	8.52681353057328E-05
G[Ins(C):R2]A	0.000069846875	0.00000342	0.000236548	0.000376158	0.000007425	0.00000958	0.00001474	0.00050127	0.000475396	0.000209273	0.00033113	0.00069474	0.000309675	0.000307753	0.0000444484375	0.000206206	0.000146363	0.01121465	0.000385291	0.00027426	0.0001018	0	0.00921659	0.0015475	3.40822533341472E-05	0.000398744	0.0007431	0.00088718	0.000167061	0.000218753	0.000503575	0.0000228225	0.004217692	0.0000537	0.000466978	0.000255372	0.000005335	5.05197933197833E-06	2.97171328631788E-06	7.93342588439089E-05
G[Ins(C):R2]G	0.000079329375	0	1.82100222918849E-05	9.19558773829251E-05	0.000039975	0	0.00000571	0.00006186	0.000313356	0.000132033	0.00008466	0.00005494	7.07058457440915E-05	0.00003451734375	0.00001558	5.23502560687379E-05	7.0747784999169E-05	0.00196843	0.000415518	0.000048735	0.0000884	0	0	0.000660716	4.47278213092762E-05	0.000216588	0.000158669	0.00015452	0.00016057	9.31388840927182E-05	0.000049895	0.0000606225	0.002096848	0.00022728	0.000272309	0.000113368	0.000005315	1.07588448736576E-06	8.5245044115241E-06	3.0365568629085E-05
G[Ins(C):R2]T	0.000079525	0.00001375	7.56663820256401E-05	7.3228223972729E-05	0.0000121675	0.00002739	0.00001732	0.0003651	0.000628588	0.000268978	0.00028985	0.00079061	0.000481507	0.000204718	0.00004088375	0.000295542	0.000243712	0.01529763	0.000321702	0.00042824	0.00001954	0	0.005529954	0.000247926	3.81805250136584E-05	0.000385477	0.000291604	0.00052546	5.6725235140269E-05	0.000122447	0.00071872	0.00009334	0.002676404	0.00000114	0.00069658	0.000942097	0.0000182	4.16632369600188E-05	1.14673788393069E-05	6.55563214591073E-05
