rowname	InsDel1a	InsDel1b	InsDel1c	InsDel1d	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4a	InsDel4b	InsDel5a	InsDel5b	InsDel6	InsDel7	InsDel8	InsDel9	InsDel11	InsDel12	InsDel13	InsDel14	InsDel15	InsDel16	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel19c	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_J	InsDel_K_beta	InsDel_N	InsDel_O
T[Ins(C):R4]A	0.000646033	0.0001083	0.000502732	0.001601712	0.00051559	0.00006031	0.00040905	0.00072332	0.002126914	0.00070385	0.00056345	0.00004771	0.000571562	0.000192501	0.000824694	0.000114688	9.40594903269224E-05	0.00222064	0.000303072	0.00008569	0.00036669	0	0.001843318	0.001113234	0.000132869	0.000392907	0.000248228	0.00035344	0.000201396	0.000937125	0.000185605	0.000384395	0.003127958	0.00001238	0.000613721	0.000442929	0.000328715	0.000144496	0.00054133	0.000780021
T[Ins(C):R4]G	0.00008165125	0.00002004	3.62374225837079E-05	6.41521744476931E-05	0.000101225	0.00003527	0.0000267	0.00004136	0.00018666	0.00010566	0.00017844	0.00005947	4.0131015145309E-05	0.0000358903125	0.0000690709375	4.93663272660078E-05	4.61286942231138E-05	0.00061878	0.000434005	0.000015975	0.00000711	0	0.000921659	0.000228581	3.33471212869114E-05	0.000190011	0.000213153	0.00013265	4.54958780856513E-05	0.000202175	0.000028855	0.0000163925	0.000496399	0.00000213	0.000144591	0.000250779	0.000040185	2.28898322819265E-05	2.17169713341104E-05	5.98620316656289E-05
T[Ins(C):R4]T	0.000505103	0.00015899	0.000328989	0.00053521	0.000357913	0.00007963	0.00035202	0.00026596	0.001247243	0.00014854	0.00027023	0.00019567	0.000188694	0.00006558921875	0.000398243	6.73960374500933E-05	0.000146581	0.00229981	0.000392753	0.000149805	0.00017957	0	0	0.00112001	0.000418774	0.0004583	0.000644219	0.00025955	0.000362168	0.000220697	0.000170905	0.00029982	0.000558106	0.00008831	0.000620438	0.000426338	0.00013226	0.000243633	0.000226624	0.000478159
T[Ins(C):R5]A	0.000439654	0.00036565	0.000827704	0.000379501	0.000149283	0.00025499	0.00029194	0.0003767	0.001374133	0.000250105	0.00032944	0.00010308	0.000381559	0.0000859471875	0.000284215	0.000110443	8.42996800797792E-05	0.00106746	0.000385814	0.0001702	0.00002215	0	0	6.28420966637131E-06	0.00010269	0.000445419	0.000247243	0.00091466	6.91114919292472E-05	0.000380038	0.000038555	0.0001538	0.007282616	0	0.000172305	0.001144932	0.000141345	0.000467386	0.00025904	0.000371761
T[Ins(C):R5]G	0.00007622375	0.00002168	0.000149994	8.03230382965681E-05	0.00009973	0.00001607	0.00006551	0.00009961	0.0000860825	0.00007277	0.00031743	0.00002404	5.81102459271494E-05	0.0000521365625	0.000106848	6.61360543055894E-05	5.59863360344158E-05	0.00001275	3.37907986467142E-05	0.000097265	0.00002499	0	0	3.27871808680242E-06	1.50314315878564E-05	0.000165623	0.000085350625	0.00032554	9.06627296413468E-05	0.000358697	0.00007537	0.0000271625	0.001460512	0	0.000188947	0.00015611	0.0000491	8.45115061090202E-06	4.17809517312791E-05	4.50582759661454E-05
T[Ins(C):R5]T	0.000803794	0.00016367	0.001755737	0.000283538	0.00020382	0.00018732	0.00042615	0.00018202	0.000690541	0.000181908	0.00022412	0.00006304	0.000284219	0.0001017	0.000353915	6.70671407988748E-05	7.96871441741638E-05	0.00072034	0.000722629	0.0000651	0.00039605	0	0	2.46996762539116E-05	0.000288449	0.000406006	0.000604247	0.00007815	9.87185727457465E-05	0.000230709	0.00008789	0.000198155	0.000204092	0.00058884	0.000724716	0.000504604	0.000174705	0.000177116	3.65545640504015E-05	0.000473189
T[Ins(C):R6]A	0.000753879	0.00035064	0.000724801	0.000635877	0.00012729	0.00039799	0.00083181	0.00026945	0.000482834	0.000217458	0.00025123	0.00006999	0.000415942	0.000194438	0.000475171	8.26788368905101E-05	0.000117697	0.00023777	0.000288196	0.00012004	0.00022617	0	0	0.000220658	0.000238394	0.000343159	0.000217715	0.00043335	0.000268141	0.000367021	0.000042	0.000147768	0.003344122	0.00005734	0.000577108	0.000781253	0.000202185	0.000334086	0.000106088	0.000667796
T[Ins(C):R6]G	0.000146838	0.00000063	0.000207006	7.50545022308155E-05	0.00004781	0.00004536	0.00012499	0.000066	0.0000926625	0.000023175	0.0000765	0.00006154	4.03221247829525E-05	0.0000415125	0.000185008	7.92321204410105E-05	7.6603226458527E-05	0.00001834	0.000654382	0.00019077	0.00005487	0	0	7.86892340832581E-06	0.000145574	0.000165697	0.000066560625	0.00021889	6.13262996801337E-05	7.38996769910581E-05	0.000030875	0.00017011	0.002024547	0.00002513	0.000149438	0.001238851	0.000064115	5.27651174673292E-05	4.13837619978188E-05	0.000141883
T[Ins(C):R6]T	0.000445429	0.00013391	0.000441232	0.000246968	0.000156193	0.00032472	0.00031106	0.00000046	0.000249884	0.000094435	0.00006024	0.00000514	9.50472984303403E-05	0.00002987578125	0.000241202	8.22028027799703E-05	3.74316905138757E-05	0.00005295	0.000384721	0.00006898	0.00020784	0	0	7.10388918807191E-06	0.000155228	0.000162771	0.0000887125	0.00015717	6.48394539193383E-05	0.00046019	0.000052475	0.00008016	8.28782545686501E-05	0	0.000143998	0.000352946	0.000087305	0.000245239	5.00944081326147E-05	0.000413586
T[Ins(C):R7]A	0.002038524	0.00007865	0.002697249	0.00120199	0.000380163	0.00026595	0.00143759	0.00006586	0.000335228	0.000172695	0.00024298	0.00007696	0.000291853	0.000176847	0.000808082	0.000122783	0.000127748	0.00017331	0.000252219	0.00015804	0.00066201	0	0	1.51367485007378E-05	0.000219824	0.000266205	0.000294319	0.00023946	0.00052942	0.00021911	0.000203475	0.00060901	0.002029165	0.00005701	0.001268751	0.000792688	0.00031587	0.000145806	0.000379531	0.001960727
T[Ins(C):R7]G	0.000438723	0.0000381	0.000232965	0.000264179	0.0000674325	0.00009291	0.00037477	0.00016744	0.00002336375	0.0000507175	0.00015141	0.0000171	9.15431217781294E-05	0.0000379796875	0.000212681	3.74983427063859E-05	3.49436559617505E-05	0.00001911	0.000118767	0.00005289	0.0000586	0	0	4.29512069371117E-05	8.27044085152158E-05	0.000130493	0.000133126	0.00004766	6.12626171259487E-05	0.000177836	0.000077945	0.0000614975	9.85573861694888E-05	0.00000392	0.000102186	0.000402718	0.00012964	5.22661565456524E-05	8.45227617946583E-05	0.000548038
T[Ins(C):R7]T	0.000625536	0.00004751	0.000682789	0.000917566	0.000279298	0.00013341	0.00050393	0.00014291	0.00007224375	0.00007429	0.00006346	0.00003012	0.00012804	0.00015309	0.000306469	5.2332003509388E-05	4.48735597238514E-05	0.00005341	0.000524827	0.00002818	0.0003472	0	0	7.54105159964557E-06	5.82904772989804E-05	9.91497517277357E-05	0.00008489	0.00018247	0.000229783	0.000194027	0.00010286	0.0000666625	7.82352046827545E-05	0.00000092	0.000300214	0.00016628	0.000164705	0.000112703	0.000160357	0.000699317
T[Ins(C):R8]A	0.001245548	0.00000371	0.000204171	0.000573241	0.000705355	0.00008703	0.00093813	0.00004145	0.00001777625	0.000194085	0.00013351	0.00000198	0.000131918	0.000068195625	0.000325428	7.97233161529902E-05	6.51269169493277E-05	0.00008194	0.000889919	0.0000804	0.00034279	0	0	1.53553297065247E-05	0.000155748	0.000287405	0.000275379	0.00041809	0.000360979	0.000460715	0.000147605	0.00007013	0.00013576	0	0.00028691	0.000487592	0.000211035	7.76352009071608E-05	0.000260348	0.001721182
T[Ins(C):R8]G	0.000230586	0	7.82230900265065E-05	0.000147397	0.0000030275	0.00000758	0.00015625	0.00000788	0.00000043125	0.000071585	0.00000056	0.0000002	1.63339257317217E-05	0.00002297796875	0.00004339375	3.24532133396138E-05	1.91594224626116E-05	0.000032	0.000600725	0.00001167	0.0000028	0	0	5.08201303454375E-06	8.69608401679654E-05	0.000118816	0.0000587825	0.00016824	7.05814975550171E-05	0.000112828	0.00001695	0.000050385	0.000282234	0.00003689	8.29295466189296E-05	0.000455114	0.000045315	6.42412186658973E-06	6.03911914868392E-05	0.00024705
T[Ins(C):R8]T	0.000502224	0	0.00029076	0.000190951	0.00029034	0.00002816	0.00029376	0.00010414	0.00001310125	0.0000839875	0.00003598	0	6.69657691409984E-05	0.00003385515625	0.0000672884375	4.90163913655144E-05	6.05910898837913E-05	0.00001788	4.81910968041746E-05	0.000006235	0.00011521	0	0	6.39350026926472E-06	0.000392461	0.000126367	0.000028205625	0.00005772	9.87451071433236E-05	0.000271368	0.000016735	0.00012472	0.000118473	0.00026226	0.000297247	0.000128131	0.00012087	2.22661311298304E-05	6.92145713413631E-05	0.000462858
T[Ins(C):R(9,)]A	0.000408916	0.00000516	2.96021565814595E-05	0.000101253	0.000267723	0	0.00015618	0.00002219	0.0000005525	0.000034465	0.00001151	0.00000359	1.32144365203217E-05	0.0000220284375	0.0000220578125	3.38923493209135E-05	1.1780921424875E-05	0.00003134	0.000175275	0.00002602	0.00013471	0	0	8.96182943725995E-06	0.000405145	9.85516424103343E-05	0.000109503	0.00024206	0.000140277	0.000145287	0.000088855	0.0000698375	0.000541899	0.00023501	0.000110724	0.000273275	0.00004181	8.43555808209962E-06	3.2560382143295E-05	0.000586868
T[Ins(C):R(9,)]G	0.000075499375	0	8.07015314559177E-06	7.52648009393224E-07	0.0000151925	0.00000198	0.00000648	0.0000001	0.00000143	0.0000103825	0.00000128	0.00000002	1.1497951291722E-06	0.0000165753125	0.000001294375	7.85653070965744E-06	5.28179274224601E-06	0.00000576	2.89431735244007E-05	0.000011845	0.00000009	0	0	1.25137740312959E-05	4.41888222053729E-06	3.3641605329607E-05	0.00002511875	0.00002663	6.4823533280792E-05	8.03915391592366E-05	0.0000159	0.000005115	4.75902078361112E-05	0.00000163	4.65177740583447E-05	5.6895103004741E-05	0.000009915	1.04937718840167E-05	8.12731467806389E-08	5.83356837586446E-05
T[Ins(C):R(9,)]T	0.000190109	0	2.16798402930607E-05	9.17566470274975E-06	0.000031575	0	0.00004547	0.00000009	0.00000027	0.000003115	0.00000041	0.00000003	2.40374044947701E-06	0.000002035625	0.0000048190625	1.09784547718183E-05	6.53248035222849E-06	0.00000648	3.44561589576199E-05	0.000000155	0.00014192	0	0	5.61207245857681E-05	2.05992156004877E-05	7.57479340462579E-05	0.000072316875	0.00007437	5.10787153358677E-05	3.12878448743084E-05	0.00004709	0.000003845	3.99723514343639E-05	0.00004238	3.92776535823377E-05	9.89806075337833E-05	0.00001435	1.76195575467146E-06	1.07726245200531E-05	0.000144855
A[Ins(T):R0]A	0.004531589	0.00382987	0.001996598	0.00305367	0.004290233	0.00052938	0.00017656	0.0021395	0.001958346	0.001811515	0.00405738	0.00234087	0.002269882	0.002068014	0.000275924	0.002039387	0.00360959	0.00043604	0.000945525	0.01976978	0.01441707	0	0.021198157	0.000835909	0.001102575	0.006674982	0.00345174	0.00974682	0.000750106	0.000609486	0.001112265	0.02367596	0.001287989	0.00145766	0.001290572	0.002167591	0.00045108	0.000739507	0.000766304	0.0039508
A[Ins(T):R0]C	0.000254511	0.00007527	9.84071691762031E-05	0.000317595	0.0002217	0.00001556	0.00000595	0.00067264	0.00148218	0.00012577	0.0012515	0.00114993	0.000558008	0.000440928	0.00003535375	0.00016142	0.000964201	0.00000976	0.000177366	0.000658575	0.00031569	0	0.028571429	0.000894052	0.000143129	0.001065024	0.001239896	0.00083814	0.000453001	0.000220787	0.00045944	0.000852358	0.000782233	0.00028225	0.002391291	0.000407592	0.000015565	4.5623739275829E-05	9.67805875292672E-06	0.000109182
A[Ins(T):R0]G	0.000505504	0.00389564	0.000337581	0.000293998	0.000374675	0.00132715	0.00005383	0.00129781	0.002749811	0.00022877	0.00131298	0.00085512	0.001028486	0.001005003	0.000248639	0.000768535	0.000700056	0.00007811	0.001948032	0.0012019	0.00067653	0	0.015668203	0.000425687	0.000214747	0.001590827	0.000781546	0.0024741	0.000693185	0.000211043	0.00035247	0.000821333	0.015329246	0.00051508	0.0021131	0.000663526	0.00007984	0.002352725	8.53617104065874E-05	0.000301533
A[Ins(T):R1]A	0.001799664	0.00019131	0.00115998	0.002355401	0.000426113	0.00011384	0.00003566	0.00024646	0.002038699	0.003178618	0.00542542	0.00656748	0.006729559	0.00089903	0.000136505	0.0014217	0.001440631	0.02713439	0.002046601	0.004025385	0.00308094	0	0.000921659	0.006534212	0.002030574	0.006673139	0.004257294	0.0026955	0.001491053	0.000728187	0.00351196	0.007442168	0.002434287	0.00108968	0.00188945	0.002156109	0.000061335	0.000261222	7.58724150913448E-05	0.000712885
A[Ins(T):R1]C	0.00018825	0.00016715	0.00019778	0.001003125	0.00050333	0.00008982	0.00001498	0.00048534	0.000936786	0.000289873	0.00063207	0.00193016	0.001470159	0.000502999	0.0000529575	0.00037244	0.001043612	0.02901707	0.001627756	0.00242311	0.00105015	0	0.006451613	0.000651864	0.000433328	0.001481331	0.000781814	0.00223504	0.000351544	0.000442904	0.000630055	0.001422325	0.00626942	0.00010785	0.00217459	0.000854645	0.00001815	0.000150982	6.14267686796893E-06	0.00012259
A[Ins(T):R1]G	0.000453839	0.00066962	0.001003204	0.000612943	0.0000646425	0.00024549	0.00005249	0.00023034	0.011908221	0.000735155	0.00188499	0.004844	0.005468359	0.000491443	0.000170897	0.000831469	0.000969272	0.03967513	0.00275193	0.00189539	0.0008247	0	0.006451613	0.001379466	0.000147195	0.001416005	0.000556829	0.00089369	0.00036903	0.001920335	0.00204484	0.00175138	0.001199234	0.00062227	0.003334769	0.003062869	0.000037985	0.000362978	2.70154561613256E-05	0.000251343
A[Ins(T):R2]A	0.001305534	0.0003267	0.001100324	0.001016628	0.000696218	0.00003433	0.00006014	0.00307749	0.000916155	0.000855475	0.00106492	0.01061548	0.003143373	0.000201351	0.000273442	0.000711807	0.000385442	0.01499798	0.003326992	0.00189743	0.00199351	0	0.000921659	0.01787415	0.000507067	0.002584193	0.002225976	0.00225594	0.000847174	0.002275983	0.002616645	0.002975798	0.002311166	0.00030897	0.001406021	0.002867063	0.00011328	0.00020763	0.000119296	0.000961542
A[Ins(T):R2]C	0.000525882	0.00020312	0.000115026	0.001133045	0.000344965	0.00009503	0.00002183	0.00090361	0.00043308	0.000685693	0.00103123	0.00445489	0.0021727	0.000311007	0.000244855	0.000158201	0.000205742	0.0191194	0.001830596	0.00299726	0.00038725	0	0.001843318	0.000449895	0.00038906	0.00097422	0.000479834	0.00096966	0.000594514	0.002491759	0.00070733	0.00067507	0.002557764	0.00030402	0.000804216	0.000624018	0.00003074	0.000201876	2.3660972570815E-05	0.000242026
A[Ins(T):R2]G	0.000641026	0.00106073	0.001222515	0.001455555	0.000460405	0.00048134	0.00004866	0.00264968	0.012325423	0.000222348	0.00012291	0.00804495	0.003102906	0.000207391	0.000830208	0.000723598	0.000533544	0.01693384	0.001459801	0.000362485	0.00039513	0	0.001843318	0.003419703	0.000136755	0.000823681	0.000287552	0.00131519	0.000667356	0.000930282	0.000942855	0.000776088	0.000520662	0.0001159	0.001845487	0.001545963	0.00017088	0.000864855	4.83483463340371E-05	0.000421417
A[Ins(T):R3]A	0.001529546	0.00085342	0.000785796	0.00129368	0.000628495	0.00018445	0.000005	0.00125217	0.000782596	0.000832745	0.00129253	0.00497676	0.001752991	0.000329019	0.000194115	0.000318052	0.000222724	0.01372803	0.003030859	0.00301056	0.00128476	0	0	0.002317398	0.001440867	0.001768869	0.001361401	0.0003984	0.000259108	0.000464694	0.001218235	0.001321078	0.000869449	0.00000933	0.000952176	0.002027603	0.00007057	0.000438181	0.000126913	0.000962822
A[Ins(T):R3]C	0.000486659	0.00060068	0.000963914	0.000761824	0.000392983	0.00016601	0.00002392	0.00046849	0.000357605	0.000642725	0.00016446	0.00324118	0.001369623	0.000089845	0.000246521	0.000428801	0.00011265	0.01251993	0.000695967	0.002817	0.00025607	0	0.000921659	2.46450309524649E-05	0.000729709	0.000556017	0.000128779	0.00215461	0.000184812	0.002804018	0.00015823	0.00040167	0.000283841	0	0.000709884	0.001582049	0.000085085	0.000319881	4.72616457101476E-05	0.00020744
A[Ins(T):R3]G	0.000607572	0.00136157	0.001027588	0.000976395	0.000294438	0.00048457	0.000054	0.0011186	0.007409919	0.00040728	0.00080944	0.00340983	0.001997684	0.000200123	0.000430314	0.000358272	0.00040604	0.01149973	0.001782168	0.00083013	0.00009651	0	0	0.000935691	0.00040404	0.000347214	0.000191354	0.00037105	0.000461704	0.000232167	0.0005567	0.000638055	0.000481368	0.00023046	0.000651732	0.001440983	0.000122415	0.000913613	3.63068120384412E-05	0.000293457
A[Ins(T):R4]A	0.001797746	0.00494301	0.003459843	0.001798552	0.000671888	0.00208401	0.00024541	0.00106706	0.000503768	0.000598248	0.00025228	0.00261148	0.00155554	0.0003353	0.000506234	0.00037288	0.000243933	0.00669408	0.000811217	0.001514245	0.00124311	0	0.000921659	1.13115773994684E-05	0.001988885	0.000603908	0.000649615	0.00031238	0.000371078	0.000852621	0.000441295	0.000999548	0.000835023	0.0002302	0.000742203	0.000771552	0.00025442	0.003278501	0.000333115	0.00075
A[Ins(T):R4]C	0.002140037	0.00290458	0.005364434	0.002421468	0.000910943	0.00204794	0.00024666	0.00086608	0.000261255	0.00074214	0.00079939	0.00173469	0.001204141	0.000239944	0.000459683	0.000243099	0.000260597	0.00528259	0.000997613	0.001937935	0.00070777	0	0.000921659	1.50274578978444E-05	0.001837887	0.00067734	0.000492039	0.00153583	0.000228408	0.003064542	0.00016	0.000520985	0.000518766	0.00099603	0.000683015	0.000703643	0.000196645	0.002688744	0.000122619	0.00088372
A[Ins(T):R4]G	0.001752263	0.00323341	0.004679358	0.001645377	0.001028593	0.00167785	0.00028977	0.00213983	0.002624425	0.00073285	0.00160277	0.00159923	0.001997991	0.000315113	0.000563062	0.000290429	0.000460869	0.00559882	0.000589082	0.0009035	0.00155583	0	0	0.000884817	0.000609162	0.000449457	0.000425476	0.00045963	0.00126473	0.000418167	0.000484375	0.00063488	0.000562592	0.00073213	0.000937254	0.000610755	0.00021799	0.00230994	0.0001363	0.000897377
A[Ins(T):R5]A	0.006622371	0.01943158	0.011403648	0.007014071	0.001505733	0.01379073	0.0006148	0.00115518	0.001145256	0.000945198	0.00097598	0.00170109	0.002626125	0.00047304	0.001373318	0.000568138	0.000707439	0.00406562	0.002124115	0.001830535	0.00242947	0	0	1.07651243850013E-05	0.000796181	0.000818334	0.000396343	0.00098091	0.000434612	0.00241804	0.00055833	0.002176258	0.000573302	0.00102329	0.002228881	0.004163606	0.000594325	0.015215143	0.000494391	0.003045594
A[Ins(T):R5]C	0.007080538	0.01298464	0.018516427	0.006682773	0.002048903	0.00932784	0.0007938	0.00062863	0.000511009	0.000973595	0.00048568	0.00069643	0.002619326	0.000779954	0.000909149	0.00069725	0.0007168	0.0037945	0.002219832	0.003013245	0.00268946	0	0	0.00021563	0.000208003	0.000498057	0.000238899	0.00064805	0.001227948	0.002135349	0.00032584	0.00216509	0.002433429	0.00055571	0.002788673	0.001093754	0.000418995	0.009354254	0.000252205	0.003656343
A[Ins(T):R5]G	0.005924884	0.00902985	0.012303462	0.005394948	0.001393905	0.00966113	0.00079774	0.00213731	0.003720921	0.000514188	0.00087947	0.00115023	0.004403404	0.00070202	0.001478304	0.000568339	0.001004937	0.00331567	0.001421257	0.00210264	0.00209906	0	0	0.00042902	0.00037952	0.00138645	0.001063728	0.00037384	0.000406873	0.001269441	0.000345435	0.001650373	0.001562903	0.00097664	0.002973437	0.002743384	0.000696745	0.010991158	0.000304816	0.00329341
A[Ins(T):R6]A	0.013445234	0.03628361	0.02192431	0.015037985	0.00398576	0.02370419	0.00099342	0.00239863	0.001626058	0.001952515	0.00366129	0.00058355	0.004670749	0.000825077	0.002619128	0.000882664	0.000669534	0.00373225	0.006157577	0.001521485	0.00513368	0	0	1.35520347587833E-05	0.001255407	0.001081975	0.000606281	0.00079404	0.002910065	0.002941007	0.001109135	0.00397004	0.002214899	0.00295675	0.001312845	0.004282973	0.00103882	0.022488886	0.00140281	0.008214908
A[Ins(T):R6]C	0.017139912	0.02441313	0.033152215	0.016143503	0.003959375	0.01524768	0.00124962	0.00191487	0.002145763	0.002348845	0.00284867	0.00053572	0.006225079	0.001579313	0.002003817	0.000348038	0.001538243	0.00263829	0.008377124	0.00264348	0.00531059	0	0	0.000174045	0.003547459	0.002114108	0.001531759	0.00183407	0.001727432	0.007071873	0.001265665	0.00367044	0.002340516	0.00235756	0.002979219	0.0014011	0.000866865	0.013190203	0.00038993	0.009842231
A[Ins(T):R6]G	0.018164879	0.01177668	0.032020846	0.016985096	0.004117313	0.01384255	0.00197379	0.00276773	0.003734769	0.002013878	0.00327847	0.00057861	0.007070836	0.000963789	0.004234763	0.000580193	0.002216175	0.00293962	0.003720077	0.002032785	0.00505351	0	0	0.000839734	0.001991904	0.001975072	0.0014825	0.00044794	0.002716841	0.002764505	0.000618365	0.003751768	0.00174388	0.00139548	0.002659849	0.00119161	0.001341665	0.008833994	0.00042612	0.012088147
A[Ins(T):R7]A	0.019288478	0.02941083	0.021387671	0.019161145	0.005626468	0.01715789	0.00127331	0.00137367	0.001547005	0.002015843	0.00186408	0.00042648	0.005379813	0.001590516	0.004969774	0.001099727	0.001050253	0.00308085	0.001095848	0.001287095	0.01049781	0	0	9.78150895896056E-06	0.001017232	0.001680606	0.000879376	0.0008626	0.001896249	0.002888024	0.001307735	0.006889293	0.000956766	0.00104435	0.001629248	0.00156649	0.00167296	0.011635815	0.002252747	0.014949186
A[Ins(T):R7]C	0.020450491	0.02098065	0.028596092	0.021082634	0.00533369	0.01072284	0.0013915	0.00258358	0.002283694	0.002926373	0.00234632	0.00042807	0.006321587	0.0019558	0.002898532	0.001120791	0.002384375	0.00227046	0.002433555	0.001827025	0.00808739	0	0	0.000599732	0.002114297	0.00188075	0.001205678	0.00132496	0.001015524	0.005338906	0.001206695	0.00517415	0.003731963	0.00372403	0.002360923	0.001433625	0.001022205	0.00664499	0.000923576	0.013518793
A[Ins(T):R7]G	0.019446946	0.00706554	0.019761979	0.014215971	0.005473775	0.00784609	0.00171271	0.00397868	0.003024881	0.002239198	0.00412321	0.00032658	0.007313272	0.001088348	0.005484307	0.0008755	0.002443051	0.00314165	0.001548008	0.001502905	0.00668336	0	0	9.61757305462044E-06	0.001135951	0.001348318	0.000881074	0.00107384	0.001565121	0.002008137	0.000807575	0.004017178	0.001214226	0.00312017	0.002690861	0.00088717	0.00173939	0.003998486	0.001579356	0.01577228
A[Ins(T):R8]A	0.024194086	0.01458616	0.023715536	0.013975877	0.007172958	0.01107418	0.00109398	0.000534	0.001830558	0.00200178	0.00230193	0.00006176	0.004926908	0.001203607	0.004664805	0.001495212	0.001261202	0.00175702	0.001404481	0.000984785	0.01007607	0	0	0.000592738	0.001273366	0.002524743	0.001504231	0.00203191	0.001565153	0.001924659	0.00209797	0.005658695	0.001371589	0.00260678	0.002288914	0.002295863	0.001689685	0.004865181	0.001899097	0.022026236
A[Ins(T):R8]C	0.022004196	0.0172203	0.017473038	0.015924748	0.005533633	0.01165346	0.00114614	0.00156425	0.00139537	0.001736763	0.0022816	0.00003676	0.004832465	0.001139864	0.003104837	0.000897447	0.001258409	0.00199985	0.001003506	0.00050649	0.00710166	0	0	0.000626618	0.001240282	0.001963709	0.001253391	0.001482	0.001984853	0.002460166	0.00060253	0.00426549	0.001514642	0.00216695	0.004233741	0.001617808	0.00152131	0.006412989	0.001273118	0.017807216
A[Ins(T):R8]G	0.022202327	0.00490524	0.015330169	0.015883662	0.005561828	0.00749537	0.00121345	0.00082942	0.001873558	0.001603125	0.00111686	0.00012772	0.00432994	0.001922561	0.005024848	0.000833794	0.000593907	0.00219021	0.001534463	0.00082108	0.01083185	0	0	1.08744149878947E-05	0.00473497	0.003008214	0.001204619	0.00138839	0.001639353	0.003419549	0.00062069	0.003432218	0.002112682	0.00160859	0.002258354	0.003334269	0.001687535	0.002687591	0.00160806	0.020936441
A[Ins(T):R(9,)]A	0.04483087	0.00901678	0.009549644	0.008861589	0.01421307	0.00736934	0.00089025	0.00055182	0.001212821	0.001017288	0.00074396	0.00000235	0.003087209	0.002379367	0.00332841	0.001825866	0.000498667	0.00155826	0.001658838	0.000108285	0.02499415	0	0	0.000484485	0.006337364	0.012226087	0.007147106	0.00976341	0.002767283	0.001972885	0.000764245	0.00497753	0.004309587	0.00637631	0.005298471	0.001150743	0.001802145	0.000996768	0.002635354	0.052265523
A[Ins(T):R(9,)]C	0.041528217	0.01352669	0.010942841	0.008728979	0.011903315	0.01002584	0.00089974	0.00037116	0.002180916	0.00095908	0.00075144	0.00000612	0.003470783	0.002621432	0.002858799	0.000865793	0.000337173	0.0021962	0.004795727	0.000154735	0.02310509	0	0	0.00165078	0.005553361	0.012308425	0.007027895	0.009954	0.005065321	0.004162988	0.0004426	0.004997435	0.003350054	0.00435943	0.002661348	0.001383854	0.00178647	0.002954706	0.002485351	0.045272256
A[Ins(T):R(9,)]G	0.034706976	0.00142666	0.004466865	0.00438817	0.007963793	0.00412878	0.00013917	0.00006594	0.001200974	0.000781898	0.00062591	0.00005119	0.001513157	0.00106945	0.003062237	0.000851647	0.000203561	0.00103922	0.001640493	0.0000371	0.01862003	0	0	0.001452964	0.003745858	0.008920458	0.004651706	0.00678985	0.003630728	0.003214054	0.00048268	0.001669225	0.00258713	0.00459583	0.001866513	0.004264789	0.001475725	0.000856435	0.002289248	0.041658194
C[Ins(T):R0]A	0.000379396	0.00011456	0.000445806	0.00047056	0.000657445	0.00001717	0.0000036	0.00046355	0.001835969	0.000525033	0.00200316	0.00110022	0.000631872	0.000533389	0.0000275225	0.000576735	0.001007963	0.00001592	0.000434813	0.00199868	0.00029424	0	0.038709677	0.001354275	0.00012652	0.001642843	0.001269208	0.00253062	0.000483372	0.00134162	0.000891695	0.00055354	0.001118871	0.00128057	0.00102137	0.000777129	0.000032355	6.42879962523045E-05	1.86495654717443E-05	0.000223891
C[Ins(T):R0]C	0.000590378	0.00001012	0.0002436	0.000260261	0.001013135	0.00004223	0.0000106	0.00056835	0.001614418	0.000359473	0.00000003	0.00081673	0.000557635	0.000398858	0.000065345625	0.000261553	0.000654774	0.00001404	0.000659515	0.0098719	0.00028732	0	0.046082949	0.000453392	0.000274036	0.001875629	0.001374769	0.01622835	0.00025161	0.000836685	0.000334835	0.000157263	0.00056356	0.00000872	0.001786258	0.000942425	0.000038755	6.93867531706901E-05	9.4445950845133E-05	0.000438013
C[Ins(T):R0]G	0.000294158	0.00001485	2.51409620085192E-05	0.000195434	0.000325813	0.00007334	0.00001547	0.00024769	0.001186179	0.000403958	0.00040873	0.00010864	0.000204721	0.000071991875	0.000046835	0.000167838	0.000214429	0.00016905	0.000270707	0.000406075	0.00006369	0	0.008294931	0.000456398	5.79532748680724E-05	0.000856046	0.000447929	0.00166494	7.20196619036945E-05	0.000691322	0.000271205	0.000100758	0.000349557	0.00005306	0.000228898	0.000923866	0.000013725	0.000121092	1.40523892498137E-05	0.000128701
C[Ins(T):R1]A	0.000460083	0.00012801	0.000215546	0.001011282	0.000207955	0.00006404	0.00000756	0.00294031	0.001573598	0.00234568	0.00875294	0.00371382	0.002496751	0.000151549	0.0000865603125	0.000792622	0.000703603	0.01014507	0.001040101	0.001293585	0.00045851	0	0.008294931	0.014628438	0.000450046	0.003216149	0.002593828	0.00087744	0.000247523	0.00242699	0.00179596	0.00042748	0.001017217	0.00059512	0.000854837	0.003637537	0.000008375	0.000206617	2.98875442999769E-05	0.000221611
