Samples	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID9	ID14	ID19	ID21
CPCT02230074T	143	0	0	0	115	0	0	0	0	68	0
CPCT02100132T	415	0	0	0	441	0	410	0	0	0	0
CPCT02330071T	270	364	0	0	0	0	169	0	0	205	0
CPCT02380026T	224	98	0	0	343	0	342	0	0	322	0
CPCT02080170T	52	30	0	0	95	0	62	0	0	89	0
CPCT02380024T	303	174	0	0	0	0	145	167	0	0	0
CPCT02040207T	194	216	0	0	0	0	0	0	0	121	0
CPCT02340047T	36	0	0	0	0	96	155	0	0	166	0
CPCT02360008T	38	33	0	0	0	0	63	0	0	102	0
CPCT02080173T	29	0	0	0	68	0	37	0	0	61	0
DRUP01080009T	247	0	0	0	0	0	284	0	234	395	0
CPCT02030428T	193	0	0	0	0	0	0	0	0	185	0
CPCT02300028T	120	0	62	0	0	0	56	0	0	122	0
WIDE01010647T	130	43	0	0	180	0	222	139	0	0	0
WIDE01010448T	114	0	0	0	138	149	133	0	0	80	0
WIDE01010481T	70	92	0	0	0	374	493	177	0	0	0
WIDE01010468T	265	223	0	0	383	0	296	0	0	0	0
WIDE01010489T	53	47	0	86	0	0	135	128	0	90	0
WIDE01010478T	69	129	0	0	0	0	81	65	0	0	0
WIDE01010534T	63	74	0	0	0	0	102	149	0	68	116
WIDE01010547T	183	62	0	0	153	0	91	0	0	0	147
WIDE01010550T	87	0	0	0	341	0	221	0	0	0	0
WIDE01010584T	31	35	0	0	0	218	228	102	0	0	0
WIDE01010564T	186	101	0	0	178	0	88	0	0	0	0
WIDE01010574T	138	163	0	0	0	1183	813	0	0	0	0
WIDE01010035T	43	13	45	0	0	0	40	0	0	55	41
WIDE01010613T	264	0	0	0	165	0	0	0	0	0	0
WIDE01010659T	60	63	99	0	0	0	46	0	0	65	0
WIDE01010649T	155	0	0	0	0	0	0	120	0	108	0
WIDE01010701T	488	279	0	0	0	0	292	0	0	0	0
WIDE01010702T	71	0	0	63	0	0	74	0	0	101	0
