Samples	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID9	ID14	ID19	ID21
CPCT02080016T	216	0	0	0	198	0	0	0	0	0	0
CPCT02010359T	141	192	0	0	0	670	605	0	0	170	0
CPCT02020322T	110	65	0	0	0	0	0	102	0	0	0
CPCT02010351T	194	86	0	0	298	244	331	0	0	0	0
CPCT02110004T	124	0	0	0	0	0	121	0	0	134	0
CPCT02040031T	376	241	0	0	0	0	267	0	0	0	0
CPCT02020341T	78	35	0	0	0	0	57	0	0	69	76
CPCT02080025T	159	71	0	0	566	0	315	0	0	0	0
CPCT02080022T	38	0	46	0	0	0	38	0	0	64	59
CPCT02100017T	240	124	0	120	0	0	150	0	0	180	0
CPCT02100021T	134	86	0	0	119	0	106	0	0	162	0
CPCT02020345T	99	39	0	0	0	0	95	0	0	155	0
CPCT02020344T	160	0	0	0	0	0	0	244	0	225	0
CPCT02020347T	228	59	0	0	0	0	0	0	0	170	0
CPCT02100020T	103	39	0	0	0	204	338	0	0	219	0
CPCT02100024T	213	58	0	0	0	0	96	107	0	130	0
CPCT02100023T	135	59	0	0	0	0	120	87	0	167	0
CPCT02080027T	155	37	0	0	0	0	107	0	0	125	0
CPCT02160001T	141	39	0	0	0	0	66	112	0	74	0
CPCT02160003T	154	657	0	0	0	1590	809	0	0	0	0
CPCT02160004T	853	659	0	0	0	0	0	0	0	0	0
CPCT02030261T	125	88	0	0	210	0	189	0	0	92	0
CPCT02040035T	100	44	0	0	0	0	57	0	0	90	77
CPCT02160005T	100	48	0	0	0	0	173	101	0	98	0
CPCT02100027T	109	83	0	0	0	0	0	58	0	70	0
CPCT02010401T	67	29	0	0	0	0	71	0	0	102	63
CPCT02030265T	159	42	0	0	0	0	0	129	0	0	0
CPCT02080031T	38	0	0	0	0	0	76	0	0	147	0
CPCT02030264T	35	0	0	34	0	0	33	0	0	92	0
CPCT02100028T	79	31	0	0	94	37	0	0	0	69	0
CPCT02100029T	84	66	0	72	138	0	167	0	0	128	0
CPCT02020371T	81	36	0	56	0	0	95	86	0	71	0
CPCT02020369T	176	0	0	0	0	954	358	0	0	192	0
CPCT02040036T	263	0	0	0	0	0	206	220	0	0	0
CPCT02080036T	0	184	0	0	736	0	739	0	0	0	0
CPCT02030271T	390	235	0	0	0	0	142	0	0	291	0
CPCT02020377T	33	32	0	49	98	0	99	0	0	83	0
CPCT02030274T	128	49	0	0	0	0	56	0	0	107	93
CPCT02010419T	131	129	0	0	0	1113	352	0	0	195	0
CPCT02050053T	354	245	0	0	0	0	151	0	0	201	0
CPCT02050060T	323	160	0	0	0	0	137	0	0	119	0
CPCT02030276T	182	45	0	107	0	0	173	0	0	142	0
CPCT02020382T	132	0	0	0	0	1247	364	0	0	0	0
CPCT02020385T	503	448	0	0	0	342	298	0	0	0	0
CPCT02190002T	95	49	0	0	138	0	109	0	0	0	0
CPCT02080039T	221	0	0	0	177	0	181	0	0	94	0
CPCT02040047T	620	172	0	0	0	0	0	328	0	0	0
CPCT02080047T	258	65	0	0	222	0	150	0	155	0	0
CPCT02010422T	341	0	0	0	0	822	386	0	0	314	0
CPCT02060011T	177	156	0	92	0	0	77	0	0	107	0
CPCT02010434T	265	58	0	0	269	0	194	0	0	0	0
CPCT02080049T	387	501	0	0	0	0	0	0	0	0	0
CPCT02020401T	590	266	0	0	0	0	370	0	0	0	0
CPCT02160008T	32	17	0	0	0	0	28	0	0	50	0
CPCT02040055T	145	96	0	0	355	0	217	0	0	122	0
CPCT02160012T	92	165	0	98	0	0	126	106	0	201	0
CPCT02030289T	854	282	0	0	0	0	0	604	0	0	0
CPCT02050071T	109	55	0	84	0	0	69	56	0	95	0
CPCT02050074T	143	58	0	0	0	0	68	0	0	124	0
CPCT02050082T	107	27	0	0	0	0	79	0	0	102	0
CPCT02080053T	129	0	0	0	0	0	66	69	0	95	0
CPCT02300001T	213	0	0	0	165	0	0	0	0	0	0
CPCT02010382TII	55	16	0	31	0	0	0	27	0	37	0
CPCT02340049T	193	180	0	0	0	0	222	0	0	290	0
CPCT02160058T	217	97	0	0	0	0	0	294	0	0	217
CPCT02010720T	58	0	0	0	0	0	56	0	0	120	0
CPCT02470003T	78	36	0	0	83	0	0	0	0	56	0
CPCT02210076T	268	133	0	0	0	0	114	0	0	134	0
CPCT02120087T	136	167	0	124	0	0	109	0	0	137	0
CPCT02030447T	0	0	0	0	0	0	373	0	0	655	0
CPCT02011013T	105	77	0	89	0	0	121	129	0	106	0
DRUP01120002T	231	210	0	0	0	0	0	150	242	242	0
CPCT02230120T	172	36	0	0	132	0	0	0	0	0	0
CPCT02070424T	403	234	0	0	0	0	0	0	0	0	0
CPCT02011030T	160	60	0	0	146	0	0	0	0	0	0
CPCT02180050T	138	70	0	0	0	0	92	0	0	205	0
CPCT02460005T	56	0	0	0	0	432	448	0	0	0	0
CPCT02030448T	65	46	65	50	90	0	0	0	0	78	0
CPCT02010726T	129	0	0	0	0	0	72	0	0	109	0
CPCT02380034T	52	0	0	0	115	0	59	0	0	103	70
CPCT02080285T	155	0	0	0	0	0	123	161	0	0	0
CPCT02030337TII	0	87	0	0	0	0	180	0	338	256	0
CPCT02380035T	4627	29665	0	0	0	0	0	0	0	0	0
CPCT02010721T	116	29	0	59	0	0	48	0	0	83	0
CPCT02440021T	229	69	0	0	0	0	0	131	0	0	0
CPCT02080288T	97	0	0	0	64	0	36	0	0	41	0
CPCT02120179T	80	0	0	0	67	0	37	0	0	53	59
CPCT02060279T	24	74	61	0	91	67	0	0	0	0	143
CPCT02020898T	129	0	0	0	180	0	0	0	0	0	0
CPCT02040307T	135	114	0	0	0	0	204	0	0	89	162
DRUP01110007T	93	65	0	131	0	0	0	299	127	193	0
CPCT02080290T	99	65	0	0	0	0	118	103	147	134	0
CPCT02020664T	99	69	0	0	0	0	99	162	0	140	0
CPCT02210039T	119	114	0	0	0	0	188	0	550	205	0
CPCT02390038T	359	92	0	0	0	0	0	127	0	0	0
CPCT02150040T	421	0	0	0	0	0	0	0	0	0	0
CPCT02010708T	44	90	0	0	0	158	312	102	0	175	0
CPCT02140044T	256	338	0	0	0	0	0	263	0	0	0
CPCT02110050T	132	0	0	0	0	0	104	202	0	137	0
CPCT02080183T	76	41	0	0	0	0	94	0	0	85	83
CPCT02100195T	125	0	0	0	121	0	0	0	0	0	111
DRUP01010065T	153	0	0	0	0	236	675	0	0	353	0
CPCT02080184T	72	0	0	0	0	538	213	0	0	138	0
CPCT02090034T	347	87	0	0	0	0	134	0	0	274	0
CPCT02230124T	461	132	0	0	0	0	0	0	0	0	0
CPCT02030451T	34	0	0	0	248	0	213	0	0	77	160
CPCT02310006T	100	0	0	0	0	0	137	0	0	267	0
DRUP01050018T	421	291	0	197	0	0	241	0	0	363	0
CPCT02340066TIII	354	0	0	0	553	0	418	0	246	0	0
CPCT02390010T	62	0	0	0	0	0	106	0	0	142	74
CPCT02120099T	111	31	0	55	0	0	70	0	0	75	0
CPCT02390040T	308	127	0	0	0	0	0	0	0	0	0
CPCT02460001T	199	0	0	0	652	764	1307	0	0	0	0
CPCT02200005T	1143	11358	0	0	0	0	0	0	0	0	0
CPCT02320008T	369	77	0	0	0	0	0	290	0	0	0
DRUP01220006T	114	0	215	0	0	0	0	0	224	172	0
CPCT02300032T	387	141	0	0	0	0	0	0	0	218	0
CPCT02380037T	118	0	0	0	0	0	103	0	0	223	0
CPCT02330076T	11271	149347	0	0	0	0	0	0	0	0	0
CPCT02011058T	515	130	0	0	409	0	285	280	0	0	0
CPCT02080296T	116	92	0	0	0	750	272	180	0	205	0
CPCT02150046T	742	186	0	0	0	0	0	0	0	0	0
CPCT02230126T	38	27	0	61	0	72	155	45	0	61	0
CPCT02180052T	101	0	0	0	0	0	93	0	0	188	0
CPCT02180053T	220	559	0	0	0	494	272	0	0	314	0
CPCT02340110T	109	90	0	0	0	711	498	174	0	0	0
CPCT02230125T	124	0	0	0	142	0	0	0	0	98	0
CPCT02390015T	383	170	0	0	0	0	0	444	0	0	0
CPCT02380036T	181	88	0	0	201	0	117	0	0	150	0
CPCT02050309T	100	0	0	0	125	0	61	0	0	132	0
CPCT02110056T	148	56	0	0	155	0	86	0	0	218	0
CPCT02390001TII	262	116	0	0	0	0	0	0	220	196	0
CPCT02160037T	196	118	0	0	0	692	696	0	0	0	0
CPCT02120183T	262	85	0	0	263	0	239	147	0	0	0
CPCT02110057T	114	0	0	0	0	0	80	0	0	102	157
CPCT02040321T	161	0	0	0	261	609	226	0	0	0	0
CPCT02040323T	67	43	0	0	87	0	45	0	0	70	0
DRUP01050019T	49	0	0	0	0	0	163	0	0	303	0
CPCT02050431T	190	0	0	0	0	0	175	129	0	0	0
CPCT02110079T	151	61	0	0	0	0	78	0	0	83	0
CPCT02380052T	314	368	0	0	0	0	0	229	0	0	0
CPCT02340066T	325	0	0	0	413	0	356	0	0	183	0
CPCT02340060T	61	87	117	88	0	0	112	0	0	114	0
CPCT02180057T	198	127	0	130	0	0	140	0	0	189	0
CPCT02340058T	51	131	0	188	0	0	156	0	0	198	0
CPCT02011073T	105	0	0	0	125	0	0	0	0	0	0
CPCT02210082T	139	49	89	0	0	0	0	0	0	94	0
CPCT02410017T	932	978	0	0	0	0	0	0	0	0	0
CPCT02110080T	114	0	0	0	0	0	132	91	138	127	0
CPCT02080196T	80	0	0	0	0	0	60	0	0	120	0
CPCT02020666T	101	0	0	0	0	0	89	0	0	206	0
CPCT02310004T	493	830	0	0	670	0	0	0	0	0	0
CPCT02060197T	337	80	0	0	0	0	0	0	0	145	0
CPCT02380039T	457	308	0	0	0	0	0	0	0	0	0
DRUP01220001T	224	110	0	135	0	0	167	270	0	135	0
CPCT02260028T	93	74	73	80	0	0	66	0	0	69	0
CPCT02010731T	365	296	0	0	0	0	0	382	0	278	0
WIDE01010011T	87	80	0	78	0	0	83	0	0	80	0
CPCT02060285T	24	0	0	0	0	0	30	0	0	61	0
CPCT02350021T	391	250	0	0	0	0	659	412	0	0	0
CPCT02080300T	100	43	0	0	105	0	60	0	0	59	0
CPCT02040219T	132	40	0	0	0	0	86	0	0	150	0
DRUP01060008T	151	55	0	0	0	0	89	178	0	213	0
CPCT02320009T	42	22	0	0	0	0	50	0	0	49	0
CPCT02210051T	182	0	123	0	0	0	109	0	0	0	0
CPCT02340112T	201	0	0	0	331	0	384	0	0	0	0
CPCT02390043T	129	35	103	0	0	0	62	0	0	82	0
CPCT02200007T	363	113	0	0	0	0	0	0	0	0	0
CPCT02120108T	488	0	0	0	0	0	0	360	0	0	0
CPCT02020946T	0	0	0	655	0	0	0	290	0	0	0
CPCT02030463T	30	17	0	36	0	0	82	0	0	88	0
WIDE01010018T	47	51	176	0	0	0	140	0	0	138	0
CPCT02040331T	57	31	65	71	0	0	77	0	0	73	0
CPCT02010765T	108	269	0	0	488	0	624	0	0	0	0
CPCT02040325T	179	70	0	0	0	0	112	0	151	167	0
CPCT02240011T	200	47	0	0	0	0	0	0	0	138	0
CPCT02050434T	66	25	0	57	0	44	0	55	0	45	0
CPCT02160039T	94	0	0	0	0	0	92	0	0	169	0
CPCT02150051T	121	69	0	0	0	0	0	70	0	91	91
CPCT02390021T	105	49	0	0	0	0	102	110	0	254	0
CPCT02080200T	1141	394	0	0	0	0	0	0	0	0	0
CPCT02010772T	71	0	0	0	591	0	0	0	0	0	0
CPCT02210044T	145	46	0	0	0	0	121	0	0	181	0
CPCT02320010T	162	50	0	91	0	0	0	0	0	83	0
CPCT02040337T	96	0	0	70	0	0	72	0	0	84	0
CPCT02270021T	67	49	0	73	0	0	52	0	0	116	0
CPCT02010768T	76	96	0	0	0	563	220	0	0	145	0
CPCT02020966T	46	0	0	0	169	366	274	0	0	110	0
CPCT02110049T	312	116	0	0	0	0	108	0	0	154	0
CPCT02040329T	218	0	1953	0	0	0	0	0	0	0	0
CPCT02340066TIV	254	0	0	0	460	0	385	0	172	0	0
CPCT02340071T	85	25	0	0	0	0	96	0	0	104	0
CPCT02030464T	617	324	0	0	0	550	294	0	0	0	0
CPCT02360012T	115	75	0	72	0	0	84	88	0	97	0
CPCT02080312T	68	0	0	0	118	0	48	0	0	59	63
CPCT02260029T	202	237	0	0	483	0	307	0	0	0	0
WIDE01010072T	99	103	199	0	450	0	294	0	139	0	0
CPCT02110063T	209	121	130	0	0	0	0	0	0	0	0
CPCT02020969T	122	0	0	0	0	0	79	0	0	102	113
WIDE01010069T	15212	87115	0	0	0	0	0	0	0	0	0
WIDE01010067T	151	115	0	0	169	0	0	0	0	0	0
WIDE01010076T	117	55	0	0	187	0	162	0	0	0	0
WIDE01010074T	526	257	0	0	0	0	0	0	0	0	0
CPCT02040071TII	135	73	0	0	0	0	169	0	0	284	0
CPCT02020680T	5911	35980	0	0	0	0	0	0	0	0	0
CPCT02020685T	472	185	0	0	0	0	217	0	0	234	0
CPCT02020693T	68	60	0	0	0	312	333	0	0	153	0
CPCT02010773T	458	271	0	0	0	0	284	0	0	217	0
CPCT02290030T	65	22	0	0	0	0	65	0	0	123	0
CPCT02020688T	209	171	0	0	0	0	0	186	0	152	0
CPCT02050337T	210	192	0	0	0	0	158	0	0	176	0
CPCT02050338T	53	0	0	0	0	0	110	0	0	221	0
WIDE01010124T	169	56	0	0	294	0	301	0	0	132	0
CPCT02230089T	154	82	0	0	0	481	552	0	0	0	0
CPCT02230120TII	283	64	0	0	0	0	0	0	0	154	0
CPCT02050333T	56	30	0	0	0	0	137	0	0	177	0
CPCT02020692T	137	166	0	0	0	0	150	0	0	217	0
WIDE01010135T	39	21	0	0	79	0	45	0	0	70	0
CPCT02230095T	90	27	0	0	0	0	67	0	0	152	0
CPCT02060289T	307	249	0	198	0	0	151	150	0	0	0
CPCT02140085TII	252	157	0	0	0	0	0	0	248	275	0
CPCT02160042T	32	17	0	48	0	0	67	0	0	111	0
CPCT02230128T	267	0	0	0	0	0	133	0	121	151	0
WIDE01010142T	85	62	0	60	0	0	59	0	0	74	0
WIDE01010185T	0	143	0	548	0	378	249	199	0	0	0
CPCT02180049T	147	0	0	0	337	0	365	0	0	152	0
CPCT02010791T	138	74	0	0	152	0	117	0	0	150	0
CPCT02120114T	147	140	0	0	0	0	107	0	0	225	0
CPCT02120117T	190	0	0	0	0	1349	435	0	0	465	0
CPCT02220041T	123	59	0	0	0	0	261	0	0	260	155
CPCT02120121T	166	0	0	0	0	0	86	0	0	201	0
CPCT02160041T	136	53	0	0	0	0	77	63	0	101	0
WIDE01010093TII	31	56	0	0	0	180	200	67	0	67	93
WIDE01010173T	40	0	0	0	170	0	122	0	0	51	0
CPCT02250007T	82	49	0	0	0	0	227	0	0	291	0
CPCT02020597TIII	384	0	0	0	0	0	251	0	0	0	398
WIDE01010171T	35	59	82	0	0	0	0	0	99	136	0
WIDE01010162T	210	0	0	0	0	1212	507	0	0	269	0
CPCT02050299T	36	0	0	0	0	0	68	96	0	151	0
CPCT02080029TII	196	147	0	0	0	0	0	0	0	204	0
WIDE01010207T	212	62	0	94	0	0	131	0	0	92	0
CPCT02030472T	304	0	0	0	0	0	396	343	0	309	0
CPCT02100164T	87	104	120	0	0	0	110	0	0	181	0
CPCT02100170T	95	79	112	0	217	0	230	0	0	142	0
WIDE01010174T	177	85	0	0	217	0	181	0	0	0	0
WIDE01010183T	131	65	0	0	0	324	178	124	0	110	0
WIDE01010212T	183	185	0	0	280	0	361	0	0	0	0
WIDE01010274T	59	170	0	111	157	0	0	0	86	0	0
CPCT02410004T	82	54	0	75	0	0	140	0	0	206	0
WIDE01010235T	165	192	0	0	0	0	100	147	0	0	0
WIDE01010231T	86	24	0	0	85	55	69	0	0	51	90
CPCT02370024T	163	0	0	0	268	0	288	0	0	123	0
CPCT02140091TII	2870	4118	0	0	0	0	0	0	0	0	0
CPCT02360015T	122	56	0	0	0	0	113	0	0	250	0
WIDE01010240T	95	0	0	0	0	0	58	0	0	92	68
CPCT02040230T	101	69	0	0	0	0	108	0	0	164	123
CPCT02320003T	155	57	89	87	0	0	133	0	0	164	0
WIDE01010248T	77	43	0	73	0	0	42	56	0	59	0
