Samples	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID9	ID11	ID19	ID21	ID83J
CPCT02010986T	0	1516	1424	1787	0	0	0	0	0	0	0	0
CPCT02270041T	287	89	0	0	186	0	0	0	0	0	0	0
CPCT02010980T	507	203	1295	0	0	0	0	0	0	0	0	0
CPCT02040174T	799	0	1426	0	0	0	0	0	0	0	0	0
CPCT02010972T	249	0	3536	0	1095	0	0	0	0	0	0	0
CPCT02010990T	171	0	0	0	210	0	0	0	0	0	0	0
CPCT02010976T	370	189	1320	0	0	0	0	0	0	0	0	0
CPCT02080156T	195	108	193	0	0	0	151	0	0	239	0	0
CPCT02010985T	156	0	906	0	395	0	0	0	0	0	0	0
CPCT02010984T	0	0	1527	0	0	0	0	0	0	0	0	0
DRUP01060026T	133	45	0	0	136	0	126	0	0	0	0	0
CPCT02270043T	144	0	309	0	317	0	0	0	0	125	0	0
CPCT02010989T	67	91	0	0	153	0	169	79	0	100	0	0
CPCT02040301T	0	0	2140	0	0	0	0	0	0	0	0	0
DRUP01010111T	399	148	663	0	364	0	0	0	0	0	0	0
DRUP01010110T	144	0	0	0	149	0	0	0	0	0	0	0
CPCT02011001T	161	53	0	0	0	0	77	0	0	91	130	0
CPCT02040305T	174	0	2382	0	582	0	0	0	0	0	0	0
CPCT02011004T	0	0	2044	0	0	0	0	0	0	0	0	0
DRUP01090005T	334	247	1127	0	0	0	202	0	0	358	0	0
CPCT02020872T	0	0	3987	0	0	0	0	0	0	0	0	0
CPCT02011009T	446	266	0	0	0	196	0	0	0	194	0	0
CPCT02120070T	262	91	1015	0	401	0	0	0	0	0	0	0
CPCT02040309T	177	88	465	0	0	0	109	0	0	0	0	0
CPCT02040115TII	0	0	348	0	0	0	0	0	0	0	0	610
CPCT02190020T	394	414	5269	0	1461	0	0	0	0	0	0	0
CPCT02040172T	130	0	1151	0	0	0	0	0	0	267	0	0
CPCT02020630T	285	778	2840	1509	0	0	798	0	0	0	0	0
CPCT02010667T	0	0	1579	0	457	0	0	0	0	0	0	0
CPCT02010676T	239	139	1112	0	561	199	0	0	0	0	0	0
CPCT02230060T	189	0	2239	0	0	0	0	622	0	0	0	0
CPCT02010660T	0	0	1686	0	0	0	0	0	0	349	0	0
CPCT02040186T	337	263	1615	0	751	0	0	0	0	0	0	0
CPCT02020458T	156	74	291	0	283	0	262	0	0	0	0	0
CPCT02110017T	67	69	469	0	268	0	82	0	0	89	0	0
CPCT02010567T	67	0	0	0	0	0	46	59	0	63	0	0
CPCT02080092T	197	147	1710	0	0	259	0	307	0	0	0	0
CPCT02390002T	0	0	2435	0	0	0	0	0	0	0	0	0
DRUP01010024T	57	19	0	0	59	0	31	0	0	43	0	0
CPCT02040113T	163	159	2322	0	0	0	0	0	0	0	0	0
CPCT02080114T	499	148	1036	0	0	0	0	0	0	0	0	0
CPCT02300015T	772	930	1427	0	0	649	0	0	0	0	0	0
CPCT02010531T	225	135	1077	0	0	363	0	352	0	0	0	0
CPCT02010478TII	155	279	0	0	0	0	0	0	0	0	0	0
CPCT02020535T	0	0	2026	0	0	0	0	0	333	0	0	0
DRUP01010023T	278	284	2902	0	0	0	0	0	0	0	0	0
CPCT02040121T	390	307	870	0	409	0	0	0	0	0	0	0
CPCT02010603T	282	112	910	0	315	0	0	0	0	0	0	0
CPCT02010606T	0	0	2358	0	756	0	0	0	0	0	0	0
CPCT02010609T	198	0	1334	0	0	0	0	495	0	0	0	0
CPCT02010450TII	834	358	2068	0	0	0	461	0	0	0	0	0
CPCT02020555T	233	0	2063	0	0	0	0	455	0	0	0	0
CPCT02040117T	260	284	1577	0	660	0	0	0	0	0	0	0
CPCT02040136T	209	115	1474	0	447	0	0	0	0	0	0	0
DRUP01010034T	0	0	4270	0	0	0	0	0	602	0	0	0
CPCT02010612T	0	0	3520	0	0	0	0	0	0	0	0	0
CPCT02040115T	92	76	389	0	0	0	186	0	0	141	0	0
CPCT02010621T	29	23	165	0	0	0	99	0	0	101	0	0
CPCT02010618T	119	157	519	0	211	0	103	0	0	174	0	0
CPCT02010507T	495	139	285	0	0	0	0	0	0	272	0	0
CPCT02120040T	184	463	1944	0	0	0	0	515	0	0	0	848
CPCT02080138T	0	0	4103	0	0	0	0	0	0	0	0	0
CPCT02040157T	356	142	0	0	268	0	0	0	0	0	0	0
CPCT02040149T	0	0	1785	0	0	0	0	0	0	0	0	0
CPCT02180002T	472	216	2426	0	660	0	0	0	0	0	0	0
CPCT02020417T	161	172	303	0	0	0	186	148	0	134	0	0
CPCT02010455T	43	0	696	0	199	0	0	0	0	0	0	0
DRUP01010010T	235	68	407	0	0	0	0	0	0	0	0	0
CPCT02010452T	755	199	0	0	0	0	0	0	0	0	0	0
CPCT02010451T	1255	0	0	0	0	0	0	0	0	0	0	0
CPCT02010450T	403	178	1637	0	0	0	325	0	0	0	0	0
CPCT02010453T	215	0	3489	0	0	0	0	0	0	0	0	0
CPCT02010407T	0	0	3144	0	0	0	0	0	0	0	0	0
CPCT02020429T	130	150	607	0	181	0	100	0	0	0	0	0
CPCT02010477T	549	116	0	0	0	0	0	0	0	0	0	0
CPCT02010478T	172	308	0	0	0	0	0	0	0	0	0	0
CPCT02010484T	150	299	207	0	314	0	269	181	0	0	0	0
CPCT02020452T	218	103	1086	0	0	0	223	0	0	0	0	0
CPCT02190006T	270	201	1034	0	369	0	0	0	0	0	0	0
CPCT02010481T	112	48	0	0	0	0	93	142	0	88	0	0
CPCT02110015T	107	0	1167	0	377	0	0	0	0	0	0	0
DRUP01010016T	0	0	463	0	192	0	0	0	0	0	0	0
DRUP01010017T	356	179	2792	0	0	0	0	0	0	0	0	0
CPCT02080088T	288	0	556	0	326	0	182	0	0	0	0	0
CPCT02020482T	127	0	907	0	279	0	0	0	0	0	0	0
CPCT02010524T	118	0	1806	0	484	0	0	0	0	0	0	0
CPCT02010530T	202	145	935	0	0	0	711	513	0	0	0	0
CPCT02010536T	0	0	3653	0	0	0	0	0	0	0	0	0
CPCT02040093T	1089	278	0	0	0	0	0	0	0	0	0	0
CPCT02020485T	444	186	0	0	365	221	0	0	0	0	0	0
CPCT02040092T	179	170	724	0	310	0	146	0	0	0	0	0
CPCT02080089T	526	199	1753	0	0	0	0	0	0	0	0	0
CPCT02040077T	186	121	886	0	0	0	0	0	0	163	0	0
CPCT02010498T	264	355	1748	0	743	0	0	0	0	0	0	0
CPCT02190013T	111	0	951	0	322	0	0	0	0	171	0	0
CPCT02060086T	60	0	0	0	87	0	50	0	0	59	0	0
CPCT02040106T	297	0	1239	0	0	0	0	0	0	0	0	0
CPCT02040104T	401	638	3148	2755	0	0	0	0	0	0	0	0
CPCT02230013T	400	100	0	0	0	0	0	0	0	147	0	0
CPCT02230017T	204	113	293	0	199	0	0	0	0	0	0	0
CPCT02180023T	174	0	1398	0	474	0	0	0	0	0	0	0
DRUP01010054T	580	115	0	0	0	0	0	0	0	227	0	0
DRUP01010058T	172	87	1076	0	0	0	188	353	0	249	0	0
CPCT02010690T	81	0	0	0	0	0	211	0	0	342	0	0
CPCT02020639T	162	133	1486	0	478	0	0	0	0	0	0	0
CPCT02040194T	88	0	1307	0	328	0	0	0	0	0	0	0
CPCT02010670T	0	216	2445	0	0	0	0	0	0	0	0	0
CPCT02040198T	0	0	3082	0	0	0	0	0	0	0	0	0
CPCT02050283T	335	63	0	0	0	0	119	0	0	166	0	0
CPCT02010702T	71	0	480	0	256	0	115	0	0	133	0	0
DRUP01010024TII	86	31	0	0	0	0	116	0	0	244	0	0
DRUP01070030T	136	176	193	0	0	0	103	120	0	129	0	0
CPCT02050294T	509	0	3944	0	0	0	0	0	0	0	0	0
CPCT02120097T	419	472	318	0	0	0	197	0	0	239	0	0
CPCT02170019T	104	121	976	0	282	0	0	0	0	0	0	0
CPCT02010706T	86	0	1329	0	366	0	0	0	0	0	0	0
CPCT02040202T	402	115	235	0	0	0	193	0	0	0	0	0
CPCT02040201T	294	178	236	0	0	0	122	0	0	182	0	0
WIDE01010634T	78	0	223	0	114	0	94	0	0	0	0	0
WIDE01010610T	787	303	1943	0	0	487	0	0	0	0	0	0
WIDE01010630T	947	662	1081	0	0	0	0	0	0	0	0	0
WIDE01010491T	147	0	0	0	103	0	0	0	0	0	0	0
WIDE01010495T	624	0	0	0	0	0	0	0	0	0	0	0
WIDE01010485T	224	111	533	0	0	0	0	0	0	0	0	424
WIDE01010474T	506	196	0	0	0	0	195	213	0	0	0	0
WIDE01010513T	560	0	2655	0	0	0	0	0	0	0	0	0
WIDE01010523T	530	601	1674	0	755	589	0	0	0	0	0	0
WIDE01010528T	80	36	161	0	144	0	65	0	0	0	0	0
WIDE01010457T	440	473	1227	0	0	0	310	0	0	0	0	0
WIDE01010427T	28	0	0	0	0	0	0	0	0	0	0	197
WIDE01010472T	249	235	292	0	391	0	338	0	0	0	0	0
WIDE01010501T	473	246	880	0	0	0	514	0	0	0	0	0
WIDE01010480T	506	126	0	0	0	0	0	153	0	0	0	0
WIDE01010557T	623	0	7688	0	0	0	0	0	0	0	0	0
WIDE01010589T	202	45	136	0	203	0	0	0	0	111	0	0
WIDE01010549T	71	0	0	0	150	0	0	0	0	0	0	0
WIDE01010593T	359	77	219	0	0	0	0	0	0	0	0	0
WIDE01010558T	529	101	0	0	0	0	0	0	0	0	0	0
WIDE01010657T	408	218	1368	0	484	0	0	0	0	0	0	0
WIDE01010667T	92	0	434	0	204	0	0	0	0	0	0	0
WIDE01010675T	188	126	0	0	250	0	0	0	0	0	0	0
WIDE01010646T	0	0	2239	0	0	0	0	0	0	0	0	0
WIDE01010666T	37	0	0	0	84	0	50	50	0	42	0	0
WIDE01010648T	966	521	3848	0	0	0	0	0	0	0	0	0
WIDE01010677T	252	0	1359	0	0	0	0	0	0	0	0	0
WIDE01010671T	54	36	402	0	0	0	96	0	0	0	0	0
WIDE01010679T	150	38	0	0	0	0	78	0	0	104	0	0
WIDE01010685T	265	115	418	0	0	0	0	0	0	0	0	0
WIDE01010689T	92	0	370	0	184	0	107	0	0	0	0	0
WIDE01010707T	135	0	1011	0	330	0	0	0	0	0	0	0
WIDE01010708T	278	61	0	0	0	0	157	187	0	0	0	0
