spectrum	cosine	total_mutations
CPCT02010624T	0.907547226818081	2418
SP96126	0.907209170664743	3300
SP111112	0.907169099041838	1264
CPCT02070015T	0.906915906726451	3374
CPCT02340075T	0.906416050236943	2962
WIDE01010704T	0.906382553560995	2175
CPCT02180015T	0.905571043261554	621
SP102897	0.905309379576679	13474
CPCT02340041T	0.905206324783485	4261
CPCT02230032T	0.905201146641884	2014
SP110842	0.905128006193963	2105
DRUP01210002T	0.904987262709246	2687
WIDE01010009T	0.904979072713752	1806
CPCT02010955T	0.904734329260525	2129
CPCT02030286T	0.904641191412694	2085
CPCT02340057T	0.904267061670006	1869
CPCT02330063T	0.90408235337354	2518
CPCT02140022T	0.903893927068584	15130
WIDE01010265T	0.903639438655509	1259
DRUP01290001T	0.903557053598036	2838
SP118048	0.903260752786113	1403
DRUP01140001T	0.903218272196937	14579
CPCT02120011T	0.903181208921568	2860
CPCT02290041T	0.903151761009072	1848
SP110857	0.903089726616258	1129
CPCT02230107T	0.902964045266454	2029
CPCT02190041T	0.902693782703547	1275
SP21193	0.902621957440418	1041
SP1174	0.902429623679854	1018
SP110866	0.902258796014897	1228
CPCT02330073T	0.901963529483018	2395
CPCT02210001T	0.901447928776439	1970
CPCT02340012T	0.901446896134267	1724
WIDE01010451T	0.901340494643409	6627
WIDE01010606T	0.901288398914204	160869
CPCT02010397T	0.901074240647914	2297
DRUP01440001T	0.900994748446678	3608
CPCT02220025T	0.900817034576659	2678
CPCT02020486T	0.900424591941091	4049
WIDE01010539T	0.900222205782886	4105
SP59460	0.900161010689874	820
CPCT02040196T	0.900129156642133	3896
